recno,EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,(V-Ks)o,(V-Ks)u,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
55,204084492,15 57 12.77,-23 43 46.7,,12.59,,6.9,0.82,12.49,6.08,1.1411,,,,"USco,gold",no,Simbad,1,0.999998,2846.0,157.0,0.299,0.022,0.00182,-2.2189630613788682
56,203696502,15 57 15.56,-25 15 13.3,8.44,7.57,0.87,0.87,0.64,7.49,0.23,5.021,5.5435,,,"USco,bronze",no,Simbad,1,0.998276,7258.0,221.4,1.634,0.284,1.30578,0.972413915310947
57,203628765,15 57 16.74,-25 29 19.3,,8.86,,3.81,0.7,8.77,3.11,0.5034,0.6615,,,"USco,gold",no,Simbad,1,0.999913,,,,,,
58,204512343,15 57 21.08,-22 02 13.1,,10.1,,5.57,1.56,9.9,4.01,7.6771,,,,"USco,bronze",yes,Simbad,1,0.998258,3487.0,123.0,0.452,,,-0.9167482827783967
59,204787516,15 57 23.90,-20 51 45.5,,9.8,,5.21,0.02,9.8,5.19,0.4868,,,,"USco,gold",no,Simbad,1,0.992964,3600.0,127.5,0.509,0.093,0.02878,-0.7878923344523411
60,204836433,15 57 24.53,-20 38 38.3,,9.99,,5.07,0.85,9.88,4.21,8.6218,,,,"USco,gold",no,Simbad,1,0.996487,3528.0,140.1,0.474,0.096,0.03353,-0.8899829932078879
61,204040060,15 57 25.74,-23 54 22.2,13.72,9.09,4.63,4.63,0.37,9.04,4.26,7.239,,,,"USco,gold",no,Simbad,1,0.999976,,,,,,
62,204442667,15 57 28.47,-22 19 05.3,,11.6,,6.35,0.24,11.57,6.11,1.3178,,,,"USco,gold",no,Simbad,1,0.999998,2972.0,157.0,0.454,0.021,0.00409,-1.8332739444199482
63,204274743,15 57 29.84,-22 58 44.0,,11.19,,6.17,0.49,11.13,5.69,1.7686,,,,"USco,gold",yes,Simbad,1,0.997153,,,,,,
64,204179058,15 57 34.31,-23 21 12.3,13.62,8.99,4.63,4.63,1.16,8.84,3.47,3.0039,0.5857,,,"USco,gold",maybe,Simbad,1,0.992964,3711.0,122.0,,,,
65,203800211,15 57 36.83,-24 53 02.9,,11.93,,5.86,0.0,11.93,5.86,0.6137,,,,"USco,bronze",no,Simbad,1,0.999987,3034.0,157.0,0.307,0.021,0.00222,-2.0888423912600236
66,204330772,15 57 37.17,-22 45 25.3,,12.56,,5.0,0.5,12.5,4.5,24.8794,,,,"USco,silver",no,Simbad,1,0.996487,3362.0,157.0,0.451,0.022,0.00616,-1.6239708182718198
67,203920801,15 57 38.79,-24 24 32.9,9.91,8.21,1.7,1.7,0.7,8.12,1.0,0.466,,,,"USco,bronze",no,Simbad,1,0.999915,5952.0,205.8,1.089,0.156,0.25205,0.3873471067477082
68,204434699,15 57 39.33,-22 20 57.6,,11.5,,6.01,0.28,11.46,5.72,2.5101,,,,"USco,bronze",no,Simbad,1,0.999994,3013.0,157.0,0.483,0.021,0.00481,-1.757707095017069
69,204760247,15 57 40.46,-20 58 59.0,5.84,5.73,0.1,0.1,0.59,5.66,-0.49,0.907,,,,"USco,gold",no,Simbad,1,0.999757,11886.0,517.7,3.165,0.421,28.1078,2.371202158624361
70,203521205,15 57 42.47,-25 51 35.7,,10.81,,5.7,0.05,10.81,5.65,0.7418,,,,"USco,gold",no,Simbad,1,0.999806,3118.0,157.0,0.621,0.021,0.00938,-1.4548166317845939
71,204412942,15 57 42.48,-22 26 05.7,,11.42,,5.43,0.65,11.33,4.78,1.4446,,,,"USco,gold",no,Simbad,1,0.997667,3195.0,157.0,0.46,0.021,0.00526,-1.6961562251113456
72,204399028,15 57 46.60,-22 29 20.5,,10.46,,5.43,1.01,10.33,4.42,3.8671,,,,"USco,gold",no,Simbad,1,0.996487,3251.0,157.0,0.639,0.021,0.01142,-1.3500812812645808
73,204351804,15 57 46.88,-22 40 24.3,,9.68,,4.78,0.7,9.59,4.08,7.2414,,,,"USco,bronze",no,Simbad,1,0.992964,3749.0,133.2,0.564,0.092,0.02867,-0.6899442622491085
74,203839698,15 57 47.56,-24 44 12.4,,12.05,,6.06,0.32,12.01,5.74,0.9672,,,,"USco,gold",no,Simbad,1,0.999992,3008.0,157.0,0.441,0.022,0.00411,-1.8365404482300098
75,204134887,15 57 48.80,-23 31 38.2,6.77,6.67,0.1,0.1,0.35,6.63,-0.25,0.803,,,,"USco,gold",no,Simbad,1,0.999786,10152.0,525.5,2.606,0.379,13.2516,1.8800803874882714
76,204247416,15 57 50.03,-23 05 09.5,,9.27,,4.08,0.12,9.25,3.96,7.8404,,,,"USco,gold",no,Simbad,1,0.996487,3937.0,126.6,0.612,0.083,0.03169,-0.5415887985302836
77,204193196,15 57 53.84,-23 17 53.4,,11.31,,5.87,0.37,11.27,5.5,2.15,,,,"USco,bronze",no,Simbad,1,0.999923,3089.0,157.0,0.523,0.021,0.00611,-1.6434005642750291
78,204193996,15 57 53.96,-23 17 41.7,,9.45,,4.0,0.7,9.36,3.3,15.7722,,,,"USco,bronze",no,Simbad,1,0.998258,3986.0,125.4,0.622,0.084,0.02955,-0.5544580656320799
79,203810851,15 57 54.44,-24 50 42.3,,8.58,,3.52,0.85,8.47,2.67,4.2512,,,,"USco,bronze",yes,Simbad,1,0.99964,4302.0,145.8,0.672,0.081,0.03509,-0.34689366007534317
80,204849054,15 57 56.02,-20 35 10.5,,12.34,,6.46,0.34,12.3,6.12,0.9839,,,,"USco,bronze",no,Simbad,1,0.999998,2921.0,157.0,0.436,0.023,0.0037,-1.8961962790440432
81,204097242,15 58 06.39,-23 40 41.9,,10.65,,5.65,0.4,10.6,5.25,2.5265,,,,"USco,gold",no,Simbad,1,0.992964,3202.0,157.0,0.602,0.021,0.00941,-1.442011851775087
82,203361837,15 58 06.93,-26 23 47.0,,10.16,,5.18,0.25,10.13,4.92,7.7299,,,,"USco,gold",no,Simbad,2,1.0E-6,3485.0,110.7,0.451,0.089,0.01873,-0.9913572524347148
83,203812531,15 58 11.99,-24 50 20.0,,11.39,,5.32,0.7,11.3,4.62,1.5117,,,,"USco,bronze",no,Simbad,1,0.992964,3199.0,157.0,0.559,0.023,0.00818,-1.5207126835238298
84,204147776,15 58 12.71,-23 28 36.5,10.36,8.02,2.34,2.34,2.76,7.66,-0.42,1.7209,,,,"USco,gold",yes,Simbad,1,0.999891,4977.0,150.9,,,,
85,205202444,15 58 13.20,-18 53 10.1,,11.11,,5.54,0.21,11.08,5.33,1.5215,,,,"USco,bronze",no,Simbad,1,0.99885,3185.0,157.0,0.486,0.021,0.00574,-1.6563944918958282
86,204898840,15 58 15.69,-20 21 37.1,,11.06,,5.96,1.83,10.82,4.13,0.6905,0.4467,,,"USco,gold",no,Simbad,1,0.999989,3043.0,157.0,0.516,0.021,0.00566,-1.682563503464901
87,205128625,15 58 18.84,-19 15 44.9,,10.13,,5.25,0.11,10.12,5.14,13.5669,,,,"USco,gold",no,Simbad,1,0.992964,3604.0,129.7,0.51,0.094,0.02846,-0.8265514852556856
88,204777646,15 58 19.06,-20 54 24.0,,9.03,,4.15,0.7,8.94,3.45,7.117,,,,"USco,bronze",no,Simbad,1,0.996487,4007.0,127.8,0.626,0.082,0.04122,-0.3885634847344559
89,205162306,15 58 20.38,-19 05 32.6,,11.0,,6.08,0.71,10.91,5.36,1.9539,,,,"USco,bronze",no,Simbad,1,0.999944,3096.0,157.0,0.605,0.021,0.00861,-1.495257363728312
90,204957540,15 58 21.04,-20 05 13.8,,11.06,,5.77,0.5,10.99,5.27,2.2316,,,,"USco,bronze",no,Simbad,1,0.999843,3122.0,157.0,0.562,0.021,0.00733,-1.5581478242267082
91,204553379,15 58 23.36,-21 51 59.1,,11.28,,6.38,0.42,11.23,5.96,1.8469,,,,"USco,gold",no,Simbad,1,0.999998,2927.0,157.0,0.524,0.022,0.00525,-1.7366006686659978
92,204123651,15 58 28.54,-23 34 19.3,,10.42,,5.49,0.4,10.37,5.09,2.3936,,,,"USco,gold",no,Simbad,1,0.996487,3279.0,157.0,0.65,0.021,0.01224,-1.3166827380781174
93,204475702,15 58 29.62,-22 11 11.9,,8.82,,4.38,0.7,8.73,3.68,,,,,"USco,bronze",no,Simbad,1,0.998613,3923.0,122.0,,,,
94,204226548,15 58 29.79,-23 10 07.9,,11.3,,4.64,0.65,11.22,3.99,,,,,"USco,gold",yes,Simbad,1,0.999832,3224.0,158.0,0.527,0.021,0.00717,-1.563519304990505
95,204780592,15 58 30.39,-20 53 35.9,7.26,6.53,0.73,0.73,0.5,6.47,0.23,0.0735,0.1216,0.0596,0.1131,"USco,gold",no,Simbad,1,0.999702,8332.0,270.8,2.056,0.315,3.5075,1.479202177770328
96,204066097,15 58 35.97,-23 48 14.0,,12.08,,6.32,0.28,12.04,6.04,0.3588,,,,"USco,gold",no,Simbad,1,0.999998,2920.0,157.0,0.343,0.021,0.00237,-2.07727454200674
97,205024407,15 58 36.19,-19 46 13.6,,10.72,,5.63,0.38,10.67,5.24,3.0008,,,,"USco,gold",yes,Simbad,1,0.999146,3173.0,157.0,0.634,0.021,0.01036,-1.401209493236885
98,204066898,15 58 36.21,-23 48 02.1,15.66,10.19,5.47,5.47,0.7,10.1,4.77,0.3956,0.5386,,,"USco,bronze",no,Simbad,2,1.0E-6,3206.0,157.0,0.632,0.021,0.0106,-1.386581054965427
99,204281213,15 58 36.91,-22 57 15.2,10.14,7.05,3.09,3.09,1.14,6.91,1.95,,,,,"USco,bronze",yes,Simbad,1,0.999964,5720.0,102.2,1.02,0.121,0.41941,0.5178646451184408
100,204281210,15 58 36.92,-22 57 15.3,,7.05,,3.04,0.7,6.96,2.34,2.5649,2.4445,,,"USco,gold",yes,Simbad,1,0.999964,5720.0,102.2,1.02,0.121,0.41941,0.5178646451184408
101,204238921,15 58 39.87,-23 07 10.8,,11.71,,6.12,0.0,11.71,6.12,1.9986,,,,"USco,bronze",no,Simbad,1,0.999998,2955.0,157.0,0.526,0.026,0.00581,-1.7166987712964503
102,204594600,15 58 48.10,-21 41 34.2,,12.52,,6.84,0.53,12.45,6.31,0.6008,,,,"USco,silver",no,Simbad,1,0.999999,2883.0,157.0,0.243,0.021,0.0013,-2.3419886033428874
103,204249804,15 58 58.19,-23 04 35.3,,9.88,,4.75,0.43,9.83,4.32,3.9066,,,,"USco,gold",no,Simbad,2,1.0E-6,3626.0,127.6,0.52,0.091,0.02869,-0.8100887903071945
104,204190866,15 59 00.71,-23 18 26.8,,10.21,,5.12,0.4,10.16,4.71,4.8321,,,,"USco,bronze",no,Simbad,1,0.992964,3457.0,122.0,0.435,,,-0.9954636821486772
105,203397761,15 59 01.92,-26 16 33.1,,11.26,,5.94,0.0,11.26,5.94,0.5179,0.5938,,,"USco,gold",no,Simbad,1,0.999995,3009.0,157.0,0.464,0.031,0.00519,-1.7945249632591092
106,203475138,15 59 08.63,-26 00 54.7,,10.76,,5.53,0.75,10.66,4.78,2.1199,,,,"USco,gold",no,Simbad,1,0.996487,3218.0,157.0,0.582,0.021,0.00876,-1.4696722102219137
107,203301463,15 59 11.89,-26 35 00.8,8.13,6.97,1.16,1.16,0.93,6.85,0.23,1.8738,0.7141,,,"USco,bronze",no,Simbad,1,0.999941,7202.0,216.4,1.613,0.285,0.89501,0.9566241044619007
108,204367110,15 59 12.43,-22 36 50.4,,11.79,,6.56,0.52,11.72,6.04,0.944,,,,"USco,gold",no,Simbad,1,0.999998,2972.0,157.0,0.428,0.022,0.00371,-1.8807441107220633
109,210282521,15 59 14.51,-26 06 18.2,,9.3,,2.99,1.24,9.14,1.75,0.4621,,,,"USco,gold",no,Simbad,1,0.999941,4494.0,130.0,0.706,0.078,0.01595,-0.5360771636217643
110,204477741,15 59 18.38,-22 10 43.2,16.27,10.07,6.19,6.19,0.33,10.03,5.86,0.8214,0.7623,,,"USco,gold",no,Simbad,1,0.999982,,,,,,
111,204547272,15 59 22.92,-21 53 31.8,,10.39,,4.95,0.55,10.32,4.4,3.3984,,,,"USco,bronze",no,Simbad,2,1.0E-6,3348.0,157.0,0.635,0.02,0.01234,-1.3056580896358188
112,204247509,15 59 25.90,-23 05 08.3,,11.57,,6.62,0.56,11.5,6.06,0.6198,,,,"USco,silver",no,Simbad,1,0.999999,2865.0,157.0,0.474,0.022,0.004,-1.8613815661005075
113,203462615,15 59 38.05,-26 03 23.6,,10.25,,6.24,0.16,10.23,6.08,0.5201,0.4421,,,"USco,gold",no,Simbad,1,0.999988,3043.0,157.0,0.642,0.021,0.00945,-1.459545386328588
114,204870258,15 59 44.25,-20 29 23.5,,10.4,,6.44,1.22,10.25,5.22,,,,,"USco,gold",yes,Simbad,1,0.999984,3059.0,157.0,0.642,0.021,0.00954,-1.449771646944906
115,203574463,15 59 49.53,-25 40 34.6,,11.55,,6.23,0.69,11.46,5.53,1.0092,,,,"USco,bronze",no,Simbad,1,0.999991,3019.0,157.0,0.513,0.022,0.00552,-1.7009287399725905
116,203499724,15 59 49.88,-25 55 58.8,,9.61,,5.04,0.54,9.54,4.5,0.6243,0.9533,,,"USco,gold",no,Simbad,1,0.992964,3507.0,118.7,0.463,0.094,0.03398,-0.6936607674875023
117,205030103,15 59 50.50,-19 44 37.3,,10.17,,6.02,0.5,10.11,5.52,30.7496,,,,"USco,bronze",no,Simbad,1,0.999928,3133.0,122.0,,,,
118,203642381,15 59 52.68,-25 26 29.4,,9.72,,4.08,0.12,9.71,3.96,4.4834,,,,"USco,gold",no,Simbad,1,0.996487,3875.0,124.9,0.599,0.082,0.0162,-0.8621397178471398
119,204439442,15 59 59.45,-22 19 50.2,,9.43,,5.51,0.52,9.36,4.99,5.4864,,,,"USco,bronze",no,Simbad,1,0.997667,,,,,,
120,204436170,15 59 59.95,-22 20 36.7,13.25,8.63,4.62,4.62,0.4,8.58,4.22,0.8621,0.7271,,,"USco,gold",no,Simbad,1,0.999146,3739.0,122.0,,,,
121,204383487,16 00 00.36,-22 32 59.7,,9.77,,5.52,0.66,9.69,4.86,0.4962,,,,"USco,bronze",no,Simbad,2,1.0E-6,3566.0,130.7,0.493,0.092,0.02663,-0.8639139026159026
122,204096760,16 00 07.04,-23 40 49.0,,10.61,,6.16,0.46,10.55,5.7,0.5255,1.8177,,,"USco,gold",no,Simbad,1,0.999998,2957.0,157.0,0.589,0.023,0.00719,-1.6031035508574762
123,204533053,16 00 12.16,-21 57 03.5,,10.34,,5.32,0.36,10.29,4.96,2.8474,,,,"USco,gold",no,Simbad,1,0.998258,3299.0,157.0,0.662,0.021,0.0131,-1.2849163293050727
124,204387835,16 00 15.66,-22 31 58.3,,10.44,,5.43,0.7,10.35,4.73,2.3825,,,,"USco,bronze",no,Simbad,1,0.997667,3281.0,157.0,0.649,0.021,0.01233,-1.3159629625134803
125,204367097,16 00 17.29,-22 36 50.4,,9.94,,5.68,0.7,9.85,4.98,0.9675,,,,"USco,bronze",,Simbad,1,0.99885,3501.0,117.0,0.46,,,-1.0299787341716342
126,204395393,16 00 18.43,-22 30 11.6,,10.41,,6.07,1.55,10.21,4.51,,,,,"USco,gold",yes,Simbad,1,0.999488,3405.0,157.0,0.639,0.028,0.01526,-1.2694599635228807
127,204141928,16 00 23.23,-23 29 59.4,,13.31,,9.03,0.0,13.31,9.03,,,,,"USco,silver",yes,Simbad,2,,,,,,,
128,204270520,16 00 26.30,-22 59 41.4,,11.34,,6.49,0.42,11.28,6.07,0.5123,,,,"USco,gold",no,Simbad,1,0.999998,2890.0,157.0,0.529,0.022,0.00514,-1.750068243365805
129,204769599,16 00 26.69,-20 56 31.8,18.6,12.51,6.09,6.09,0.44,12.45,5.65,1.6401,,,,"USco,gold",yes,Simbad,1,0.999998,2951.0,157.0,0.367,0.023,0.00288,-2.0092173081968623
130,205001070,16 00 29.13,-19 52 53.7,,8.68,,3.07,1.11,8.54,1.96,3.9311,,,,"USco,bronze",no,Simbad,1,0.999911,4662.0,123.0,0.742,,,-0.02732053273246927
131,204894208,16 00 29.45,-20 22 53.9,,11.29,,6.29,0.69,11.2,5.61,1.6968,,,,"USco,bronze",yes,Simbad,1,0.999998,2973.0,157.0,0.523,0.021,0.00538,-1.711750774428014
132,204121833,16 00 30.22,-23 34 46.0,,11.84,,6.89,0.3,11.8,6.59,0.4478,,,,"USco,gold",no,Simbad,1,0.999999,2872.0,157.0,0.453,0.024,0.00383,-1.8948305720006684
133,204878974,16 00 31.35,-20 27 05.0,,8.83,,4.79,0.57,8.75,4.22,3.0938,0.8548,,,"USco,gold",no,Simbad,1,0.992964,,,,,,
134,203766590,16 00 32.42,-25 00 24.5,,10.79,,5.22,0.7,10.7,4.52,0.9418,,,,"USco,bronze",no,Simbad,2,1.0E-6,3266.0,157.0,0.537,0.021,0.00765,-1.5237482039929664
135,205153472,16 00 34.53,-19 08 16.1,,11.46,,6.65,0.42,11.4,6.22,0.761,,,,"USco,bronze",no,Simbad,1,0.999999,2891.0,157.0,0.51,0.022,0.00478,-1.7825160557860937
136,205225428,16 00 35.45,-18 45 58.1,,10.87,,6.15,0.66,10.78,5.48,1.423,,,,"USco,bronze",no,Simbad,1,0.999935,3115.0,157.0,0.564,0.021,0.00733,-1.5584619612978392
137,204933893,16 00 35.99,-20 11 55.0,,10.66,,5.63,0.38,10.61,5.25,1.5296,0.9446,,,"USco,bronze",no,Simbad,1,0.987533,,,,,,
138,204519031,16 00 40.55,-22 00 32.2,10.87,8.44,2.43,2.43,0.33,8.4,2.1,2.7236,,,,"USco,gold",yes,Simbad,1,0.999911,4922.0,122.0,,,,
139,204350593,16 00 41.34,-22 40 41.8,,9.64,,5.5,0.37,9.59,5.13,3.1612,0.9757,,,"USco,bronze",no,Simbad,1,0.996487,,,,,,
140,203363279,16 00 42.65,-26 23 29.6,9.32,7.72,1.6,1.6,0.65,7.63,0.95,1.1283,1.1842,0.9371,,"USco,bronze",no,Simbad,1,0.999807,5954.0,155.7,1.09,0.142,0.2544,0.624001415845958
141,203895244,16 00 43.08,-24 30 50.5,,10.77,,5.84,0.2,10.75,5.65,0.5312,0.541,,,"USco,gold",no,Simbad,1,0.999948,3082.0,157.0,0.584,0.021,0.00776,-1.5406075122407692
142,203811459,16 00 44.61,-24 50 34.1,,11.74,,6.8,0.53,11.68,6.27,1.4821,0.9133,,,"USco,bronze",no,Simbad,1,0.999998,2949.0,157.0,0.655,0.044,0.01254,-1.491604966866947
143,204105333,16 00 49.72,-23 38 43.5,,9.74,,4.77,0.55,9.67,4.22,10.0434,,,,"USco,gold",no,Simbad,1,0.997667,3660.0,124.8,0.533,0.09,0.0274,-0.7849443526396901
144,205087347,16 00 49.88,-19 28 00.6,,9.69,,5.07,0.43,9.63,4.64,9.7615,,,,"USco,gold",no,Simbad,1,0.996487,3537.0,146.3,0.479,0.099,0.0308,-0.9542859410591323
145,203655505,16 00 52.70,-25 23 42.9,,10.35,,5.13,0.38,10.3,4.75,7.0792,,,,"USco,gold",no,Simbad,1,0.992964,3481.0,122.0,0.449,,,-1.0639892042847905
146,203854810,16 00 52.82,-24 40 38.6,,10.35,,5.04,0.36,10.3,4.68,9.6432,,,,"USco,bronze",no,Simbad,2,1.0E-6,3467.0,122.0,,,,
147,204406748,16 01 05.18,-22 27 31.1,13.74,8.75,4.99,4.99,0.47,8.69,4.52,4.3922,16.9554,,,"USco,gold",no,Simbad,1,0.997667,,,,,,
148,204458208,16 01 06.04,-22 15 24.8,,11.38,,5.81,0.7,11.29,5.11,1.7579,,,,"USco,silver",no,Simbad,1,0.999924,3106.0,157.0,0.545,0.021,0.0068,-1.5956795327782693
149,203249626,16 01 08.94,-26 45 10.7,,10.6,,5.83,1.05,10.46,4.78,2.0262,,,,"USco,gold",no,Simbad,1,0.99995,,,,,,
150,204428324,16 01 10.36,-22 22 27.9,,9.76,,5.98,0.36,9.71,5.62,0.325,0.5604,,,"USco,gold",no,Simbad,1,0.999937,3147.0,122.0,,,,
151,203690414,16 01 13.97,-25 16 28.4,,10.42,,5.54,0.21,10.39,5.33,1.816,1.9454,,,"USco,gold",yes,Simbad,1,0.810485,,,,,,
152,204438578,16 01 16.79,-22 20 02.2,,8.62,,3.12,0.0,8.62,3.12,0.1025,,,,"USco,bronze",no,Simbad,1,0.999994,4589.0,122.0,,,,
153,204241103,16 01 19.13,-23 06 39.7,,12.67,,6.95,0.0,12.67,6.95,0.5716,0.4866,,,"USco,gold",no,Simbad,1,0.999999,2841.0,157.0,0.247,0.021,0.00132,-2.3565473235138126
154,205055104,16 01 22.33,-19 37 22.5,,9.56,,4.89,0.13,9.54,4.77,8.1047,,,,"USco,gold",no,Simbad,2,1.0E-6,,,,,,
155,204350686,16 01 25.63,-22 40 40.3,,8.52,,3.19,0.44,8.47,2.75,2.3962,,,,"USco,gold",no,Simbad,1,0.999943,4432.0,188.4,0.694,0.091,0.09587,-0.15602015552183995
156,204262368,16 01 26.52,-23 01 34.6,,11.18,,5.86,0.61,11.1,5.25,1.8686,,,,"USco,bronze",yes,Simbad,1,0.999953,3085.0,157.0,0.528,0.021,0.0062,-1.6375175252488254
157,203712541,16 01 26.64,-25 11 54.5,7.74,6.89,0.85,0.85,0.67,6.81,0.18,2.6666,,,,"USco,gold",no,Simbad,1,0.9997,7191.0,143.9,1.609,0.284,1.07566,1.2186630965799026
158,204317321,16 01 29.84,-22 48 38.8,,10.49,,6.42,0.51,10.42,5.91,1.9313,1.0656,,,"USco,gold",no,Simbad,1,0.999937,3099.0,157.0,0.651,0.021,0.01031,-1.4126258279269346
159,204838715,16 01 34.46,-20 38 01.7,,11.3,,5.65,0.7,11.21,4.95,1.9886,,,,"USco,bronze",no,Simbad,1,0.999488,3165.0,157.0,0.491,0.021,0.00576,-1.658961368322477
160,203842272,16 01 35.27,-24 43 36.8,,10.59,,5.29,0.13,10.57,5.16,6.8898,,,,"USco,bronze",no,Simbad,2,1.0E-6,3250.0,157.0,0.601,0.021,0.00977,-1.4182778400509013
161,204277211,16 01 40.86,-22 58 10.6,,9.85,,5.28,1.77,9.62,3.51,2.5594,,,,"USco,silver",yes,Simbad,1,0.982299,,,,,,
162,204897050,16 01 40.97,-20 22 08.3,,10.86,,6.55,0.75,10.77,5.8,0.2639,,,,"USco,gold",no,Simbad,1,0.999999,2919.0,157.0,0.593,0.022,0.00691,-1.61852390972497
163,204794876,16 01 47.43,-20 49 45.7,,8.61,,4.58,0.57,8.54,4.02,1.49,2.1528,,,"USco,gold",no,Simbad,1,0.999146,3820.0,122.0,,,,
164,203853244,16 01 47.68,-24 41 01.3,,13.01,,6.56,0.48,12.94,6.08,0.6493,,,,"USco,gold",no,Simbad,1,0.999998,2931.0,157.0,0.316,0.023,0.00221,-2.1278437272517072
165,204435603,16 01 49.50,-22 20 45.5,,12.42,,6.79,0.46,12.36,6.33,1.5936,,,,"USco,bronze",no,Simbad,1,0.999999,2915.0,157.0,0.363,0.024,0.00275,-2.0381045263321496
166,204054129,16 01 49.54,-23 51 08.5,,11.93,,6.32,0.59,11.85,5.72,0.5272,0.6122,,,"USco,bronze",no,Simbad,1,0.999998,2973.0,157.0,0.458,0.028,0.00467,-1.8265223565470055
167,203834337,16 01 51.48,-24 45 25.0,,8.48,,3.81,0.19,8.46,3.62,4.6547,,,,"USco,gold",no,Simbad,1,0.99885,,,,,,
168,204525956,16 01 55.45,-21 58 49.4,7.19,6.9,0.29,0.29,0.41,6.85,-0.12,,,,,"USco,gold",no,Simbad,1,0.993069,8738.0,375.8,2.192,,,1.3683951195460258
169,204612315,16 01 56.47,-21 37 03.8,11.24,8.3,2.94,2.94,0.0,8.3,2.94,4.7285,,,,"USco,gold",no,Simbad,1,0.999908,4580.0,123.0,,,,
170,205232648,16 01 57.65,-18 43 42.4,,10.9,,5.89,0.6,10.82,5.29,1.9751,,,,"USco,bronze",no,Simbad,1,0.999853,3149.0,157.0,0.564,0.021,0.0077,-1.5385014732169813
171,204947015,16 01 58.22,-20 08 12.0,10.5,7.67,2.83,2.83,0.88,7.56,1.95,1.7739,,,,"USco,gold",no,Simbad,1,0.999966,4691.0,122.0,,,,
172,204350926,16 01 58.93,-22 40 37.1,,10.43,,5.48,0.2,10.41,5.28,0.7299,,,,"USco,gold",no,Simbad,1,0.997667,3189.0,157.0,0.577,0.021,0.00836,-1.4947143258558677
173,205232450,16 01 59.86,-18 43 45.9,,10.18,,5.44,0.16,10.16,5.28,15.0634,,,,"USco,gold",no,Simbad,1,0.992964,3304.0,157.0,0.665,0.021,0.01342,-1.2769550083565548
174,204432860,16 02 00.39,-22 21 23.8,13.59,8.84,4.75,4.75,0.42,8.79,4.33,2.8752,,,,"USco,gold",no,Simbad,1,0.992964,3648.0,123.0,,,,
175,204388640,16 02 04.29,-22 31 47.0,,11.55,,8.82,2.7,11.2,6.12,2.6268,,,,"USco,bronze",yes,Simbad,1,0.998613,3547.0,165.0,0.489,0.022,0.00884,-1.4634415574284698
176,204791347,16 02 04.29,-20 50 42.8,18.6,11.83,6.77,6.77,0.76,11.73,6.02,0.4224,0.245,,,"USco,gold",maybe,Simbad,1,0.999999,2844.0,157.0,0.434,0.022,0.0033,-1.9457700901366028
177,204137184,16 02 05.17,-23 31 07.2,,10.67,,6.08,0.98,10.55,5.1,2.6411,,,,"USco,bronze",yes,Simbad,1,0.999919,3112.0,157.0,0.62,0.021,0.00925,-1.4600461583436033
178,203708909,16 02 06.82,-25 12 38.8,,11.87,,6.04,3.07,11.48,2.96,1.1282,,,,"USco,bronze",no,Simbad,1,0.999994,3020.0,157.0,0.45,0.022,0.00425,-1.8133261325002548
179,204278916,16 02 07.56,-22 57 47.0,,9.86,,4.94,0.73,9.77,4.21,3.6335,,,,"USco,gold",yes,Simbad,1,0.992964,3617.0,127.0,0.516,0.088,0.02479,-0.8693125060179678
180,204290833,16 02 08.45,-22 54 59.1,14.09,9.55,4.54,4.54,0.4,9.5,4.15,6.1879,,,,"USco,gold",no,Simbad,1,0.996487,3780.0,130.0,0.574,0.08,0.03055,-0.6728863835350315
181,204258708,16 02 09.54,-23 02 27.9,,11.83,,6.18,0.23,11.8,5.95,0.4837,,,,"USco,bronze",no,Simbad,1,0.999994,3007.0,157.0,0.465,0.022,0.00447,-1.7926349625309281
182,204347304,16 02 10.45,-22 41 28.2,,8.06,,3.29,0.69,7.97,2.6,3.519,2.3915,,,"USco,silver",no,Simbad,1,0.999687,,,,,,
183,204948308,16 02 10.95,-20 07 49.8,,11.42,,6.19,0.57,11.34,5.63,0.9397,,,,"USco,gold",no,Simbad,1,0.999996,3006.0,157.0,0.526,0.022,0.0057,-1.6865546295735858
184,204178534,16 02 12.80,-23 21 20.5,,11.68,,6.09,2.33,11.38,3.76,1.3517,,,,"USco,bronze",no,Simbad,1,0.999993,3006.0,157.0,0.496,0.021,0.00502,-1.739928612014925
185,204348206,16 02 13.55,-22 41 15.2,7.33,6.97,0.36,0.36,0.41,6.92,-0.05,0.2552,3.5169,0.254,,"USco,silver",no,Simbad,1,0.997703,8657.0,195.3,2.166,0.318,1.7785,1.3624370448707341
186,203863529,16 02 14.88,-24 38 32.9,,11.15,,6.12,0.35,11.1,5.77,0.2543,0.3215,,,"USco,silver",no,Simbad,1,0.999998,2952.0,157.0,0.469,0.022,0.0043,-1.8178707859470016
187,205173629,16 02 21.47,-19 02 05.8,,10.3,,6.03,0.99,10.17,5.04,9.0908,,,,"USco,bronze",no,Simbad,1,0.99964,3235.0,122.0,,,,
188,204271115,16 02 23.56,-22 59 33.5,,11.03,,6.38,0.28,11.0,6.1,1.0184,,,,"USco,gold",no,Simbad,1,0.999998,2936.0,157.0,0.514,0.022,0.00506,-1.747632485540101
