recno,EPIC,RAJ2000,DEJ2000,Vmag,Ksmag,(V-Ks)o,(V-Ks)u,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Teff,s_Teff,Mass,s_Mass,s_Lum,logL
189,204437393,16 02 23.65,-22 20 19.6,,9.62,,5.4,0.36,9.58,5.04,1.5002,,,,"USco,bronze",no,Simbad,1,0.992964,3404.0,92.0,0.403,0.086,0.03262,-0.7324528278892269
190,203629401,16 02 24.41,-25 29 12.5,,12.47,,6.43,0.28,12.43,6.15,0.4951,,,,"USco,bronze",no,Simbad,1,0.999997,2923.0,157.0,0.335,0.022,0.00236,-2.0925886392254136
191,204519555,16 02 24.59,-22 00 24.8,,9.38,,4.33,0.32,9.34,4.0,0.8951,,,,"USco,gold",no,Simbad,1,0.992964,3878.0,134.1,0.599,0.082,0.0413,-0.6020252491590783
192,204417649,16 02 25.97,-22 24 57.7,,11.65,,6.18,0.23,11.62,5.96,1.435,,,,"USco,bronze",no,Simbad,1,0.999995,3006.0,157.0,0.503,0.024,0.00549,-1.7265357273786537
193,204517888,16 02 32.25,-22 00 48.9,,12.34,,6.93,0.73,12.25,6.2,,,,,"USco,gold",yes,Simbad,1,0.999999,2861.0,157.0,0.391,0.023,0.00285,-2.016824927962187
194,204518814,16 02 34.17,-22 00 35.7,,11.75,,7.24,0.86,11.64,6.38,0.4513,,,,"USco,bronze",no,Simbad,1,0.999999,2832.0,157.0,0.476,0.023,0.00396,-1.878440155812499
195,204182919,16 02 35.86,-23 20 17.2,,10.2,,5.56,0.28,10.17,5.28,6.6977,,,,"USco,gold",yes,Simbad,2,1.0E-6,3292.0,122.0,,,,
196,204356847,16 02 40.08,-22 39 13.5,,11.38,,6.1,1.92,11.13,4.18,1.2901,,,,"USco,bronze",no,Simbad,1,0.999994,3016.0,157.0,0.496,0.023,0.00526,-1.7325935812470958
197,204317053,16 02 41.41,-22 48 42.1,,11.99,,7.14,1.06,11.86,6.08,1.5945,,,,"USco,gold",yes,Simbad,1,0.999998,2907.0,157.0,0.397,0.022,0.00306,-1.9759250126925738
198,204607034,16 02 41.51,-21 38 24.7,,11.18,,6.44,1.09,11.04,5.36,1.9654,,,,"USco,gold",yes,Simbad,1,0.999979,3091.0,157.0,0.532,0.021,0.00634,-1.6283780728239787
199,203560204,16 02 44.47,-25 43 32.5,,11.33,,5.45,0.22,11.3,5.23,2.3026,,,,"USco,gold",no,Simbad,1,0.999146,3171.0,157.0,0.526,0.021,0.00671,-1.5943122133272225
200,205078547,16 02 45.44,-19 30 38.1,,11.14,,6.44,0.52,11.07,5.93,0.7863,,,,"USco,gold",no,Simbad,1,0.999999,2910.0,157.0,0.549,0.025,0.006,-1.7020207558406377
201,204248645,16 02 45.73,-23 04 51.3,,11.5,,6.51,0.5,11.44,6.01,0.2621,0.3861,,,"USco,silver",yes,Simbad,1,0.999999,2916.0,157.0,0.346,0.022,0.00248,-2.0721165896692932
202,204894575,16 02 53.96,-20 22 47.9,12.49,8.19,4.3,4.3,0.32,8.15,3.97,1.954,,,,"USco,gold",no,Simbad,1,0.999935,,,,,,
203,204322706,16 02 55.13,-22 47 20.7,,10.57,,5.65,0.45,10.51,5.2,3.1006,,,,"USco,bronze",no,Simbad,1,0.999146,3193.0,157.0,0.63,0.021,0.01055,-1.3979400086720375
204,203846183,16 02 57.42,-24 42 41.8,,11.4,,5.89,0.23,11.37,5.65,1.575,,,,"USco,bronze",no,Simbad,1,0.999977,3055.0,157.0,0.517,0.022,0.00583,-1.673254620434678
205,204282976,16 02 58.55,-22 56 49.7,,10.11,,4.92,0.41,10.06,4.51,1.866,,,,"USco,gold",no,Simbad,2,1.0E-6,3616.0,121.1,0.516,0.092,0.02089,-0.8879986045138113
206,203547407,16 03 00.18,-25 46 10.9,,8.47,,3.76,0.08,8.46,3.68,,,,,"USco,bronze",no,Simbad,1,0.999991,4170.0,122.0,,,,
207,204489514,16 03 01.60,-22 07 52.7,,11.73,,6.91,0.62,11.65,6.29,1.7049,,,,"USco,gold",yes,Simbad,1,0.999998,2933.0,157.0,0.45,0.022,0.00392,-1.86359655186601
208,203348270,16 03 01.76,-26 26 22.1,,9.69,,4.39,0.43,9.64,3.96,4.1734,,,,"USco,gold",no,Simbad,1,0.992964,3782.0,127.9,0.574,0.087,0.02438,-0.7601501793098084
209,204553407,16 03 01.79,-21 51 58.6,,11.49,,5.98,0.7,11.4,5.28,1.7175,,,,"USco,bronze",no,Simbad,1,0.999994,2997.0,157.0,0.486,0.021,0.00478,-1.7624562618571256
210,203348744,16 03 02.35,-26 26 16.6,,12.15,,6.93,1.21,12.0,5.72,4.1674,,,,"USco,bronze",,Simbad,1,0.999991,3022.0,157.0,0.407,0.024,0.00371,-1.8907590314117968
211,204376053,16 03 14.89,-22 34 45.9,,10.7,,6.46,0.41,10.65,6.05,1.5654,2.0296,,,"USco,gold",no,Simbad,1,0.999997,2950.0,157.0,0.611,0.021,0.00759,-1.5683146553139882
212,204360645,16 03 22.76,-22 38 21.0,,11.17,,6.16,0.4,11.12,5.76,1.9005,,,,"USco,bronze",yes,Simbad,1,0.999995,3014.0,157.0,0.526,0.021,0.00574,-1.681727919788373
213,203551698,16 03 22.89,-25 45 17.5,,10.19,,5.08,0.41,10.13,4.67,19.6837,,,,"USco,bronze",no,Simbad,1,0.996487,3487.0,112.7,0.452,0.089,0.01691,-1.005155150446602
214,203551881,16 03 23.45,-25 45 14.9,,9.54,,4.52,0.0,9.54,4.51,0.7107,,,,"USco,bronze",no,Simbad,1,0.992964,,,,,,
215,204852633,16 03 24.35,-20 34 13.2,,12.34,,7.13,0.69,12.25,6.43,0.3454,,,,"USco,bronze",no,Simbad,1,0.999999,2853.0,157.0,0.4,0.023,0.00294,-2.0039263455147247
216,203341895,16 03 25.98,-26 27 32.2,,10.77,,5.88,0.22,10.74,5.65,0.8336,,,,"USco,gold",no,Simbad,1,0.999893,3118.0,157.0,0.637,0.022,0.01028,-1.4266641599339325
217,204538777,16 03 26.25,-21 55 38.1,,11.6,,6.52,0.91,11.48,5.61,1.4806,,,,"USco,gold",yes,Simbad,1,0.999994,2984.0,157.0,0.476,0.021,0.00454,-1.7872798455821577
218,204548337,16 03 27.87,-21 53 15.4,,9.86,,4.58,0.59,9.79,4.0,5.5706,,,,"USco,bronze",no,Simbad,1,0.997667,3758.0,131.4,0.567,0.085,0.0254,-0.7966406984777
219,205200173,16 03 28.71,-18 53 51.9,,10.12,,5.88,0.25,10.09,5.63,7.5153,,,,"USco,bronze",no,Simbad,1,0.996487,3492.0,123.0,0.455,,,-0.9107309069538507
220,204993463,16 03 29.40,-19 55 03.9,,11.03,,5.9,0.34,10.99,5.56,0.8547,1.1069,,,"USco,gold",no,Simbad,1,0.999948,3084.0,157.0,0.588,0.021,0.0079,-1.532539890492736
221,204063024,16 03 31.81,-23 48 58.3,,9.73,,4.63,0.7,9.64,3.93,9.2188,,,,"USco,bronze",no,Simbad,2,1.0E-6,3683.0,124.8,0.542,0.088,0.02537,-0.7945790843236571
222,204246759,16 03 33.79,-23 05 19.0,,9.05,,3.44,0.7,8.96,2.74,4.4275,4.3351,,,"USco,bronze",no,Simbad,1,0.999019,4143.0,155.8,0.648,0.077,0.05359,-0.2936578015775994
223,204328600,16 03 35.50,-22 45 56.1,10.97,8.36,2.61,2.61,0.42,8.31,2.19,2.4213,,,,"USco,gold",no,Simbad,1,0.999848,4992.0,165.5,0.827,0.102,0.10365,0.10546590150635947
224,205228053,16 03 37.76,-18 45 08.6,,9.81,,5.03,0.89,9.69,4.14,7.6483,,,,"USco,gold",no,Simbad,1,0.997667,3563.0,123.3,0.492,0.097,0.02268,-0.9063682231710524
225,203420271,16 03 37.98,-26 11 54.6,,12.17,,5.76,1.75,11.95,4.01,1.3072,,,,"USco,bronze",no,Simbad,1,0.999962,3079.0,157.0,0.399,0.022,0.00368,-1.873219422987991
226,205199316,16 03 38.30,-18 54 07.6,,9.54,,5.07,0.78,9.44,4.28,0.7729,,,,"USco,gold",no,Simbad,1,0.992964,3771.0,136.4,0.571,0.089,0.03647,-0.6637204256496697
227,205207894,16 03 39.22,-18 51 29.5,,10.2,,5.65,0.71,10.11,4.94,10.5026,,,,"USco,gold",no,Simbad,1,0.998258,3524.0,122.0,0.472,,,-0.9152450368206454
228,204119181,16 03 40.29,-23 35 23.8,,11.32,,5.68,0.31,11.28,5.37,2.6885,,,,"USco,gold",no,Simbad,1,0.999712,3126.0,157.0,0.529,0.021,0.00647,-1.6140364293993026
229,204954915,16 03 41.86,-20 05 57.9,,9.49,,5.01,0.49,9.42,4.52,4.6185,,,,"USco,gold",no,Simbad,2,1.0E-6,3544.0,122.8,0.482,0.093,0.03804,-0.7050930893948076
230,204920926,16 03 43.34,-20 15 31.6,,9.72,,4.94,0.09,9.7,4.85,5.602,,,,"USco,gold",no,Simbad,1,0.996487,3603.0,129.2,0.51,0.094,0.02459,-0.8573290220893105
231,204180473,16 03 45.02,-23 20 53.0,,10.51,,5.34,0.7,10.42,4.64,1.904,,,,"USco,bronze",no,Simbad,1,0.992964,3245.0,157.0,0.643,0.021,0.01157,-1.3465945093354987
232,204330803,16 03 46.95,-22 45 24.7,,9.1,,4.89,0.47,9.04,4.41,12.9396,,,,"USco,gold",no,Simbad,2,1.0E-6,,,,,,
233,204122161,16 03 50.41,-23 34 41.1,,9.7,,4.65,0.7,9.61,3.95,1.6102,,,,"USco,bronze",no,Simbad,2,1.0E-6,3687.0,120.3,0.543,0.088,0.02771,-0.7546847836472661
234,205041327,16 03 50.46,-19 41 21.8,,10.59,,5.81,0.44,10.54,5.38,2.9615,,,,"USco,gold",no,Simbad,1,0.999561,3178.0,157.0,0.647,0.021,0.01104,-1.375511637486551
235,204599787,16 03 51.75,-21 40 15.7,,10.55,,6.56,0.54,10.48,6.02,1.0318,0.8194,0.6002,,"USco,silver",no,Simbad,1,0.999793,,,,,,
236,203723257,16 03 54.03,-25 09 39.7,,11.38,,5.85,0.0,11.38,5.85,1.461,,,,"USco,gold",maybe,Simbad,1,0.999981,3044.0,157.0,0.506,0.022,0.00549,-1.7004927012995124
237,204862109,16 03 54.96,-20 31 38.5,13.2,8.62,4.58,4.58,0.44,8.57,4.15,1.7281,1.052,,,"USco,gold",no,Simbad,1,0.998613,,,,,,
238,204864076,16 03 57.67,-20 31 05.6,,8.37,,4.35,1.82,8.14,2.53,3.8798,,,,"USco,gold",yes,Simbad,1,0.999848,3982.0,122.0,0.621,,,-0.4050331904487251
239,205038557,16 03 57.92,-19 42 11.1,,10.32,,5.23,0.73,10.23,4.51,3.8303,,,,"USco,gold",yes,Simbad,1,0.992964,3500.0,122.0,0.459,,,-0.9833008619350285
240,204230890,16 03 59.12,-23 09 05.6,,9.53,,4.55,0.78,9.43,3.77,6.7346,,,,"USco,bronze",no,Simbad,1,0.992964,3749.0,125.3,0.564,0.083,0.03022,-0.6979072841566443
241,205025028,16 04 00.23,-19 46 02.9,7.77,7.24,0.53,0.53,0.65,7.15,-0.12,,,,,"USco,gold",no,Simbad,1,0.999568,8303.0,254.0,2.045,0.315,1.79244,1.2055675681368436
242,204072696,16 04 04.53,-23 46 38.0,,10.73,,5.81,0.65,10.65,5.16,3.7652,,,,"USco,gold",yes,Simbad,1,0.999389,3193.0,122.0,,,,
243,203290460,16 04 06.71,-26 37 07.2,,9.98,,5.06,0.28,9.94,4.77,2.3362,,,,"USco,silver",no,Simbad,2,1.0E-6,3564.0,125.6,0.492,0.088,0.02324,-0.8647719097739446
244,204376071,16 04 10.11,-22 34 45.7,,11.55,,6.38,0.19,11.53,6.19,1.6268,,,,"USco,bronze",no,Simbad,1,0.999998,2983.0,157.0,0.456,0.022,0.00427,-1.8227521637443767
245,203920102,16 04 14.73,-24 24 43.6,,11.68,,6.13,0.17,11.66,5.96,1.6063,,,,"USco,bronze",no,Simbad,1,0.999995,3003.0,157.0,0.482,0.022,0.00477,-1.7662426370344895
246,205037578,16 04 17.39,-19 42 28.9,,10.42,,4.27,0.61,10.34,3.66,1.7283,,,,"USco,gold",yes,Simbad,1,0.992964,3283.0,122.0,,,,
247,203895983,16 04 18.93,-24 30 39.3,,8.85,,4.96,1.23,8.69,3.73,2.4474,2.5757,,,"USco,gold",yes,Simbad,1,0.996487,,,,,,
248,204637622,16 04 20.98,-21 30 41.6,,9.43,,5.68,0.63,9.35,5.06,1.0516,1.3853,,,"USco,gold",maybe,Simbad,2,1.0E-6,3342.0,122.0,0.364,,,-0.7740191154204082
249,204638512,16 04 21.65,-21 30 28.5,,8.51,,4.39,1.9,8.26,2.49,4.9868,,,,"USco,gold",yes,Simbad,1,0.999936,4181.0,193.0,0.654,0.088,0.06216,-0.3204085923174425
250,203514056,16 04 22.55,-25 53 04.1,,11.86,,5.52,0.7,11.77,4.82,2.2318,,,,"USco,bronze",no,Simbad,1,0.999324,3144.0,157.0,0.42,0.021,0.00427,-1.7980569365983499
251,204603210,16 04 35.87,-21 39 22.3,,9.86,,5.68,0.49,9.8,5.19,1.0926,1.223,,,"USco,bronze",no,Simbad,1,0.999806,3169.0,122.0,,,,
252,203463878,16 04 39.65,-26 03 08.7,,11.42,,5.91,2.3,11.12,3.61,0.8042,,,,"USco,bronze",no,Simbad,1,0.999977,3051.0,157.0,0.478,0.03,0.00567,-1.7449688366544487
253,205345560,16 06 23.81,-18 07 18.6,,10.38,,5.78,0.85,10.27,4.93,,,,,"USco,bronze",yes,Simbad,1,0.998613,3228.0,122.0,,,,
254,205164304,16 06 31.10,-19 04 57.6,,12.72,,7.44,0.76,12.62,6.67,2.3011,,,,"USco,bronze",no,Simbad,1,0.999999,2853.0,158.0,0.293,0.023,0.00182,-2.2291479883578558
255,205454164,16 06 39.30,-17 28 49.9,,10.28,,4.97,0.36,10.23,4.61,17.6813,,,,"USco,bronze",maybe,Simbad,1,0.997667,3500.0,122.0,0.459,,,-0.9530368458765759
256,204970885,16 06 39.89,-20 01 28.4,,10.08,,5.21,0.63,10.0,4.58,6.8925,,,,"USco,gold",no,Simbad,1,0.992964,3588.0,121.9,0.503,0.091,0.02346,-0.859774874733552
257,205208701,16 06 42.66,-18 51 14.0,,13.18,,7.4,0.7,13.09,6.7,0.9063,,,,"USco,silver",yes,Simbad,1,0.999999,2809.0,158.0,0.261,0.026,0.00161,-2.336299074610352
258,205154017,16 06 43.85,-19 08 05.5,,9.19,,4.31,0.77,9.1,3.54,7.0065,,,,"USco,gold",yes,Simbad,1,0.999527,,,,,,
259,204895521,16 06 47.51,-20 22 32.1,,9.87,,5.14,0.69,9.78,4.46,4.8923,,,,"USco,gold",no,Simbad,2,1.0E-6,3678.0,135.2,0.54,0.093,0.02927,-0.8120001275951646
722,203807479,16 16 14.87,-24 51 27.9,,8.62,,3.64,0.0,8.62,3.64,,,,,"USco,bronze",no,Simbad,1,0.999997,4910.0,122.0,,,,
260,205238942,16 06 47.93,-18 41 43.8,,8.98,,3.6,0.7,8.89,2.9,9.3461,,,,"USco,gold",yes,Simbad,1,0.999798,4283.0,124.0,0.669,,,-0.24107297565373476
261,204856827,16 06 59.37,-20 33 04.7,,9.54,,5.8,0.65,9.46,5.15,1.648,2.8058,,,"USco,bronze",no,Simbad,1,0.99885,3410.0,95.9,0.407,0.089,0.03613,-0.7573095259476265
262,204819492,16 07 00.08,-20 43 10.5,,10.82,,6.08,0.85,10.71,5.23,2.0777,,,,"USco,bronze",no,Simbad,1,0.999974,3079.0,157.0,0.585,0.022,0.00789,-1.5401553576117921
263,204856535,16 07 00.15,-20 33 09.2,,9.94,,5.64,1.4,9.76,4.24,,,,,"USco,gold",yes,Simbad,1,0.997667,3591.0,129.4,0.505,0.096,0.02444,-0.9227411363070519
264,204494633,16 07 00.51,-22 06 36.3,,10.44,,5.35,0.28,10.41,5.08,2.5116,,,,"USco,bronze",no,Simbad,1,0.996487,3253.0,157.0,0.621,0.022,0.01087,-1.3812199754937853
265,204871862,16 07 01.69,-20 28 58.2,,12.32,,7.01,0.7,12.23,6.31,1.6489,,,,"USco,gold",yes,Simbad,1,0.999999,2887.0,157.0,0.37,0.025,0.0028,-2.041914151478915
266,204844509,16 07 03.56,-20 36 26.4,12.23,8.1,4.13,4.13,0.17,8.08,3.96,1.7132,1.65,,,"USco,gold",no,Simbad,1,0.999965,,,,,,
267,204819661,16 07 03.72,-20 43 07.7,14.51,9.53,4.98,4.98,0.45,9.48,4.53,10.2495,,,,"USco,gold",no,Simbad,1,0.996487,3830.0,142.1,0.587,0.091,0.03525,-0.6544106462593509
268,205142483,16 07 03.93,-19 11 33.9,14.21,9.22,4.99,4.99,0.63,9.14,4.36,6.6342,,,,"USco,gold",no,Simbad,1,0.996487,,,,,,
269,204919503,16 07 04.73,-20 15 56.0,,11.46,,6.18,0.52,11.39,5.65,3.1147,,,,"USco,gold",no,Simbad,1,0.999988,3053.0,157.0,0.522,0.021,0.00588,-1.6669559701765129
270,205089832,16 07 07.67,-19 27 16.4,,9.8,,5.02,0.27,9.77,4.75,8.175,,,,"USco,gold",no,Simbad,1,0.996487,3503.0,121.6,0.461,0.092,0.02671,-0.8716007312821936
271,205088828,16 07 08.73,-19 27 34.3,,11.17,,5.83,0.5,11.11,5.33,1.6609,,,,"USco,gold",no,Simbad,1,0.999887,3119.0,157.0,0.544,0.021,0.00679,-1.591251393815756
272,204955018,16 07 09.54,-20 05 56.2,,8.51,,3.24,0.7,8.42,2.54,,,,,"USco,bronze",no,Simbad,1,0.999989,4704.0,122.0,,,,
273,205519771,16 07 14.01,-17 02 42.7,,10.75,,5.54,0.49,10.69,5.05,2.4549,,,,"USco,gold",yes,Simbad,1,0.992964,3233.0,157.0,0.621,0.021,0.01045,-1.392223396258307
274,204787127,16 07 14.44,-20 51 52.0,,9.63,,4.93,0.03,9.62,4.9,7.4111,,,,"USco,bronze",no,Simbad,1,0.996487,3613.0,131.0,0.514,0.09,0.02859,-0.8447550828238138
275,205378839,16 07 14.92,-17 56 09.7,7.81,7.4,0.41,0.41,0.53,7.33,-0.12,,,,,"USco,gold",no,Simbad,1,0.999331,8388.0,410.1,2.076,0.354,2.79867,1.1917164286855484
276,204813678,16 07 16.06,-20 44 44.0,,10.37,,6.09,0.78,10.27,5.32,2.312,,,,"USco,gold",maybe,Simbad,1,0.999874,3138.0,157.0,0.653,0.021,0.01081,-1.3870043439676525
277,205390110,16 07 17.41,-17 52 30.4,9.41,7.99,1.42,1.42,0.05,7.99,1.37,5.2411,,,,"USco,bronze",no,Simbad,2,1.0E-6,5952.0,124.3,1.09,0.139,0.03706,0.0951100461281495
278,204506777,16 07 17.78,-22 03 36.5,8.75,7.05,1.7,1.7,0.71,6.96,1.0,1.5325,0.813,,,"USco,bronze",no,Simbad,1,0.999806,5691.0,180.7,1.013,0.137,0.59517,0.8523579836678271
279,204901273,16 07 19.71,-20 20 55.8,,10.72,,5.95,0.66,10.63,5.29,4.9249,,,,"USco,gold",no,Simbad,1,0.999843,3145.0,157.0,0.648,0.021,0.0108,-1.3913670105099631
280,203915140,16 07 21.60,-24 25 58.4,,8.88,,2.77,0.7,8.78,2.07,,,,,"USco,bronze",no,Simbad,1,0.999996,4863.0,122.0,,,,
281,204933717,16 07 22.39,-20 11 58.5,,11.59,,6.75,1.14,11.44,5.61,1.5522,,,,"USco,gold",yes,Simbad,1,0.999999,2879.0,157.0,0.497,0.022,0.00443,-1.8127613801685214
282,205495323,16 07 23.12,-17 12 41.9,,9.38,,3.8,0.0,9.38,3.79,7.0657,,,,"USco,bronze",no,Simbad,1,0.999019,4163.0,151.5,0.651,0.088,0.04854,-0.3652104725415682
283,204242152,16 07 23.75,-23 06 24.1,,9.85,,5.32,0.23,9.82,5.08,2.1044,1.5719,,,"USco,bronze",no,Simbad,1,0.992964,,,,,,
284,203889938,16 07 26.24,-24 32 08.1,,9.88,,5.6,1.07,9.74,4.53,,,,,"USco,gold",yes,Simbad,1,0.997667,3411.0,92.6,0.407,0.084,0.01859,-0.9743664889393021
285,204583750,16 07 26.41,-21 44 16.9,,13.68,,7.07,0.62,13.6,6.44,1.5372,,,,"USco,silver",no,Simbad,1,0.999999,2842.0,157.0,0.187,0.022,9.3E-4,-2.5528419686577806
286,204757338,16 07 27.46,-20 59 44.4,,10.22,,6.48,0.73,10.13,5.75,2.2977,1.0586,,,"USco,silver",yes,Simbad,1,0.999964,,,,,,
287,204909952,16 07 27.53,-20 18 34.8,,11.44,,7.09,1.07,11.3,6.02,0.6305,0.5628,,,"USco,gold",no,Simbad,1,0.999999,2839.0,157.0,0.506,0.022,0.00443,-1.8204482088348122
288,204233955,16 07 29.53,-23 08 22.4,,10.61,,5.77,1.12,10.47,4.65,2.0073,,,,"USco,bronze",yes,Simbad,1,0.999712,3555.0,164.0,0.625,0.021,0.01493,-1.2192507688964478
289,204544974,16 07 33.51,-21 54 05.7,,8.77,,3.0,0.7,8.68,2.3,,,,,"USco,bronze",no,Simbad,1,0.999984,4575.0,122.0,,,,
290,204878461,16 07 35.55,-20 27 13.7,,11.96,,6.32,0.5,11.9,5.82,1.8261,,,,"USco,gold",no,Simbad,1,0.999998,2965.0,157.0,0.46,0.022,0.00424,-1.8259401922749745
291,203860131,16 07 36.50,-24 39 22.2,,10.0,,4.23,0.0,10.0,4.23,5.9332,,,,"USco,bronze",no,Simbad,1,0.996487,3630.0,157.0,0.664,0.02,0.01796,-1.114017188645027
292,205063210,16 07 39.15,-19 35 04.3,,11.31,,6.51,0.45,11.25,6.07,2.4332,,,,"USco,bronze",yes,Simbad,1,0.999997,2954.0,157.0,0.496,0.021,0.00472,-1.7698066211309544
293,205121714,16 07 39.38,-19 17 47.4,,9.8,,5.24,0.84,9.69,4.39,9.1135,,,,"USco,gold",yes,Simbad,2,1.0E-6,3598.0,125.2,0.508,0.091,0.02518,-0.8088844776196936
294,204566199,16 07 40.06,-21 48 42.7,,9.67,,4.09,0.12,9.66,3.96,6.6056,,,,"USco,gold",no,Simbad,1,0.992964,3902.0,122.1,0.605,0.085,0.02212,-0.7018677082203901
295,204845955,16 07 44.48,-20 36 03.2,14.81,9.08,5.74,5.74,0.52,9.01,5.22,1.196,2.5315,1.3137,,"USco,gold",no,Simbad,1,0.999661,3326.0,122.0,,,,
296,204426231,16 07 45.21,-22 22 57.7,,11.52,,6.38,0.4,11.47,5.98,2.2514,2.0986,,,"USco,gold",no,Simbad,1,0.999998,2954.0,157.0,0.471,0.025,0.00458,-1.8141746403870378
297,203753432,16 07 48.61,-25 03 14.3,,11.43,,5.62,0.0,11.43,5.62,1.1744,,,,"USco,bronze",no,Simbad,1,0.999781,3120.0,157.0,0.512,0.021,0.00601,-1.646083769079637
298,204434363,16 07 50.38,-22 21 02.3,,11.34,,6.2,0.71,11.25,5.48,1.5961,,,,"USco,gold",yes,Simbad,1,0.999996,2972.0,157.0,0.526,0.022,0.00555,-1.7053133757205567
299,205480850,16 07 51.35,-17 18 23.3,,10.04,,5.2,0.31,10.0,4.89,6.248,,,,"USco,gold",no,Simbad,1,0.992964,3580.0,124.9,0.5,0.088,0.02972,-0.8335402829065165
300,203843009,16 07 55.65,-24 43 27.1,,12.71,,6.94,1.33,12.54,5.61,1.351,,,,"USco,gold",yes,Simbad,1,0.999996,2944.0,158.0,0.334,0.024,0.00252,-2.0824944904474534
301,204830256,16 07 57.12,-20 40 17.7,,11.65,,6.63,0.66,11.56,5.98,3.65,,,,"USco,bronze",no,Simbad,1,0.999999,2896.0,157.0,0.497,0.025,0.00476,-1.8018930011265986
302,204229583,16 07 57.76,-23 09 23.6,,9.09,,5.23,0.35,9.05,4.89,0.6893,0.7661,10.0931,,"USco,bronze",no,Simbad,1,0.992964,3335.0,123.0,,,,
303,204830786,16 07 57.95,-20 40 08.9,14.8,7.81,6.99,6.99,4.53,7.23,2.46,,,,,"USco,silver",yes,Simbad,1,0.999442,3929.0,198.0,0.611,,,-0.8553946612852555
304,204832041,16 07 58.49,-20 39 48.8,,12.59,,7.35,0.76,12.49,6.58,0.582,,,,"USco,gold",maybe,Simbad,1,0.999999,2852.0,157.0,0.356,0.026,0.00257,-2.0915149811213505
305,203851147,16 07 58.76,-24 41 31.9,,9.83,,5.57,0.25,9.8,5.33,5.9078,5.3359,,,"USco,bronze",no,Simbad,1,0.999751,,,,,,
306,204829482,16 08 00.50,-20 40 29.1,,11.33,,6.43,0.71,11.24,5.72,1.9464,2.5668,,,"USco,gold",no,Simbad,1,0.999999,2922.0,157.0,0.556,0.023,0.00603,-1.6829818989518885
307,204876697,16 08 01.41,-20 27 41.6,,9.29,,4.62,0.95,9.17,3.67,9.2723,,,,"USco,gold",no,Simbad,1,0.999146,3742.0,131.7,0.562,0.09,0.03509,-0.6756558010609593
308,205087483,16 08 01.55,-19 27 58.2,,9.69,,5.59,0.61,9.61,4.98,1.5134,2.3752,,,"USco,gold",no,Simbad,1,0.995099,,,,,,
309,204273100,16 08 02.17,-22 59 05.9,,11.26,,6.44,0.38,11.21,6.06,0.5122,,,,"USco,gold",no,Simbad,1,0.999998,2943.0,157.0,0.551,0.022,0.00594,-1.679645967182328
310,204895410,16 08 02.37,-20 22 34.0,,10.62,,6.54,0.48,10.56,6.06,2.1105,2.4133,,,"USco,gold",no,Simbad,1,0.999998,2956.0,157.0,0.637,0.022,0.00852,-1.5195618528221828
311,203271901,16 08 04.10,-26 40 44.9,,9.06,,4.59,0.62,8.98,3.96,1.5838,1.0901,,,"USco,gold",no,Simbad,1,0.999389,,,,,,
312,204643047,16 08 04.21,-21 29 19.7,,9.82,,4.96,0.36,9.77,4.6,3.2726,,,,"USco,bronze",no,Simbad,1,0.992964,3652.0,121.4,0.53,0.092,0.02527,-0.7918543654646497
313,203788687,16 08 05.22,-24 55 33.2,9.22,7.43,1.79,1.79,0.78,7.33,1.01,0.8911,0.8634,,,"USco,bronze",no,Simbad,1,0.999913,6038.0,147.1,1.121,0.146,0.24899,0.6802321408395997
314,204446677,16 08 05.53,-22 18 07.3,,9.85,,4.96,0.21,9.82,4.75,5.6054,,,,"USco,gold",maybe,Simbad,2,1.0E-6,3531.0,123.0,0.476,0.088,0.02185,-0.9184366790196145
315,203844446,16 08 06.10,-24 43 05.9,,11.53,,5.98,0.0,11.53,5.98,1.2936,0.8414,,,"USco,bronze",no,Simbad,1,0.999996,2990.0,157.0,0.529,0.022,0.0057,-1.6897316333675525
316,204417450,16 08 08.46,-22 25 00.2,,10.77,,5.11,0.7,10.68,4.41,9.1946,,,,"USco,gold",no,Simbad,1,0.996487,3349.0,157.0,0.624,0.021,0.0119,-1.325414397697086
317,204054556,16 08 10.50,-23 51 02.4,9.16,7.83,1.33,1.33,0.32,7.79,1.01,1.0459,0.654,1.0971,1.0081,"USco,gold",no,Simbad,1,0.999389,6778.0,244.8,1.454,0.256,0.7208,0.7620322669248446
318,204397408,16 08 10.80,-22 29 43.1,,11.68,,6.66,0.35,11.63,6.31,1.6454,,,,"USco,gold",yes,Simbad,1,0.999999,2891.0,157.0,0.442,0.023,0.00367,-1.90274269030658
319,205164832,16 08 10.82,-19 04 47.9,,8.47,,3.19,0.44,8.41,2.75,3.0522,,,,"USco,gold",no,Simbad,1,0.999899,4558.0,123.0,,,,
320,204321428,16 08 13.99,-22 47 39.5,,10.73,,5.75,0.49,10.67,5.27,1.5424,,,,"USco,gold",no,Simbad,1,0.999488,3168.0,157.0,0.61,0.022,0.00968,-1.4461169733561257
321,205152548,16 08 14.74,-19 08 32.4,11.4,8.43,2.98,2.98,0.51,8.36,2.47,10.4413,,,,"USco,silver",yes,Simbad,1,0.999937,4855.0,124.0,0.79,,,0.05480832827355836
