Unnamed: 0,recno,RA_ICRS_x,DE_ICRS_x,SourceCP_x,RVCP_x,PlxCP_x,GmagCP_x,pmRACP_x,pmDECP_x,bx_x,by_x,bz_x,vx_x,vy_x,vz_x,distC_x,Source_x,Gmag_x,BPmag_x,RPmag_x,E(BR/RP)_x,RV_x,e_RV_x,2MASS_x,Jmag_x,e_Jmag_x,Hmag_x,e_Hmag_x,Kmag_x,e_Kmag_x,WISE_x,SDSS_x,ps1name_x,SimbadName_x,gsc9name_x,Lod19_Mass,_RA.icrs_x,_DE.icrs_x,single_x,Teff_x,logL_x,Tess_Mass,Tess_s_Mass_x,Lod19_Mass_calc,Lod19_Mass_e,RA_ICRS_y,DE_ICRS_y,SourceCP_y,RVCP_y,PlxCP_y,GmagCP_y,pmRACP_y,pmDECP_y,bx_y,by_y,bz_y,vx_y,vy_y,vz_y,distC_y,Source_y,Gmag_y,BPmag_y,RPmag_y,E(BR/RP)_y,RV_y,e_RV_y,2MASS_y,Jmag_y,e_Jmag_y,Hmag_y,e_Hmag_y,Kmag_y,e_Kmag_y,WISE_y,SDSS_y,ps1name_y,SimbadName_y,gsc9name_y,L19_Mass,_RA.icrs_y,_DE.icrs_y,single_y,Teff_y,logL_y,TESS_Mass,Tess_s_Mass_y,TESS_Mass_calc,TESS_Mass_e,Del00_Mass,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
596,613,55.552625,26.8290278,71079441007018880,,7.11595,16.569,19.338,-43.514,-124.904,36.425,-53.11,,,,8.9211,71079441007018880,11.084449934959718,18.5126,15.2424,1.568,0.0,0.0,03421261+2649452,13.283,0.026,12.642,0.031,12.371,0.026,J034212.62+264944.7,,,Cl* Melotte   22     DH     215,J034212.61+264944.9,0.228,55.5525317,26.8292152,1,3227.4,-2.0056828392524726,0.338,0.021,0.2083171217587485,0.0151712214702844,55.552625,26.8290278,71079441007018880,,7.11595,16.569,19.338,-43.514,-124.904,36.425,-53.11,,,,8.9211,71079441007018880,16.569,18.5126,15.2424,1.568,0.0,0.0,03421261+2649452,13.283,0.026,12.642,0.031,12.371,0.026,J034212.62+264944.7,,,Cl* Melotte   22     DH     215,J034212.61+264944.9,0.228,55.5525317,26.8292152,1,3227.4,-2.0056828392524726,0.338,0.021,0.1853913043478261,0.0147834206196253,0.3013789406641401,44.216,29.151,0.1752,0.0492
597,614,55.55625,24.3136667,68284104491279872,,6.94854,17.888,18.209,-44.155,-127.209,32.803,-58.766,,,,9.03773,68284104491279872,12.40364993495972,19.765499,16.5348,1.612,0.0,0.0,03421347+2418498,14.501,0.034,13.909,0.038,13.625,0.036,J034213.49+241849.4,,,Cl* Melotte   22    BPL      36,J034213.48+241849.6,0.132,55.556164,24.3138568,1,3164.4,-2.4111682772329006,0.188,0.021,0.113878358308859,0.0151712214702844,55.55625,24.3136667,68284104491279872,,6.94854,17.888,18.209,-44.155,-127.209,32.803,-58.766,,,,9.03773,68284104491279872,17.8882,19.765499,16.5348,1.612,0.0,0.0,03421347+2418498,14.501,0.034,13.909,0.038,13.625,0.036,J034213.49+241849.4,,,Cl* Melotte   22    BPL      36,J034213.48+241849.6,0.132,55.556164,24.3138568,1,3164.4,-2.4111682772329006,0.188,0.021,0.1604827586206897,0.0147834206196253,0.1633619143574571,92.479,47.726,0.1333,0.0277
598,615,55.558,20.362,63340154753661440,,7.97754,16.830999,22.364,-47.96,-109.402,22.31,-56.979,,,,12.9527,63340154753661440,11.346549934959718,18.607901,15.5271,1.559,0.0,0.0,03421388+2021440,13.649,0.024,13.064,0.024,12.794,0.023,J034213.91+202143.4,,,Gaia DR2 63340154753661440,J034213.90+202143.5,0.198,55.5578973,20.3622065,1,3254.4,-2.1745738702952244,0.249,0.021,0.1827295369734519,0.0151712214702844,55.558,20.362,63340154753661440,,7.97754,16.830999,22.364,-47.96,-109.402,22.31,-56.979,,,,12.9527,63340154753661440,16.8311,18.607901,15.5271,1.559,0.0,0.0,03421388+2021440,13.649,0.024,13.064,0.024,12.794,0.023,J034213.91+202143.4,,,Gaia DR2 63340154753661440,J034213.90+202143.5,0.198,55.5578973,20.3622065,1,3254.4,-2.1745738702952244,0.249,0.021,0.1971304347826087,0.0147834206196253,0.2453309059009225,78.921,45.528,0.1757,0.0402
599,616,55.564125,23.1918333,65053915424355584,,7.45398,17.135,19.87,-46.461,-118.222,28.679,-56.56,,,,2.90649,65053915424355584,11.65054993495972,19.0445,15.8072,1.574,0.0,0.0,03421536+2311311,13.868,0.026,13.296,0.024,13.057,0.03,J034215.37+231130.7,,,Cl* Melotte   22    HHJ     109,J034215.37+231130.9,0.179,55.5640319,23.1920333,1,3205.8,-2.2388241745405826,0.24,0.021,0.1578340310687807,0.0151712214702844,55.564125,23.1918333,65053915424355584,,7.45398,17.135,19.87,-46.461,-118.222,28.679,-56.56,,,,2.90649,65053915424355584,17.1351,19.0445,15.8072,1.574,0.0,0.0,03421536+2311311,13.868,0.026,13.296,0.024,13.057,0.03,J034215.37+231130.7,,,Cl* Melotte   22    HHJ     109,J034215.37+231130.9,0.179,55.5640319,23.1920333,1,3205.8,-2.2388241745405826,0.24,0.021,0.1760000000000001,0.0147834206196253,0.2155256958149864,74.787,44.037,0.1555,0.0369
600,617,55.5746667,24.1158889,68261053403709312,,7.27245,17.054001,21.669,-45.763,-121.498,30.975,-56.449,,,,3.08799,68261053403709312,11.56974993495972,18.884899,15.7416,1.563,0.0,0.0,03421789+2406578,13.813,0.027,13.217,0.032,12.971,0.035,J034217.91+240657.4,,,Cl* Melotte   22     DH     217,J034217.89+240657.5,0.184,55.5745645,24.1160859,1,3187.2,-2.1732774882121206,0.255,0.021,0.164005745485443,0.0151712214702844,55.5746667,24.1158889,68261053403709312,,7.27245,17.054001,21.669,-45.763,-121.498,30.975,-56.449,,,,3.08799,68261053403709312,17.0543,18.884899,15.7416,1.563,0.0,0.0,03421789+2406578,13.813,0.027,13.217,0.032,12.971,0.035,J034217.91+240657.4,,,Cl* Melotte   22     DH     217,J034217.89+240657.5,0.184,55.5745645,24.1160859,1,3187.2,-2.1732774882121206,0.255,0.021,0.1683448275862068,0.0147834206196253,0.2248582224064441,57.938,36.893,0.1527,0.0405
601,618,55.575125,24.9193056,68371721825058816,,7.29302,20.101999,19.238,-43.509,-121.402,32.263,-54.97,,,,3.5479,68371721825058816,14.617849934959718,21.4496,18.524099,2.035,0.0,0.0,03421800+2455101,15.938,0.087,15.125,0.081,14.933,0.108,J034218.01+245509.4,,,Cl* Melotte   22  CALAR      11,J034218.01+245509.9,0.058,55.5750337,24.9194929,1,,,,,,0.0,55.575125,24.9193056,68371721825058816,,7.29302,20.101999,19.238,-43.509,-121.402,32.263,-54.97,,,,3.5479,68371721825058816,20.1024,21.4496,18.524099,2.035,0.0,0.0,03421800+2455101,15.938,0.087,15.125,0.081,14.933,0.108,J034218.01+245509.4,,,Cl* Melotte   22  CALAR      11,J034218.01+245509.9,0.058,55.5750337,24.9194929,1,,,,,,0.0147834206196253,0.0940153305790227,,,,
602,619,55.5898333,24.6644722,68363411064150272,,7.42532,13.853,20.601,-45.28,-119.179,31.239,-54.384,,,,2.53281,68363411064150272,8.368649934959718,14.7943,12.886,1.346,0.0,0.0,03422153+2439527,11.586,0.022,10.923,0.028,10.711,0.023,J034221.55+243952.3,,,V* V500 Tau,J034221.54+243952.5,0.572,55.5897357,24.6646672,1,3757.4,-1.1488640201888654,0.586,0.02,0.5540891733893538,0.0151712214702844,55.5898333,24.6644722,68363411064150272,,7.42532,13.853,20.601,-45.28,-119.179,31.239,-54.384,,,,2.53281,68363411064150272,13.8532,14.7943,12.886,1.346,0.0,0.0,03422153+2439527,11.586,0.022,10.923,0.028,10.711,0.023,J034221.55+243952.3,,,V* V500 Tau,J034221.54+243952.5,0.572,55.5897357,24.6646672,1,3757.4,-1.1488640201888654,0.586,0.02,0.5242553191489362,0.0147834206196253,0.6093639190486101,36.279,21.228,0.5461,0.0498
603,620,55.598625,27.7655278,71207710206088192,,7.4044,15.947,19.305,-44.529,-120.27,36.497,-49.426,,,,9.09298,71207710206088192,10.46204993495972,17.561501,14.6968,1.513,0.0,0.0,03422364+2745565,12.919,0.025,12.358,0.029,12.024,0.024,J034223.65+274556.1,,,UGCS J034223.65+274556.2,J034223.65+274556.2,0.304,55.5985311,27.7657195,1,3413.7,-1.8178707897507584,0.38,0.021,0.2843689824319502,0.0151712214702844,55.598625,27.7655278,71207710206088192,,7.4044,15.947,19.305,-44.529,-120.27,36.497,-49.426,,,,9.09298,71207710206088192,15.9466,17.561501,14.6968,1.513,0.0,0.0,03422364+2745565,12.919,0.025,12.358,0.029,12.024,0.024,J034223.65+274556.1,,,UGCS J034223.65+274556.2,J034223.65+274556.2,0.304,55.5985311,27.7657195,1,3413.7,-1.8178707897507584,0.38,0.021,0.299155844155844,0.0147834206196253,0.3549598445380154,67.257,41.541,0.2793,0.0599
604,621,55.6000833,21.4732778,64317998547641344,6.63,7.68589,9.706,20.857,-47.9,-114.057,24.937,-57.423,-6.40309,-28.694099,-14.7605,7.93414,64317998547641344,4.221909934959719,10.0014,9.28329,1.188,6.628,1.0047,03422399+2128245,8.797,0.021,8.604,0.029,8.526,0.019,J034224.00+212824.1,,,BD+21   504,J034224.00+212824.5,1.18,55.5999868,21.473484,1,6018.6,0.2507638807598342,1.24,0.328,1.161470416601682,0.0151712214702844,55.6000833,21.4732778,64317998547641344,6.63,7.68589,9.706,20.857,-47.9,-114.057,24.937,-57.423,-6.40309,-28.694099,-14.7605,7.93414,64317998547641344,9.70646,10.0014,9.28329,1.188,6.628,1.0047,03422399+2128245,8.797,0.021,8.604,0.029,8.526,0.019,J034224.00+212824.1,,,BD+21   504,J034224.00+212824.5,1.18,55.5999868,21.473484,1,6018.6,0.2507638807598342,1.24,0.328,1.1429181494661924,0.0147834206196253,,56.666,41.491,1.1985,0.0456
605,622,55.6002083,22.4209444,64449729487990912,6.59,7.21709,10.203,19.622,-44.426,-121.85,28.22,-59.624,-6.88681,-28.279499,-14.6257,5.42816,64449729487990912,4.718849934959719,10.56,9.71227,1.198,6.5903,1.2717,03422402+2225160,9.117,0.022,8.868,0.026,8.758,0.018,J034224.03+222515.6,,,BD+21   503,J034224.03+222515.7,1.075,55.6001169,22.4211357,1,5687.9,0.0817972137293105,1.026,0.127,1.0622884939594506,0.0151712214702844,55.6002083,22.4209444,64449729487990912,6.59,7.21709,10.203,19.622,-44.426,-121.85,28.22,-59.624,-6.88681,-28.279499,-14.6257,5.42816,64449729487990912,10.2034,10.56,9.71227,1.198,6.5903,1.2717,03422402+2225160,9.117,0.022,8.868,0.026,8.758,0.018,J034224.03+222515.6,,,BD+21   503,J034224.03+222515.7,1.075,55.6001169,22.4211357,1,5687.9,0.0817972137293105,1.026,0.127,1.0355521472392637,0.0147834206196253,,59.097,42.588,1.1076,0.0441
606,623,55.6039167,27.7042222,71205133225715328,,7.05736,18.049999,18.443,-42.59,-126.177,38.178,-51.957,,,,11.2635,71205133225715328,12.56534993495972,19.914301,16.6943,1.616,0.0,0.0,03422492+2742158,14.692,0.039,14.084,0.042,13.798,0.052,J034224.93+274215.4,,,UGCS J034224.92+274215.4,J034224.92+274215.5,0.122,55.603827,27.7044056,1,3130.6,-2.455931942244491,0.177,0.022,0.1067514329329493,0.0151712214702844,55.6039167,27.7042222,71205133225715328,,7.05736,18.049999,18.443,-42.59,-126.177,38.178,-51.957,,,,11.2635,71205133225715328,18.0499,19.914301,16.6943,1.616,0.0,0.0,03422492+2742158,14.692,0.039,14.084,0.042,13.798,0.052,J034224.93+274215.4,,,UGCS J034224.92+274215.4,J034224.92+274215.5,0.122,55.603827,27.7044056,1,3130.6,-2.455931942244491,0.177,0.022,0.1491392405063291,0.0147834206196253,0.1504932578558185,90.53,47.182,0.1237,0.026
607,624,55.6040417,27.53925,71185342016542592,,6.02049,17.568001,16.907,-37.777,-147.87,44.416,-61.243,,,,32.3751,71185342016542592,12.083149934959716,19.447599,16.2651,1.544,0.0,0.0,03422495+2732216,14.402,0.035,13.861,0.043,13.533,0.035,J034224.95+273221.4,,,UGCS J034224.95+273221.5,J034224.95+273221.5,0.152,55.6039596,27.5394127,1,3225.0,-2.243363878652497,0.234,0.022,0.1291034276427645,0.0151712214702844,55.6040417,27.53925,71185342016542592,,6.02049,17.568001,16.907,-37.777,-147.87,44.416,-61.243,,,,32.3751,71185342016542592,17.5677,19.447599,16.2651,1.544,0.0,0.0,03422495+2732216,14.402,0.035,13.861,0.043,13.533,0.035,J034224.95+273221.4,,,UGCS J034224.95+273221.5,J034224.95+273221.5,0.152,55.6039596,27.5394127,1,3225.0,-2.243363878652497,0.234,0.022,0.1843478260869565,0.0147834206196253,0.1707505964265119,81.524,46.122,0.1607,0.0363
608,625,55.6095417,23.8606111,65156891560085504,,7.43078,17.677999,22.152,-45.472,-118.861,29.835,-55.611,,,,1.99142,65156891560085504,12.19304993495972,19.482901,16.3188,1.628,0.0,0.0,03422626+2351386,14.299,0.026,13.752,0.034,13.451,0.038,J034226.28+235138.4,,,Cl* Melotte   22     DH     221,J034226.27+235138.5,0.145,55.6094374,23.8608069,1,3167.5,-2.351639999635224,0.2,0.021,0.1238936931902686,0.0151712214702844,55.6095417,23.8606111,65156891560085504,,7.43078,17.677999,22.152,-45.472,-118.861,29.835,-55.611,,,,1.99142,65156891560085504,17.6776,19.482901,16.3188,1.628,0.0,0.0,03422626+2351386,14.299,0.026,13.752,0.034,13.451,0.038,J034226.28+235138.4,,,Cl* Melotte   22     DH     221,J034226.27+235138.5,0.145,55.6094374,23.8608069,1,3167.5,-2.351639999635224,0.2,0.021,0.161551724137931,0.0147834206196253,0.1776679557884204,82.889,45.979,0.1378,0.0307
609,626,55.609625,22.8944722,65027905102436608,,7.34991,13.717,20.976,-44.552,-119.834,28.51,-57.778,,,,3.34214,65027905102436608,8.232649934959719,14.6215,12.7817,1.327,0.0,0.0,03422628+2253408,11.55,0.02,10.88,0.024,10.715,0.021,J034226.30+225340.2,,,V* V502 Tau,J034226.29+225340.5,0.588,55.609527,22.894664,1,4198.8,-1.113509277180788,0.588,0.02,0.5688172090484693,0.0151712214702844,55.609625,22.8944722,65027905102436608,,7.34991,13.717,20.976,-44.552,-119.834,28.51,-57.778,,,,3.34214,65027905102436608,13.7172,14.6215,12.7817,1.327,0.0,0.0,03422628+2253408,11.55,0.02,10.88,0.024,10.715,0.021,J034226.30+225340.2,,,V* V502 Tau,J034226.29+225340.5,0.588,55.609527,22.894664,1,4198.8,-1.113509277180788,0.588,0.02,0.6546282973621104,0.0147834206196253,0.6085098330847306,110.248,41.588,0.6228,0.0243
610,627,55.609625,24.2353611,68265279651517056,,7.36132,16.290001,20.366,-47.132,-120.103,30.754,-55.529,,,,2.092,68265279651517056,10.805249934959718,17.9055,15.0285,1.527,0.0,0.0,03422627+2414078,13.241,0.024,12.672,0.035,12.387,0.026,J034226.30+241407.5,,,V* LN Tau,J034226.29+241407.6,0.262,55.6095288,24.235564,1,3341.2,-1.933301438054863,0.325,0.021,0.2424356498942956,0.0151712214702844,55.609625,24.2353611,68265279651517056,,7.36132,16.290001,20.366,-47.132,-120.103,30.754,-55.529,,,,2.092,68265279651517056,16.2898,17.9055,15.0285,1.527,0.0,0.0,03422627+2414078,13.241,0.024,12.672,0.035,12.387,0.026,J034226.30+241407.5,,,V* LN Tau,J034226.29+241407.6,0.262,55.6095288,24.235564,1,3341.2,-1.933301438054863,0.325,0.021,0.2520779220779219,0.0147834206196253,0.2990732782946412,64.402,39.867,0.2318,0.0545
611,628,55.6138333,22.5733889,64456262134709376,,7.2753,15.761,19.413,-43.541,-120.947,28.239,-58.883,,,,4.50496,64456262134709376,10.27604993495972,17.413401,14.5003,1.52,0.0,0.0,03422730+2234248,12.699,0.021,12.126,0.024,11.856,0.021,J034227.31+223424.4,,,V* V612 Tau,J034227.31+223424.5,0.331,55.6137428,22.5735764,1,3471.3,-1.7672579318869843,0.413,0.021,0.3087224660918569,0.0151712214702844,55.6138333,22.5733889,64456262134709376,,7.2753,15.761,19.413,-43.541,-120.947,28.239,-58.883,,,,4.50496,64456262134709376,15.7606,17.413401,14.5003,1.52,0.0,0.0,03422730+2234248,12.699,0.021,12.126,0.024,11.856,0.021,J034227.31+223424.4,,,V* V612 Tau,J034227.31+223424.5,0.331,55.6137428,22.5735764,1,3471.3,-1.7672579318869843,0.413,0.021,0.3498230088495577,0.0147834206196253,0.3833020080744122,75.346,44.458,0.3128,0.0588
612,629,55.6150833,25.0468333,68390417818463872,5.9,7.2089,12.372,19.538,-43.159,-122.896,32.802,-55.346,-7.57227,-27.336901,-14.1658,4.75894,68390417818463872,6.88784993495972,12.9606,11.6542,1.252,5.8962,1.0144,03422759+2502492,10.736,0.022,10.2,0.027,10.065,0.022,J034227.61+250248.7,,,Cl* Melotte   22     DH     225,J034227.60+250248.9,0.733,55.6149904,25.0470191,1,4677.2,-0.7129600591909026,0.762,0.092,0.7317861635829491,0.0151712214702844,55.6150833,25.0468333,68390417818463872,5.9,7.2089,12.372,19.538,-43.159,-122.896,32.802,-55.346,-7.57227,-27.336901,-14.1658,4.75894,68390417818463872,12.3724,12.9606,11.6542,1.252,5.8962,1.0144,03422759+2502492,10.736,0.022,10.2,0.027,10.065,0.022,J034227.61+250248.7,,,Cl* Melotte   22     DH     225,J034227.60+250248.9,0.733,55.6149904,25.0470191,1,4677.2,-0.7129600591909026,0.762,0.092,1.2,0.0147834206196253,0.7468400097026145,90.857,45.52,0.76,0.0249
613,630,55.6194583,25.0166111,68378563708730624,,7.3949,15.29,20.221,-46.995,-119.8,31.92,-53.997,,,,3.04905,68378563708730624,9.80504993495972,16.663799,14.1309,1.445,0.0,0.0,03422864+2501004,12.573,0.022,11.934,0.03,11.672,0.023,J034228.66+250059.9,,,Cl* Melotte   22    HHJ     362,J034228.65+250100.2,0.4,55.6193622,25.0168134,1,3466.7,-1.6281935507187215,0.434,0.021,0.3790910954129703,0.0151712214702844,55.6194583,25.0166111,68378563708730624,,7.3949,15.29,20.221,-46.995,-119.8,31.92,-53.997,,,,3.04905,68378563708730624,15.2896,16.663799,14.1309,1.445,0.0,0.0,03422864+2501004,12.573,0.022,11.934,0.03,11.672,0.023,J034228.66+250059.9,,,Cl* Melotte   22    HHJ     362,J034228.65+250100.2,0.4,55.6193622,25.0168134,1,3466.7,-1.6281935507187215,0.434,0.021,0.3457522123893803,0.0147834206196253,0.416043480734292,51.717,33.159,0.33,0.0673
614,631,55.6226667,22.7903889,65023232178029440,,7.25718,14.238,20.545,-43.845,-121.34,28.674,-58.667,,,,4.32731,65023232178029440,8.753449934959718,15.3137,13.2077,1.373,0.0,0.0,03422941+2247261,11.797,0.02,11.085,0.023,10.92,0.019,J034229.42+224725.6,,,V* V613 Tau,J034229.43+224725.8,0.527,55.6225708,22.7905777,1,3810.3,-1.2676062289118415,0.563,0.02,0.5119974757266361,0.0151712214702844,55.6226667,22.7903889,65023232178029440,,7.25718,14.238,20.545,-43.845,-121.34,28.674,-58.667,,,,4.32731,65023232178029440,14.238,15.3137,13.2077,1.373,0.0,0.0,03422941+2247261,11.797,0.02,11.085,0.023,10.92,0.019,J034229.42+224725.6,,,V* V613 Tau,J034229.43+224725.8,0.527,55.6225708,22.7905777,1,3810.3,-1.2676062289118415,0.563,0.02,0.5430141843971632,0.0147834206196253,0.5650407130884334,77.049,44.972,0.5391,0.0336
615,632,55.6238333,20.8108889,63391174669006080,,7.51216,16.436001,19.871,-47.299,-116.44,24.359,-59.737,,,,7.93943,63391174669006080,10.95134993495972,18.1796,15.1546,1.534,0.0,0.0,03422970+2048400,13.336,0.023,12.686,0.024,12.426,0.026,J034229.70+204839.5,,1.3297055623791373e+17,Cl* Melotte   22     DH     229,J034229.70+204839.6,0.244,55.6237418,20.8110925,1,3283.6,-1.996108833929848,0.314,0.021,0.224515648239695,0.0151712214702844,55.6238333,20.8108889,63391174669006080,,7.51216,16.436001,19.871,-47.299,-116.44,24.359,-59.737,,,,7.93943,63391174669006080,16.4359,18.1796,15.1546,1.534,0.0,0.0,03422970+2048400,13.336,0.023,12.686,0.024,12.426,0.026,J034229.70+204839.5,,1.3297055623791373e+17,Cl* Melotte   22     DH     229,J034229.70+204839.6,0.244,55.6237418,20.8110925,1,3283.6,-1.996108833929848,0.314,0.021,0.2146753246753246,0.0147834206196253,0.2935145954607636,58.046,36.908,0.2012,0.0511
616,633,55.6245417,20.1498056,63144716561596288,,7.26661,8.348,19.877,-44.943,-120.074,24.021,-62.796,,,,9.65755,63144716561596288,2.8632499349597182,8.52251,8.07973,1.17,0.0,0.0,03422987+2008599,7.753,0.018,7.671,0.021,7.652,0.016,J034229.88+200859.5,,,HD  23028,J034229.83+200859.0,1.551,55.6244505,20.1499991,1,7425.6,0.9148327301103796,1.788,0.312,,0.0,55.6245417,20.1498056,63144716561596288,,7.26661,8.348,19.877,-44.943,-120.074,24.021,-62.796,,,,9.65755,63144716561596288,8.3478,8.52251,8.07973,1.17,0.0,0.0,03422987+2008599,7.753,0.018,7.671,0.021,7.652,0.016,J034229.88+200859.5,,,HD  23028,J034229.83+200859.0,1.551,55.6244505,20.1499991,1,7425.6,0.9148327301103796,1.788,0.312,1.4,0.0147834206196253,,91.117,50.512,1.396,0.0071
617,634,55.628375,13.6295278,38131789101305088,,8.08869,20.763,12.746,-19.287,-104.436,11.164,-65.214,,,,26.0975,38131789101305088,15.27854993495972,21.286301,19.4524,1.877,0.0,0.0,,,,,,,,J034230.80+133746.2,,,,,0.049,55.6283185,13.6296108,1,,,,,,0.0,55.628375,13.6295278,38131789101305088,,8.08869,20.763,12.746,-19.287,-104.436,11.164,-65.214,,,,26.0975,38131789101305088,20.7631,21.286301,19.4524,1.877,0.0,0.0,,,,,,,,J034230.80+133746.2,,,,,0.049,55.6283185,13.6296108,1,,,,,,0.0147834206196253,,,,,
618,635,55.630125,24.8225,68367190635351936,,7.58186,17.336,20.171,-45.822,-116.801,30.799,-52.96,,,,4.1994,68367190635351936,11.851149934959718,19.2125,16.007799,1.578,0.0,0.0,03423120+2449216,14.037,0.026,13.403,0.038,13.131,0.035,J034231.21+244921.1,,,V* V611 Tau,J034231.21+244921.0,0.167,55.6300293,24.8226973,1,3175.9,-2.2798407024492024,0.224,0.021,0.1437951359826058,0.0151712214702844,55.630125,24.8225,68367190635351936,,7.58186,17.336,20.171,-45.822,-116.801,30.799,-52.96,,,,4.1994,68367190635351936,17.3357,19.2125,16.007799,1.578,0.0,0.0,03423120+2449216,14.037,0.026,13.403,0.038,13.131,0.035,J034231.21+244921.1,,,V* V611 Tau,J034231.21+244921.0,0.167,55.6300293,24.8226973,1,3175.9,-2.2798407024492024,0.224,0.021,0.164448275862069,0.0147834206196253,0.2078100022701088,72.593,43.043,0.1441,0.0346
619,636,55.638,21.7045,64331123967672448,,7.32138,16.277,20.616,-45.648,-119.869,26.524,-59.865,,,,5.90718,64331123967672448,10.79234993495972,18.037001,14.9961,1.531,0.0,0.0,03423309+2142170,13.122,0.023,12.453,0.024,12.189,0.025,J034233.10+214216.4,,,UGCS J034233.10+214216.6,J034233.10+214216.6,0.263,55.6379045,21.7046965,1,3322.8,-1.911155443222338,0.356,0.021,0.2442023352984388,0.0151712214702844,55.638,21.7045,64331123967672448,,7.32138,16.277,20.616,-45.648,-119.869,26.524,-59.865,,,,5.90718,64331123967672448,16.2769,18.037001,14.9961,1.531,0.0,0.0,03423309+2142170,13.122,0.023,12.453,0.024,12.189,0.025,J034233.10+214216.4,,,UGCS J034233.10+214216.6,J034233.10+214216.6,0.263,55.6379045,21.7046965,1,3322.8,-1.911155443222338,0.356,0.021,0.2401298701298702,0.0147834206196253,0.328633931986499,55.872,35.811,0.2255,0.0563
620,637,55.641625,24.1833889,68261946756899456,,7.32742,17.721001,21.388,-44.196,-120.673,30.762,-55.828,,,,2.29785,68261946756899456,12.236849934959718,19.5058,16.365801,1.626,0.0,0.0,03423396+2411008,14.388,0.035,13.698,0.036,13.417,0.036,J034233.97+241100.4,,,Cl* Melotte   22     DH     231,J034233.97+241100.5,0.142,55.6415241,24.1835792,1,3145.4,-2.339134526757906,0.202,0.021,0.1217562543808322,0.0151712214702844,55.641625,24.1833889,68261946756899456,,7.32742,17.721001,21.388,-44.196,-120.673,30.762,-55.828,,,,2.29785,68261946756899456,17.7214,19.5058,16.365801,1.626,0.0,0.0,03423396+2411008,14.388,0.035,13.698,0.036,13.417,0.036,J034233.97+241100.4,,,Cl* Melotte   22     DH     231,J034233.97+241100.5,0.142,55.6415241,24.1835792,1,3145.4,-2.339134526757906,0.202,0.021,0.1539310344827586,0.0147834206196253,0.180629909494379,73.669,43.137,0.1327,0.0316
621,638,55.6418333,23.4142778,65128506120036352,,6.88407,18.191,18.753,-45.424,-128.173,31.34,-60.751,,,,10.3833,65128506120036352,12.706449934959718,20.2255,16.794399,1.654,0.0,0.0,03423402+2324520,14.684,0.032,14.065,0.032,13.748,0.042,J034234.02+232451.6,,,UGCS J034234.02+232451.8,J034234.02+232451.8,0.113,55.6417453,23.4144734,1,,-2.477555769399049,0.184,0.021,0.10092838010491,0.0151712214702844,55.6418333,23.4142778,65128506120036352,,6.88407,18.191,18.753,-45.424,-128.173,31.34,-60.751,,,,10.3833,65128506120036352,18.191,20.2255,16.794399,1.654,0.0,0.0,03423402+2324520,14.684,0.032,14.065,0.032,13.748,0.042,J034234.02+232451.6,,,UGCS J034234.02+232451.8,J034234.02+232451.8,0.113,55.6417453,23.4144734,1,,-2.477555769399049,0.184,0.021,,0.0147834206196253,0.1540784125116709,,,,
622,639,55.6485833,21.8414444,64346070453848320,,4.84761,14.735,13.061,-30.418,-181.138,40.395,-90.065,,,,71.4477,64346070453848320,9.25024993495972,15.9978,13.6182,1.42,0.0,0.0,03423563+2150301,12.089,0.022,11.417,0.02,11.229,0.018,J034235.65+215029.5,,,V* V614 Tau,J034235.65+215029.7,0.467,55.6485227,21.8415754,1,3554.3,-1.496890577226592,0.483,0.02,0.4515298969057407,0.0151712214702844,55.6485833,21.8414444,64346070453848320,,4.84761,14.735,13.061,-30.418,-181.138,40.395,-90.065,,,,71.4477,64346070453848320,14.7348,15.9978,13.6182,1.42,0.0,0.0,03423563+2150301,12.089,0.022,11.417,0.02,11.229,0.018,J034235.65+215029.5,,,V* V614 Tau,J034235.65+215029.7,0.467,55.6485227,21.8415754,1,3554.3,-1.496890577226592,0.483,0.02,0.4163354037267082,0.0147834206196253,0.5013294436347782,53.082,33.5,0.3968,0.0673
