Unnamed: 0,recno,RA_ICRS_x,DE_ICRS_x,SourceCP_x,RVCP_x,PlxCP_x,GmagCP_x,pmRACP_x,pmDECP_x,bx_x,by_x,bz_x,vx_x,vy_x,vz_x,distC_x,Source_x,Gmag_x,BPmag_x,RPmag_x,E(BR/RP)_x,RV_x,e_RV_x,2MASS_x,Jmag_x,e_Jmag_x,Hmag_x,e_Hmag_x,Kmag_x,e_Kmag_x,WISE_x,SDSS_x,ps1name_x,SimbadName_x,gsc9name_x,Lod19_Mass,_RA.icrs_x,_DE.icrs_x,single_x,Teff_x,logL_x,Tess_Mass,Tess_s_Mass_x,Lod19_Mass_calc,Lod19_Mass_e,RA_ICRS_y,DE_ICRS_y,SourceCP_y,RVCP_y,PlxCP_y,GmagCP_y,pmRACP_y,pmDECP_y,bx_y,by_y,bz_y,vx_y,vy_y,vz_y,distC_y,Source_y,Gmag_y,BPmag_y,RPmag_y,E(BR/RP)_y,RV_y,e_RV_y,2MASS_y,Jmag_y,e_Jmag_y,Hmag_y,e_Hmag_y,Kmag_y,e_Kmag_y,WISE_y,SDSS_y,ps1name_y,SimbadName_y,gsc9name_y,L19_Mass,_RA.icrs_y,_DE.icrs_y,single_y,Teff_y,logL_y,TESS_Mass,Tess_s_Mass_y,TESS_Mass_calc,TESS_Mass_e,Del00_Mass,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
567,584,55.4854167,27.0493056,71100404743364992,,7.50074,16.874001,19.821,-44.603,-118.481,35.01,-50.109,,,,7.68754,71100404743364992,11.389149934959718,18.618999,15.5965,1.528,0.0,0.0,03415648+2702583,13.779,0.026,13.191,0.036,12.903,0.031,J034156.49+270257.7,,,2MASS J03415648+2702583,J034156.48+270257.8,0.195,55.4853209,27.0494976,1,3277.0,-2.1592667560684977,0.249,0.021,0.1789950438668516,0.0151712214702844,55.4854167,27.0493056,71100404743364992,,7.50074,16.874001,19.821,-44.603,-118.481,35.01,-50.109,,,,7.68754,71100404743364992,16.8737,18.618999,15.5965,1.528,0.0,0.0,03415648+2702583,13.779,0.026,13.191,0.036,12.903,0.031,J034156.49+270257.7,,,2MASS J03415648+2702583,J034156.48+270257.8,0.195,55.4853209,27.0494976,1,3277.0,-2.1592667560684977,0.249,0.021,0.2103896103896104,0.0147834206196253,0.2325201155811044,83.113,46.599,0.1841,0.0406
568,585,55.4945,22.9503611,65040686925109760,,7.3826,15.639,21.032,-45.962,-119.211,28.644,-57.584,,,,3.27635,65040686925109760,10.15414993495972,17.1157,14.4423,1.47,0.0,0.0,03415864+2257020,12.747,0.021,12.168,0.024,11.902,0.02,J034158.66+225701.4,,,V* V432 Tau,J034158.66+225701.6,0.349,55.4944017,22.950559,2,3429.6,-1.730020339926145,0.399,0.021,0.3272297820426253,0.0151712214702844,55.4945,22.9503611,65040686925109760,,7.3826,15.639,21.032,-45.962,-119.211,28.644,-57.584,,,,3.27635,65040686925109760,15.6387,17.1157,14.4423,1.47,0.0,0.0,03415864+2257020,12.747,0.021,12.168,0.024,11.902,0.02,J034158.66+225701.4,,,V* V432 Tau,J034158.66+225701.6,0.349,55.4944017,22.950559,2,3429.6,-1.730020339926145,0.399,0.021,0.3129203539823008,0.0147834206196253,0.3753907479577255,58.093,37.242,0.2988,0.0645
569,586,55.4945833,23.7071389,65153833543386624,,7.22245,13.969,19.706,-45.042,-122.123,30.596,-57.621,,,,4.00801,65153833543386624,8.484349934959718,14.9539,12.9946,1.341,0.0,0.0,03415867+2342264,11.722,0.021,11.018,0.021,10.841,0.016,J034158.69+234225.9,,,Cl* Melotte   22     SK     709,J034158.68+234226.0,0.558,55.4944906,23.7073328,1,4017.8,-1.1975683654913856,0.571,0.02,0.5414752125095027,0.0151712214702844,55.4945833,23.7071389,65153833543386624,,7.22245,13.969,19.706,-45.042,-122.123,30.596,-57.621,,,,4.00801,65153833543386624,13.9689,14.9539,12.9946,1.341,0.0,0.0,03415867+2342264,11.722,0.021,11.018,0.021,10.841,0.016,J034158.69+234225.9,,,Cl* Melotte   22     SK     709,J034158.68+234226.0,0.558,55.4944906,23.7073328,1,4017.8,-1.1975683654913856,0.571,0.02,0.6112230215827338,0.0147834206196253,0.5817104552327679,104.798,46.393,0.5839,0.0249
570,587,55.4953333,26.20575,70200935512668800,,7.09237,15.699,19.71,-44.214,-125.113,35.545,-54.436,,,,8.20215,70200935512668800,10.214649934959718,17.1889,14.4983,1.473,0.0,0.0,03415884+2612214,12.854,0.024,12.174,0.032,11.955,0.023,J034158.86+261220.9,,,V* KQ Tau,J034158.85+261221.1,0.34,55.4952387,26.2059404,2,3514.6,-1.7258421570012752,0.404,0.021,0.3181812096266901,0.0151712214702844,55.4953333,26.20575,70200935512668800,,7.09237,15.699,19.71,-44.214,-125.113,35.545,-54.436,,,,8.20215,70200935512668800,15.6992,17.1889,14.4983,1.473,0.0,0.0,03415884+2612214,12.854,0.024,12.174,0.032,11.955,0.023,J034158.86+261220.9,,,V* KQ Tau,J034158.85+261221.1,0.34,55.4952387,26.2059404,2,3514.6,-1.7258421570012752,0.404,0.021,0.3881415929203539,0.0147834206196253,0.366415826333834,80.073,45.59,0.3377,0.0572
571,588,55.4956667,25.3288056,68587161680620288,,6.95802,13.361,19.656,-42.754,-127.289,34.668,-57.016,,,,9.42174,68587161680620288,7.876249934959718,14.4014,12.35,1.362,0.0,0.0,03415893+2519444,10.976,0.022,10.296,0.03,10.091,0.021,J034158.94+251943.8,,,V* KY Tau,J034158.94+251944.1,0.627,55.4955731,25.3289897,2,4071.6,-0.8986654445072402,0.591,0.085,0.6083316695171108,0.0151712214702844,55.4956667,25.3288056,68587161680620288,,6.95802,13.361,19.656,-42.754,-127.289,34.668,-57.016,,,,9.42174,68587161680620288,13.3608,14.4014,12.35,1.362,0.0,0.0,03415893+2519444,10.976,0.022,10.296,0.03,10.091,0.021,J034158.94+251943.8,,,V* KY Tau,J034158.94+251944.1,0.627,55.4955731,25.3289897,2,4071.6,-0.8986654445072402,0.591,0.085,0.6241247002398082,0.0147834206196253,0.7414262778567853,39.907,27.279,0.6696,0.0364
572,589,55.4962083,25.9207222,70169251536714624,5.98,7.1926,12.462,20.752,-44.971,-123.298,34.558,-54.159,-8.28099,-28.565201,-14.7223,6.399,70169251536714624,6.977149934959719,13.0948,11.7152,1.256,5.9786,1.6952,03415906+2555153,10.752,0.022,10.167,0.03,10.074,0.019,J034159.08+255514.8,,,Cl* Melotte   22     DH     199,J034159.07+255515.0,0.723,55.496109,25.9209158,1,4658.3,-0.6638205539346735,0.742,0.089,0.7206581924707487,0.0151712214702844,55.4962083,25.9207222,70169251536714624,5.98,7.1926,12.462,20.752,-44.971,-123.298,34.558,-54.159,-8.28099,-28.565201,-14.7223,6.399,70169251536714624,12.4617,13.0948,11.7152,1.256,5.9786,1.6952,03415906+2555153,10.752,0.022,10.167,0.03,10.074,0.019,J034159.08+255514.8,,,Cl* Melotte   22     DH     199,J034159.07+255515.0,0.723,55.496109,25.9209158,1,4658.3,-0.6638205539346735,0.742,0.089,0.7622811059907835,0.0147834206196253,0.7449681695928502,79.063,45.022,0.7706,0.0286
573,590,55.4986667,24.7049444,68364643718417280,,6.67504,18.485001,18.465,-39.413,-132.491,34.969,-60.555,,,,14.9354,68364643718417280,13.00014993495972,20.3405,17.0984,1.66,0.0,0.0,03415965+2442186,15.044,0.04,14.448,0.052,14.146,0.059,J034159.66+244218.0,,,Cl* Melotte   22    BPL      31,J034159.67+244218.1,0.097,55.4985792,24.7051141,1,3058.9,-2.573488726528645,0.152,0.021,,0.0,55.4986667,24.7049444,68364643718417280,,6.67504,18.485001,18.465,-39.413,-132.491,34.969,-60.555,,,,14.9354,68364643718417280,18.4847,20.3405,17.0984,1.66,0.0,0.0,03415965+2442186,15.044,0.04,14.448,0.052,14.146,0.059,J034159.66+244218.0,,,Cl* Melotte   22    BPL      31,J034159.67+244218.1,0.097,55.4985792,24.7051141,1,3058.9,-2.573488726528645,0.152,0.021,0.1309873417721519,0.0147834206196253,0.1283731454754594,92.427,47.015,0.1057,0.0218
574,591,55.499,26.4608889,70224643732103680,,7.83332,16.718,21.801,-48.749,-113.339,32.58,-48.885,,,,9.608,70224643732103680,11.23354993495972,18.4767,15.4258,1.546,0.0,0.0,03415973+2627399,13.519,0.026,12.96,0.032,12.635,0.025,J034159.74+262739.4,,,Cl* Melotte   22     DH     200,J034159.74+262739.6,0.21,55.4988952,26.4610988,1,3239.9,-2.1007267955610973,0.274,0.021,0.1928459260827698,0.0151712214702844,55.499,26.4608889,70224643732103680,,7.83332,16.718,21.801,-48.749,-113.339,32.58,-48.885,,,,9.608,70224643732103680,16.7181,18.4767,15.4258,1.546,0.0,0.0,03415973+2627399,13.519,0.026,12.96,0.032,12.635,0.025,J034159.74+262739.4,,,Cl* Melotte   22     DH     200,J034159.74+262739.6,0.21,55.4988952,26.4610988,1,3239.9,-2.1007267955610973,0.274,0.021,0.1908260869565217,0.0147834206196253,0.2652069402582858,62.179,39.132,0.1764,0.0451
575,592,55.5001667,25.0296111,68390830135333504,,7.17763,16.004,19.79,-44.964,-123.313,33.082,-55.769,,,,5.30785,68390830135333504,10.51954993495972,17.6096,14.7696,1.495,0.0,0.0,03420001+2501472,13.041,0.024,12.443,0.031,12.165,0.022,J034200.02+250146.8,,,2MASS J03420001+2501472,J034200.02+250146.8,0.297,55.5000727,25.0298047,1,3333.3,-1.836242470301116,0.367,0.021,0.2776156559821215,0.0151712214702844,55.5001667,25.0296111,68390830135333504,,7.17763,16.004,19.79,-44.964,-123.313,33.082,-55.769,,,,5.30785,68390830135333504,16.0041,17.6096,14.7696,1.495,0.0,0.0,03420001+2501472,13.041,0.024,12.443,0.031,12.165,0.022,J034200.02+250146.8,,,2MASS J03420001+2501472,J034200.02+250146.8,0.297,55.5000727,25.0298047,1,3333.3,-1.836242470301116,0.367,0.021,0.246948051948052,0.0147834206196253,0.3323683466795769,47.945,31.507,0.2366,0.0607
576,593,55.50025,26.0199167,70194029205283840,,7.0114,16.952,19.307,-39.837,-126.515,35.62,-55.381,,,,9.20218,70194029205283840,11.46744993495972,18.763201,15.5821,1.643,0.0,0.0,03420004+2601123,13.645,0.024,13.004,0.033,12.728,0.029,J034200.05+260111.9,,,,J034200.04+260112.1,0.191,55.5001575,26.0200882,1,,-2.070581050683796,0.299,0.038,0.1718821338004333,0.0151712214702844,55.50025,26.0199167,70194029205283840,,7.0114,16.952,19.307,-39.837,-126.515,35.62,-55.381,,,,9.20218,70194029205283840,16.952,18.763201,15.5821,1.643,0.0,0.0,03420004+2601123,13.645,0.024,13.004,0.033,12.728,0.029,J034200.05+260111.9,,,,J034200.04+260112.1,0.191,55.5001575,26.0200882,1,,-2.070581050683796,0.299,0.038,,0.0147834206196253,0.2534088004557793,,,,
577,594,55.501625,24.1700556,68263145050803840,,7.37523,18.598,21.213,-45.802,-119.751,30.739,-55.67,,,,2.20448,68263145050803840,13.11304993495972,20.5751,17.1786,1.693,0.0,0.0,03420036+2410129,15.033,0.048,14.465,0.052,14.034,0.061,J034200.38+241012.4,,,Cl* Melotte   22    BPL      32,J034200.37+241012.6,0.092,55.5015249,24.1702528,1,2959.0,-2.616184628016057,0.151,0.021,,0.0,55.501625,24.1700556,68263145050803840,,7.37523,18.598,21.213,-45.802,-119.751,30.739,-55.67,,,,2.20448,68263145050803840,18.5976,20.5751,17.1786,1.693,0.0,0.0,03420036+2410129,15.033,0.048,14.465,0.052,14.034,0.061,J034200.38+241012.4,,,Cl* Melotte   22    BPL      32,J034200.37+241012.6,0.092,55.5015249,24.1702528,1,2959.0,-2.616184628016057,0.151,0.021,0.1,0.0147834206196253,0.1349712519149726,71.755,40.858,0.0875,0.0204
578,595,55.5070833,22.3906111,64449321467581056,,7.47877,16.445,21.715,-47.139,-117.485,27.314,-57.706,,,,4.54102,64449321467581056,10.960749934959718,18.146601,15.1711,1.531,0.0,0.0,03420166+2223268,13.332,0.022,12.712,0.022,12.427,0.021,J034201.68+222326.4,,,V* V495 Tau,J034201.67+222326.6,0.243,55.5069822,22.3908141,1,3316.8,-1.980883711906197,0.315,0.021,0.2233656580656392,0.0151712214702844,55.5070833,22.3906111,64449321467581056,,7.47877,16.445,21.715,-47.139,-117.485,27.314,-57.706,,,,4.54102,64449321467581056,16.4453,18.146601,15.1711,1.531,0.0,0.0,03420166+2223268,13.332,0.022,12.712,0.022,12.427,0.021,J034201.68+222326.4,,,V* V495 Tau,J034201.67+222326.6,0.243,55.5069822,22.3908141,1,3316.8,-1.980883711906197,0.315,0.021,0.2362337662337663,0.0147834206196253,0.2933732097316636,65.047,40.075,0.2166,0.0517
579,596,55.5120417,24.2099167,68265588889169664,,7.30488,15.295,20.377,-46.008,-120.927,31.088,-56.128,,,,2.78337,68265588889169664,9.810749934959718,16.6614,14.1336,1.45,0.0,0.0,03420286+2412363,12.512,0.022,11.841,0.027,11.61,0.023,J034202.87+241235.9,,,V* V497 Tau,J034202.86+241236.0,0.4,55.5119455,24.2101148,2,3466.7,-1.5996347178875476,0.449,0.021,0.3781667836492408,0.0151712214702844,55.5120417,24.2099167,68265588889169664,,7.30488,15.295,20.377,-46.008,-120.927,31.088,-56.128,,,,2.78337,68265588889169664,15.2953,16.6614,14.1336,1.45,0.0,0.0,03420286+2412363,12.512,0.022,11.841,0.027,11.61,0.023,J034202.87+241235.9,,,V* V497 Tau,J034202.86+241236.0,0.4,55.5119455,24.2101148,2,3466.7,-1.5996347178875476,0.449,0.021,0.3457522123893803,0.0147834206196253,0.4274560053040845,47.428,30.49,0.3328,0.0687
580,597,55.51225,23.9315556,65161250950264192,,7.50008,15.5,22.031,-44.205,-117.692,29.814,-55.109,,,,2.76679,65161250950264192,10.01554993495972,16.4074,13.7184,2.516,0.0,0.0,03420291+2355538,12.025,0.022,11.38,0.022,11.108,0.023,J034202.93+235553.4,,,V* V727 Tau,J034202.92+235553.6,0.37,55.5121462,23.9317459,1,,-1.5147045554480865,0.521,0.024,0.3475532351924385,0.0151712214702844,55.51225,23.9315556,65161250950264192,,7.50008,15.5,22.031,-44.205,-117.692,29.814,-55.109,,,,2.76679,65161250950264192,15.5001,16.4074,13.7184,2.516,0.0,0.0,03420291+2355538,12.025,0.022,11.38,0.022,11.108,0.023,J034202.93+235553.4,,,V* V727 Tau,J034202.92+235553.6,0.37,55.5121462,23.9317459,1,,-1.5147045554480865,0.521,0.024,,0.0147834206196253,0.5259482551630115,,,,
581,598,55.5138333,24.5368889,68291977168100480,,7.18684,15.276,19.327,-44.162,-123.019,32.165,-56.503,,,,4.70373,68291977168100480,9.79174993495972,16.621901,14.1198,1.448,0.0,0.0,03420329+2432134,12.528,0.024,11.882,0.031,11.614,0.021,J034203.31+243213.0,,,Gaia DR2 68291977168100480,J034203.30+243213.2,0.402,55.5137418,24.537079,2,3516.6,-1.5840255875903793,0.454,0.021,0.3810535208888786,0.0151712214702844,55.5138333,24.5368889,68291977168100480,,7.18684,15.276,19.327,-44.162,-123.019,32.165,-56.503,,,,4.70373,68291977168100480,15.2763,16.621901,14.1198,1.448,0.0,0.0,03420329+2432134,12.528,0.024,11.882,0.031,11.614,0.021,J034203.31+243213.0,,,Gaia DR2 68291977168100480,J034203.30+243213.2,0.402,55.5137418,24.537079,2,3516.6,-1.5840255875903793,0.454,0.021,0.3899115044247787,0.0147834206196253,0.4267141459822767,57.145,35.783,0.3624,0.0655
582,599,55.5142917,25.3774167,70088819686490496,,7.26228,16.606001,20.041,-43.816,-121.988,33.272,-54.522,,,,4.66596,70088819686490496,11.121349934959715,18.4559,15.2907,1.564,0.0,0.0,03420341+2522393,13.346,0.024,12.729,0.03,12.444,0.028,J034203.42+252238.8,,,Cl* Melotte   22     DH     206,J034203.41+252239.0,0.224,55.5141962,25.3776054,1,,-2.0168249425465894,0.321,0.021,0.2039356581167723,0.0151712214702844,55.5142917,25.3774167,70088819686490496,,7.26228,16.606001,20.041,-43.816,-121.988,33.272,-54.522,,,,4.66596,70088819686490496,16.6059,18.4559,15.2907,1.564,0.0,0.0,03420341+2522393,13.346,0.024,12.729,0.03,12.444,0.028,J034203.42+252238.8,,,Cl* Melotte   22     DH     206,J034203.41+252239.0,0.224,55.5141962,25.3776054,1,,-2.0168249425465894,0.321,0.021,,0.0147834206196253,0.2909784086445606,,,,
583,600,55.5148333,25.3214722,70087612798384384,,7.90013,18.056,19.223,-46.358,-112.125,30.497,-50.205,,,,9.31143,70087612798384384,12.57194993495972,20.337,16.6415,1.658,0.0,0.0,03420354+2519180,14.448,0.034,13.751,0.039,13.428,0.037,J034203.55+251917.4,,,,J034203.54+251917.7,0.121,55.5147417,25.3216718,1,2959.5,-2.527243546226828,0.185,0.021,0.1064799770320121,0.0151712214702844,55.5148333,25.3214722,70087612798384384,,7.90013,18.056,19.223,-46.358,-112.125,30.497,-50.205,,,,9.31143,70087612798384384,18.0565,20.337,16.6415,1.658,0.0,0.0,03420354+2519180,14.448,0.034,13.751,0.039,13.428,0.037,J034203.55+251917.4,,,,J034203.54+251917.7,0.121,55.5147417,25.3216718,1,2959.5,-2.527243546226828,0.185,0.021,0.09,0.0147834206196253,0.1796655485895065,52.959,32.237,0.0855,0.0222
584,601,55.5159167,24.7125278,68364544933829376,,7.64638,13.59,19.613,-48.085,-115.679,30.516,-52.829,,,,5.10657,68364544933829376,8.105749934959718,14.167,12.2228,1.932,0.0,0.0,03420383+2442454,10.74,0.024,10.1,0.035,9.916,0.023,J034203.85+244244.9,,,V* V610 Tau,J034203.84+244245.2,0.603,55.5158237,24.7127348,1,,,,,0.5822678511760475,0.0151712214702844,55.5159167,24.7125278,68364544933829376,,7.64638,13.59,19.613,-48.085,-115.679,30.516,-52.829,,,,5.10657,68364544933829376,13.5903,14.167,12.2228,1.932,0.0,0.0,03420383+2442454,10.74,0.024,10.1,0.035,9.916,0.023,J034203.85+244244.9,,,V* V610 Tau,J034203.84+244245.2,0.603,55.5158237,24.7127348,1,,,,,,0.0147834206196253,,,,,
585,602,55.51625,24.7123056,68364544935515392,,7.99566,13.49,20.171,-44.889,-110.625,29.182,-50.521,,,,10.4083,68364544935515392,8.00534993495972,13.9947,12.1482,1.927,0.0,0.0,03420383+2442454,10.74,0.024,10.1,0.035,9.916,0.023,J034203.85+244244.9,,,V* V610 Tau,,0.613,55.5161544,24.7124989,1,4578.2,,,,0.5930554272412134,0.0151712214702844,55.51625,24.7123056,68364544935515392,,7.99566,13.49,20.171,-44.889,-110.625,29.182,-50.521,,,,10.4083,68364544935515392,13.4899,13.9947,12.1482,1.927,0.0,0.0,03420383+2442454,10.74,0.024,10.1,0.035,9.916,0.023,J034203.85+244244.9,,,V* V610 Tau,,0.613,55.5161544,24.7124989,1,4578.2,,,,0.02,0.0147834206196253,,,,,
586,603,55.5165,22.4267222,64450283540250240,7.28,7.1152,11.359,20.6,-46.698,-123.512,28.759,-60.583,-7.56118,-30.0718,-15.7428,6.91668,64450283540250240,5.874249934959719,11.9387,10.6815,1.225,7.2774,1.1752,03420393+2225368,9.797,0.022,9.338,0.021,9.159,0.018,J034203.95+222536.4,,,Cl* Melotte   22     DH     208,J034203.93+222536.5,0.87,55.516404,22.4269233,1,4930.7,-0.1683477628898347,0.82,0.101,0.8650340881130386,0.0151712214702844,55.5165,22.4267222,64450283540250240,7.28,7.1152,11.359,20.6,-46.698,-123.512,28.759,-60.583,-7.56118,-30.0718,-15.7428,6.91668,64450283540250240,11.3588,11.9387,10.6815,1.225,7.2774,1.1752,03420393+2225368,9.797,0.022,9.338,0.021,9.159,0.018,J034203.95+222536.4,,,Cl* Melotte   22     DH     208,J034203.93+222536.5,0.87,55.516404,22.4269233,1,4930.7,-0.1683477628898347,0.82,0.101,1.0,0.0147834206196253,,17.742,8.345,1.0553,0.0683
587,604,55.51975,25.8856667,70121805035254144,3.17,7.29429,12.415,20.992,-46.92,-121.593,33.983,-53.432,-5.66727,-29.855499,-14.2308,5.32257,70121805035254144,6.93054993495972,13.0511,11.6695,1.255,3.1722,2.1851,03420470+2553091,10.784,0.022,10.183,0.027,10.093,0.021,J034204.72+255308.6,,,Cl* Melotte   22    HAR      69b,J034204.71+255308.8,0.728,55.5196495,25.8858687,1,4677.5,-0.6433432495763378,0.723,0.084,0.7262552311043884,0.0151712214702844,55.51975,25.8856667,70121805035254144,3.17,7.29429,12.415,20.992,-46.92,-121.593,33.983,-53.432,-5.66727,-29.855499,-14.2308,5.32257,70121805035254144,12.4151,13.0511,11.6695,1.255,3.1722,2.1851,03420470+2553091,10.784,0.022,10.183,0.027,10.093,0.021,J034204.72+255308.6,,,Cl* Melotte   22    HAR      69b,J034204.71+255308.8,0.728,55.5196495,25.8858687,1,4677.5,-0.6433432495763378,0.723,0.084,0.7667050691244239,0.0147834206196253,0.7410090633700348,76.785,44.583,0.7778,0.0301
588,605,55.5197917,22.8583611,65027595864800000,4.13,7.36185,9.05,21.007,-44.877,-119.539,28.531,-57.86,-5.2602,-28.915199,-13.0907,3.4686,65027595864800000,3.56507993495972,9.31048,8.66825,1.182,4.1318,0.4138,03420472+2251307,8.236,0.019,8.033,0.023,8.002,0.029,J034204.73+225130.3,,1.354305552404452e+17,HD  22977,J034204.73+225130.5,1.339,55.5196935,22.8585543,1,6395.8,0.5204520854997479,1.299,0.207,,0.0,55.5197917,22.8583611,65027595864800000,4.13,7.36185,9.05,21.007,-44.877,-119.539,28.531,-57.86,-5.2602,-28.915199,-13.0907,3.4686,65027595864800000,9.04963,9.31048,8.66825,1.182,4.1318,0.4138,03420472+2251307,8.236,0.019,8.033,0.023,8.002,0.029,J034204.73+225130.3,,1.354305552404452e+17,HD  22977,J034204.73+225130.5,1.339,55.5196935,22.8585543,1,6395.8,0.5204520854997479,1.299,0.207,1.4,0.0147834206196253,,53.226,39.395,1.3343,0.0377
589,606,55.5203333,25.6630833,70114039734416128,,7.34366,14.581,19.567,-44.89,-120.718,33.378,-53.439,,,,4.58113,70114039734416128,9.096549934959718,15.972,13.4142,1.452,0.0,0.0,03420486+2539478,11.798,0.024,11.11,0.03,10.896,0.023,J034204.87+253947.2,,,Cl* Melotte   22     DH     210,J034204.87+253947.5,0.486,55.5202398,25.6632766,2,,-1.4084901993864585,0.562,0.021,0.4706011077600279,0.0151712214702844,55.5203333,25.6630833,70114039734416128,,7.34366,14.581,19.567,-44.89,-120.718,33.378,-53.439,,,,4.58113,70114039734416128,14.5811,15.972,13.4142,1.452,0.0,0.0,03420486+2539478,11.798,0.024,11.11,0.03,10.896,0.023,J034204.87+253947.2,,,Cl* Melotte   22     DH     210,J034204.87+253947.5,0.486,55.5202398,25.6632766,2,,-1.4084901993864585,0.562,0.021,,0.0147834206196253,0.5700920351306642,,,,
590,607,55.524,23.1205833,65049139420729856,,7.87449,19.183001,19.187,-45.141,-111.849,27.087,-53.695,,,,8.63546,65049139420729856,13.69804993495972,20.916401,17.685301,1.84,0.0,0.0,03420573+2307146,15.383,0.04,14.784,0.053,14.39,0.058,J034205.74+230714.2,,,UGCS J034205.74+230714.3,J034205.74+230714.3,0.074,55.5239102,23.1207777,1,,-2.7375489186506834,0.123,0.021,,0.0,55.524,23.1205833,65049139420729856,,7.87449,19.183001,19.187,-45.141,-111.849,27.087,-53.695,,,,8.63546,65049139420729856,19.1826,20.916401,17.685301,1.84,0.0,0.0,03420573+2307146,15.383,0.04,14.784,0.053,14.39,0.058,J034205.74+230714.2,,,UGCS J034205.74+230714.3,J034205.74+230714.3,0.074,55.5239102,23.1207777,1,,-2.7375489186506834,0.123,0.021,,0.0147834206196253,0.1155813297227866,,,,
591,608,55.5369167,23.5878889,65134592089910656,,7.37301,14.819,19.49,-44.857,-119.631,29.708,-56.581,,,,2.30963,65134592089910656,9.33404993495972,16.056,13.7131,1.414,0.0,0.0,03420883+2335171,12.196,0.02,11.515,0.024,11.273,0.019,J034208.85+233516.6,,,Cl* Melotte   22     DH     212,J034208.84+233516.8,0.457,55.5368251,23.588082,1,3576.6,-1.448428007614575,0.505,0.02,0.4411590886830895,0.0151712214702844,55.5369167,23.5878889,65134592089910656,,7.37301,14.819,19.49,-44.857,-119.631,29.708,-56.581,,,,2.30963,65134592089910656,14.8186,16.056,13.7131,1.414,0.0,0.0,03420883+2335171,12.196,0.02,11.515,0.024,11.273,0.019,J034208.85+233516.6,,,Cl* Melotte   22     DH     212,J034208.84+233516.8,0.457,55.5368251,23.588082,1,3576.6,-1.448428007614575,0.505,0.02,0.4301863354037267,0.0147834206196253,0.4925005695730834,51.53,32.683,0.4184,0.0677
592,609,55.5384167,25.3973056,70089021548841728,,5.58031,20.747,28.936,-24.436,-158.794,43.3,-70.872,,,,44.2777,70089021548841728,15.262649934959718,21.354601,19.252001,2.108,0.0,0.0,03420916+2523507,16.6,0.132,15.833,0.153,15.157,,J034209.23+252350.6,,,,J034209.20+252350.6,0.05,55.5382788,25.3974108,1,,,,,,0.0,55.5384167,25.3973056,70089021548841728,,5.58031,20.747,28.936,-24.436,-158.794,43.3,-70.872,,,,44.2777,70089021548841728,20.7472,21.354601,19.252001,2.108,0.0,0.0,03420916+2523507,16.6,0.132,15.833,0.153,15.157,,J034209.23+252350.6,,,,J034209.20+252350.6,0.05,55.5382788,25.3974108,1,,,,,,0.0147834206196253,,,,,
593,610,55.54425,22.3013889,64430939007563520,,8.1412,17.554001,22.273,-50.318,-107.928,24.904,-53.095,,,,13.0371,64430939007563520,12.069549934959715,19.544001,16.1985,1.602,0.0,0.0,03421059+2218057,14.19,0.027,13.61,0.03,13.26,0.028,J034210.61+221805.3,,,2MASS J03421059+2218057,J034210.60+221805.4,0.153,55.5441463,22.3016055,1,3133.4,-2.403402925344451,0.198,0.021,0.1297568210877391,0.0151712214702844,55.54425,22.3013889,64430939007563520,,8.1412,17.554001,22.273,-50.318,-107.928,24.904,-53.095,,,,13.0371,64430939007563520,17.5541,19.544001,16.1985,1.602,0.0,0.0,03421059+2218057,14.19,0.027,13.61,0.03,13.26,0.028,J034210.61+221805.3,,,2MASS J03421059+2218057,J034210.60+221805.4,0.153,55.5441463,22.3016055,1,3133.4,-2.403402925344451,0.198,0.021,0.1498481012658228,0.0147834206196253,0.1950402080612008,81.702,45.366,0.1269,0.0285
594,611,55.5455833,24.0855278,68259438496008832,,7.57711,14.795,20.115,-43.912,-116.576,29.719,-54.264,,,,3.75668,68259438496008832,9.31024993495972,16.143299,13.6433,1.442,0.0,0.0,03421090+2405086,12.005,0.024,11.389,0.028,11.174,0.021,J034210.93+240508.1,,,V* LM Tau,J034210.92+240508.3,0.46,55.5454884,24.0857169,2,3502.0,-1.5014137692713905,0.5,0.02,0.4444266687025701,0.0151712214702844,55.5455833,24.0855278,68259438496008832,,7.57711,14.795,20.115,-43.912,-116.576,29.719,-54.264,,,,3.75668,68259438496008832,14.7948,16.143299,13.6433,1.442,0.0,0.0,03421090+2405086,12.005,0.024,11.389,0.028,11.174,0.021,J034210.93+240508.1,,,V* LM Tau,J034210.92+240508.3,0.46,55.5454884,24.0857169,2,3502.0,-1.5014137692713905,0.5,0.02,0.3769911504424779,0.0147834206196253,0.512460528631067,41.688,26.473,0.3649,0.0715
595,612,55.5512917,24.7053889,68364132618830848,,6.4877,20.938,17.991,-26.925,-136.375,35.895,-62.225,,,,19.1921,68364132618830848,15.45304993495972,20.983999,19.342199,2.554,0.0,0.0,,,,,,,,J034212.30+244219.1,,,,J034212.30+244219.5,0.048,55.5512064,24.7055048,1,,,,,,0.0,55.5512917,24.7053889,68364132618830848,,6.4877,20.938,17.991,-26.925,-136.375,35.895,-62.225,,,,19.1921,68364132618830848,20.9376,20.983999,19.342199,2.554,0.0,0.0,,,,,,,,J034212.30+244219.1,,,,J034212.30+244219.5,0.048,55.5512064,24.7055048,1,,,,,,0.0147834206196253,,,,,
