recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,TIC,RAJ2000_x,DEJ2000_x,errHalfMaj,errHalfMin,errPosAng,HIP,TYC,UCAC4,2MASS,objID,WISEA,GAIA,APASS,KIC,S/G,Ref,r_Pos,pmRA,e_pmRA,pmDE,e_pmDE,r_pm,Plx,e_Plx,r_Plx,Bmag,e_Bmag,Vmag_x,e_Vmag,umag,e_umag,gmag_x,e_gmag_x,rmag,e_rmag,imag,e_imag,zmag,e_zmag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,q_2MASS,W1mag,e_W1mag,W2mag,e_W2mag,W3mag,e_W3mag,W4mag,e_W4mag,Gmag_xa,e_Gmag_xa,Tmag,e_Tmag,f_Tmag,Flag,Teff_x,s_Teff,logg,s_logg,[M/H],e_[M/H],Rad,s_Rad,Mass,s_Mass,rho,s_rho,LClass,Lum,s_Lum,Dist,s_Dist,E(B-V),s_E(B-V),Ncont,Rcont,Disp,m_TIC,Prior,e_E(B-V)_x,E_E(B-V)_xa,f_E(B-V),e_Mass_x,E_Mass_xa,e_Rad_x,E_Rad_xa,e_rho_x,E_rho_xa,e_logg_x,E_logg_xa,e_Lum_x,E_Lum_xa,e_Dist_x,E_Dist_xa,r_Dist,e_Teff_x,E_Teff_xa,r_Teff,BPmag,e_BPmag,RPmag,e_RPmag,q_Gaia,r_Vmag,r_Bmag,Clist,e_RAJ2000,e_DEJ2000,RAOdeg,DEOdeg,e_RAOdeg,e_DEOdeg,RadFl,WDFl,ID,angDist
605,203842665,16 13 38.39,-24 43 31.3,,10.35,,5.67,0.45,10.29,5.21,1.2958,,,,"USco,gold",no,Simbad,1,0.998258,15.96,14.496947,3561.2,0.9673,68504665,243.41001197926,-24.72532586849,243.41,-24.725,90.0,,,327-079557,16133840-2443309,,J161338.39-244331.3,6049690070415179008,11485553,,STAR,tmgaia2,tmgaia2,-15.485,0.125,-23.235,0.091,gaia2,7.0397,0.0704,gaia2,17.772,0.162,15.985,0.206,,,,,,,,,,,11.344,0.026,10.632,0.022,10.348,0.024,AAA-222-111-000-0-0,10.255,0.024,10.075,0.021,9.943,0.08,8.584,0.392,14.5241,3.59E-4,13.183,0.007,cdwrf,cdwrf,3232.0,157.0,4.5784,0.0128,,,0.689,0.021,0.656,0.021,2.0051,0.1201,DWARF,0.04666,0.01197,141.495,1.421,0.1371,0.0626,460,0.1083,,,0.0,0.0746,0.0507,panstarrs,,,,,,,,,,,1.407,1.435,bj2018,,,cdwrf,16.1668,0.00383,13.2707,0.001043,1,ucac4,bpbj,cooldwarfs_v8,1.98057427284,1.41319386944,243.40993857956,-24.72542590767,0.05933318109,0.03118261132,1,0,1046025123,0.216493
606,204439731,16 13 40.79,-22 19 45.9,,13.67,,6.11,0.7,13.58,5.41,1.3364,,,,"USco,silver",no,Simbad,1,0.999998,19.69,19.152966,,,49404969,243.41997678973,-22.32945764604,243.42,-22.33,90.0,,,,16134079-2219459,,J161340.78-221946.2,6242671777180877312,,,STAR,tmgaia2,tmgaia2,-10.711,1.19,-23.202,0.732,gaia2,6.3647,0.5574,gaia2,,,,,,,,,,,,,,,14.813,0.044,14.185,0.04,13.666,0.048,AAA-222-111-000-0-0,13.416,0.025,13.058,0.03,12.065,,8.775,,19.1797,0.003495,17.397,0.018,cdwrf,cdwrf,2842.0,158.0,4.9991,0.0155,,,0.241,0.021,0.211,0.029,15.1222,1.8638,DWARF,0.0034,0.00137,158.741,14.839,0.01,0.0325,,,,,,0.0038,0.0612,panstarrs,,,,,,,,,,,13.481,16.197,bj2018,,,cdwrf,21.5528,0.168579,17.5678,0.012246,1,,,cooldwarfs_v8,18.80569123298,11.34135710747,243.41992693544,-22.32955754183,0.50985832922,0.23750402559,1,0,1046008909,0.159816
607,204262828,16 13 42.63,-23 01 28.1,,12.79,,7.26,0.52,12.72,6.74,,,,,"USco,gold",no,Simbad,1,0.999999,19.98,17.62267,,,49403888,243.42769015935,-23.02442738053,243.428,-23.025,90.0,,,,16134264-2301279,,J161342.63-230127.9,6242562861106321024,,,STAR,tmgaia2,tmgaia2,-9.636,0.345,-21.919,0.249,gaia2,5.8627,0.1966,gaia2,,,,,,,,,,,,,,,13.762,0.029,13.123,0.023,12.791,0.03,AAA-222-111-000-0-0,12.499,0.024,12.248,0.025,11.883,0.323,9.056,,17.6554,0.001119,16.023,0.009,cdwrf,cdwrf,2882.0,157.0,4.8688,0.0058,,,0.355,0.014,0.34,0.023,7.5902,0.4104,DWARF,0.00784,0.00237,170.091,5.743,0.0531,0.0529,,,,,,0.0348,0.071,panstarrs,,,,,,,,,,,5.552,5.934,bj2018,,,cdwrf,19.9437,0.058415,16.1774,0.004365,1,,,cooldwarfs_v8,5.45651075963,3.85353360416,243.42764508206,-23.02452175444,0.17265387673,0.07810454412,1,0,1046008161,0.269568
608,205225696,16 13 43.50,-18 45 52.8,,10.52,,6.64,1.46,10.33,5.19,2.7027,0.8882,,,"USco,bronze",no,Simbad,1,0.999909,16.97,15.651938,,,49409656,243.43124405947,-18.7646981415,243.431,-18.765,90.0,,,,16134350-1845526,,J161343.50-184552.8,6245849610597016448,,,STAR,tmgaia2,tmgaia2,,,,,,,,,18.756,0.162,,,,,,,,,,,,,11.684,0.028,10.903,0.024,10.52,0.021,AAA-222-111-000-0-0,10.289,0.023,10.053,0.021,9.974,0.065,8.942,0.539,15.4549,0.005292,14.127,0.009,gbprp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.5854,0.029201,14.0392,0.00575,0,,bpbj,,1.28030072313,0.70303825631,243.43124405947,-18.7646981415,1.28030072313,0.70303825631,-1,-1,1046012256,0.115105
609,204459941,16 13 43.66,-22 14 59.4,,9.11,,4.1,0.31,9.07,3.79,4.651,3.6293,,,"USco,gold",no,Simbad,1,0.992964,13.17,12.459564,,,49405104,243.43191603953,-22.24985508162,243.432,-22.25,90.0,,,339-077149,16134366-2214594,,J161343.65-221459.6,6242674324098732416,11485710,,STAR,tmgaia2,tmgaia2,-9.041,0.157,-22.146,0.106,gaia2,6.2739,0.0632,gaia2,14.61,0.089,13.265,0.114,,,,,,,,,,,10.074,0.027,9.358,0.023,9.114,0.021,AAA-222-111-000-0-0,9.041,0.023,8.99,0.02,8.855,0.031,8.595,0.375,12.4605,0.001316,11.543,0.007,rered,gaia2,3919.0,122.0,3.9767,,,,1.327,,0.609,,0.2604,,DWARF,0.37444,,158.688,1.604,0.0343,0.0591,,,,,,0.0107,0.1075,panstarrs,,,,,,,,,,,1.588,1.62,bj2018,,,dered,13.4456,0.005202,11.4759,0.003236,1,ucac4,apassdr9,,2.48458191054,1.64339117492,243.4318739804,-22.24995043074,0.06886917503,0.03513716767,1,0,1046009005,0.078322
610,203881218,16 13 44.89,-24 34 14.7,,10.26,,4.99,0.6,10.18,4.39,5.4121,,,,"USco,gold",no,Simbad,1,0.992964,15.17,14.158438,3542.8,0.7961,68504914,243.43711090444,-24.57070136969,243.437,-24.571,90.0,,,328-083605,16134490-2434143,,J161344.89-243414.6,6049695877210987776,11485735,,STAR,tmgaia2,tmgaia2,-11.824,0.121,-23.749,0.087,gaia2,6.3173,0.0803,gaia2,17.063,0.0,15.521,0.137,,,,,,,,,,,11.25,0.021,10.505,0.022,10.261,0.023,AAA-222-111-000-0-0,10.111,0.024,9.975,0.021,9.96,0.067,8.473,,14.1901,0.001888,13.058,0.007,rered,gaia2,3501.0,122.0,4.1881,,,,0.904,,0.46,,0.6218,,DWARF,0.11072,,157.621,2.0105,0.0708,0.0752,,,,,,0.058,0.0924,panstarrs,,,,,,,,,,,1.985,2.036,bj2018,,,dered,15.6315,0.00865,13.0079,0.005002,1,ucac4,apassdr9,,1.92376687964,1.34594528465,243.43705492859,-24.57080362019,0.06286019571,0.02715872219,1,0,1046025288,0.286418
611,203917770,16 13 45.49,-24 25 19.5,6.43,6.08,0.35,0.35,0.71,5.99,-0.36,0.8479,0.6991,1.6779,,"USco,gold",no,Simbad,1,0.998292,6.3399997,6.401151,13818.1,0.4593,68505142,243.43957661882,-24.42209189505,243.44,-24.422,90.0,79530,6797-00687-1,328-083608,16134549-2425196,,J161345.47-242519.9,6049891521562289920,,,STAR,tmgaia2,tmgaia2,-9.875,0.258,-19.297,0.178,gaia2,5.9825,0.1312,gaia2,6.425,0.023,6.4,0.03,,,,,,,,,,,6.155,0.02,6.122,0.031,6.078,0.016,AAA-111-111-000-0-0,6.068,0.095,5.99,0.03,6.162,0.015,6.131,0.051,6.38622,0.001195,6.396,0.007,rered,spect,13868.0,,,,,,,,,,,,,,,166.5,3.668,0.188,0.0287,517,0.0658,,,,0.0394,0.0181,panstarrs,,,,,,,,,,,3.589,3.747,bj2018,,,spect,6.41229,0.003005,6.32195,0.005212,1,hipvmag,tycho2b3,,4.10048691378,2.75984157795,243.43952992297,-24.42217498023,0.09818592026,0.04464197042,-1,0,1046025438,0.118643
612,205260089,16 13 47.50,-18 35 00.4,,9.91,,6.6,1.55,9.71,5.05,7.4345,,,,"USco,gold",no,Simbad,1,0.999884,16.31,14.52425,3558.3,1.387,49409828,243.44793388854,-18.58344370395,243.448,-18.584,90.0,,,358-077734,16134750-1835004,,J161347.49-183500.4,6245905067214867968,,,STAR,tmgaia2,tmgaia2,-11.517,0.197,-21.986,0.143,gaia2,7.0739,0.0761,gaia2,17.158,0.162,16.088,1.133,,,,,,,,,,,11.119,0.026,10.274,0.023,9.912,0.019,AAA-222-111-000-0-0,9.735,0.023,9.59,0.02,9.574,0.052,8.303,,14.5438,0.003906,13.243,0.01,rered,gaia2,3554.0,123.0,4.1805,,,,0.939,,0.487,,0.5886,,DWARF,0.12667,,140.819,1.5195,0.3611,0.1823,,,,,,0.3359,0.0287,panstarrs,,,,,,,,,,,1.503,1.536,bj2018,,,dered,16.2087,0.019665,13.2839,0.01071,1,ucac4,bpbj,,3.09944062746,2.21515650228,243.44788157515,-18.58353836719,0.0732812034,0.04001796537,1,0,1046012382,0.058827
613,202947197,16 13 47.81,-27 47 33.9,9.29,8.01,1.28,1.28,0.27,7.97,1.01,0.6779,0.7976,0.7138,0.3959,"USco,gold",maybe,Simbad,1,0.997667,9.25,9.177603,6565.8,0.1856,68499562,243.4492126551,-27.79276303106,243.449,-27.793,90.0,,6801-00310-1,312-085848,16134781-2747340,,J161347.80-274734.1,6042203392666261760,14539570,,STAR,tmgaia2,tmgaia2,-9.212,0.13,-20.383,0.091,gaia2,6.5702,0.0534,gaia2,9.721,0.044,9.289,0.003,,,,,,,,,,,8.296,0.019,8.061,0.02,8.006,0.026,AAA-111-111-000-0-0,7.942,0.026,7.926,0.021,7.805,0.022,7.038,0.117,9.16738,1.98E-4,8.82,0.006,rered,gaia2,6400.0,463.8,4.1469,0.1252,,,1.584,0.078,1.284,0.321,0.3229,0.119,DWARF,3.79405,1.22114,151.553,1.2365,0.02,0.0861,548,0.0119,,,0.001815,0.0168,0.1555,panstarrs,0.264,0.378,0.071,0.085,0.1002,0.1378,0.112,0.1384,0.51416,1.92812,1.227,1.246,bj2018,393.2,534.4,dered,9.43215,9.36E-4,8.77297,0.001055,1,tycho2v3,tycho2b3,,2.07256559655,1.41229634787,243.44916781996,-27.7928507925,0.05227693657,0.02790950728,1,0,1046021625,0.048889
614,203726323,16 13 48.79,-25 09 00.8,,12.51,,7.2,1.33,12.34,5.87,,,,,"USco,gold",yes,Simbad,1,0.999997,19.54,17.41677,2921.0,0.2831,68503963,243.45335930927,-25.15021505594,243.453,-25.15,90.0,,,,16134880-2509006,,J161348.77-250900.7,6049521638979538816,,,STAR,tmgaia2,tmgaia2,-7.638,0.358,-23.243,0.237,gaia2,6.0203,0.1757,gaia2,19.969,0.162,,,,,,,,,,,,,13.649,0.022,12.942,0.022,12.512,0.031,AAA-222-111-000-0-0,11.811,0.024,11.233,0.021,9.51,0.051,7.226,0.118,17.4195,0.00772,15.847,0.025,cdwrf,cdwrf,3027.0,160.0,4.841,0.0067,,,0.385,0.015,0.374,0.023,6.5772,0.3542,DWARF,0.01118,0.00325,165.575,4.861,0.03,0.0311,567,5.4344,,,0.0,0.0144,0.0477,panstarrs,,,,,,,,,,,4.721,5.001,bj2018,,,cdwrf,19.3126,0.086633,15.9686,0.025313,1,,bpbj,cooldwarfs_v8,5.68558009965,3.67751075634,243.45332297851,-25.15031512911,0.16192919314,0.07606570077,1,0,1046024650,0.221932
615,203070560,16 13 51.88,-27 21 38.0,,10.26,,4.69,0.48,10.2,4.22,3.6855,,,,"USco,bronze",no,Simbad,1,0.999998,14.889999,14.099045,,,68500300,243.46619069648,-27.36055152657,243.466,-27.361,90.0,,,314-084855,16135188-2721379,,J161351.88-272138.1,6042371446144344192,14539643,,STAR,tmgaia2,tmgaia2,-8.552,0.066,-11.306,0.047,gaia2,0.0701,0.0327,gaia2,16.762,0.265,14.978,0.149,,,,,,,,,,,11.378,0.022,10.505,0.023,10.264,0.021,AAA-222-111-000-0-0,10.138,0.022,10.201,0.021,10.638,0.115,8.719,,14.1192,2.68E-4,13.05,0.006,rered,gaia2,4663.0,122.0,,,,,40.618,,,,,,GIANT,,,8276.85,2042.31,0.6474,0.0,,,,,,0.0,-0.0,schlegel,,,,,,,,,,,1654.28,2430.35,bj2018,,,dered,15.2021,0.001954,13.0797,9.04E-4,1,ucac4,apassdr9,,1.05788063235,0.72737191313,243.46614923645,-27.36060020648,0.03031513227,0.01597570402,0,0,1046022137,0.078187
616,203777800,16 13 56.62,-24 57 56.9,,10.15,,5.42,0.47,10.09,4.95,2.2766,1.2544,,,"USco,gold",no,Simbad,1,0.851439,15.51,14.827037,,,68504258,243.48596861891,-24.96578329346,243.486,-24.966,90.0,,,326-081308,16135663-2457566,,J161356.62-245756.9,6049578126384025344,11486121,,STAR,tmgaia2,tmgaia2,-14.643,2.093,-26.358,2.092,hsoy,,,,17.457,0.0,15.878,0.069,,,,,,,,,,,11.142,0.024,10.414,0.021,10.15,0.025,AAA-222-111-000-0-0,10.006,0.022,9.841,0.02,9.717,0.049,8.305,,14.2669,0.007972,13.087,0.01,gbprp,,,,,,,,,,,,,,GIANT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.8769,0.006553,12.9914,0.00536,0,ucac4,apassdr9,,35.39923819165,32.64515715593,243.48589907633,-24.96589678016,12.2269922215,3.74829372923,-1,-1,1046024843,0.187539
617,202818196,16 13 58.11,-28 15 09.5,7.94,6.98,0.96,0.96,0.77,6.88,0.19,1.3633,0.9399,,,"USco,bronze",no,Simbad,1,0.999616,7.84,7.890283,10279.1,0.779,68431895,243.49211958055,-28.25264570147,243.492,-28.253,90.0,79552,6805-00043-1,309-086225,16135811-2815095,,J161358.10-281509.7,6042157419335502080,14539768,,STAR,tmgaia2,tmgaia2,-5.155,0.363,-24.418,0.267,gaia2,6.4542,0.1631,gaia2,8.173,0.028,7.95,0.03,,,,,,,,,,,7.275,0.021,7.049,0.049,6.979,0.018,AAA-111-111-000-0-0,6.955,0.057,6.946,0.021,6.975,0.016,7.17,0.106,7.87031,4.35E-4,7.677,0.006,rered,gaia2,7495.0,210.7,4.0011,0.0855,,,2.173,0.09,1.726,0.304,0.1683,0.0384,DWARF,13.42213,1.42072,154.432,3.923,0.0247,0.0238,706,0.0057,,,0.001747,0.017,0.0307,panstarrs,0.232,0.377,0.063,0.117,0.0322,0.0446,0.0668,0.1042,1.09669,1.74475,3.825,4.021,bj2018,201.2,220.3,dered,8.0179,0.001072,7.63811,0.001434,1,hipvmag,tycho2b3,,5.80329748665,4.14570737987,243.49209438192,-28.25275083281,0.14483425255,0.08557855201,1,0,1046021038,0.029947
618,205217412,16 13 58.14,-18 48 29.2,,9.88,,4.97,0.47,9.82,4.5,2.078,,,,"USco,gold",no,Simbad,1,0.992964,14.789999,13.670292,3561.1,0.7179,49409604,243.49229277015,-18.80805904906,243.492,-18.808,90.0,,,356-078051,16135815-1848290,,J161358.14-184829.2,6245845586211677312,8839738,,STAR,tmgaia2,tmgaia2,-7.604,0.121,-25.422,0.089,gaia2,7.408,0.064,gaia2,16.451,0.081,14.848,0.051,,,,,,,,,,,10.851,0.027,10.056,0.023,9.88,0.024,AAA-222-111-000-0-0,9.746,0.023,9.616,0.02,9.22,0.047,7.971,0.36,13.6914,7.82E-4,12.583,0.006,rered,gaia2,3491.0,114.0,4.1584,0.1772,,,0.93,0.124,0.454,0.088,0.5648,0.2984,DWARF,0.11568,0.02143,134.481,1.1665,0.0288,0.027,213,0.015,,,0.0,0.0188,0.0353,panstarrs,0.086,0.089,0.121,0.127,0.2224,0.3745,0.1746,0.1799,0.01756,0.0253,1.156,1.177,bj2018,132.3,95.7,dered,15.103,0.005248,12.5205,0.002136,1,apassdr9,apassdr9,,1.901454352,1.37554667385,243.49225818225,-18.80816850533,0.05720980122,0.03045009048,1,0,1046012220,0.237426
619,204264641,16 14 02.11,-23 01 02.2,,8.61,,2.97,1.29,8.44,1.68,2.9909,,,,"USco,gold",no,Simbad,1,0.999934,11.41,11.047625,5722.8,1.0208,49403903,243.5088079915,-23.01727410787,243.509,-23.017,90.0,,,335-083028,16140211-2301021,,J161402.10-230102.3,6242564166776356864,11486312,,STAR,tmgaia2,tmgaia2,-8.382,0.11,-22.648,0.075,gaia2,6.6095,0.0492,gaia2,12.158,0.097,11.58,0.046,,,,,,,,,,,9.375,0.026,8.774,0.053,8.608,0.023,AAA-212-111-000-0-0,8.418,0.024,8.405,0.021,8.356,0.026,8.296,0.343,11.0528,0.001676,10.377,0.007,rered,gaia2,4590.0,191.2,3.9751,0.101,,,1.452,0.108,0.726,0.098,0.2372,0.0715,DWARF,0.84301,0.09457,150.651,1.1245,0.0234,0.0427,500,0.0416,,,0.0,0.0117,0.0737,panstarrs,0.071,0.124,0.112,0.104,0.053,0.0899,0.1056,0.0964,0.063,0.12614,1.116,1.133,bj2018,167.5,215.0,dered,11.6671,0.004792,10.3193,0.003925,1,ucac4,apassdr9,,1.74470998607,1.16644202539,243.50876878298,-23.01737161881,0.04803791707,0.02436862876,1,0,1046752640,0.055681
620,205203953,16 14 02.26,-18 52 43.8,,9.04,,4.86,0.96,8.92,3.9,,,,,"USco,bronze",no,Simbad,1,0.999998,13.780001,13.078277,,,49409523,243.50944481593,-18.87885393616,243.509,-18.879,90.0,,,356-078057,16140226-1852439,,J161402.26-185244.0,6245844319197294208,8839852,,STAR,tmgaia2,tmgaia2,-12.861,0.104,-13.471,0.086,gaia2,0.8701,0.064,gaia2,15.611,0.036,14.15,0.195,,,,,,,,,,,10.233,0.024,9.335,0.024,9.039,0.027,AAA-222-111-000-0-0,8.825,0.022,8.856,0.02,8.732,0.041,8.191,0.321,13.0964,6.03E-4,12.02,0.01,rered,gaia2,4716.0,122.0,,,,,8.878,,,,,,GIANT,,,1120.12,82.78,0.6788,0.0142,,,,,,0.0154,0.0131,panstarrs,,,,,,,,,,,76.8,88.76,bj2018,,,dered,14.1876,0.00203,12.0537,0.001634,1,ucac4,apassdr9,,1.63115542473,1.33815001276,243.50938629262,-18.87891193631,0.05399069373,0.03058889014,0,0,1046754276,0.121224
621,203534383,16 14 02.97,-25 48 53.3,,11.71,,7.05,0.83,11.6,6.22,0.2784,0.3234,,,"USco,bronze",no,Simbad,1,0.999999,18.650002,16.52324,,,68502886,243.51246476019,-25.81476743719,243.512,-25.815,90.0,,,,16140298-2548531,,J161402.98-254853.4,6048717277503393792,,,STAR,tmgaia2,tmgaia2,-11.568,0.3,-24.999,0.184,gaia2,6.3491,0.1137,gaia2,20.128,0.162,,,,,,,,,,,,,12.752,0.022,12.105,0.029,11.712,0.021,AAA-222-111-000-0-0,11.491,0.024,11.238,0.022,10.762,0.132,8.637,,16.543,0.001045,14.959,0.008,cdwrf,cdwrf,2892.0,157.0,4.7502,0.009,,,0.485,0.016,0.484,0.021,4.2259,0.2248,DWARF,0.01485,0.00422,156.881,2.821,0.0293,0.0355,476,0.1219,,,0.0,0.0165,0.0546,panstarrs,,,,,,,,,,,2.771,2.871,bj2018,,,cdwrf,18.8382,0.020463,15.1103,0.00321,1,,bpbj,cooldwarfs_v8,4.76976766159,2.84925307639,243.51240943358,-25.81487507307,0.1117569364,0.05621342751,1,0,1046765837,0.321633
622,203799762,16 14 03.79,-24 53 09.1,,10.02,,4.6,0.64,9.94,3.95,6.7609,3.2142,,,"USco,gold",no,Simbad,1,0.997667,14.539999,13.623975,5921.8,2.7371,68504419,243.51585790546,-24.88582402969,243.516,-24.886,90.0,,,326-081320,16140380-2453088,,J161403.79-245309.1,6049581734162072832,11486360,,STAR,tmgaia2,tmgaia2,-11.198,0.107,-21.582,0.057,gaia2,6.4784,0.0476,gaia2,16.241,0.125,14.728,0.126,,,,,,,,,,,11.007,0.021,10.261,0.021,10.018,0.02,AAA-222-111-000-0-0,9.949,0.023,9.886,0.021,9.702,0.053,8.592,0.41,13.6405,8.62E-4,12.623,0.006,rered,gaia2,3776.0,129.9,4.2787,0.1481,,,0.909,0.114,0.572,0.091,0.7625,0.3343,DWARF,0.15121,0.02338,153.688,1.1335,0.0931,0.0351,555,0.0391,,,0.0,0.0268,0.0433,panstarrs,0.087,0.095,0.101,0.128,0.2795,0.3892,0.1678,0.1283,0.01686,0.0299,1.125,1.142,bj2018,129.7,130.0,dered,14.7985,0.003144,12.5695,0.00259,1,ucac4,apassdr9,,1.69672575654,0.88252274609,243.51580475929,-24.88591695048,0.04337001855,0.01925348764,1,0,1046766358,0.254193
623,203459091,16 14 04.91,-26 04 06.6,,10.76,,6.11,0.28,10.73,5.83,0.7071,0.7969,,,"USco,bronze",no,Simbad,1,0.999993,16.84,15.158838,,,68502470,243.52046518716,-26.06855115972,243.52,-26.069,90.0,,,,16140492-2604062,,J161404.91-260406.6,6048692538491708800,,,STAR,tmgaia2,tmgaia2,,,,,,,,,18.172,0.162,,,,,,,,,,,,,11.693,0.024,11.07,0.024,10.762,0.021,AAA-222-111-000-0-0,10.595,0.023,10.32,0.021,10.628,0.115,8.002,,15.1723,9.48E-4,13.692,0.007,cdwrf,cdwrf,3026.0,157.0,4.6529,0.0144,,,0.598,0.021,0.586,0.023,2.743,0.1899,DWARF,0.02701,0.00759,,,,,548,0.3412,,,0.0,,,,,,,,,,,,,,,,,,,cdwrf,17.1628,0.005226,13.8151,0.001804,0,,bpbj,cooldwarfs_v8,0.19909020763,0.1009574448,243.52046518716,-26.06855115972,0.19909020763,0.1009574448,1,0,1046765717,0.185504
624,204449165,16 14 07.34,-22 17 32.1,,9.1,,4.9,0.68,9.02,4.22,0.6176,,,,"USco,gold",no,Simbad,1,0.992964,13.92,12.850938,6607.9,3.2427,49405035,243.53057880117,-22.2922618765,243.531,-22.292,90.0,,,339-077233,16140733-2217321,,J161407.33-221732.3,6242670712027527040,11486483,,STAR,tmgaia2,tmgaia2,-8.838,0.17,-24.784,0.112,gaia2,6.8126,0.0624,gaia2,15.524,0.0,14.067,0.114,,,,,,,,,,,10.101,0.026,9.343,0.026,9.104,0.021,AAA-222-111-000-0-0,8.958,0.023,8.865,0.021,8.756,0.031,8.066,,12.8783,0.002719,11.823,0.008,rered,gaia2,3673.0,122.0,,,,,1.311,,,,,,GIANT,,,146.189,1.3445,0.0727,0.0754,,,,,,0.0594,0.0914,panstarrs,,,,,,,,,,,1.333,1.356,bj2018,,,dered,14.1322,0.010688,11.7704,0.006399,1,ucac4,apassdr9,,2.69141013208,1.73089798914,243.53053767498,-22.29236858625,0.06840141046,0.0350044693,0,0,1046752988,0.045342
625,205051240,16 14 07.92,-19 38 29.1,,7.72,,3.91,2.62,7.39,1.29,5.2912,,,,"USco,bronze",yes,Simbad,1,0.999973,11.3,11.193667,,,49408664,243.53302743699,-19.6414173479,243.533,-19.642,90.0,,,352-077879,16140792-1938292,,J161407.92-193829.2,6245582772869338368,8839996,,STAR,tmgaia2,tmgaia2,-8.143,0.116,-21.05,0.083,gaia2,6.2926,0.0748,gaia2,12.827,0.039,11.95,0.034,,,,,,,,,,,9.113,0.039,8.249,0.042,7.723,0.017,AAA-111-111-000-0-0,7.067,0.043,6.6,0.021,4.581,0.015,2.12,0.02,11.1719,0.001475,10.42,0.007,rered,gaia2,4313.0,122.0,,,,,1.725,,,,,,GIANT,,,158.231,1.8865,0.0196,0.0117,,,,,,0.01,0.0133,panstarrs,,,,,,,,,,,1.865,1.908,bj2018,,,dered,11.9013,0.005594,10.3662,0.003669,1,ucac4,apassdr9,,1.82216041085,1.2797879732,243.53299020951,-19.64150798114,0.06601763918,0.03221693509,0,0,1046754054,0.093058
626,204492163,16 14 08.95,-22 07 13.3,,11.48,,5.99,0.32,11.44,5.67,0.5673,,,,"USco,bronze",no,Simbad,1,0.999984,17.43,15.804178,3362.8,1.0215,49436709,243.53732209599,-22.12040240138,243.537,-22.12,90.0,,,,16140895-2207133,,J161408.95-220713.6,6242769672371612672,,,STAR,tmgaia2,tmgaia2,-9.18,0.207,-20.489,0.142,gaia2,6.6013,0.0982,gaia2,19.458,0.162,,,,,,,,,,,,,12.417,0.026,11.83,0.027,11.482,0.024,AAA-222-111-000-0-0,11.326,0.023,11.102,0.022,11.467,0.227,8.936,,15.8332,7.8E-4,14.381,0.007,cdwrf,cdwrf,3052.0,157.0,4.7295,0.0095,,,0.509,0.016,0.507,0.021,3.8438,0.2064,DWARF,0.02025,0.00549,150.886,2.253,0.0232,0.0161,435,0.0596,,,0.0,0.0129,0.0192,panstarrs,,,,,,,,,,,2.22,2.286,bj2018,,,cdwrf,17.7853,0.010858,14.4985,0.001739,1,,bpbj,cooldwarfs_v8,3.26545447443,2.20110689919,243.53727942896,-22.12049061706,0.09384995236,0.04664982879,1,0,1046757169,0.179983
627,204449800,16 14 10.10,-22 17 23.7,,9.81,,6.91,0.66,9.72,6.25,2.448,1.9503,,,"USco,gold",no,Simbad,1,0.99964,16.630001,14.688047,6243.1,3.8938,49436988,243.54205054532,-22.28998269314,243.542,-22.29,90.0,,,339-077244,16141011-2217236,,J161410.10-221723.7,6242670647604082688,,,STAR,gaia2,gaia2,-7.65,0.553,-22.984,0.431,gaia2,6.458,0.2314,gaia2,17.472,0.162,15.674,0.16,,,,,,,,,,,10.804,0.026,10.152,0.027,9.808,0.026,AAA-222-111-000-0-0,9.599,0.022,9.475,0.021,9.31,0.043,8.095,0.245,14.6789,0.001716,13.491,0.006,gbprp,gaia2,,,,,,,,,,,,,,,,154.531,5.581,0.0752,0.0022,,,SPLIT,,,0.0021,0.0022,schlegel,,,,,,,,,,,5.383,5.779,bj2018,,,,15.617,0.014625,12.6999,0.008064,0,ucac4,bpbj,,8.73811451432,6.67914717324,243.54201494634,-22.29008165332,0.24945287594,0.09835240122,1,0,1046757310,0.261586
