recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,logL,Mass_calc,Mass_e
45,205155483,15 56 57.16,-19 07 38.8,10.04,8.17,1.87,1.87,0.83,8.06,1.04,5.8908,,,,"USco,bronze",no,Simbad,1,0.999963,9.93,4.420069238465816,,,,,0.013866982803217402
46,203582679,15 56 59.29,-25 38 53.5,,9.53,,5.03,0.13,9.51,4.89,0.9066,,,,"USco,bronze",no,Simbad,1,0.992964,14.540001,7.919827238465816,,,,,0.013866982803217402
47,204886563,15 57 00.85,-20 24 59.5,,8.89,,4.43,0.7,8.8,3.73,0.35,,,,"USco,bronze",no,Simbad,1,0.996487,13.23,6.835568238465815,5356.0,2.3553,,,0.013866982803217402
48,204887278,15 57 00.91,-20 24 48.4,,10.27,,5.39,0.0,10.27,5.39,0.4205,,,,"USco,bronze",,Simbad,1,0.996487,15.66,8.762295238465816,,,-1.5266590337163786,,0.013866982803217402
49,204807722,15 57 01.45,-20 46 18.6,,10.38,,7.12,1.72,10.16,5.39,2.1802,,,,"USco,bronze",yes,Simbad,1,0.999858,17.279999,9.648956238465816,,,-1.374481769201262,,0.013866982803217402
50,205008763,15 57 02.33,-19 50 42.1,11.66,8.37,3.29,3.29,0.7,8.28,2.59,2.5385,,,,"USco,gold",no,Simbad,1,0.999978,11.57,5.815278238465815,,,,,0.013866982803217402
51,204248842,15 57 03.67,-23 04 48.6,,10.21,,5.93,0.25,10.18,5.68,0.9991,0.8303,,,"USco,gold",no,Simbad,1,0.999955,16.11,8.930308238465816,3475.7,1.1021,,,0.013866982803217402
52,203789507,15 57 04.89,-24 55 23.0,,12.56,,7.21,0.64,12.48,6.57,,,,,"USco,bronze",yes,Simbad,1,0.999998,19.689999,11.830342238465814,,,-2.210419296754888,,0.013866982803217402
53,204496657,15 57 06.40,-22 06 06.2,,11.29,,6.28,1.52,11.09,4.76,0.8995,,,,"USco,gold",yes,Simbad,1,0.999996,17.37,10.143781238465817,,,-1.633390303975062,,0.013866982803217402
54,204896403,15 57 08.50,-20 22 18.0,,11.42,,5.96,0.16,11.4,5.8,1.4471,2.7884,,,"USco,bronze",no,Simbad,1,0.999994,17.36,10.151512238465816,3315.5,1.0717,-1.8068754134269729,0.20023809523809524,0.013866982803217402
55,204084492,15 57 12.77,-23 43 46.7,,12.59,,6.9,0.82,12.49,6.08,1.1411,,,,"USco,gold",no,Simbad,1,0.999998,19.39,11.761557238465816,,,-2.218963069211088,,0.013866982803217402
56,203696502,15 57 15.56,-25 15 13.3,8.44,7.57,0.87,0.87,0.64,7.49,0.23,5.021,5.5435,,,"USco,bronze",no,Simbad,1,0.998276,8.36,2.838464238465816,7625.5,0.3059,0.972413898250618,1.5,0.013866982803217402
57,203628765,15 57 16.74,-25 29 19.3,,8.86,,3.81,0.7,8.77,3.11,0.5034,0.6615,,,"USco,gold",no,Simbad,1,0.999913,12.58,7.214530238465816,,,,,0.013866982803217402
58,204512343,15 57 21.08,-22 02 13.1,,10.1,,5.57,1.56,9.9,4.01,7.6771,,,,"USco,bronze",yes,Simbad,1,0.998258,15.469999,8.654274238465815,3558.7,1.0916,-0.9167482932669904,0.321602564102564,0.013866982803217402
59,204787516,15 57 23.90,-20 51 45.5,,9.8,,5.21,0.02,9.8,5.19,0.4868,,,,"USco,gold",no,Simbad,1,0.992964,15.01,8.157304238465816,3581.7,0.8258,-0.7878923172215024,0.33634615384615374,0.013866982803217402
60,204836433,15 57 24.53,-20 38 38.3,,9.99,,5.07,0.85,9.88,4.21,8.6218,,,,"USco,gold",no,Simbad,1,0.996487,14.950001,8.267827238465815,3657.1,0.8019,-0.8899829906520429,0.38467948717948713,0.013866982803217402
61,204040060,15 57 25.74,-23 54 22.2,13.72,9.09,4.63,4.63,0.37,9.04,4.26,7.239,,,,"USco,gold",no,Simbad,1,0.999976,13.67,7.592975238465815,4849.9,2.1437,,,0.013866982803217402
62,204442667,15 57 28.47,-22 19 05.3,,11.6,,6.35,0.24,11.57,6.11,1.3178,,,,"USco,gold",no,Simbad,1,0.999998,17.92,10.506560238465816,3370.7,1.1812,-1.833273943767509,0.22652380952380943,0.013866982803217402
63,204274743,15 57 29.84,-22 58 44.0,,11.19,,6.17,0.49,11.13,5.69,1.7686,,,,"USco,gold",yes,Simbad,1,0.997153,17.3,10.281025238465816,,,,,0.013866982803217402
64,204179058,15 57 34.31,-23 21 12.3,13.62,8.99,4.63,4.63,1.16,8.84,3.47,3.0039,0.5857,,,"USco,gold",maybe,Simbad,1,0.992964,13.47,7.128354238465816,,,,,0.013866982803217402
65,203800211,15 57 36.83,-24 53 02.9,,11.93,,5.86,0.0,11.93,5.86,0.6137,,,,"USco,bronze",no,Simbad,1,0.999987,17.79,10.595223238465817,,,-2.0888423845900195,,0.013866982803217402
66,204330772,15 57 37.17,-22 45 25.3,,12.56,,5.0,0.5,12.5,4.5,24.8794,,,,"USco,silver",no,Simbad,1,0.996487,17.5,10.773890238465814,3627.3,0.8475,-1.623970803918557,0.3655769230769232,0.013866982803217402
67,203920801,15 57 38.79,-24 24 32.9,9.91,8.21,1.7,1.7,0.7,8.12,1.0,0.466,,,,"USco,bronze",no,Simbad,1,0.999915,9.82,4.152824238465815,6427.3,0.4783,0.3873471013561066,1.357906976744186,0.013866982803217402
68,204434699,15 57 39.33,-22 20 57.6,,11.5,,6.01,0.28,11.46,5.72,2.5101,,,,"USco,bronze",no,Simbad,1,0.999994,17.470001,10.253275238465816,3323.8,1.1274,-1.7577070872675775,0.20419047619047628,0.013866982803217402
69,204760247,15 57 40.46,-20 58 59.0,5.84,5.73,0.1,0.1,0.59,5.66,-0.49,0.907,,,,"USco,gold",no,Simbad,1,0.999757,5.7599998,0.2400142384658155,12708.3,0.415,2.371202154213117,1.5,0.013866982803217402
70,203521205,15 57 42.47,-25 51 35.7,,10.81,,5.7,0.05,10.81,5.65,0.7418,,,,"USco,gold",no,Simbad,1,0.999806,16.51,9.414191238465817,3427.6,0.9197,-1.4548166387485022,0.2536190476190476,0.013866982803217402
71,204412942,15 57 42.48,-22 26 05.7,,11.42,,5.43,0.65,11.33,4.78,1.4446,,,,"USco,gold",no,Simbad,1,0.997667,16.76,9.874266238465816,,,-1.6961562435388633,,0.013866982803217402
72,204399028,15 57 46.60,-22 29 20.5,,10.46,,5.43,1.01,10.33,4.42,3.8671,,,,"USco,gold",no,Simbad,1,0.996487,15.76,8.914542238465815,3461.8,0.9273,-1.350081298108429,0.269904761904762,0.013866982803217402
73,204351804,15 57 46.88,-22 40 24.3,,9.68,,4.78,0.7,9.59,4.08,7.2414,,,,"USco,bronze",no,Simbad,1,0.992964,14.370001,7.760816238465816,3737.9,0.7541,-0.6899442631618361,0.439513888888889,0.013866982803217402
74,203839698,15 57 47.56,-24 44 12.4,,12.05,,6.06,0.32,12.01,5.74,0.9672,,,,"USco,gold",no,Simbad,1,0.999992,18.07,10.798825238465817,3380.4,0.9911,-1.836540458659017,0.2311428571428572,0.013866982803217402
75,204134887,15 57 48.80,-23 31 38.2,6.77,6.67,0.1,0.1,0.35,6.63,-0.25,0.803,,,,"USco,gold",no,Simbad,1,0.999786,6.73,1.1643412384658154,,,1.8800804062843068,,0.013866982803217402
76,204247416,15 57 50.03,-23 05 09.5,,9.27,,4.08,0.12,9.25,3.96,7.8404,,,,"USco,gold",no,Simbad,1,0.996487,13.33,6.939882238465815,4759.7,1.4504,-0.5415888001157823,0.8386649214659686,0.013866982803217402
77,204193196,15 57 53.84,-23 17 53.4,,11.31,,5.87,0.37,11.27,5.5,2.15,,,,"USco,bronze",no,Simbad,1,0.999923,17.14,9.998983238465817,3421.9,1.077,-1.6434005582163689,0.25090476190476196,0.013866982803217402
78,204193996,15 57 53.96,-23 17 41.7,,9.45,,4.0,0.7,9.36,3.3,15.7722,,,,"USco,bronze",no,Simbad,1,0.998258,13.36,7.157285238465816,4193.5,0.7733,-0.5544580819045328,0.8,0.013866982803217402
79,203810851,15 57 54.44,-24 50 42.3,,8.58,,3.52,0.85,8.47,2.67,4.2512,,,,"USco,bronze",yes,Simbad,1,0.99964,11.99,6.214343238465816,4158.2,0.0665,-0.346893671942071,0.8,0.013866982803217402
80,204849054,15 57 56.02,-20 35 10.5,,12.34,,6.46,0.34,12.3,6.12,0.9839,,,,"USco,bronze",no,Simbad,1,0.999998,18.76,11.398350238465817,,,-1.896196284292576,,0.013866982803217402
81,204097242,15 58 06.39,-23 40 41.9,,10.65,,5.65,0.4,10.6,5.25,2.5265,,,,"USco,gold",no,Simbad,1,0.992964,16.25,9.216836238465817,,,-1.4420118687793178,,0.013866982803217402
82,203361837,15 58 06.93,-26 23 47.0,,10.16,,5.18,0.25,10.13,4.92,7.7299,,,,"USco,gold",no,Simbad,2,1e-06,15.309999,8.501985238465815,,,-0.9913572661783092,,0.013866982803217402
83,203812531,15 58 11.99,-24 50 20.0,,11.39,,5.32,0.7,11.3,4.62,1.5117,,,,"USco,bronze",no,Simbad,1,0.992964,16.62,9.868150238465816,3435.6,0.8136,-1.5207126834379725,0.2574285714285714,0.013866982803217402
84,204147776,15 58 12.71,-23 28 36.5,10.36,8.02,2.34,2.34,2.76,7.66,-0.42,1.7209,,,,"USco,gold",yes,Simbad,1,0.999891,10.0,4.502897238465815,5525.8,0.5477,,,0.013866982803217402
85,205202444,15 58 13.20,-18 53 10.1,,11.11,,5.54,0.21,11.08,5.33,1.5215,,,,"USco,bronze",no,Simbad,1,0.99885,16.619999,9.624341238465815,3389.9,0.9892,-1.6563945035832377,0.23566666666666672,0.013866982803217402
86,204898840,15 58 15.69,-20 21 37.1,,11.06,,5.96,1.83,10.82,4.13,0.6905,0.4467,,,"USco,gold",no,Simbad,1,0.999989,16.779999,9.791271238465816,3364.1,1.0925,-1.6825634973205663,0.22338095238095235,0.013866982803217402
87,205128625,15 58 18.84,-19 15 44.9,,10.13,,5.25,0.11,10.12,5.14,13.5669,,,,"USco,gold",no,Simbad,1,0.992964,15.37,8.544842238465815,3614.8,0.9754,-0.8265514650177863,0.3575641025641027,0.013866982803217402
88,204777646,15 58 19.06,-20 54 24.0,,9.03,,4.15,0.7,8.94,3.45,7.117,,,,"USco,bronze",no,Simbad,1,0.996487,13.09,6.804214238465816,5449.8,1.931,-0.3885634844608586,1.3,0.013866982803217402
89,205162306,15 58 20.38,-19 05 32.6,,11.0,,6.08,0.71,10.91,5.36,1.9539,,,,"USco,bronze",no,Simbad,1,0.999944,16.99,9.761259238465817,,,-1.4952573398584863,,0.013866982803217402
90,204957540,15 58 21.04,-20 05 13.8,,11.06,,5.77,0.5,10.99,5.27,2.2316,,,,"USco,bronze",no,Simbad,1,0.999843,16.76,9.694535238465816,3478.6,1.0963,-1.558147836683044,0.2779047619047619,0.013866982803217402
91,204553379,15 58 23.36,-21 51 59.1,,11.28,,6.38,0.42,11.23,5.96,1.8469,,,,"USco,gold",no,Simbad,1,0.999998,17.61,10.311070238465817,,,-1.7366006477624436,,0.013866982803217402
92,204123651,15 58 28.54,-23 34 19.3,,10.42,,5.49,0.4,10.37,5.09,2.3936,,,,"USco,gold",no,Simbad,1,0.996487,15.86,8.900944238465815,3589.6,0.923,-1.3166827395165248,0.34141025641025635,0.013866982803217402
93,204475702,15 58 29.62,-22 11 11.9,,8.82,,4.38,0.7,8.73,3.68,,,,,"USco,bronze",no,Simbad,1,0.998613,13.11,6.719165238465815,,,,,0.013866982803217402
94,204226548,15 58 29.79,-23 10 07.9,,11.3,,4.64,0.65,11.22,3.99,,,,,"USco,gold",yes,Simbad,1,0.999832,15.860001,10.056318238465815,3220.3,0.4015,-1.563519314342427,0.17012618296529974,0.013866982803217402
95,204780592,15 58 30.39,-20 53 35.9,7.26,6.53,0.73,0.73,0.5,6.47,0.23,0.0735,0.1216,0.0596,0.1131,"USco,gold",no,Simbad,1,0.999702,7.2,1.6544982384658151,9547.2,0.6918,1.4792021871705885,1.5,0.013866982803217402
96,204066097,15 58 35.97,-23 48 14.0,,12.08,,6.32,0.28,12.04,6.04,0.3588,,,,"USco,gold",no,Simbad,1,0.999998,18.36,11.032694238465815,,,-2.07727454523862,,0.013866982803217402
97,205024407,15 58 36.19,-19 46 13.6,,10.72,,5.63,0.38,10.67,5.24,3.0008,,,,"USco,gold",yes,Simbad,1,0.999146,16.3,9.283850238465815,3519.6,0.9935,-1.4012094770663055,0.2974285714285714,0.013866982803217402
98,204066898,15 58 36.21,-23 48 02.1,15.66,10.19,5.47,5.47,0.7,10.1,4.77,0.3956,0.5386,,,"USco,bronze",no,Simbad,2,1e-06,15.57,8.654539238465816,3485.0,0.8691,-1.386581048005342,0.28095238095238095,0.013866982803217402
99,204281213,15 58 36.91,-22 57 15.2,10.14,7.05,3.09,3.09,1.14,6.91,1.95,,,,,"USco,bronze",yes,Simbad,1,0.999964,10.0,4.319495238465816,5554.3,0.4479,0.5178646362795326,1.0687460815047023,0.013866982803217402
100,204281210,15 58 36.92,-22 57 15.3,,7.05,,3.04,0.7,6.96,2.34,2.5649,2.4445,,,"USco,gold",yes,Simbad,1,0.999964,10.0,4.319495238465816,5554.3,0.4479,0.5178646362795326,1.0687460815047023,0.013866982803217402
101,204238921,15 58 39.87,-23 07 10.8,,11.71,,6.12,0.0,11.71,6.12,1.9986,,,,"USco,bronze",no,Simbad,1,0.999998,17.83,10.585282238465815,3318.4,1.0496,-1.7166987506685698,0.20161904761904767,0.013866982803217402
102,204594600,15 58 48.10,-21 41 34.2,,12.52,,6.84,0.53,12.45,6.31,0.6008,,,,"USco,silver",no,Simbad,1,0.999999,19.29,11.635464238465817,,,-2.341988585492948,,0.013866982803217402
103,204249804,15 58 58.19,-23 04 35.3,,9.88,,4.75,0.43,9.83,4.32,3.9066,,,,"USco,gold",no,Simbad,2,1e-06,14.58,7.986637238465816,3645.7,0.658,-0.8100887731891893,0.3773717948717948,0.013866982803217402
104,204190866,15 59 00.71,-23 18 26.8,,10.21,,5.12,0.4,10.16,4.71,4.8321,,,,"USco,bronze",no,Simbad,1,0.992964,15.28,8.565894238465816,3516.8,0.8317,-0.9954636954182782,0.2960952380952382,0.013866982803217402
105,203397761,15 59 01.92,-26 16 33.1,,11.26,,5.94,0.0,11.26,5.94,0.5179,0.5938,,,"USco,gold",no,Simbad,1,0.999995,17.2,10.022828238465816,,,-1.7945249701942907,,0.013866982803217402
106,203475138,15 59 08.63,-26 00 54.7,,10.76,,5.53,0.75,10.66,4.78,2.1199,,,,"USco,gold",no,Simbad,1,0.996487,16.19,9.204933238465816,3472.2,0.7932,-1.469672225153484,0.27485714285714274,0.013866982803217402
107,203301463,15 59 11.89,-26 35 00.8,8.13,6.97,1.16,1.16,0.93,6.85,0.23,1.8738,0.7141,,,"USco,bronze",no,Simbad,1,0.999941,8.01,2.5373212384658146,11903.5,1.0478,0.9566241032609528,1.5,0.013866982803217402
108,204367110,15 59 12.43,-22 36 50.4,,11.79,,6.56,0.52,11.72,6.04,0.944,,,,"USco,gold",no,Simbad,1,0.999998,18.28,10.776322238465816,,,-1.8807441231339528,,0.013866982803217402
109,210282521,15 59 14.51,-26 06 18.2,,9.3,,2.99,1.24,9.14,1.75,0.4621,,,,"USco,gold",no,Simbad,1,0.999941,12.13,6.411154238465816,4904.5,0.7003,-0.5360771547553177,0.8765706806282723,0.013866982803217402
110,204477741,15 59 18.38,-22 10 43.2,16.27,10.07,6.19,6.19,0.33,10.03,5.86,0.8214,0.7623,,,"USco,gold",no,Simbad,1,0.999982,16.22,8.843879238465815,,,,,0.013866982803217402
111,204547272,15 59 22.92,-21 53 31.8,,10.39,,4.95,0.55,10.32,4.4,3.3984,,,,"USco,bronze",no,Simbad,2,1e-06,15.2699995,8.754136238465815,3514.1,0.8239,-1.305658089907917,0.29480952380952374,0.013866982803217402
112,204247509,15 59 25.90,-23 05 08.3,,11.57,,6.62,0.56,11.5,6.06,0.6198,,,,"USco,silver",no,Simbad,1,0.999999,18.119999,10.721535238465815,,,-1.861381580746021,,0.013866982803217402
113,203462615,15 59 38.05,-26 03 23.6,,10.25,,6.24,0.16,10.23,6.08,0.5201,0.4421,,,"USco,gold",no,Simbad,1,0.999988,16.47,8.956816238465816,3475.6,1.0185,-1.4595453713086113,0.27647619047619043,0.013866982803217402
114,204870258,15 59 44.25,-20 29 23.5,,10.4,,6.44,1.22,10.25,5.22,,,,,"USco,gold",yes,Simbad,1,0.999984,16.69,9.372932238465816,3474.1,1.2648,-1.4497716327258532,0.2757619047619047,0.013866982803217402
115,203574463,15 59 49.53,-25 40 34.6,,11.55,,6.23,0.69,11.46,5.53,1.0092,,,,"USco,bronze",no,Simbad,1,0.999991,17.69,10.400638238465817,3417.7,1.0136,-1.7009287341999286,0.24890476190476182,0.013866982803217402
116,203499724,15 59 49.88,-25 55 58.8,,9.61,,5.04,0.54,9.54,4.5,0.6243,0.9533,,,"USco,gold",no,Simbad,1,0.992964,14.58,7.846880238465815,,,-0.6936607548756684,,0.013866982803217402
117,205030103,15 59 50.50,-19 44 37.3,,10.17,,6.02,0.5,10.11,5.52,30.7496,,,,"USco,bronze",no,Simbad,1,0.999928,16.13,8.950536238465816,3532.1,1.2111,,,0.013866982803217402
118,203642381,15 59 52.68,-25 26 29.4,,9.72,,4.08,0.12,9.71,3.96,4.4834,,,,"USco,gold",no,Simbad,1,0.996487,13.79,7.346546238465816,4103.2,0.6004,-0.8621396970720301,0.8,0.013866982803217402
119,204439442,15 59 59.45,-22 19 50.2,,9.43,,5.51,0.52,9.36,4.99,5.4864,,,,"USco,bronze",no,Simbad,1,0.997667,14.87,8.166627238465816,,,,,0.013866982803217402
120,204436170,15 59 59.95,-22 20 36.7,13.25,8.63,4.62,4.62,0.4,8.58,4.22,0.8621,0.7271,,,"USco,gold",no,Simbad,1,0.999146,13.2,6.680960238465815,,,,,0.013866982803217402
121,204383487,16 00 00.36,-22 32 59.7,,9.77,,5.52,0.66,9.69,4.86,0.4962,,,,"USco,bronze",no,Simbad,2,1e-06,15.209999,8.262343238465816,3584.8,0.8438,-0.8639138834663417,0.33833333333333343,0.013866982803217402
122,204096760,16 00 07.04,-23 40 49.0,,10.61,,6.16,0.46,10.55,5.7,0.5255,1.8177,,,"USco,gold",no,Simbad,1,0.999998,16.71,9.537035238465815,,,-1.6031035361084944,,0.013866982803217402
123,204533053,16 00 12.16,-21 57 03.5,,10.34,,5.32,0.36,10.29,4.96,2.8474,,,,"USco,gold",no,Simbad,1,0.998258,15.610001,8.776516238465815,3481.2,0.8761,-1.2849163234384513,0.279142857142857,0.013866982803217402
124,204387835,16 00 15.66,-22 31 58.3,,10.44,,5.43,0.7,10.35,4.73,2.3825,,,,"USco,bronze",no,Simbad,1,0.997667,15.780001,8.899216238465815,3427.4,0.8166,-1.3159629584733188,0.2535238095238096,0.013866982803217402
125,204367097,16 00 17.29,-22 36 50.4,,9.94,,5.68,0.7,9.85,4.98,0.9675,,,,"USco,bronze",,Simbad,1,0.99885,15.530001,8.540353238465816,3467.6,0.9342,-1.0299787187171594,0.2726666666666666,0.013866982803217402
126,204395393,16 00 18.43,-22 30 11.6,,10.41,,6.07,1.55,10.21,4.51,,,,,"USco,gold",yes,Simbad,1,0.999488,16.28,9.353198238465817,,,-1.2694599776381237,,0.013866982803217402
127,204141928,16 00 23.23,-23 29 59.4,,13.31,,9.03,0.0,13.31,9.03,,,,,"USco,silver",yes,Simbad,2,,22.34,14.247292238465814,,,,,0.013866982803217402
128,204270520,16 00 26.30,-22 59 41.4,,11.34,,6.49,0.42,11.28,6.07,0.5123,,,,"USco,gold",no,Simbad,1,0.999998,17.77,10.412004238465816,,,-1.7500682349652408,,0.013866982803217402
129,204769599,16 00 26.69,-20 56 31.8,18.6,12.51,6.09,6.09,0.44,12.45,5.65,1.6401,,,,"USco,gold",yes,Simbad,1,0.999998,18.54,11.568375238465816,,,-2.009217327075904,,0.013866982803217402
130,205001070,16 00 29.13,-19 52 53.7,,8.68,,3.07,1.11,8.54,1.96,3.9311,,,,"USco,bronze",no,Simbad,1,0.999911,11.61,5.823178238465815,4980.6,0.8604,-0.0273205366050408,1.2,0.013866982803217402
131,204894208,16 00 29.45,-20 22 53.9,,11.29,,6.29,0.69,11.2,5.61,1.6968,,,,"USco,bronze",yes,Simbad,1,0.999998,17.49,10.324123238465816,,,-1.7117507790533646,,0.013866982803217402
132,204121833,16 00 30.22,-23 34 46.0,,11.84,,6.89,0.3,11.8,6.59,0.4478,,,,"USco,gold",no,Simbad,1,0.999999,18.69,10.947218238465815,,,-1.894830566849889,,0.013866982803217402
133,204878974,16 00 31.35,-20 27 05.0,,8.83,,4.79,0.57,8.75,4.22,3.0938,0.8548,,,"USco,gold",no,Simbad,1,0.992964,13.54,7.175778238465815,,,,,0.013866982803217402
134,203766590,16 00 32.42,-25 00 24.5,,10.79,,5.22,0.7,10.7,4.52,0.9418,,,,"USco,bronze",no,Simbad,2,1e-06,15.92,9.132941238465817,3473.0,0.6909,-1.5237482068374837,0.2752380952380952,0.013866982803217402
135,205153472,16 00 34.53,-19 08 16.1,,11.46,,6.65,0.42,11.4,6.22,0.761,,,,"USco,bronze",no,Simbad,1,0.999999,18.05,10.632149238465814,,,-1.7825160581393635,,0.013866982803217402
136,205225428,16 00 35.45,-18 45 58.1,,10.87,,6.15,0.66,10.78,5.48,1.423,,,,"USco,bronze",no,Simbad,1,0.999935,16.93,9.688698238465816,,,-1.5584619615226087,,0.013866982803217402
137,204933893,16 00 35.99,-20 11 55.0,,10.66,,5.63,0.38,10.61,5.25,1.5296,0.9446,,,"USco,bronze",no,Simbad,1,0.987533,16.24,9.535254238465816,,,,,0.013866982803217402
138,204519031,16 00 40.55,-22 00 32.2,10.87,8.44,2.43,2.43,0.33,8.4,2.1,2.7236,,,,"USco,gold",yes,Simbad,1,0.999911,10.83,5.240267238465815,5025.1,0.5566,,,0.013866982803217402
139,204350593,16 00 41.34,-22 40 41.8,,9.64,,5.5,0.37,9.59,5.13,3.1612,0.9757,,,"USco,bronze",no,Simbad,1,0.996487,15.09,8.174816238465816,,,,,0.013866982803217402
140,203363279,16 00 42.65,-26 23 29.6,9.32,7.72,1.6,1.6,0.65,7.63,0.95,1.1283,1.1842,0.9371,,"USco,bronze",no,Simbad,1,0.999807,9.2300005,3.5825572384658155,6503.4,0.3905,0.6240014322583045,1.383189368770764,0.013866982803217402
141,203895244,16 00 43.08,-24 30 50.5,,10.77,,5.84,0.2,10.75,5.65,0.5312,0.541,,,"USco,gold",no,Simbad,1,0.999948,16.59,9.447935238465815,,,-1.5406075197009614,,0.013866982803217402
142,203811459,16 00 44.61,-24 50 34.1,,11.74,,6.8,0.53,11.68,6.27,1.4821,0.9133,,,"USco,bronze",no,Simbad,1,0.999998,18.48,10.924805238465815,,,-1.4916049719574258,,0.013866982803217402
143,204105333,16 00 49.72,-23 38 43.5,,9.74,,4.77,0.55,9.67,4.22,10.0434,,,,"USco,gold",no,Simbad,1,0.997667,14.440001,7.888161238465814,3677.4,0.7699,-0.7849443686180599,0.3976923076923078,0.013866982803217402
144,205087347,16 00 49.88,-19 28 00.6,,9.69,,5.07,0.43,9.63,4.64,9.7615,,,,"USco,gold",no,Simbad,1,0.996487,14.700001,8.118458238465815,3675.5,0.8237,-0.954285928850089,0.396474358974359,0.013866982803217402
145,203655505,16 00 52.70,-25 23 42.9,,10.35,,5.13,0.38,10.3,4.75,7.0792,,,,"USco,gold",no,Simbad,1,0.992964,15.43,8.689620238465816,3594.8,0.6621,-1.06398920152522,0.3447435897435899,0.013866982803217402
146,203854810,16 00 52.82,-24 40 38.6,,10.35,,5.04,0.36,10.3,4.68,9.6432,,,,"USco,bronze",no,Simbad,2,1e-06,15.34,8.733924238465816,3590.4,0.767,,,0.013866982803217402
147,204406748,16 01 05.18,-22 27 31.1,13.74,8.75,4.99,4.99,0.47,8.69,4.52,4.3922,16.9554,,,"USco,gold",no,Simbad,1,0.997667,13.679999,7.418153238465814,,,,,0.013866982803217402
148,204458208,16 01 06.04,-22 15 24.8,,11.38,,5.81,0.7,11.29,5.11,1.7579,,,,"USco,silver",no,Simbad,1,0.999924,17.1,10.035277238465817,3411.5,1.0048,-1.5956795339720644,0.24595238095238095,0.013866982803217402
149,203249626,16 01 08.94,-26 45 10.7,,10.6,,5.83,1.05,10.46,4.78,2.0262,,,,"USco,gold",no,Simbad,1,0.99995,16.29,9.679378238465816,,,,,0.013866982803217402
150,204428324,16 01 10.36,-22 22 27.9,,9.76,,5.98,0.36,9.71,5.62,0.325,0.5604,,,"USco,gold",no,Simbad,1,0.999937,15.690001,8.472259238465815,3480.3,1.0466,,,0.013866982803217402
151,203690414,16 01 13.97,-25 16 28.4,,10.42,,5.54,0.21,10.39,5.33,1.816,1.9454,,,"USco,gold",yes,Simbad,1,0.810485,15.93,9.162692238465816,,,,,0.013866982803217402
152,204438578,16 01 16.79,-22 20 02.2,,8.62,,3.12,0.0,8.62,3.12,0.1025,,,,"USco,bronze",no,Simbad,1,0.999994,11.74,5.733127238465816,,,,,0.013866982803217402
153,204241103,16 01 19.13,-23 06 39.7,,12.67,,6.95,0.0,12.67,6.95,0.5716,0.4866,,,"USco,gold",no,Simbad,1,0.999999,19.619999,11.974881238465816,,,-2.3565473258670826,,0.013866982803217402
154,205055104,16 01 22.33,-19 37 22.5,,9.56,,4.89,0.13,9.54,4.77,8.1047,,,,"USco,gold",no,Simbad,2,1e-06,14.43,7.890980238465815,3648.5,0.7353,,,0.013866982803217402
155,204350686,16 01 25.63,-22 40 40.3,,8.52,,3.19,0.44,8.47,2.75,2.3962,,,,"USco,gold",no,Simbad,1,0.999943,11.66,5.662691238465815,4987.5,0.846,-0.1560201633521415,0.8982984293193718,0.013866982803217402
156,204262368,16 01 26.52,-23 01 34.6,,11.18,,5.86,0.61,11.1,5.25,1.8686,,,,"USco,bronze",yes,Simbad,1,0.999953,16.960001,9.875250238465815,,,-1.6375175186649813,,0.013866982803217402
157,203712541,16 01 26.64,-25 11 54.5,7.74,6.89,0.85,0.85,0.67,6.81,0.18,2.6666,,,,"USco,gold",no,Simbad,1,0.9997,7.66,2.1173462384658155,,,1.2186631186253896,,0.013866982803217402
158,204317321,16 01 29.84,-22 48 38.8,,10.49,,6.42,0.51,10.42,5.91,1.9313,1.0656,,,"USco,gold",no,Simbad,1,0.999937,16.84,9.470086238465814,,,-1.412625831421239,,0.013866982803217402
159,204838715,16 01 34.46,-20 38 01.7,,11.3,,5.65,0.7,11.21,4.95,1.9886,,,,"USco,bronze",no,Simbad,1,0.999488,16.86,9.861891238465816,,,-1.6589613720171,,0.013866982803217402
160,203842272,16 01 35.27,-24 43 36.8,,10.59,,5.29,0.13,10.57,5.16,6.8898,,,,"USco,bronze",no,Simbad,2,1e-06,15.86,8.982732238465815,,,-1.4182778551199666,,0.013866982803217402
161,204277211,16 01 40.86,-22 58 10.6,,9.85,,5.28,1.77,9.62,3.51,2.5594,,,,"USco,silver",yes,Simbad,1,0.982299,14.9,9.790913238465816,,,,,0.013866982803217402
162,204897050,16 01 40.97,-20 22 08.3,,10.86,,6.55,0.75,10.77,5.8,0.2639,,,,"USco,gold",no,Simbad,1,0.999999,17.32,10.045492238465815,,,-1.6185239047456583,,0.013866982803217402
163,204794876,16 01 47.43,-20 49 45.7,,8.61,,4.58,0.57,8.54,4.02,1.49,2.1528,,,"USco,gold",no,Simbad,1,0.999146,13.12,6.649800238465815,7406.9,3.3176,,,0.013866982803217402
164,203853244,16 01 47.68,-24 41 01.3,,13.01,,6.56,0.48,12.94,6.08,0.6493,,,,"USco,gold",no,Simbad,1,0.999998,19.5,12.001524238465816,,,-2.127843732072752,,0.013866982803217402
