recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,logL,S18_Mass,Tess_Mass,Tess_s_Mass,iso_Mass_calc,iso_Mass_e,rml_Mass_calc,rml_Mass_e
696,205124381,16 15 39.13,-19 17 00.8,,10.43,,7.51,1.89,10.19,5.61,1.3957,,,,"USco,gold",no,Simbad,1,0.999964,17.7,10.468571238465817,,,,0.302,,,,0.013866982803217402,0.11931724506328022,0.009083756291806893
697,204621457,16 15 41.10,-21 34 46.4,,11.7,,6.28,0.45,11.65,5.84,0.5626,,,,"USco,bronze",no,Simbad,1,0.999997,17.93,10.693539238465814,,,-1.763462716123848,0.236,0.506,0.023,,0.013866982803217402,0.1054386831337671,0.009083756291806893
700,203122463,16 15 48.68,-27 10 54.9,,11.88,,6.64,0.76,11.79,5.88,1.4668,0.8599,,,"USco,bronze",no,Simbad,1,0.999999,18.43,11.056397238465816,,,-1.891773331075522,0.226,0.459,0.022,,0.013866982803217402,,0.0
701,204467371,16 15 49.13,-22 13 12.0,,12.12,,6.14,0.2,12.1,5.93,1.8066,,,,"USco,bronze",yes,Simbad,1,0.999998,18.24,11.045044238465817,,,-1.9229956860303936,0.212,0.402,0.021,,0.013866982803217402,,0.0
708,204143627,16 15 59.25,-23 29 36.2,,11.31,,6.0,0.35,11.27,5.65,1.125,,,,"USco,gold",no,Simbad,1,0.999965,17.27,10.060053238465816,,,-1.6871881832983286,0.292,0.503,0.021,,0.013866982803217402,0.15024331715404599,0.009083756291806893
711,204462739,16 16 00.80,-22 14 19.4,,10.98,,6.56,0.48,10.92,6.08,1.2944,0.9951,,,"USco,gold",no,Simbad,1,0.999998,17.48,9.866582238465815,,,-1.7230788531852443,0.181,0.516,0.023,,0.013866982803217402,0.1665622979748783,0.009083756291806893
713,204348630,16 16 02.95,-22 41 09.3,,10.77,,5.92,0.18,10.74,5.75,1.1663,1.0589,,,"USco,bronze",no,Simbad,1,0.999956,16.66,9.484313238465814,,,-1.505149978319906,0.262,0.603,0.021,,0.013866982803217402,0.21086532093414512,0.009083756291806893
719,204199333,16 16 11.83,-23 16 26.7,,11.88,,6.01,0.44,11.82,5.58,0.8366,,,,"USco,silver",no,Simbad,1,0.999996,17.83,10.715178238465814,3334.8,1.0296,-1.875821934723276,0.315,0.429,0.021,0.20942857142857152,0.013866982803217402,0.10428821243247942,0.009083756291806893
726,204082531,16 16 20.10,-23 44 14.4,,10.19,,5.81,0.0,10.19,5.81,0.6513,0.4256,,,"USco,gold",no,Simbad,1,0.999911,16.0,8.837125238465815,,,-1.4285240876245928,0.244,0.644,0.027,,0.013866982803217402,0.3037638940418395,0.009083756291806893
731,203568037,16 16 24.38,-25 41 54.1,,10.38,,7.19,1.17,10.23,6.03,1.1992,0.436,0.8086,,"USco,bronze",no,Simbad,1,0.99989,17.42,9.705669238465816,,,,0.19,,,,0.013866982803217402,0.18360157533384613,0.009083756291806893
734,203710387,16 16 30.66,-25 12 20.4,,11.91,,6.55,0.85,11.8,5.69,2.5441,,,,"USco,bronze",no,Simbad,1,0.999999,18.35,11.046183238465815,,,-1.8428455486198887,0.278,0.472,0.022,,0.013866982803217402,,0.0
736,204499729,16 16 32.26,-22 05 20.1,,12.71,,6.6,0.69,12.62,5.91,1.5116,1.9907,,,"USco,gold",yes,Simbad,1,0.999999,19.22,11.968537238465814,,,-2.170053317834218,0.218,0.313,0.024,,0.013866982803217402,,0.0
737,203416475,16 16 33.06,-26 12 40.7,,11.82,,6.31,0.32,11.78,5.99,13.649,,,,"USco,bronze",no,Simbad,1,0.99982,18.09,10.894848238465816,,,,0.198,,,,0.013866982803217402,,0.0
738,204153041,16 16 33.42,-23 27 21.4,,11.34,,6.28,0.56,11.27,5.72,0.7567,0.4818,,,"USco,gold",no,Simbad,1,0.999999,17.550001,10.368337238465816,,,-1.7517814320278309,0.268,0.515,0.022,,0.013866982803217402,0.1259006278591808,0.009083756291806893
742,203679848,16 16 41.35,-25 18 39.7,,11.04,,6.86,0.92,10.92,5.94,0.4985,0.4422,,,"USco,bronze",no,Simbad,1,0.999999,17.78,10.210843238465817,3517.5,1.7253,-1.5985994586534844,0.209,0.598,0.021,0.29642857142857143,0.013866982803217402,0.137759579554818,0.009083756291806893
747,204126288,16 16 45.38,-23 33 41.6,,12.82,,6.58,0.51,12.75,6.07,0.2112,,,,"USco,silver",no,Simbad,1,0.999999,19.33,11.923068238465817,,,-2.2636034933298674,0.182,0.27,0.021,,0.013866982803217402,,0.0
750,203627083,16 16 48.72,-25 29 40.4,,11.5,,6.93,1.13,11.35,5.8,0.8799,1.2371,,,"USco,bronze",no,Simbad,2,,18.28,12.025778238465817,,,,0.247,,,,0.013866982803217402,,0.0
756,203844508,16 16 56.03,-24 43 05.2,,11.37,,6.86,1.24,11.21,5.62,2.1352,,,,"USco,bronze",no,Simbad,1,0.999999,18.07,10.504286238465816,3428.6,1.6564,-1.712646238745605,0.302,0.521,0.021,0.25409523809523804,0.013866982803217402,0.11709704673594373,0.009083756291806893
760,204414610,16 17 06.06,-22 25 41.6,,11.24,,5.86,0.21,11.21,5.64,3.6567,0.3393,,,"USco,gold",no,Simbad,1,0.999926,17.07,9.917454238465815,,,-1.544393874316479,0.293,0.575,0.021,,0.013866982803217402,0.16229026513604847,0.009083756291806893
763,203868608,16 17 18.97,-24 37 18.8,,10.76,,7.08,1.17,10.61,5.91,5.6382,1.1066,,,"USco,bronze",no,Simbad,1,0.999999,17.689999,10.055987238465816,3412.8,1.972,-1.5828605881229405,0.217,0.621,0.025,0.24657142857142866,0.013866982803217402,0.150590461216932,0.009083756291806893
764,204099505,16 17 21.17,-23 40 08.7,,11.59,,6.41,0.77,11.49,5.64,2.0337,,,,"USco,bronze",no,Simbad,1,0.999993,17.9,10.520581238465816,3414.6,1.3009,-1.6800615736380158,0.295,0.518,0.021,0.2474285714285714,0.013866982803217402,0.1159562692459949,0.009083756291806893
766,203452629,16 17 23.25,-26 05 25.0,,10.81,,6.61,0.64,10.73,5.97,3.7607,,,,"USco,bronze",no,Simbad,1,0.99997,17.34,9.851872238465816,3603.7,1.7496,-1.4018663736077692,0.201,0.633,0.021,0.35044871794871785,0.013866982803217402,0.1678241036280795,0.009083756291806893
779,203563208,16 17 38.94,-25 42 55.6,,10.55,,6.6,0.91,10.44,5.69,0.4307,0.5757,,,"USco,bronze",maybe,Simbad,1,0.999999,17.039999,9.615790238465816,,,-1.5401553686377962,0.279,0.624,0.022,,0.013866982803217402,0.19376966303861073,0.009083756291806893
780,203789628,16 17 46.96,-24 55 21.1,,10.47,,6.78,1.17,10.32,5.61,1.2829,,,,"USco,bronze",no,Simbad,1,0.999996,17.1,9.610064238465815,,,,0.305,,,,0.013866982803217402,0.19434851351421997,0.009083756291806893
781,203789325,16 17 47.68,-24 55 25.1,,11.74,,6.88,1.14,11.59,5.74,2.0229,1.2828,,,"USco,bronze",yes,Simbad,1,0.999999,18.470001,10.888216238465816,,,-1.7664962402939186,0.264,0.499,0.021,,0.013866982803217402,,0.0
785,202632400,16 17 56.07,-28 56 40.1,,11.97,,6.07,0.0,11.97,6.07,1.3723,,,,"USco,bronze",no,Simbad,1,0.999996,18.04,10.796870238465814,,,-1.891773331075522,0.182,0.429,0.021,,0.013866982803217402,,0.0
788,203542463,16 18 08.68,-25 47 12.8,,12.14,,8.43,2.15,11.86,6.28,1.5633,,,,"USco,bronze",yes,Simbad,1,1.0,20.29,11.929345238465814,,,-1.988852643727756,0.148,0.399,0.023,,0.013866982803217402,,0.0
789,202910245,16 18 09.10,-27 55 19.8,,11.4,,6.27,0.24,11.37,6.02,0.5882,,,,"USco,bronze",no,Simbad,1,0.999996,17.64,10.319305238465816,,,-1.6920762936746778,0.19,0.543,0.021,,0.013866982803217402,0.12916522109833975,0.009083756291806893
794,205272194,16 18 37.58,-18 31 06.7,,11.13,,6.69,0.49,11.07,6.19,0.3751,0.4368,,,"USco,bronze",no,Simbad,1,0.999999,17.76,10.340005238465816,,,-1.7347103828802517,0.161,0.547,0.022,,0.013866982803217402,0.1278313293816695,0.009083756291806893
797,203004488,16 18 44.30,-27 35 30.6,,12.24,,6.94,1.09,12.1,5.85,1.4538,,,,"USco,bronze",no,Simbad,1,0.999998,19.04,11.406838238465816,3388.4,1.526,-1.941573992038512,0.233,0.406,0.022,0.234952380952381,0.013866982803217402,,0.0
802,204435866,16 19 23.92,-22 20 41.5,,11.9,,6.69,0.7,11.81,5.99,1.398,,,,"USco,bronze",yes,Simbad,1,0.999992,18.5,10.977683238465817,3102.0,0.718,-1.897909476841433,0.197,0.384,0.021,0.13280757097791798,0.013866982803217402,,0.0
810,204418342,16 19 48.77,-22 24 47.6,,10.83,,5.98,0.0,10.83,5.98,0.4761,0.6337,,,"USco,silver",no,Simbad,1,0.999997,16.81,9.585384238465815,3283.0,0.8648,-1.7520267401462477,0.199,0.499,0.021,0.18990536277602527,0.013866982803217402,0.19699961999428064,0.009083756291806893
813,204260042,16 19 50.91,-23 02 08.2,,12.14,,6.39,0.32,12.1,6.07,1.3344,,,,"USco,bronze",maybe,Simbad,1,0.999996,18.49,11.028948238465816,,,-2.039529215958768,0.182,0.359,0.021,,0.013866982803217402,,0.0
815,204168477,16 19 51.85,-23 23 41.0,,10.79,,6.56,0.64,10.71,5.93,0.7376,0.5238,,,"USco,bronze",no,Simbad,1,0.999999,17.27,9.913529238465816,,,-1.6352614561886794,0.213,0.588,0.021,,0.013866982803217402,0.16245196924641142,0.009083756291806893
816,204364130,16 19 54.96,-22 37 32.5,,11.46,,6.92,0.57,11.39,6.35,1.2696,,,,"USco,bronze",no,Simbad,1,0.999998,18.310001,10.635363238465814,,,-1.7612014328497687,0.138,0.5,0.022,,0.013866982803217402,0.10872417084152923,0.009083756291806893
820,204321959,16 20 06.85,-22 47 32.2,,10.79,,6.15,0.4,10.74,5.76,0.7811,,,,"USco,gold",no,Simbad,1,0.999981,16.89,9.613032238465816,3425.6,1.125,-1.5400047468158624,0.26,0.592,0.021,0.2526666666666666,0.013866982803217402,0.193899698278479,0.009083756291806893
823,204932248,16 20 08.97,-20 12 22.5,,10.62,,6.51,0.77,10.52,5.74,3.7208,,,,"USco,bronze",maybe,Simbad,1,0.999992,17.03,9.613688238465816,3478.2,1.3752,-1.549442994498506,0.265,0.584,0.021,0.27771428571428564,0.013866982803217402,0.19386384337996632,0.009083756291806893
825,204956337,16 20 21.62,-20 05 35.1,,10.96,,6.45,0.88,10.85,5.57,7.7648,,,,"USco,gold",no,Simbad,1,0.999999,17.3,10.065342238465815,,,-1.7166987506685698,0.317,0.512,0.021,,0.013866982803217402,0.14964395383947496,0.009083756291806893
828,204287798,16 20 26.08,-22 55 43.1,,11.84,,7.13,0.76,11.74,6.37,0.9748,,,,"USco,bronze",no,Simbad,1,1.0,18.869999,11.108921238465816,,,-1.9523357965494288,0.135,0.418,0.021,,0.013866982803217402,,0.0
837,204666965,16 20 36.40,-21 23 12.3,,10.02,,5.86,0.21,9.99,5.65,13.3557,0.4891,,,"USco,gold",no,Simbad,1,0.999964,15.85,8.706436238465816,3366.9,1.02,,0.29,,,,0.013866982803217402,0.3265942310107143,0.009083756291806893
839,203478236,16 20 40.39,-26 00 18.2,,11.51,,6.63,0.82,11.4,5.81,1.7358,,,,"USco,bronze",no,Simbad,1,0.999997,18.029999,10.530615238465815,3427.6,1.4431,-1.6428277407529244,0.245,0.545,0.021,0.2536190476190476,0.013866982803217402,0.11534875430238768,0.009083756291806893
845,203636498,16 21 05.09,-25 27 42.6,,10.94,,6.34,0.35,10.9,5.99,0.7794,,,,"USco,bronze",no,Simbad,1,0.999997,17.24,9.868669238465817,3281.2,0.8756,-1.6681679736730783,0.198,0.541,0.021,0.18933753943217663,0.013866982803217402,0.16624073764986558,0.009083756291806893
848,203425996,16 21 14.32,-26 10 46.4,,11.02,,6.84,1.19,10.87,5.65,5.2152,,,,"USco,bronze",no,Simbad,1,0.999996,17.71,10.166342238465814,3426.1,1.645,-1.5503673461379075,0.291,0.596,0.021,0.25290476190476185,0.013866982803217402,0.1413826541486703,0.009083756291806893
849,203625455,16 21 14.92,-25 30 01.2,,11.35,,6.89,0.73,11.26,6.16,1.0829,,,,"USco,bronze",no,Simbad,1,0.999999,18.15,10.510093238465814,,,-1.7110804042534644,0.167,0.501,0.021,,0.013866982803217402,0.11659795174535321,0.009083756291806893
852,204346718,16 21 16.80,-22 41 36.8,,12.23,,7.36,1.09,12.09,6.28,0.6431,,,,"USco,bronze",no,Simbad,1,0.999999,19.45,11.597468238465815,,,-2.070070436219589,0.148,0.348,0.021,,0.013866982803217402,,0.0
860,204644117,16 21 29.61,-21 29 03.9,,11.23,,6.34,0.16,11.2,6.18,0.5736,,,,"USco,gold",no,Simbad,1,0.999998,17.54,10.121395238465816,3281.3,0.9222,-1.724458328769076,0.163,0.523,0.021,0.18936908517350165,0.013866982803217402,0.14506209616076815,0.009083756291806893
866,202873945,16 21 39.90,-28 03 06.9,,11.24,,7.38,1.21,11.09,6.16,0.6258,,,,"USco,bronze",maybe,Simbad,1,1.0,18.470001,10.629691238465814,3484.3,1.8663,-1.659754248176261,0.166,0.582,0.021,0.2806190476190477,0.013866982803217402,0.10901798143421067,0.009083756291806893
868,204471912,16 21 41.26,-22 12 05.7,,9.94,,5.91,0.35,9.9,5.56,0.7562,0.8027,,,"USco,gold",no,Simbad,1,0.999838,15.809999,8.641671238465815,3520.6,1.0888,,0.32,,,,0.013866982803217402,0.3378302529630059,0.009083756291806893
869,204211116,16 21 41.98,-23 13 43.5,,10.96,,7.92,2.02,10.7,5.9,2.1605,,,,"USco,bronze",yes,Simbad,1,0.999999,18.619999,10.592715238465814,,,-1.6647427262084722,0.22,0.56,0.021,,0.013866982803217402,0.11127724024753924,0.009083756291806893
888,204810161,16 22 14.80,-20 45 40.0,,11.23,,6.33,0.31,11.19,6.02,1.6579,1.5853,,,"USco,bronze",yes,Simbad,1,0.999999,17.52,10.207217238465816,,,-1.5975666613743154,0.191,0.593,0.035,,0.013866982803217402,0.13809415227333421,0.009083756291806893
893,204449274,16 22 21.59,-22 17 30.9,,12.62,,6.6,0.52,12.55,6.08,1.5494,1.2709,,,"USco,gold",yes,Simbad,1,0.999999,19.15,11.626324238465816,,,-2.2232988232839013,0.181,0.286,0.022,,0.013866982803217402,,0.0
911,204683343,16 23 04.73,-21 18 59.6,,12.16,,6.81,0.66,12.08,6.15,0.4643,,,,"USco,bronze",no,Simbad,1,0.999999,18.89,11.428469238465816,,,-2.0462403081659915,0.167,0.374,0.022,,0.013866982803217402,,0.0
916,204524752,16 23 17.40,-21 59 07.1,,10.16,,6.03,0.3,10.12,5.74,2.9538,,,,"USco,gold",no,Simbad,1,0.99982,16.15,8.930932238465815,,,,0.264,,,,0.013866982803217402,0.2894686117008462,0.009083756291806893
917,202906224,16 23 17.61,-27 56 10.9,,11.69,,6.61,0.73,11.59,5.88,0.7152,6.4585,,,"USco,bronze",no,Simbad,1,0.999998,18.2,10.786820238465817,,,-1.7358908284331664,0.226,0.505,0.034,,0.013866982803217402,0.10018528863004784,0.009083756291806893
925,204274536,16 23 32.83,-22 58 47.1,,10.29,,7.19,1.62,10.08,5.57,5.12,,,,"USco,bronze",yes,Simbad,1,0.999999,17.27,9.865650238465816,,,,0.317,,,,0.013866982803217402,0.16658470027686673,0.009083756291806893
926,202795175,16 23 41.85,-28 20 12.9,,12.74,,7.29,1.41,12.56,5.88,0.8361,,,,"USco,bronze",no,Simbad,1,0.999999,19.85,12.269501238465814,,,-2.1549019465805097,0.224,0.322,0.023,,0.013866982803217402,,0.0
958,204268916,16 24 35.20,-23 00 02.5,,10.99,,5.87,0.18,10.96,5.69,1.7534,,,,"USco,bronze",no,Simbad,1,0.999893,16.83,9.667314238465815,3434.1,1.0505,-1.5953373136444422,0.279,0.538,0.021,0.2567142857142857,0.013866982803217402,0.18792553957693878,0.009083756291806893
968,203343161,16 24 55.87,-26 27 18.3,,11.16,,6.73,0.73,11.07,5.99,2.2417,,,,"USco,bronze",yes,Simbad,1,0.999997,17.8,10.243252238465816,3265.7,0.9357,-1.625618308650173,0.197,0.575,0.021,0.18444794952681381,0.013866982803217402,0.13522434022887866,0.009083756291806893
982,204623020,16 25 10.34,-21 34 23.6,,11.45,,6.97,0.86,11.34,6.11,0.6584,,,,"USco,bronze",no,Simbad,1,0.999999,18.31,10.654040238465814,,,-1.7880789234620484,0.175,0.504,0.021,,0.013866982803217402,0.10762983992614816,0.009083756291806893
1009,204460283,16 25 29.68,-22 14 54.5,,12.11,,7.61,1.15,11.96,6.46,1.3956,,,,"USco,gold",no,Simbad,1,0.999999,19.57,11.598050238465817,,,-2.007888500337665,0.124,0.396,0.021,,0.013866982803217402,,0.0
1015,203421625,16 25 32.73,-26 11 39.0,,10.97,,6.05,0.0,10.97,6.05,1.7039,,,,"USco,gold",no,Simbad,1,0.999992,17.02,9.739876238465817,3408.3,1.0294,-1.6307841543712915,0.186,0.55,0.021,0.24442857142857152,0.013866982803217402,0.17955215571077474,0.009083756291806893
1026,204396010,16 25 43.20,-22 30 03.0,,12.09,,6.56,0.3,12.05,6.26,1.5603,,,,"USco,gold",yes,Simbad,1,0.999998,18.61,11.079653238465816,,,-2.040958589828968,0.151,0.364,0.021,,0.013866982803217402,,0.0
1028,204544020,16 25 48.07,-21 54 19.6,,11.15,,5.77,0.15,11.13,5.62,1.8496,,,,"USco,gold",no,Simbad,1,0.999877,16.9,9.781155238465816,3431.1,1.0277,-1.6825634973205663,0.301,0.494,0.021,0.2552857142857142,0.013866982803217402,0.17493176898312582,0.009083756291806893
1031,202793212,16 25 50.28,-28 20 38.1,,11.76,,5.84,0.25,11.72,5.59,2.1634,,,,"USco,bronze",no,Simbad,1,0.999862,17.560001,10.391664238465816,,,-1.7171514010522997,0.31,0.473,0.021,,0.013866982803217402,0.12434225878133585,0.009083756291806893
1035,203071614,16 25 55.40,-27 21 24.4,,9.98,,5.72,0.0,9.98,5.72,0.4632,0.5305,,,"USco,gold",no,Simbad,1,0.999527,15.699999,8.579701238465816,,,,0.268,,,,0.013866982803217402,0.34906387539233485,0.009083756291806893
