col1,recno,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,Name,SpT_2,e_SpT,ref1,Teff,logL,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation,Mass_calc,Mass_e
494,755,534,,1894.0,99.0,0.26,12.66,,1.43,14.09,6.004998294395504,3.544,M2e(H),0.0,-0.03,2.64,0.22,4.7,Simbad,05 35 16.88,-05 23 36.62,1,[H97b] 534,M2e,1.0,H,3490.0,-0.12,0.38,0.1,0.07,1.0,0.6,0.2,2.38,0.33,,,,2.0,A,f,Simbad,83.82071,-5.39361,1.401380099153309,0.5958491350910973,0.05236065508113028
495,757,536,,1887.0,99.0,0.84,12.44,,2.16,14.599999,3.3549982943955037,3.708,K0-K2(H)<M0(Sam),3.16,0.76,3.06,1.79,5.96,Simbad,05 35 16.90,-05 22 32.72,1,V1333 Ori,K3,1.0,StE,4550.0,0.601,1.54,0.45,0.4,1.1,0.5,1.1,3.21,0.48,9.23,opt,H00,,N,a,Simbad,83.82083,-5.37581,1.4943646422387251,0.0,0.0
496,761,538,,1893.0,99.0,0.23,11.5,,1.89,13.39,2.834998294395504,3.708,K0-K2(H),2.47,0.96,3.88,1.93,5.73,Simbad,05 35 16.96,-05 23 33.72,1,V2299 Ori,K3,1.0,StE,4550.0,0.808,1.66,0.51,0.48,0.7,0.3,0.6,4.08,0.61,,,,2.0,N,f,Simbad,83.82108,-5.39283,1.5535800805312836,0.0,0.0
497,762,543,,,99.0,5.59,17.05,,,,,,,,,,,,Simbad,05 35 16.96,-05 28 57.82,1,V2298 Ori,M0,1.0,H13,3770.0,,,,,,,,,,9.86,opt,P09,2.0,,c,Simbad,83.8211,-5.48281,1.5808223778047334,0.0,0.0
498,768,544,,1884.0,99.0,1.86,10.82,,2.22,13.04,2.1949982943955035,3.67,K4-K7(H)K5:III(HT)K7(Eetal)K4III(Ham)K3(Sam),2.76,1.3,6.84,1.19,4.8,Simbad,05 35 17.11,-05 21 31.42,1,AE Ori,K4,1.0,StE,4330.0,1.201,1.26,0.2,0.91,0.2,0.17,0.1,7.1,1.09,3.42,opt,H00,3.0,N,,Simbad,83.82171,-5.35883,1.543916456600654,0.0,0.0
499,769,542,,,99.0,2.92,13.34,,2.2,15.54,7.454998294395503,3.526,M3(H),0.0,-0.25,2.21,0.21,5.03,Simbad,05 35 17.12,-05 20 27.52,1,V2302 Ori,M3,1.0,H,3360.0,-0.38,0.3,0.07,0.08,1.4,0.8,0.5,1.91,0.32,5.73,NIR,C01,,,g,Simbad,83.82177,-5.34104,1.5811225285504953,0.3810349950303625,0.05236065508113028
500,774,549,,,99.0,0.66,15.22,,3.57,18.79,4.624999294395504,3.661,K2-K7(H)-PCygni-Paschen-lines,6.08,0.35,2.39,0.84,5.79,Simbad,05 35 17.26,-05 23 59.82,1,2MASS J05351738-0524001,K5,3.0,H,4140.0,0.181,0.83,0.45,0.68,1.2,1.0,5.7,2.39,0.77,,,,,,f,Simbad,83.82242,-5.40006,1.8469113193612152,1.0142228300613905,0.05236065508113028
501,780,9176,,,99.0,0.88,15.68,,4.21,19.89,9.414998294395504,3.494,M5(H),2.39,-0.45,2.05,0.15,4.73,Simbad,05 35 17.32,-05 24 13.72,2,[PMD2009] 13,M5,1.0,H,2880.0,-0.614,0.13,0.07,0.1,0.2,0.16,2.0,1.98,0.45,,,,2.0,,f,Simbad,83.82232,-5.40381,0.5495613055797318,0.19137984344999617,0.05236065508113028
502,782,556,,,99.0,7.04,14.31,,2.49,16.800001,,,,,,,,,Simbad,05 35 17.34,-05 30 24.92,1,2MASS J05351743-0530253,M3.5,1.0,H13,3260.0,-0.748,0.24,0.09,0.11,2.6,1.0,1.7,1.33,0.25,1.52,opt,R09,3.0,,,Simbad,83.82266,-5.50705,1.5395168053046642,0.0,0.0
503,786,550,,,99.0,5.72,14.67,,4.21,18.880001,2.794999294395504,3.679,K2-K3(H),8.0,1.04,4.85,1.22,5.26,Simbad,05 35 17.41,-05 17 39.82,1,V1509 Ori,K2.5,1.0,H,4655.0,1.011,2.11,0.59,0.52,0.6,0.2,0.4,4.92,0.71,6.99,opt,R09,3.0,N,a,Simbad,83.823,-5.29448,1.671581090336278,0.0,0.0
504,795,558,,,98.0,0.42,15.73,,2.56,18.289999,,,<K6(H),,,,,,Simbad,05 35 17.58,-05 23 40.72,1,[H97b] 20012,M5.9,1.0,D10,2808.0,-1.068,,,,,,,1.24,0.19,,,,,A,"b,f",Simbad,83.82354,-5.39458,1.064953667492293,0.0,0.0
505,796,565,,,99.0,8.66,14.5,,2.95,17.45,9.264998294395506,3.509,M4(H),0.1,-0.62,1.57,0.18,5.73,Simbad,05 35 17.58,-05 32 02.02,1,V2311 Ori,M4,1.0,H,3160.0,-0.698,0.22,0.09,0.11,2.3,2.0,1.0,1.49,0.31,9.89,opt,P09,3.0,,,Simbad,83.82367,-5.53401,1.561390171422788,0.20355344825655075,0.05236065508113028
506,797,559,,,99.0,1.55,14.69,,4.17,18.86,9.254998294395504,3.483,M5.5e(H),1.52,-0.19,2.91,0.16,3.97,Simbad,05 35 17.59,-05 24 53.82,1,2MASS J05351768-0524539,M5.5e,1.0,H,2840.0,-0.421,0.13,0.03,0.07,0.09,0.06,0.21,2.55,0.44,2.27,opt,H00,,A,g,Simbad,83.8237,-5.41499,1.4705075047100504,0.20460220961608844,0.05236065508113028
507,802,9192,,,99.0,1.37,15.62,,4.05,19.67,11.584998294395506,3.46,M6.5e(H),0.0,-0.73,1.72,0.1,4.52,Simbad,05 35 17.64,-05 24 42.72,2,[PMD2009] 50,M6.5e,1.0,H,2725.0,-0.952,,,,,,,1.5,0.21,,,,2.0,A,"b,f",Simbad,83.82387,-5.41226,1.9399733846906488,0.0,0.0
508,811,571,,,99.0,7.31,16.22,,3.54,19.759998,9.124998294395505,3.526,M0-M3e(H),2.55,-0.78,1.2,0.22,6.17,Simbad,05 35 17.76,-05 30 40.42,1,V2316 Ori,M1.5,2.0,H,3560.0,-0.72,0.37,0.12,0.24,4.0,1.7,7.0,1.15,0.24,4.14,opt,P09,2.0,A,,Simbad,83.82442,-5.51134,1.558291549019243,0.21761688450302272,0.05236065508113028
509,813,9201,,,,0.48,14.41,,2.43,16.84,6.914998294395504,3.591,K8(H),1.84,-0.33,1.51,0.49,6.12,Simbad,05 35 17.81,-05 23 02.52,1,[H97b] 20017,K8,1.0,H,3940.0,-0.425,0.67,0.08,0.08,5.1,1.9,3.0,1.32,0.16,4.38,opt,R09,,A,g,Simbad,83.82417,-5.38436,1.1839984468131597,0.4491425988932652,0.05236065508113028
510,815,567,,1910.0,99.0,0.72,9.66,,1.73,11.389999,1.9449982943955035,3.661,late-G(H)K3-4(HT)K4III(Ham)K2-K3(Sam),1.36,1.43,8.23,1.04,3.77,Simbad,05 35 17.84,-05 22 45.12,1,MT Ori,K2,1.0,StE,4760.0,1.501,,,,,,,8.26,1.19,8.53,opt,E93,,A,b,Simbad,83.82475,-5.37931,1.5450053456389496,0.0,0.0
511,816,3054,,,,2.58,15.92,,,,,3.509,M4(H),0.0,-1.21,0.79,0.15,6.41,Simbad,05 35 17.85,-05 20 49.02,2,2MASS J05351793-0520494,M1.5e,1.0,H13,3560.0,,,,,,,,,,0.9,opt,R09,,,c,Simbad,83.82475,-5.34706,1.4012457292608025,0.0,0.0
512,817,579,,,99.0,11.89,15.02,,3.1,18.12,8.614998294395503,3.526,M3(H),1.42,-0.58,1.52,0.23,5.98,Simbad,05 35 17.86,-05 35 15.52,1,V1511 Ori,M3,1.0,H,3360.0,-0.665,0.29,0.08,0.09,2.4,0.5,1.4,1.37,0.23,2.81,opt,S99,2.0,A,,Simbad,83.82479,-5.58769,1.347630047098745,0.26934852500568957,0.05236065508113028
513,818,563,,,99.0,7.74,14.97,,3.4,18.37,5.954999294395504,3.591,K7-M0(H),4.33,0.06,2.35,0.36,5.54,Simbad,05 35 17.87,-05 15 38.52,1,V1335 Ori,M3,1.0,Sta,3360.0,-0.458,0.3,0.08,0.1,1.6,0.4,0.7,1.74,0.29,6.12,opt,S99,,,g,Simbad,83.82492,-5.26075,1.6647590406787538,0.6066634190171932,0.05236065508113028
514,823,577,,,99.0,7.15,15.3,,3.58,18.880001,10.794999294395504,3.483,M5.5(H),0.0,-0.8,1.43,0.11,5.11,Simbad,05 35 17.88,-05 30 31.12,1,2MASS J05351797-0530315,M5.5,1.0,H,2840.0,-0.952,,,,,,,1.38,0.24,4.36,opt,R09,3.0,,b,Simbad,83.82492,-5.50877,1.5714261689125113,0.12621642652430543,0.05236065508113028
515,828,576,,,99.0,6.21,13.07,,2.28,15.349999,6.714997294395504,3.555,M1.5(H),0.55,-0.07,2.39,0.26,5.03,Simbad,05 35 17.90,-05 29 34.22,1,V1512 Ori,M2,1.0,H13,3490.0,-0.284,0.36,0.07,0.07,1.3,0.2,0.4,1.97,0.27,2.01,opt,H00,,,g,Simbad,83.82499,-5.49294,1.5020497756441702,0.47648648693145756,0.05236065508113028
516,834,580,,,99.0,5.05,15.56,,2.11,17.67,,,M1::e(H),,,,,,Simbad,05 35 18.00,-05 28 24.52,1,V2323 Ori,M1e,1.0,H,3630.0,-1.3,0.38,0.09,0.09,29.5,14.0,29.5,0.57,0.08,,,,2.0,A,"a,f",Simbad,83.82542,-5.4736,1.5681018872460355,0.0,0.0
517,839,582,,,99.0,0.44,14.96,,3.69,18.65,6.8149982943955045,3.544,M2(H),3.75,-0.03,2.62,0.22,4.71,Simbad,05 35 18.12,-05 23 15.22,1,MAX 150,M2,1.0,H,3490.0,-0.16,0.32,0.03,0.11,1.0,0.5,0.3,2.27,0.32,,,,,A,f,Simbad,83.82597,-5.38767,1.729534395454476,0.46320728608941186,0.05236065508113028
518,845,591,,,99.0,5.41,13.99,,2.8,16.789999,,,,,,,,,Simbad,05 35 18.19,-05 28 45.82,1,2MASS J05351829-0528461,M2.5,1.0,Sta,3425.0,-0.386,0.33,0.07,0.08,1.5,0.3,0.5,1.82,0.27,5.09,opt,P09,,,g,Simbad,83.82621,-5.47949,1.538080584370538,0.0,0.0
519,848,588,,,99.0,0.83,15.92,,3.54,19.46,8.824998294395504,3.526,M3(H),2.55,-0.66,1.38,0.23,6.06,Simbad,05 35 18.23,-05 24 04.42,1,V1336 Ori,M3,1.0,H,3360.0,-0.751,0.28,0.07,0.1,2.9,0.6,1.9,1.24,0.21,,,,,,f,Simbad,83.82633,-5.40133,1.3819571048935286,0.24808751548161567,0.05236065508113028
520,849,3140,,,,8.33,15.78,,2.3,18.08,,,,,,,,,Simbad,05 35 18.23,-05 31 41.65,1,V1513 Ori,K1,1.0,H13,4920.0,-0.572,,,,,,,0.71,0.09,11.05,opt,S99,2.0,,b,Simbad,83.82628,-5.52836,1.2358942771827095,0.0,0.0
521,852,589,,1925.0,99.0,0.89,11.3,,2.12,13.42,2.124998294395505,3.719,K0(H)G8-K0:(HT)K1IV(Ham)M0(Eetal),3.21,1.23,5.01,2.73,5.69,Simbad,05 35 18.26,-05 22 37.02,1,V1229 Ori,K0,1.0,H,5030.0,1.119,2.86,0.18,0.13,1.2,0.3,0.5,4.77,0.58,14.3,opt,H00,3.0,,a,Simbad,83.82657,-5.37705,1.781052981759466,0.0,0.0
522,855,9224,,,99.0,1.16,15.16,,3.95,19.11,6.994998294395504,3.535,M2.5(H),4.03,-0.03,2.76,0.2,4.53,Simbad,05 35 18.28,-05 24 26.32,2,2MASS J05351836-0524267,M2.5,1.0,H,3425.0,-0.136,0.31,0.04,0.12,0.9,0.7,0.3,2.42,0.36,,,,,,f,Simbad,83.82652,-5.40743,1.3367121979113086,0.43774880475783284,0.05236065508113028
523,864,592,,,99.0,5.06,14.37,,2.58,16.95,8.354998294395505,3.535,M2.5(H)M4(Eetal),0.51,-0.57,1.48,0.27,6.0,Simbad,05 35 18.43,-05 18 20.42,1,2MASS J05351853-0518205,M2.5,1.0,H,3425.0,-0.675,0.33,0.08,0.06,2.9,0.9,1.5,1.3,0.2,7.92,opt,H02,3.0,,,Simbad,83.82725,-5.30572,1.6519094797591547,0.2954527284244781,0.05236065508113028
524,868,596,,1927.0,99.0,0.56,13.06,,2.52,15.58,3.8249982943955043,3.679,K2-K5e(H),3.67,0.63,3.01,1.07,5.66,Simbad,05 35 18.55,-05 23 13.52,1,AF Ori,G8,3.0,H13,5210.0,0.698,2.0,0.3,0.23,4.2,2.0,3.4,2.74,0.44,,,,2.0,A,"a,f",Simbad,83.82776,-5.3872,1.725555063096327,0.0,0.0
525,882,601,,1921.0,98.0,7.17,12.52,,1.25,13.77,5.274999294395505,3.679,K3-K4(H)K2.5-K5(P)K5(Eetal)K2V(Ham),0.41,0.05,1.55,1.17,6.55,Simbad,05 35 18.79,-05 16 13.72,1,MU Ori,K3,1.0,StE,4550.0,0.001,1.28,0.17,0.09,6.9,3.6,5.1,1.61,0.24,2.22,opt,H02,3.0,N,a,Simbad,83.82873,-5.27056,1.5989649255408491,0.7884469019676165,0.05236065508113028
526,886,606,,,99.0,2.33,13.68,,3.33,17.01,7.124998294395505,3.522,M3.3(P),1.8,0.06,3.25,0.14,3.87,Simbad,05 35 18.85,-05 21 07.62,1,V2343 Ori,M3.3,1.0,P,3300.0,-0.03,0.31,0.1,0.06,0.3,0.25,0.6,2.95,0.52,5.62,opt,H02,,,g,Simbad,83.829,-5.35217,1.653988136704423,0.41903875925452083,0.05236065508113028
527,889,9243,,,,1.24,14.99,,3.63,18.619999,5.294997294395504,3.602,K7(H),5.24,0.28,2.88,0.37,5.06,Simbad,05 35 18.90,-05 22 18.47,2,2MASS J05351894-0522187,K7,1.0,H,3970.0,0.161,0.67,0.08,0.05,0.9,0.2,0.3,2.54,0.3,,,,3.0,A,f,Simbad,83.82896,-5.37186,0.78587707953735,0.7823924797817757,0.05236065508113028
528,890,607,,,99.0,0.77,13.64,,1.86,15.5,4.954998294395503,3.713,G8-K2(H)<=K5(P),2.46,0.11,1.42,1.31,6.86,Simbad,05 35 18.95,-05 23 49.22,1,V1337 Ori,K0,2.0,H,5030.0,0.02,1.14,0.11,0.19,17.5,8.0,9.5,1.34,0.21,,,,2.0,N,"a,f",Simbad,83.82946,-5.39711,1.8368878860072173,0.8896538467134357,0.05236065508113028
529,898,5147,,,,7.7,17.19,,,,,,,,,,,,Simbad,05 35 19.11,-05 31 02.66,1,V2346 Ori,M6,1.0,H13,2800.0,,,,,,,,,,11.88,opt,P09,2.0,,c,Simbad,83.83004,-5.51751,1.5338766687645,0.0,0.0
530,900,9250,,,,0.87,14.23,,2.8,17.029999,5.124997294395504,3.643,K5(H),3.82,0.2,2.19,0.68,5.79,Simbad,05 35 19.15,-05 22 50.62,1,2MASS J05351921-0522506,K5,1.0,H,4140.0,0.097,0.83,0.19,0.28,1.5,0.6,1.4,2.17,0.32,2.27,opt,H02,3.0,,,Simbad,83.83005,-5.38074,0.9269468815787232,0.8343011921827279,0.05236065508113028
531,907,618,,,2.0,13.5,13.91,,2.74,16.65,,,,,,,,,Simbad,05 35 19.41,-05 36 51.14,1,V1731 Ori,M3.4,1.0,D10,3280.0,-0.505,0.28,0.08,0.1,1.7,1.2,0.6,1.73,0.32,5.82,opt,Re01,3.0,,,Simbad,83.83121,-5.61439,1.3716456032386963,0.0,0.0
532,909,620,,,99.0,0.96,14.41,,2.59,17.0,6.664998294395504,3.591,K8(H),2.25,-0.23,1.69,0.45,5.93,Simbad,05 35 19.50,-05 23 56.92,1,V2354 Ori,M0,1.0,H13,3770.0,-0.457,0.51,0.1,0.14,3.2,1.2,2.7,1.39,0.19,8.09,opt,H02,3.0,A,,Simbad,83.83165,-5.39919,1.442961215239632,0.48388945261648125,0.05236065508113028
533,910,622,,1940.0,99.0,1.32,12.89,,2.46,15.35,7.064999294395504,3.535,M0-M2.5e(H)M0.5(P)<M0(Sam),0.2,-0.05,2.68,0.2,4.6,Simbad,05 35 19.56,-05 24 26.12,1,V2356 Ori,M0.5,1.0,P,3700.0,0.028,0.51,0.15,0.05,0.9,0.2,0.2,2.52,0.34,3.77,opt,P09,2.0,A,,Simbad,83.83191,-5.40739,1.547089365907647,0.4277417265716057,0.05236065508113028
534,911,626,,,99.0,12.24,15.4,,3.01,18.41,10.324998294395504,3.494,M5(H),0.0,-0.92,1.19,0.13,5.95,Simbad,05 35 19.58,-05 35 35.52,1,2MASS J05351966-0535356,M5,1.0,H,2880.0,-1.064,,,,,,,1.18,0.27,1.63,opt,H02,,N,b,Simbad,83.83196,-5.59325,1.3614951285103714,0.14425940259152326,0.05236065508113028
535,913,628,,,99.0,7.29,14.39,,3.5,17.89,,,,,,,,,Simbad,05 35 19.69,-05 30 37.02,1,V1514 Ori,M5.5,1.0,H13,2840.0,-0.588,0.1,0.01,0.08,0.08,0.03,0.92,2.1,0.36,2.26,opt,S99,3.0,,,Simbad,83.83248,-5.51045,1.6814050747567015,0.0,0.0
536,915,624,,,98.0,1.31,15.44,,2.88,18.32,,,late-M(H),,,,,,Simbad,05 35 19.72,-05 22 21.33,1,2MASS J05351981-0522216,M2.1,1.0,D10,3477.0,-0.87,0.33,0.06,0.07,5.2,1.9,3.0,1.01,0.14,10.0,opt,R09,,,g,Simbad,83.83258,-5.37267,1.508063791768938,0.0,0.0
537,916,625,,,99.0,1.64,14.39,,1.07,15.46,7.374998294395505,3.562,M1(H)M6-M6.5(H),0.0,-0.73,1.08,0.42,6.52,Simbad,05 35 19.74,-05 24 47.52,1,MLLA 151,K7,1.0,H13,3970.0,-0.828,0.69,0.05,0.03,26.5,10.5,12.5,0.81,0.1,,,,3.0,N,"a,f",Simbad,83.83266,-5.41333,1.5421449636314026,0.38894866658264177,0.05236065508113028
538,917,633,,,98.0,7.73,16.19,,,,,,,,,,,,Simbad,05 35 19.76,-05 31 03.42,1,V2360 Ori,M3e,1.0,H13,3360.0,,,,,,,,,,4.23,MIR,M11,2.0,,c,Simbad,83.83275,-5.51772,1.5386948955671669,0.0,0.0
539,918,632,,,99.0,7.2,15.32,,4.01,19.33,10.134998294395503,3.483,M5.5(H),1.11,-0.54,1.94,0.13,4.63,Simbad,05 35 19.77,-05 30 31.82,1,2MASS J05351986-0530321,M5.5,1.0,H,2840.0,-0.773,0.1,0.03,0.06,0.2,0.1,1.9,1.7,0.29,3.78,opt,H02,,,g,Simbad,83.83278,-5.50894,1.4962181935034664,0.15186674571470185,0.05236065508113028
540,920,639,,1941.0,99.0,10.55,13.62,,2.53,16.15,,,,,,,,,Simbad,05 35 19.85,-05 33 53.22,1,V1515 Ori,M3.5,1.0,H13,3260.0,-0.472,0.26,0.07,0.1,1.5,1.2,0.6,1.82,0.34,5.24,opt,H00,3.0,,,Simbad,83.8331,-5.56486,1.4302380322808668,0.0,0.0
541,923,638,,,99.0,5.88,17.03,,,,,,,,,,,,Simbad,05 35 19.92,-05 29 11.52,1,V2362 Ori,M5e,1.0,H13,2880.0,,,,,,,,,,2.79,MIR,M11,,,c,Simbad,83.83342,-5.48664,1.5532870134834018,0.0,0.0
542,926,636,,,99.0,2.41,13.4,,2.46,15.86,6.174997294395505,3.575,M0.3(P),1.6,0.04,2.47,0.29,5.11,Simbad,05 35 19.94,-05 25 37.22,1,V1516 Ori,M0.3,1.0,P,3728.0,-0.161,0.49,0.09,0.09,1.3,0.3,0.7,2.0,0.27,11.68,opt,H02,2.0,,,Simbad,83.83351,-5.4271,1.5664584060482083,0.5660017264371805,0.05236065508113028
543,927,634,,,99.0,2.79,16.28,,,,,,,,,,,,Simbad,05 35 19.98,-05 20 43.82,1,V2363 Ori,M2,2.0,H13,3490.0,,,,,,,,,,5.38,opt,H02,,,c,Simbad,83.83368,-5.34554,1.5462477937052792,0.0,0.0
544,932,642,,,99.0,5.39,15.96,,2.85,18.81,10.724998294395503,3.494,M5(H),0.0,-1.14,0.92,0.12,6.23,Simbad,05 35 20.07,-05 28 41.22,1,2MASS J05352016-0528416,M5,1.0,H,2880.0,-1.288,,,,,,,0.91,0.21,1.99,opt,R09,,,b,Simbad,83.83403,-5.47824,1.5177371457545732,0.1291692776729143,0.05236065508113028
545,933,646,,,99.0,11.61,15.67,,3.35,19.02,8.874999294395503,3.526,M3(H),2.06,-0.68,1.35,0.23,6.08,Simbad,05 35 20.07,-05 34 57.02,1,2MASS J05352016-0534572,M3,1.0,H,3360.0,-0.769,0.28,0.07,0.1,3.0,0.7,2.1,1.22,0.2,1.94,opt,H02,2.0,,,Simbad,83.83401,-5.58256,1.39328139304997,0.24303984908647883,0.05236065508113028
546,934,3075,,,,0.95,,,,,,,,,,,,,Simbad,05 35 20.08,-05 23 08.23,1,2MASS J05352017-0523085,M2,1.0,SHC-ir,3490.0,,,,,,,,,,9.02,MIR,M11,,,c,Simbad,83.83408,-5.38569,1.503048386375078,0.0,0.0
547,937,9261,,,,1.29,16.85,,4.96,21.810001,,,,,,,,,Simbad,05 35 20.12,-05 22 28.82,1,2MASS J05352012-0522281,M3,1.0,H13,3360.0,-0.236,0.29,0.06,0.13,1.1,0.9,0.3,2.25,0.37,3.51,opt,R09,2.0,,,Simbad,83.83408,-5.37453,1.021650481904954,0.0,0.0
548,938,635,,,99.0,9.44,15.88,,4.1,19.98,9.394998294395505,3.5,M4.5(H),2.5,-0.54,1.8,0.16,5.13,Simbad,05 35 20.14,-05 13 59.22,1,2MASS J05352024-0513593,M4.5,1.0,H,3020.0,-0.653,0.16,0.06,0.11,0.7,0.61,1.7,1.72,0.34,4.12,opt,H02,2.0,,,Simbad,83.83436,-5.23316,1.5969851932880232,0.19286080652166263,0.05236065508113028
549,940,649,,,98.0,8.95,15.69,,3.84,19.529999,11.444997294395504,3.471,M6(H),0.0,-0.86,1.41,0.1,4.88,Simbad,05 35 20.18,-05 32 16.52,1,V1518 Ori,M6,1.0,H,2800.0,-1.036,,,,,,,1.29,0.2,1.81,opt,H02,2.0,,b,Simbad,83.83449,-5.53801,1.491036851842688,0.0,0.0
550,941,647,,1963.0,99.0,7.34,13.65,,2.31,15.959999,7.874997294395504,3.494,M5e(H),0.0,-0.22,2.66,0.15,4.17,Simbad,05 35 20.20,-05 30 39.02,1,MY Ori,M0.5e,1.0,H13,3700.0,-0.369,0.45,0.07,0.12,2.0,0.6,1.5,1.59,0.22,8.2,opt,P09,2.0,A,,Simbad,83.83456,-5.51098,1.49820820302643,0.34117717245466045,0.05236065508113028
551,944,5119,,,,3.06,16.62,,1.37,17.990002,9.905000294395505,3.483,M5.5(H),0.0,-1.33,0.78,0.09,6.32,Simbad,05 35 20.26,-05 26 17.04,1,2MASS J05352035-0526173,M5.5,1.0,H,2840.0,-1.48,,,,,,,0.75,0.13,2.14,opt,H02,3.0,A,b,Simbad,83.8348,-5.43816,1.414281342394556,0.16152693621470784,0.05236065508113028
552,946,643,,,99.0,6.22,15.06,,3.7,18.76,6.254998294395504,3.562,M1(H),4.42,0.08,2.74,0.25,4.73,Simbad,05 35 20.31,-05 17 14.22,1,V2367 Ori,M1,1.0,H,3630.0,-0.108,0.41,0.08,0.1,1.0,0.2,0.3,2.23,0.31,5.81,opt,R09,2.0,,,Simbad,83.83508,-5.28733,1.639659906026141,0.5516434643457749,0.05236065508113028
553,950,650,,,98.0,2.7,15.5,,,,,,,,,,,,Simbad,05 35 20.42,-05 20 52.02,1,2MASS J05352052-0520522,M3.5,1.0,H13,3260.0,,,,,,,,,,,,,3.0,,"c,f",Simbad,83.83554,-5.34777,1.6375478490191022,0.0,0.0
554,954,651,,,99.0,2.84,15.37,,,,,,,,,,,,Simbad,05 35 20.46,-05 20 43.12,1,V1521 Ori,M3,1.0,D10,3360.0,,,,,,,,,,3.32,opt,S99,,,c,Simbad,83.83571,-5.34533,1.650200226902896,0.0,0.0
555,957,658,,,99.0,1.73,13.58,,,,,3.544,M2e(H),0.0,-0.4,1.73,0.29,5.83,Simbad,05 35 20.52,-05 24 46.02,1,2MASS J05352062-0524464,M2e,1.0,H,3490.0,,,,,,,,,,3.2,opt,P09,2.0,A,c,Simbad,83.83595,-5.41289,1.657860978869717,0.0,0.0
556,958,657,,,,1.21,16.12,,3.68,19.800001,7.344999294395505,3.562,M1(H),4.37,-0.36,1.66,0.35,5.9,Simbad,05 35 20.54,-05 22 44.92,2,2MASS J05352063-0522455,M4.5,1.0,H13,3020.0,-1.011,0.14,0.07,0.08,3.0,2.6,1.6,1.14,0.23,5.41,opt,R09,,N,g,Simbad,83.83598,-5.37931,1.5415831124785446,0.39195848518003906,0.05236065508113028
557,965,667,,,99.0,14.56,15.81,,3.24,19.050001,10.674998294395506,3.5,M4.5(H),0.29,-1.05,1.0,0.14,6.2,Simbad,05 35 20.67,-05 37 53.92,1,2MASS J05352074-0537536,M4.5,1.0,H,3020.0,-1.161,0.12,0.06,0.09,3.9,2.4,2.5,0.96,0.19,3.38,opt,R09,2.0,,,Simbad,83.83644,-5.63158,1.1521268978189163,0.13083949834440614,0.05236065508113028
558,967,663,,,99.0,2.17,14.57,,2.36,16.93,8.844998294395504,3.5,M4.5(H),0.0,-0.62,1.63,0.15,5.31,Simbad,05 35 20.73,-05 21 29.82,1,2MASS J05352083-0521300,M4.5,1.0,H,3020.0,-0.784,0.14,0.05,0.11,1.4,1.21,1.6,1.48,0.29,4.23,opt,R09,,N,g,Simbad,83.83681,-5.35836,1.5833969848728766,0.24618247082481823,0.05236065508113028
559,970,664,,,99.0,6.84,14.05,,2.88,16.93,5.154998294395504,3.623,<=K7(H)K5.5(P)K7:(Eetal),3.69,0.26,2.55,0.51,5.55,Simbad,05 35 20.89,-05 16 37.42,1,V493 Ori,K5.5,1.0,P,4080.0,0.175,0.74,0.13,0.22,1.0,0.3,0.8,2.44,0.33,7.2,opt,E93,,N,g,Simbad,83.83747,-5.27711,1.5455182617768086,0.8236509901025743,0.05236065508113028
560,971,673,,1976.0,99.0,8.06,13.07,,1.83,14.9,5.4849982943955045,3.643,K5(H),1.33,0.06,1.86,0.75,6.04,Simbad,05 35 20.90,-05 31 21.22,1,MZ Ori,K5,1.0,H13,4140.0,-0.045,0.83,0.2,0.29,2.3,1.0,2.6,1.85,0.27,1.44,opt,H02,2.0,N,,Simbad,83.83745,-5.52269,1.3933980220986455,0.729952524622886,0.05236065508113028
561,974,672,,,98.0,4.9,14.0,,2.38,16.380001,6.584999294395503,3.591,K8(H),1.71,-0.19,1.76,0.44,5.87,Simbad,05 35 20.93,-05 28 08.62,1,V1522 Ori,K8,1.0,H,3940.0,-0.293,0.65,0.08,0.07,3.1,1.0,1.7,1.54,0.18,7.01,opt,H02,,N,g,Simbad,83.83762,-5.46921,1.5696078481698363,0.49521011479418237,0.05236065508113028
562,979,674,,,99.0,2.82,15.02,,,,,3.571,M0.5(H),0.0,-1.0,0.76,0.49,7.11,Simbad,05 35 21.05,-05 25 56.52,1,V1339 Ori,M0,1.0,H13,3770.0,,,,,,,,,,6.11,opt,P09,,,c,Simbad,83.83817,-5.43249,1.7130740542107592,0.0,0.0
563,982,682,,,99.0,9.98,16.24,,3.58,19.82,8.274998294395504,3.544,M2(H),3.46,-0.61,1.34,0.3,6.1,Simbad,05 35 21.12,-05 33 17.22,1,2MASS J05352121-0533175,M2,1.0,H,3490.0,-0.741,0.34,0.05,0.08,3.7,1.2,2.0,1.16,0.16,3.16,opt,R09,2.0,,,Simbad,83.83837,-5.55487,1.361963182465125,0.30314281810109667,0.05236065508113028
564,984,680,,,99.0,4.42,15.85,,,,,,,,,,,,Simbad,05 35 21.16,-05 27 38.32,1,2MASS J05352126-0527386,M5,1.0,H13,2880.0,,,,,,,,,,1.67,opt,R09,3.0,,c,Simbad,83.8386,-5.46073,1.5831694292575471,0.0,0.0
