recno_1,ID,m_ID,Parenago,Mem,Rproj,Imag,l_V-I,VmI,V,Vmag,logT,SpT_1,AV,log(L),R,M,log(age),Simbad_1,RAJ2000,DEJ2000,single,recno_2,Name,SpT_2,e_SpT,ref1,Teff,logL*,M*,e_M*_2,E_M*_2a,Age,e_Age_2,E_Age_2a,R*,e_R*,Per,n_Per,ref2,Cl,Acc,Notes,Simbad_2,_RA,_DE,Separation
274,203,,1695,98,15.28,13.85,,2.48,16.33,14.57,3.58,MO(H),1.76,-0.11,2.04,0.35,5.7,Simbad,05 35 00.72,-05 38 08.32,1,94,KW Ori,M0,1.0,H,3770.0,-0.301,0.51,0.09,0.11,2.0,0.6,1.4,1.66,0.23,7.29,opt,S99,2,,,Simbad,83.75343,-5.63555,1.5775916133474464
275,200,,,99,8.65,15.85,,3.81,19.66,15.99,3.535,M2.5(H),3.67,-0.39,1.82,0.25,5.74,Simbad,05 35 00.75,-05 31 05.32,1,483,V2106 Ori,M5,1.0,H13,2880.0,-0.932,,,,,,,1.38,0.31,3.11,opt,H02,2,,b,Simbad,83.75355,-5.5183,1.6226069296625454
277,201,,,99,3.95,13.41,,2.97,16.38,14.869999,3.535,M2.5(H),1.51,0.06,3.05,0.19,4.27,Simbad,05 35 00.93,-05 24 10.02,1,190,2MASS J05350101-0524103,M2.5,1.0,H,3425.0,-0.048,0.32,0.07,0.1,0.7,0.6,0.3,2.68,0.4,1.92,opt,H02,3,N,,Simbad,83.75423,-5.40289,1.3290070988787726
279,202,,,,3.87,15.88,,2.9,18.78,18.78,3.5,M4.5(H),0.0,-1.15,0.89,0.13,6.29,Simbad,05 35 01.00,-05 23 03.52,1,408,V2107 Ori,M4.5,1.0,H,3020.0,-1.308,0.11,0.05,0.09,4.6,1.8,4.5,0.81,0.16,3.98,MIR,M11,,A,g,Simbad,83.75448,-5.38448,1.2770450781307154
282,205,,,99,4.16,16.6,,,,,3.471,M6(H),0.0,-1.23,0.93,0.07,5.38,Simbad,05 35 01.14,-05 21 44.12,1,596,2MASS J05350121-0521444,M6,1.0,H,2800.0,,,,,,,,,,8.2,opt,R09,3,,c,Simbad,83.75508,-5.36233,1.2127827723672895
284,207,,,99,6.3,15.7,,,,,,,,,,,,Simbad,05 35 01.23,-05 18 21.22,1,505,2MASS J05350132-0518212,M4.5,1.0,H13,3020.0,,,,,,,,,,2.74,opt,R09,3,,c,Simbad,83.7555,-5.30591,1.345381463620451
286,204,,1693,98,14.34,13.74,,2.16,15.9,15.66,3.555,M1.5(H),0.24,-0.41,1.61,0.33,5.92,Simbad,05 35 01.35,-05 09 32.52,1,148,KV Ori,M1.5,1.0,H,3560.0,-0.564,0.38,0.06,0.08,2.6,0.7,1.5,1.38,0.19,2.83,opt,Re01,3,N,,Simbad,83.75594,-5.15906,1.133478759170955
287,211,,,99,6.22,14.04,,2.61,16.65,16.06,3.535,M2.5(H),0.59,-0.42,1.76,0.25,5.79,Simbad,05 35 01.39,-05 28 20.32,1,191,V1479 Ori,M2.5,1.0,H,3425.0,-0.524,0.32,0.06,0.09,1.9,0.4,1.1,1.55,0.23,5.46,opt,H02,3,N,,Simbad,83.75619,-5.47244,1.5009830718544297
288,213,,,99,4.32,15.59,,2.89,18.48,18.48,3.494,M5(H),0.0,-1.0,1.09,0.13,6.07,Simbad,05 35 01.49,-05 25 33.62,1,476,2MASS J05350158-0525339,M5,1.0,H13,2880.0,-1.14,,,,,,,1.08,0.24,2.71,opt,R09,3,,b,Simbad,83.75659,-5.42611,1.4185806268111232
289,212,,,99,3.81,15.11,,3.62,18.73,17.85,3.494,M5(H),0.88,-0.59,1.74,0.14,5.06,Simbad,05 35 01.51,-05 24 09.82,1,387,2MASS J05350160-0524101,M5,1.0,H13,2880.0,-0.755,0.12,0.05,0.1,0.3,0.15,2.3,1.69,0.38,0.81,opt,R09,3,,e,Simbad,83.7567,-5.40282,1.5006554073986234
290,216,,,99,10.91,16.01,,3.99,20.0,16.3,3.526,M3(H),3.7,-0.42,1.83,0.22,5.61,Simbad,05 35 01.52,-05 33 37.72,1,227,2MASS J05350161-0533380,M3,1.0,H,3360.0,-0.506,0.29,0.06,0.1,1.7,0.4,0.8,1.65,0.27,6.69,opt,P09,,N,g,Simbad,83.75673,-5.56057,1.4595416997157775
292,215,,,99,5.29,16.15,,,,,,,,,,,,Simbad,05 35 01.62,-05 27 09.52,1,455,2MASS J05350171-0527099,M4.9,1.0,D10,2908.0,,,,,,,,,,3.37,opt,R09,,,c,Simbad,83.75715,-5.45276,1.4926259732288647
293,218,,,99,7.85,14.98,,2.99,17.97,17.97,3.5,M4.5(H),0.0,-0.79,1.35,0.15,5.88,Simbad,05 35 01.73,-05 30 18.82,1,354,2MASS J05350182-0530193,M4.5,1.0,H,3020.0,-0.948,0.15,0.07,0.08,2.7,2.5,1.4,1.23,0.24,3.78,opt,R09,3,,,Simbad,83.75762,-5.50537,1.561490600362297
295,219,,,99,6.16,15.52,,4.3,19.82,17.2,3.494,M5(H),2.62,-0.33,2.35,0.15,4.43,Simbad,05 35 01.99,-05 18 22.52,1,388,V2120 Ori,M5,1.0,H13,2880.0,-0.494,0.12,0.03,0.12,0.1,0.08,1.6,2.28,0.51,1.69,opt,R09,2,,,Simbad,83.75863,-5.30629,1.2191030293085117
298,222,,,98,6.8,14.14,,2.85,16.99,15.4,3.544,M2(H),1.59,-0.23,2.09,0.25,5.33,Simbad,05 35 02.09,-05 29 09.22,1,163,JW 222,M2,1.0,H,3490.0,-0.356,0.36,0.07,0.07,1.5,0.3,0.5,1.81,0.25,5.17,opt,H00,2,N,,Simbad,83.7591,-5.48607,1.5392703448984246
300,221,,1703,98,8.36,11.33,,2.66,13.99,9.959999,3.679,K3(H),4.03,1.41,7.39,1.52,4.98,Simbad,05 35 02.30,-05 15 47.82,1,5,V403 Ori,K3,1.0,H,4550.0,1.357,2.51,1.02,0.49,0.3,0.1,0.1,7.68,1.15,6.09,MIR,M11,3,N,a,Simbad,83.75992,-5.26333,1.2185265487079089
304,227,,,99,9.67,16.27,,4.25,20.52,,,,,,,,,Simbad,05 35 02.60,-05 32 24.52,1,477,2MASS J05350270-0532249,M6,1.0,H13,2800.0,-1.174,,,,,,,1.1,0.17,2.73,opt,R09,3,,b,Simbad,83.76125,-5.54026,1.5498658834386796
306,228,,,99,9.32,16.66,,3.68,20.34,19.31,3.494,M5e(H),1.03,-1.17,0.89,0.12,6.26,Simbad,05 35 02.67,-05 32 02.32,1,484,V2124 Ori,M5.5,1.0,H13,2840.0,-1.496,,,,,,,0.74,0.13,3.22,opt,H02,2,,b,Simbad,83.76152,-5.53412,1.505131995348693
310,229,,,99,5.91,14.17,,2.41,16.58,15.7,3.555,M1.5(H),0.88,-0.43,1.58,0.33,5.94,Simbad,05 35 03.07,-05 18 29.82,1,153,V2128 Ori,M1.5,1.0,H,3560.0,-0.605,0.37,0.06,0.09,2.8,0.8,1.9,1.31,0.18,7.75,opt,H02,,N,g,Simbad,83.76315,-5.30831,1.2880500752351092
311,231,,,99,6.42,15.57,,,,,3.471,M6(H),0.0,-0.81,1.49,0.1,4.82,Simbad,05 35 03.13,-05 17 53.22,1,611,V2129 Ori,M6,1.0,H,2800.0,,,,,,,,,,5.53,NIR,C01,,,c,Simbad,83.76343,-5.29814,1.3945594756789517
313,234,,,99,4.29,15.95,,2.88,18.83,18.83,3.5,M4.5(H),0.0,-1.18,0.86,0.13,6.31,Simbad,05 35 03.34,-05 26 09.72,1,409,2MASS J05350343-0526100,M4.5,1.0,H,3020.0,-1.336,0.11,0.05,0.09,4.8,1.8,4.6,0.78,0.16,3.96,MIR,M11,3,,,Simbad,83.7643,-5.43613,1.4171846933052403
316,5100,,,,3.26,16.53,,,,,3.483,M5.5e(H),0.0,-1.3,0.81,0.09,6.28,Simbad,05 35 03.61,-05 22 45.29,1,601,2MASS J05350370-0522457,M5.5,1.0,H,2840.0,,,,,,,,,,5.11,MIR,M11,2,A,c,Simbad,83.76542,-5.37936,1.4154774311311822
319,237,,,99,5.39,15.32,,3.22,18.539999,17.74,3.509,M4(H),0.8,-0.78,1.31,0.17,6.05,Simbad,05 35 03.87,-05 18 59.62,1,317,V2136 Ori,M4,1.0,H13,3160.0,-0.857,0.21,0.09,0.11,2.9,2.3,1.9,1.24,0.26,5.22,opt,H02,2,,,Simbad,83.76651,-5.31661,1.3912149323043845
320,243,,,99,4.49,13.58,,2.36,15.94,15.599999,3.544,M2(H),0.34,-0.31,1.9,0.26,5.71,Simbad,05 35 03.97,-05 26 36.72,1,140,V1482 Ori,M1.5,1.0,H13,3560.0,-0.4,0.38,0.06,0.1,1.7,0.3,0.9,1.66,0.23,10.15,opt,H00,2,N,,Simbad,83.76694,-5.44366,1.498594600753398
321,241,,,99,4.39,16.54,,,,,,,,,,,,Simbad,05 35 04.07,-05 20 15.52,1,500,2MASS J05350416-0520156,M4,1.0,H13,3160.0,,,,,,,,,,1.24,opt,R09,3,,c,Simbad,83.76734,-5.33768,1.3740170851084803
322,244,,,99,3.24,15.47,,2.91,18.380001,18.380001,3.494,M5(H),0.0,-0.95,1.15,0.13,6.01,Simbad,05 35 04.07,-05 22 24.02,1,335,2MASS J05350416-0522243,M4,1.0,H13,3160.0,-1.111,0.17,0.08,0.12,4.3,2.3,4.8,0.93,0.19,2.48,opt,R09,3,A,,Simbad,83.76737,-5.37343,1.5115049596967765
323,245,,,99,4.36,13.95,,2.7,16.65,15.44,3.544,M2e(H),1.21,-0.25,2.05,0.25,5.42,Simbad,05 35 04.10,-05 26 27.42,1,179,V1322 Ori,M2e,1.0,H,3490.0,-0.374,0.35,0.06,0.08,1.5,0.2,0.6,1.78,0.25,8.73,opt,H00,2,A,,Simbad,83.76748,-5.44107,1.485756945474759
324,240,,,99,8.59,15.69,,3.19,18.88,15.7699995,3.562,M1(H),3.11,-0.5,1.42,0.38,6.1,Simbad,05 35 04.11,-05 15 21.32,1,125,V2138 Ori,M1,1.0,H,3630.0,-0.678,0.41,0.06,0.11,4.2,1.5,3.5,1.16,0.16,13.33,opt,R09,3,,,Simbad,83.7675,-5.25594,1.3458464379772548
328,249,,1737,99,3.05,13.64,,2.35,15.99,12.5199995,3.695,"K2(H)M0,M4(Sam)",3.47,0.35,2.03,1.38,6.3,Simbad,05 35 04.41,-05 23 56.22,1,18,V2140 Ori,K2,1.0,H,4760.0,0.296,1.58,0.12,0.12,4.3,1.9,3.2,2.06,0.3,3.82,opt,H02,,N,a,Simbad,83.76875,-5.39904,1.382512656999821
329,250,,,99,4.03,14.02,,3.0,17.02,15.860001,3.526,M3(H),1.16,-0.24,2.24,0.21,5.0,Simbad,05 35 04.41,-05 26 04.02,1,210,V1483 Ori,M3,1.0,H,3360.0,-0.328,0.3,0.07,0.09,1.3,0.8,0.4,2.03,0.34,2.71,opt,H02,,,g,Simbad,83.76876,-5.43456,1.4354725629324576
330,252,,1726,99,6.93,12.62,,1.71,14.33,13.309999,3.643,K4-K5(H),1.02,0.17,2.1,0.69,5.85,Simbad,05 35 04.43,-05 29 37.82,1,32,Parenago 1726,K4.5,1.0,H,4235.0,0.106,0.95,0.25,0.33,1.9,0.9,2.3,2.1,0.32,9.23,opt,P09,2,N,,Simbad,83.7689,-5.49395,1.6324604794722457
332,254,,,99,4.22,14.35,,3.21,17.560001,15.860002,3.526,M3(H),1.7,-0.24,2.24,0.21,5.0,Simbad,05 35 04.51,-05 26 22.52,1,213,V1323 Ori,M3,1.0,H,3360.0,-0.328,0.3,0.07,0.09,1.3,0.8,0.4,2.03,0.34,0.96,opt,R09,2,N,,Simbad,83.7692,-5.43974,1.5612228963430181
333,251,,,99,3.25,14.68,,2.12,16.8,16.8,3.544,M2(H),0.0,-0.83,1.04,0.3,6.38,Simbad,05 35 04.52,-05 24 42.02,1,185,2MASS J05350461-0524424,M2,1.0,H,3490.0,-0.928,0.33,0.06,0.07,6.3,2.3,3.7,0.94,0.13,0.84,opt,R09,3,N,,Simbad,83.76922,-5.4118,1.4601468660236623
338,258,,,99,4.38,13.69,,2.38,16.07,14.78,3.571,M0.5(H),1.29,-0.15,2.02,0.33,5.71,Simbad,05 35 04.66,-05 26 37.52,1,105,V2143 Ori,M0.5,1.0,H,3700.0,-0.342,0.46,0.08,0.1,1.9,0.5,1.2,1.64,0.22,10.98,opt,H02,2,N,,Simbad,83.76981,-5.44389,1.490391209859281
340,257,,,99,3.01,14.51,,2.64,17.15,17.15,3.5,M4.5(H),0.0,-0.6,1.67,0.15,5.26,Simbad,05 35 04.72,-05 22 38.52,1,357,V2145 Ori,M4.5,1.0,H,3020.0,-0.76,0.15,0.06,0.1,1.7,1.51,1.2,1.52,0.3,5.22,opt,H02,2,,,Simbad,83.77008,-5.37742,1.4938413809168305
342,263,,,99,13.66,14.9,,3.14,18.039999,17.999998,3.5,M4.5(H),0.04,-0.75,1.41,0.15,5.65,Simbad,05 35 04.98,-05 36 43.82,1,401,V2148 Ori,M5,1.0,H13,2880.0,-0.864,0.11,0.04,0.09,0.4,0.3,2.6,1.49,0.33,7.75,opt,H02,2,,,Simbad,83.7711,-5.61217,1.2539858958440429
347,271,,1748,99,11.44,12.74,,1.88,14.62,14.4,3.58,M0(H),0.22,-0.04,2.21,0.33,5.57,Simbad,05 35 05.24,-05 34 28.12,1,98,V387 Ori,M0,1.0,H,3770.0,-0.188,0.49,0.07,0.14,1.4,0.3,0.9,1.89,0.26,8.25,NIR,C01,2,,,Simbad,83.7722,-5.57459,1.374472341117059
348,265,,,99,2.89,14.3,,2.69,16.99,14.69,3.58,M0(H),2.3,-0.16,1.93,0.37,5.75,Simbad,05 35 05.28,-05 24 10.22,1,89,V2150 Ori,M0,1.0,H,3770.0,-0.35,0.52,0.1,0.11,2.4,0.9,1.7,1.57,0.21,6.54,opt,P09,2,,,Simbad,83.77239,-5.40293,1.4357310237095484
349,268,,1747,99,4.79,12.88,,1.61,14.49,14.059999,3.623,K5-K6(H),0.43,-0.07,1.75,0.62,6.01,Simbad,05 35 05.31,-05 27 16.62,1,34,V2151 Ori,K5,1.0,StE,4140.0,-0.106,0.86,0.2,0.25,3.0,1.4,3.1,1.72,0.25,9.8,opt,H02,,N,g,Simbad,83.77252,-5.45475,1.4947281468532383
352,5096,,,,2.9,17.49,,,,,3.46,M6.5(H),0.0,-1.48,0.73,0.05,5.2,Simbad,05 35 05.36,-05 22 30.10,1,549,V2154 Ori,M6,1.0,H13,2800.0,,,,,,,,,,3.56,MIR,M11,,,c,Simbad,83.77271,-5.37514,1.4091901770832673
354,272,,,99,5.26,14.07,,2.3,16.369999,15.769999,3.555,M1.5e(H),0.6,-0.46,1.53,0.34,5.98,Simbad,05 35 05.40,-05 27 51.72,1,144,V2155 Ori,M1.5e,1.0,H,3560.0,-0.634,0.38,0.06,0.08,3.2,1.0,1.9,1.27,0.18,2.98,opt,P09,,A,g,Simbad,83.7729,-5.46451,1.5234998701301108
360,275,a,1745,99,3.21,13.01,,2.28,15.29,15.16,3.544,M2(H),0.13,-0.13,2.33,0.24,5.01,Simbad,05 35 05.60,-05 25 05.92,1,593,V1324 Ori,M2,1.0,H,3490.0,,,,,,,,,,0.95,opt,H02,3,,c,Simbad,83.77369,-5.41829,1.2805202250461591
362,269,,,99,12.1,16.27,,,,,,,,,,,,Simbad,05 35 05.64,-05 11 34.92,1,521,V2157 Ori,M3,1.0,H13,3360.0,,,,,,,,,,5.99,opt,R09,2,,c,Simbad,83.77387,-5.19308,1.3371285808987547
363,278,,,99,2.85,13.66,,1.94,15.6,13.990001,3.643,K2-K7e(H),1.61,-0.11,1.53,0.83,6.36,Simbad,05 35 05.64,-05 24 18.02,1,31,V480 Ori,K4.5,4.0,H,4235.0,-0.166,0.98,0.59,0.24,4.9,3.9,22.6,1.53,0.56,6.76,opt,H02,2,A,a,Simbad,83.77385,-5.40514,1.3445331043873465
364,280,,,99,4.07,13.44,,2.67,16.11,15.8,3.526,M3(H),0.31,-0.22,2.31,0.21,4.92,Simbad,05 35 05.64,-05 26 25.82,1,240,V1484 Ori,M3,1.0,H,3360.0,-0.301,0.28,0.04,0.12,1.2,0.9,0.3,2.09,0.35,1.99,opt,H02,,N,g,Simbad,83.77389,-5.4406,1.4384351812464908
366,284,,,99,10.88,14.6,,3.11,17.710001,16.27,3.526,M3e(H),1.44,-0.41,1.86,0.22,5.52,Simbad,05 35 05.67,-05 33 55.42,1,307,V408 Ori,M4e,1.0,H13,3160.0,-0.638,0.22,0.08,0.11,2.1,1.8,0.7,1.6,0.33,3.08,opt,P09,2,A,,Simbad,83.77401,-5.5655,1.4308486276374297
369,281,,,99,4.51,13.96,,3.04,17.0,16.15,3.518,M3.5(H),0.85,-0.26,2.27,0.19,4.87,Simbad,05 35 05.76,-05 27 01.12,1,267,2MASS J05350584-0527016,M3.5,1.0,H,3260.0,-0.352,0.26,0.07,0.12,1.2,1.0,0.4,2.09,0.39,3.15,opt,P09,3,N,,Simbad,83.77437,-5.45046,1.4302143545007815
370,283,,,99,4.61,15.17,,3.07,18.24,14.76,3.591,K8(H),3.48,-0.23,1.69,0.45,5.93,Simbad,05 35 05.79,-05 27 08.52,1,68,V2162 Ori,K8,1.0,H,3940.0,-0.33,0.66,0.08,0.08,3.6,1.3,1.9,1.47,0.18,7.39,opt,P09,2,,,Simbad,83.77453,-5.4525,1.5287155278802287
371,282,,,99,9.33,16.26,,,,,3.5,M4.5(H),0.0,-1.3,0.75,0.12,6.41,Simbad,05 35 06.01,-05 14 24.82,1,592,V2163 Ori,M4.5,1.0,H,3020.0,,,,,,,,,,0.78,opt,H02,3,,c,Simbad,83.77542,-5.24028,1.3692749940883453
372,285,,,99,4.31,15.06,,,,,3.509,M4(H),0.0,-0.87,1.18,0.17,6.12,Simbad,05 35 06.06,-05 19 55.42,1,610,JW 285,M4,1.0,H,3160.0,,,,,,,,,,4.82,opt,H02,,,c,Simbad,83.77562,-5.33212,1.343073490430795
375,286,,,99,2.88,14.91,,2.78,17.69,13.92,3.643,K5(H),3.77,-0.08,1.58,0.82,6.31,Simbad,05 35 06.19,-05 22 02.32,1,33,2MASS J05350627-0522027,K5,1.0,H,4140.0,-0.188,0.88,0.22,0.2,4.1,2.1,4.3,1.57,0.23,3.81,opt,R09,,N,a,Simbad,83.77616,-5.36742,1.3771547286710275
376,290,,,99,4.47,15.48,,,,,,,,,,,,Simbad,05 35 06.33,-05 27 04.32,1,436,2MASS J05350642-0527048,M4.7,1.0,D10,2964.0,,,,,,,,,,3.1,opt,R09,2,,c,Simbad,83.77676,-5.45134,1.4689027628424822
380,294,,,99,8.17,15.41,,3.5,18.91,17.95,3.5,M4.5(H),0.96,-0.73,1.45,0.15,5.57,Simbad,05 35 06.36,-05 31 08.72,1,356,V2166 Ori,M4.5,1.0,H,3020.0,-0.839,0.15,0.06,0.1,2.2,2.01,1.2,1.39,0.28,2.57,opt,H02,2,,,Simbad,83.77691,-5.51924,1.5666395343161845
381,288,,,99,3.25,15.44,,2.73,18.17,18.17,3.494,M5(H),0.0,-0.94,1.17,0.13,6.0,Simbad,05 35 06.37,-05 21 18.52,1,590,JW 288,M5,1.0,H,2880.0,-1.08,,,,,,,1.16,0.26,3.3,opt,R09,,,b,Simbad,83.77692,-5.35522,1.3830653707620217
382,291,,1754,99,2.82,12.86,,2.07,14.929999,14.69,3.562,M1(H)K4-M0(Sam),0.24,-0.06,2.33,0.27,5.18,Simbad,05 35 06.42,-05 24 41.02,1,112,Parenago 1754,M1,1.0,H,3630.0,-0.22,0.43,0.09,0.08,1.3,0.3,0.6,1.96,0.27,1.91,opt,H02,,N,g,Simbad,83.77712,-5.4115,1.3794362311620387
383,292,,,99,2.98,15.8,,1.65,17.45,17.45,3.509,M4(H),0.0,-1.17,0.84,0.15,6.37,Simbad,05 35 06.45,-05 25 01.12,1,399,V2167 Ori,M4.5,1.0,H13,3020.0,-1.276,0.11,0.05,0.09,4.4,1.9,3.9,0.84,0.17,4.95,opt,R09,,,g,Simbad,83.77725,-5.41707,1.3843704818188893
384,5159,,,,9.8,17.0,,2.86,19.86,,,,,,,,,Simbad,05 35 06.47,-05 32 51.10,1,306,V2168 Ori,M3:,1.0,H13,3360.0,-1.607,0.22,0.09,0.09,26.5,16.5,32.5,0.46,0.08,2.39,opt,P09,2,,,Simbad,83.77736,-5.54765,1.5049834557678838
385,296,,,99,4.26,14.3,,3.31,17.61,17.140001,3.5,M4.5e(H),0.47,-0.4,2.1,0.16,4.78,Simbad,05 35 06.50,-05 26 50.52,1,330,2MASS J05350660-0526509,M4.5e,1.0,H,3020.0,-0.514,0.19,0.09,0.08,0.4,0.32,1.6,2.02,0.4,,,,2,A,f,Simbad,83.7775,-5.44748,1.5479621058173596
389,299,,,22,3.56,15.43,,,,,,,,,,,,Simbad,05 35 06.82,-05 26 00.32,1,515,V2170 Ori,M3.5,1.0,H13,3260.0,,,,,,,,,,2.76,opt,H02,2,,c,Simbad,83.77879,-5.43351,1.3747712922308708
390,5064,,,,5.41,16.91,,,,,3.471,M6(H),0.0,-1.35,0.81,0.07,5.59,Simbad,05 35 07.05,-05 18 30.03,1,513,2MASS J05350713-0518305,M5,1.0,H13,2880.0,,,,,,,,,,1.9,opt,R09,2,,c,Simbad,83.77972,-5.30849,1.3470399511339202
391,300,,,99,2.49,14.3,,2.78,17.08,16.48,3.526,M2-M4:(H),0.6,-0.49,1.68,0.23,5.85,Simbad,05 35 07.18,-05 22 26.22,1,344,2MASS J05350727-0522266,M4.5,1.0,H13,3020.0,-0.676,0.16,0.06,0.11,1.2,1.1,1.3,1.68,0.33,2.74,opt,R09,,,g,Simbad,83.78032,-5.37407,1.5087858847851827
393,302,,,99,2.45,14.88,,,,,,,,,,,,Simbad,05 35 07.29,-05 22 28.72,1,512,[H97b] 302,M5.5,1.0,H13,2840.0,,,,,,,,,,0.77,opt,R09,2,,c,Simbad,83.78071,-5.37469,1.2118461903030167
395,304,,,99,3.99,15.07,,3.26,18.33,18.33,3.494,M5(H),0.0,-0.79,1.39,0.13,5.44,Simbad,05 35 07.35,-05 26 39.82,1,567,2MASS J05350744-0526401,M5,1.0,H,2880.0,-0.932,,,,,,,1.38,0.31,3.03,opt,H02,3,,b,Simbad,83.78103,-5.44449,1.4916310578459828
396,301,,,99,12.34,15.23,,3.02,18.25,,,,,,,,,Simbad,05 35 07.44,-05 11 14.32,1,76,V2174 Ori,K8.5,2.0,H13,3910.0,-0.42,0.63,0.17,0.25,4.4,2.3,5.6,1.34,0.21,7.92,opt,H02,2,,,Simbad,83.78137,-5.18737,1.343378105848101
402,311,,,99,6.29,14.94,,3.13,18.07,16.99,3.518,M3.5(H)M3.8(P)M5(Eetal),1.08,-0.6,1.54,0.2,5.97,Simbad,05 35 07.75,-05 29 17.02,1,268,V1275 Ori,M3.5,1.0,H,3260.0,-0.688,0.26,0.1,0.09,2.4,1.0,1.1,1.42,0.27,6.14,opt,E93,3,,,Simbad,83.78269,-5.48817,1.4802738848205068
403,307,,,99,6.65,15.48,,2.47,17.949999,17.949999,3.526,M3(H),0.0,-1.11,0.83,0.21,6.49,Simbad,05 35 07.76,-05 17 05.22,1,288,2MASS J05350786-0517053,M3,1.0,H,3360.0,-1.236,0.24,0.08,0.11,9.5,4.4,10.5,0.71,0.12,1.39,opt,R09,3,N,,Simbad,83.78276,-5.28481,1.532480575847069
405,309,,,99,2.99,14.77,,2.03,16.800001,16.800001,3.518,M3-M4(H),0.0,-0.79,1.23,0.19,6.13,Simbad,05 35 07.85,-05 21 16.92,1,295,V2178 Ori,M3.5,1.0,H13,3260.0,-0.932,0.23,0.08,0.11,3.7,1.3,3.2,1.07,0.2,0.72,opt,R09,,,g,Simbad,83.78312,-5.35479,1.5106860190102709
406,313,,1766,99,9.59,14.55,,2.3,16.85,15.55,3.58,M0(H),1.3,-0.5,1.3,0.5,6.33,Simbad,05 35 07.93,-05 32 43.82,1,93,LN Ori,M0,1.0,H,3770.0,-0.694,0.51,0.11,0.15,7.0,2.9,7.0,1.06,0.14,6.87,MIR,M11,2,,,Simbad,83.78341,-5.54564,1.4057424430220835
407,315,,,99,13.57,14.83,,2.85,17.68,17.32,3.518,M3.5(H),0.36,-0.73,1.32,0.2,6.09,Simbad,05 35 07.93,-05 36 46.62,1,287,V1485 Ori,M3.5,1.0,H,3260.0,-0.819,0.24,0.09,0.1,3.0,0.9,2.1,1.22,0.23,8.93,opt,R09,,,g,Simbad,83.78342,-5.61294,1.3559476347617383
408,316,,,99,13.03,15.24,,,,,,,,,,,,Simbad,05 35 07.95,-05 36 13.92,1,508,2MASS J05350803-0536140,M5.5,1.0,H13,2840.0,,,,,,,,,,4.03,opt,H02,3,,c,Simbad,83.7835,-5.60392,1.357197598992727
411,318,,,99,6.17,15.95,,3.32,19.27,18.77,3.5,M4.5(H),0.5,-1.05,0.99,0.14,6.2,Simbad,05 35 08.16,-05 29 11.62,1,407,2MASS J05350825-0529121,M4.5,1.0,H,3020.0,-1.168,0.11,0.05,0.09,3.8,1.8,2.7,0.95,0.19,3.43,opt,R09,,,g,Simbad,83.78439,-5.4867,1.48431643022979
412,317,,,99,2.38,14.83,,,,,,,,,,,,Simbad,05 35 08.20,-05 24 34.52,1,558,V2181 Ori,M5.5e,1.0,H13,2840.0,,,,,,,,,,8.13,opt,R09,,,c,Simbad,83.78457,-5.40969,1.4906580918848131
414,3025,,,,7.33,16.78,,,,,,M4::(H),,,,,,Simbad,05 35 08.26,-05 16 19.81,1,517,2MASS J05350834-0516204,M5,1.0,H13,2880.0,,,,,,,,,,4.12,opt,R09,2,,c,Simbad,83.78479,-5.27234,1.4724402335502367
415,320,,,99,5.49,14.73,,2.37,17.099998,13.579998,3.695,K2(H),3.52,-0.08,1.25,1.16,6.94,Simbad,05 35 08.29,-05 28 28.92,1,28,V1397 Ori,K2,1.0,H,4760.0,-0.127,1.11,0.13,0.13,16.0,6.6,10.0,1.27,0.18,5.41,opt,H00,,,a,Simbad,83.78496,-5.47482,1.5601330404625937
417,323,,,99,2.76,13.92,,3.05,16.97,14.869999,3.544,M2(H),2.1,-0.02,2.67,0.22,4.67,Simbad,05 35 08.44,-05 25 17.52,1,178,V2184 Ori,M2,1.0,H,3490.0,-0.144,0.35,0.06,0.08,1.0,0.6,0.2,2.32,0.32,11.37,opt,P09,2,,,Simbad,83.78555,-5.42166,1.4475272523517202
418,324,,,99,3.54,15.99,,,,,3.5,M4.5(H),0.0,-1.19,0.85,0.13,6.32,Simbad,05 35 08.50,-05 26 19.02,1,612,V2186 Ori,M4.5,1.0,H,3020.0,,,,,,,,,,6.25,opt,P09,,A,c,Simbad,83.78582,-5.43874,1.512117864991799
421,328,,1765,99,8.65,12.86,,1.64,14.5,13.37,3.661,K4(H),1.13,0.09,1.77,0.94,6.23,Simbad,05 35 08.75,-05 31 48.52,1,30,LM Ori,K4,1.0,H,4330.0,0.023,1.09,0.3,0.23,3.3,1.7,3.7,1.83,0.28,18.83,opt,Rh01,2,,"a,d",Simbad,83.78688,-5.53031,1.6242348804144287
422,3045,,,,4.27,16.5,,,,,,,,,,,,Simbad,05 35 08.82,-05 19 32.77,1,538,V2188 Ori,M4,1.0,H13,3160.0,,,,,,,,,,1.23,opt,R09,,,c,Simbad,83.78712,-5.32589,1.3954548565159133
424,327,,,99,3.61,15.92,,1.56,17.48,17.48,3.509,M4(H),0.0,-1.21,0.79,0.15,6.41,Simbad,05 35 08.95,-05 20 17.12,1,353,2MASS J05350904-0520172,M4,1.0,H,3160.0,-1.372,0.15,0.07,0.12,6.9,2.9,12.6,0.69,0.14,1.16,opt,R09,2,A,,Simbad,83.78771,-5.33813,1.5067547552756388
