recno,EPIC,RAJ2000,DEJ2000,Vmago,Ksmag,(V-Ks)o,VmKsu,E(V-Ks),Ksmag0,(V-Ks)0,Per1,Per2,Per3,Per4,Memb,Disk,Simbad,single,PSS,Vmag,Gmag,Teff,AG,logL,Tess_Mass,Tess_s_Mass,iso_Mass_calc,iso_Mass_e,rml_Mass_calc,rml_Mass_e,Mass_calc,Mass_e,Age_calc (Myr),Age_e (Myr)
1110,203478347,16 26 56.46,-26 00 17.0,,12.01,,7.06,1.37,11.83,5.69,2.8819,,,,"USco,bronze",no,Simbad,1,0.999999,18.89,11.241957238465815,3380.3,1.5281,-1.8038238163770817,0.449,0.021,0.2310952380952382,0.0138669828032174,,0.0,0.2646,0.0623,55.829,36.119
1117,205044245,16 27 05.16,-19 40 30.3,,10.84,,4.88,0.36,10.8,4.52,12.3653,,,,"USco,bronze",no,Simbad,1,0.999998,15.68,9.213128238465815,5165.6,2.4391,-1.124938719350988,0.535,,0.9503225806451614,0.0138669828032174,0.2493652229926826,0.0090837562918068,0.708,0.0261,113.658,33.713
1120,203442191,16 27 06.68,-26 07 31.1,10.4,8.29,2.11,2.11,1.27,8.13,0.84,0.5415,0.5318,,,"USco,bronze",no,Simbad,1,0.999979,10.24,4.512197238465815,7063.7,1.0099,0.5510484565699407,1.302,0.217,1.5,0.0138669828032174,1.2684819922284054,0.0090837562918068,1.3792,0.0206,76.197,46.456
1127,203120347,16 27 12.52,-27 11 21.9,8.25,7.19,1.06,1.06,0.0,7.19,1.06,,,,,"USco,bronze",no,Simbad,1,0.996487,8.25,2.563774238465814,6592.2,0.0004,0.7051107296819831,1.412,0.23,1.4121656050955411,0.0138669828032174,,0.0,1.3807,0.0196,63.578,44.507
1131,203390805,16 27 14.36,-26 17 58.7,,9.53,,3.85,0.7,9.44,3.15,4.7328,,,,"USco,bronze",no,Simbad,1,0.997667,13.289999,7.162162238465815,4180.8,0.5244,-0.6641010081564435,0.62,0.081,0.8,0.0138669828032174,0.658802856903432,0.0090837562918068,0.7734,0.0549,17.154,8.645
1132,203807051,16 27 14.48,-24 51 33.7,16.44,10.38,6.06,6.06,0.83,10.27,5.23,2.6051,,,,"USco,bronze",no,Simbad,1,0.999938,16.33,9.238613238465817,3419.7,1.2721,-1.4250432430265851,0.64,0.021,0.2498571428571427,0.0138669828032174,0.245625453913978,0.0090837562918068,0.3164,0.0741,21.454,12.915
1133,203806628,16 27 15.11,-24 51 38.8,15.02,9.39,5.63,5.63,1.7,9.17,3.93,,,,,"USco,bronze",yes,Simbad,1,0.992964,14.8,8.217155238465816,3633.4,1.0948,-1.013093973549431,0.51,0.095,0.3694871794871796,0.0138669828032174,0.4147686790522384,0.0090837562918068,0.4979,0.0805,14.302,7.46
1134,205488952,16 27 16.44,-17 15 11.6,,12.45,,6.64,1.91,12.2,4.74,,,,,"USco,bronze",no,Simbad,1,0.999968,18.84,11.473748238465816,,,-1.7135435485766424,0.454,0.022,,0.0138669828032174,,0.0,,,,
1137,203791768,16 27 18.34,-24 54 53.9,,10.06,,5.91,0.78,9.96,5.14,2.7065,,,,"USco,bronze",yes,Simbad,1,0.999617,15.87,9.230079238465816,3408.1,0.6689,-1.3588234500276832,0.422,,0.2443333333333333,0.0138669828032174,0.2468594631692743,0.0090837562918068,0.313,0.0743,16.498,9.682
1138,204134902,16 27 18.95,-23 31 38.0,,8.61,,3.95,0.7,8.52,3.25,2.4681,,,,"USco,bronze",no,Simbad,1,0.999991,12.47,6.402847238465816,6147.3,2.1168,0.0954378603854692,0.921,0.171,1.26225,0.0138669828032174,0.8577541012522402,0.0090837562918068,1.1461,0.0351,89.214,45.535
1142,204608421,16 27 25.51,-21 38 04.0,,11.26,,6.46,0.88,11.15,5.58,1.8322,,,,"USco,bronze",no,Simbad,1,0.999996,17.61,10.227591238465816,3571.3,1.5249,-1.7347103828802517,0.499,0.021,0.3296794871794873,0.0138669828032174,0.1363737402062282,0.0090837562918068,0.3545,0.0512,94.716,48.231
1143,203915424,16 27 26.58,-24 25 54.3,,11.84,,8.16,0.7,11.75,7.46,2.8842,,,,"USco,bronze",yes,Simbad,1,0.999998,19.91,11.715571238465817,2668.8,0.5632,-1.9430951413405235,0.42,0.022,0.1,0.0138669828032174,,0.0,0.0366,0.0056,2.121,1.168
1161,203425127,16 27 40.90,-26 10 56.9,,10.51,,5.96,0.55,10.44,5.41,0.5312,,,,"USco,bronze",no,Simbad,1,0.999877,16.4,9.238975238465816,3464.6,1.2036,,,,,0.0138669828032174,0.2455935344495181,0.0090837562918068,,,,
1163,204853319,16 27 43.41,-20 34 01.7,,12.68,,8.68,3.38,12.25,5.3,,,,,"USco,bronze",no,Simbad,1,0.999999,20.93,12.781609238465816,3567.7,2.9598,-2.0030507642260216,0.379,0.027,0.3273717948717947,0.0138669828032174,,0.0,0.2787,0.0391,122.181,47.361
1164,203751997,16 27 45.21,-25 03 33.1,,11.45,,5.94,0.32,11.41,5.61,2.7362,,,,"USco,bronze",no,Simbad,1,0.999952,17.35,10.171093238465817,,,-1.7101881639902885,0.486,0.021,,0.0138669828032174,0.1410011027636215,0.0090837562918068,,,,
1167,203465909,16 27 49.03,-26 02 44.0,,9.18,,5.95,0.7,9.09,5.25,3.8128,,,,"USco,bronze",yes,Simbad,1,0.999245,15.04,8.567824238465816,,,-1.169090703892283,0.449,,,0.0138669828032174,0.3509606792789316,0.0090837562918068,,,,
1170,205121036,16 27 50.65,-19 18 00.4,,9.31,,4.27,0.0,9.31,4.27,,,,,"USco,bronze",no,Simbad,1,0.999992,13.58,7.2321912384658145,,,,,,,0.0138669828032174,0.6415794833330916,0.0090837562918068,,,,
1171,204271913,16 27 51.40,-22 59 22.2,,12.87,,7.75,2.31,12.57,5.43,,,,,"USco,bronze",no,Simbad,1,0.999996,20.32,12.402956238465816,4035.2,2.7269,-1.5220110133809452,0.59,0.03,0.7,0.0138669828032174,,0.0,0.5087,0.028,134.644,38.431
1173,205462610,16 27 52.54,-17 25 35.2,,10.83,,5.28,0.7,10.74,4.58,,,,,"USco,bronze",no,Simbad,1,0.999998,16.02,9.196656238465817,5155.1,2.4091,,,,,0.0138669828032174,0.2518406969493416,0.0090837562918068,,,,
1174,202689729,16 27 54.85,-28 43 39.2,,9.02,,4.12,0.7,8.93,3.42,,,,,"USco,bronze",no,Simbad,1,0.999996,13.05,6.867054238465816,,,,,,,0.0138669828032174,0.7357186291908645,0.0090837562918068,,,,
1182,203798606,16 28 03.36,-24 53 23.6,,10.49,,7.8,2.18,10.21,5.62,2.3014,,,,"USco,bronze",no,Simbad,1,1.0,18.01,10.390063238465816,,,-1.597222919361493,0.638,0.021,,0.0138669828032174,0.1245684194537156,0.0090837562918068,,,,
1184,204912809,16 28 07.37,-20 17 47.9,,10.06,,4.96,0.7,9.97,4.26,,,,,"USco,bronze",no,Simbad,1,0.999997,14.93,8.492033238465815,6100.0,3.0839,,,,,0.0138669828032174,0.3645339675172705,0.0090837562918068,,,,
1185,202828127,16 28 08.95,-28 12 56.6,,12.11,,7.7,1.31,11.94,6.39,1.1663,,,,"USco,bronze",yes,Simbad,1,0.999999,19.64,11.622988238465815,,,-1.940436572270189,0.42,0.032,,0.0138669828032174,,0.0,,,,
1187,203409747,16 28 09.52,-26 14 04.9,,12.03,,6.33,0.79,11.93,5.54,0.9422,,,,"USco,bronze",no,Simbad,1,0.999998,18.26,11.059517238465816,,,-1.8877302197391488,0.401,0.021,,0.0138669828032174,,0.0,,,,
1189,205157696,16 28 10.26,-19 06 57.9,,11.44,,5.99,1.51,11.25,4.48,,,,,"USco,bronze",no,Simbad,1,0.989146,17.24,10.408024238465815,,,,,,,0.0138669828032174,0.1233309656556623,0.0090837562918068,,,,
1191,203781238,16 28 11.00,-24 57 12.8,,9.67,,6.0,1.76,9.44,4.24,4.8086,,,,"USco,bronze",no,Simbad,1,0.999904,15.44,8.630523238465816,3665.2,1.493,,,,,0.0138669828032174,0.3401404507875275,0.0090837562918068,,,,
1200,204411939,16 28 14.88,-22 26 18.9,,12.72,,7.22,1.88,12.48,5.34,1.1144,,,,"USco,bronze",no,Simbad,1,0.999998,19.699999,12.019394238465814,3427.0,1.9421,-1.676335468839323,0.541,0.027,0.2533333333333333,0.0138669828032174,,0.0,0.3028,0.0674,49.202,32.122
1205,202644133,16 28 18.22,-28 54 01.3,11.94,8.27,3.67,3.67,0.0,8.27,3.67,,,,,"USco,bronze",no,Simbad,1,0.999998,11.940001,5.706134238465815,4562.7,0.8651,,,,,0.0138669828032174,1.022184741507886,0.0090837562918068,,,,
1206,202709894,16 28 18.69,-28 39 08.1,,9.53,,3.89,0.7,9.44,3.19,,,,,"USco,bronze",no,Simbad,1,0.999998,13.33,7.166756238465815,,,,,,,0.0138669828032174,0.65826571765737,0.0090837562918068,,,,
1211,203904033,16 28 22.08,-24 28 42.1,,11.31,,7.56,2.41,11.0,5.16,,,,,"USco,bronze",no,Simbad,1,0.999998,18.56,10.759106238465815,,,,,,,0.0138669828032174,0.1017365290289846,0.0090837562918068,,,,
1216,203875175,16 28 24.79,-24 35 43.4,,11.3,,7.22,1.87,11.06,5.35,1.9116,,,,"USco,bronze",no,Simbad,1,1.0,18.28,10.815257238465817,3423.0,1.9475,-1.8256493984748543,0.499,0.021,0.2514285714285714,0.0138669828032174,,0.0,0.2823,0.0587,71.04,43.023
1217,203062441,16 28 24.93,-27 23 18.3,11.14,7.96,3.18,3.18,0.98,7.84,2.2,2.6485,,,,"USco,bronze",yes,Simbad,1,0.999996,11.02,4.948028238465815,,,,,,,0.0138669828032174,1.1887481486801557,0.0090837562918068,,,,
1223,204576585,16 28 40.75,-21 46 05.2,10.67,8.17,2.5,2.5,0.66,8.09,1.84,,,,,"USco,bronze",no,Simbad,1,0.999955,10.59,4.814673238465815,6476.8,1.1451,0.1775134155686123,1.056,0.133,1.3743521594684385,0.0138669828032174,1.214069893197956,0.0090837562918068,1.2107,0.0394,89.279,45.993
1227,203504633,16 28 44.53,-25 54 59.1,,11.6,,6.33,0.0,11.6,6.33,0.6203,0.1565,,,"USco,bronze",maybe,Simbad,1,0.999999,17.93,10.631739238465816,,,-1.954677030191809,0.391,0.028,,0.0138669828032174,0.108946839161805,0.0090837562918068,,,,
1228,203115615,16 28 45.13,-27 12 19.5,,9.82,,5.59,0.86,9.71,4.73,26.171,0.9883,,,"USco,bronze",no,Simbad,1,0.999146,15.3,8.485459238465815,,,,,,,0.0138669828032174,0.3656288666551876,0.0090837562918068,,,,
1231,203919645,16 28 48.43,-24 24 50.3,,11.45,,6.28,1.43,11.26,4.85,,,,,"USco,bronze",no,Simbad,1,0.999997,17.54,10.314042238465817,4856.4,2.7119,-1.3273480620112608,0.61,0.021,0.863979057591623,0.0138669828032174,0.1295001143981887,0.0090837562918068,0.6347,0.0262,124.107,31.664
1232,202800225,16 28 50.18,-28 19 06.7,,8.8,,5.45,1.48,8.61,3.97,,,,,"USco,bronze",no,Simbad,1,0.999991,14.059999,7.608010238465816,4773.0,2.5262,,,,,0.0138669828032174,0.5474819049123526,0.0090837562918068,,,,
1233,204341850,16 28 50.43,-22 42 46.4,,12.63,,7.13,1.94,12.38,5.19,,,,,"USco,bronze",no,Simbad,1,0.999995,19.51,11.883917238465816,3557.1,2.1662,-1.7452103125020104,0.478,0.025,0.320576923076923,0.0138669828032174,,0.0,0.3477,0.0519,93.107,48.113
1234,203992263,16 28 51.39,-24 06 10.8,,11.75,,7.46,2.26,11.46,5.2,,,,,"USco,bronze",no,Simbad,1,0.999996,18.92,11.161826238465814,,,-0.1604968262065967,0.909,,,0.0138669828032174,,0.0,,,,
1236,204570302,16 28 52.79,-21 47 41.2,,10.85,,5.81,0.64,10.77,5.18,3.0356,,,,"USco,bronze",no,Simbad,1,0.999739,16.58,9.490913238465817,,,-1.5237482068374837,0.567,0.021,,0.0138669828032174,0.2098903200760091,0.0090837562918068,,,,
1238,202743203,16 28 55.66,-28 31 43.6,,9.29,,3.82,0.0,9.29,3.82,,,,,"USco,bronze",no,Simbad,1,0.999998,13.11,6.934583238465816,,,,,,,0.0138669828032174,0.7183195404158648,0.0090837562918068,,,,
1241,203840935,16 28 58.37,-24 43 54.8,,11.31,,8.43,3.58,10.85,4.85,,,,,"USco,bronze",no,Simbad,1,0.999999,19.28,11.266701238465814,9191.9,5.679,,,,,0.0138669828032174,,0.0,,,,
1243,203817904,16 28 59.30,-24 49 08.9,14.72,10.04,4.68,4.68,0.56,9.97,4.12,,,,,"USco,bronze",no,Simbad,1,0.999991,14.65,8.420251238465815,,,,,,,0.0138669828032174,0.3770938066889124,0.0090837562918068,,,,
1246,203604427,16 29 08.73,-25 34 24.2,,10.13,,5.5,0.0,10.13,5.5,1.421,,,,"USco,bronze",yes,Simbad,1,0.999019,15.63,8.620464238465816,3461.7,0.7824,-1.3568435343920682,0.656,0.02,0.2698571428571428,0.0138669828032174,0.3419078776023551,0.0090837562918068,0.3522,0.0779,21.566,12.924
1247,202615424,16 29 11.39,-29 00 31.7,,9.95,,5.0,0.7,9.86,4.3,2.8216,3.6911,,,"USco,bronze",no,Simbad,1,0.992964,14.86,8.329059238465815,,,,,,,0.0138669828032174,0.3929711901608733,0.0090837562918068,,,,
1259,202773970,16 29 51.66,-28 24 52.2,,11.18,,6.13,0.94,11.06,5.19,3.6029,,,,"USco,bronze",maybe,Simbad,1,0.999901,17.19,10.001147238465816,3479.6,1.3742,-1.4717262055756444,0.601,0.021,0.2783809523809523,0.0138669828032174,0.1550674872734375,0.0090837562918068,0.3538,0.0739,33.888,21.257
1262,203033414,16 29 57.98,-27 29 24.9,,11.59,,5.38,0.2,11.57,5.18,15.7906,,,,"USco,bronze",no,Simbad,1,0.999783,16.95,10.012666238465815,,,-1.405276073519751,0.555,0.021,,0.0138669828032174,0.154211918727697,0.0090837562918068,,,,
1263,202816688,16 30 01.49,-28 15 29.5,,9.8,,4.75,0.24,9.77,4.5,,,,,"USco,bronze",no,Simbad,1,0.999997,14.52,8.055096238465815,,,,,,,0.0138669828032174,0.4480332067322456,0.0090837562918068,,,,
1264,203956555,16 30 01.92,-24 15 25.7,,11.89,,5.42,0.85,11.78,4.58,11.6646,,,,"USco,bronze",no,Simbad,1,0.999996,17.2,10.319561238465814,,,-0.1982259770878212,0.783,,,0.0138669828032174,0.1291597731982446,0.0090837562918068,,,,
1266,203675505,16 30 11.62,-25 19 33.9,,10.2,,4.49,0.73,10.11,3.76,,,,,"USco,bronze",no,Simbad,1,0.999996,14.599999,8.385476238465815,,,,,,,0.0138669828032174,0.383012265517286,0.0090837562918068,,,,
1267,202911961,16 30 15.67,-27 54 58.5,6.89,6.36,0.53,0.53,0.79,6.26,-0.25,,,,,"USco,bronze",no,Simbad,1,0.999855,6.79,1.2481802384658156,,,1.7739418626700447,1.981,0.382,,0.0138669828032174,,0.0,,,,
1268,202638454,16 30 20.08,-28 55 18.1,,11.77,,6.93,0.44,11.72,6.49,0.2487,0.4455,,,"USco,bronze",no,Simbad,1,0.999999,18.65,10.918600238465814,,,-1.862962557218858,0.472,0.022,,0.0138669828032174,,0.0,,,,
1269,203125449,16 30 24.14,-27 10 17.9,,10.94,,5.92,0.83,10.83,5.09,2.6582,,,,"USco,bronze",no,Simbad,1,0.999442,16.75,9.670572238465816,3482.3,1.1989,-1.4013189112280835,0.626,0.021,0.2796666666666667,0.0138669828032174,0.1874853465175878,0.0090837562918068,0.3632,0.0769,27.576,16.911
1270,203642025,16 30 44.69,-25 26 34.1,,10.8,,4.98,0.95,10.68,4.03,1.3495,,,,"USco,bronze",no,Simbad,1,0.999324,15.66,9.385793238465816,,,-1.489454978528198,0.586,0.021,,0.0138669828032174,0.2248977482889977,0.0090837562918068,,,,
1271,203108627,16 30 49.62,-27 13 46.8,,11.38,,6.34,0.64,11.3,5.69,1.2221,,,,"USco,bronze",no,Simbad,1,0.999992,17.64,10.288900238465816,3428.0,1.2978,-1.6110112028148982,0.548,0.021,0.2538095238095238,0.0138669828032174,0.131476164886911,0.0090837562918068,0.3084,0.0698,40.354,26.236
1272,205125047,16 30 56.32,-19 16 48.5,,12.11,,6.9,1.49,11.92,5.4,,,,,"USco,bronze",yes,Simbad,1,0.999991,18.82,11.283015238465817,4562.6,2.6045,-1.5057062355729658,0.535,0.023,1.0,0.0138669828032174,,0.0,0.5584,0.0253,133.752,30.818
1275,205173226,16 31 16.21,-19 02 13.4,,11.02,,6.34,1.54,10.82,4.8,,,,,"USco,bronze",no,Simbad,1,0.999999,17.16,9.924288238465817,,,-0.0119451920216377,0.854,,,0.0138669828032174,0.1615629088101811,0.0090837562918068,,,,
1276,204914113,16 31 16.58,-20 17 26.2,,8.64,,4.24,0.04,8.63,4.21,,,,,"USco,bronze",no,Simbad,1,0.999998,12.87,6.581458238465816,,,,,,,0.0138669828032174,0.8113906831093991,0.0090837562918068,,,,
1277,203122134,16 31 18.67,-27 10 58.8,,11.35,,6.08,0.54,11.28,5.54,0.9875,,,,"USco,bronze",maybe,Simbad,1,0.999981,17.36,10.135603238465816,3418.6,0.9636,-1.6655462375838794,0.518,0.021,0.2493333333333333,0.0138669828032174,0.1439153710147665,0.0090837562918068,0.2987,0.0681,45.604,29.908
1278,205165393,16 31 28.81,-19 04 37.8,,10.68,,5.94,1.19,10.53,4.75,7.5096,,,,"USco,bronze",no,Simbad,1,0.999999,16.47,9.383147238465815,5795.0,3.1527,-1.0841782293729636,0.483,,1.2,0.0138669828032174,0.2250608919216022,0.0090837562918068,0.7588,0.0265,115.157,34.65
1279,205526761,16 31 31.54,-16 59 53.0,,8.19,,3.5,1.35,8.02,2.15,,,,,"USco,bronze",no,Simbad,1,0.999997,11.52,5.591079238465815,,,,,,,0.0138669828032174,1.048699646248554,0.0090837562918068,,,,
1280,202676865,16 31 43.60,-28 46 35.3,,11.0,,5.82,0.4,10.95,5.43,0.4049,,,,"USco,bronze",no,Simbad,1,0.99989,16.77,9.661447238465817,3410.6,0.9507,-1.508498233270164,0.591,0.021,0.2455238095238094,0.0138669828032174,0.1884629538816666,0.0090837562918068,0.3039,0.0719,26.491,16.451
1283,205073944,16 32 28.42,-19 32 00.0,,11.32,,4.93,0.6,11.25,4.33,,,,,"USco,bronze",no,Simbad,1,0.999995,16.18,9.663871238465816,,,,,,,0.0138669828032174,0.1883378676115023,0.0090837562918068,,,,
1284,204377731,16 32 32.53,-22 34 21.6,,9.83,,5.48,0.45,9.77,5.02,4.4576,,,,"USco,bronze",no,Simbad,1,0.99885,15.25,8.459382238465816,3526.3,1.0572,-1.0094835396845656,0.341,0.118,0.3008333333333334,0.0138669828032174,0.3702682868992188,0.0090837562918068,0.4129,0.0892,9.068,5.171
1285,204474909,16 32 59.40,-22 11 22.8,,11.94,,6.4,2.15,11.66,4.24,16.6278,,,,"USco,bronze",no,Simbad,1,0.999911,18.06,10.854161238465814,3879.3,1.8062,-1.5253467549079098,0.536,0.022,0.5298351648351649,0.0138669828032174,,0.0,0.4877,0.0331,124.763,44.37
1286,204438478,16 33 02.14,-22 20 04.1,,10.9,,5.15,0.99,10.78,4.16,14.6696,,,,"USco,bronze",no,Simbad,1,0.991951,15.93,9.471903238465815,,,,,,,0.0138669828032174,0.2126010894012027,0.0090837562918068,,,,
1287,205123210,16 33 02.50,-19 17 22.0,,11.51,,5.77,0.92,11.39,4.86,,,,,"USco,bronze",no,Simbad,1,0.999998,17.16,10.125676238465816,6195.7,3.3479,-0.2012941235835778,0.783,,1.4,0.0138669828032174,0.1447075678936737,0.0090837562918068,1.0477,0.0321,97.41,42.863
1291,202972156,16 33 58.75,-27 42 16.7,,9.3,,4.98,0.41,9.24,4.56,,,,,"USco,bronze",no,Simbad,1,0.999996,14.219999,7.477371238465816,4976.3,1.8856,,,,,0.0138669828032174,0.5793718233759332,0.0090837562918068,,,,
1293,202619356,16 34 17.86,-28 59 37.4,,9.21,,4.3,0.31,9.17,3.99,11.7302,,,,"USco,bronze",no,Simbad,1,0.999997,13.47,7.211232238465815,5184.2,1.844,,,,,0.0138669828032174,0.6468120679973379,0.0090837562918068,,,,
1294,204543256,16 34 22.40,-21 54 31.0,,9.09,,4.71,0.29,9.05,4.42,,,,,"USco,bronze",no,Simbad,1,0.999996,13.76,7.401866238465816,,,,,,,0.0138669828032174,0.5977505363254723,0.0090837562918068,,,,
1295,205431449,16 34 27.74,-17 37 31.6,,11.75,,5.37,0.0,11.75,5.37,0.4629,0.1987,,,"USco,bronze",no,Simbad,1,0.999146,17.119999,10.167831238465816,3323.0,0.7077,-1.8867253036567428,0.368,0.021,0.2038095238095238,0.0138669828032174,0.1413243012606862,0.0090837562918068,0.2276,0.0578,52.335,33.946
1298,205567400,16 34 53.36,-16 42 49.5,,10.77,,5.1,0.7,10.68,4.4,,,,,"USco,bronze",no,Simbad,1,0.999999,15.780001,9.237727238465816,,,,,,,0.0138669828032174,0.2457304986473997,0.0090837562918068,,,,
1299,202687442,16 34 58.64,-28 44 10.4,,11.59,,5.8,0.7,11.5,5.1,0.5727,,,,"USco,bronze",no,Simbad,1,0.999977,17.3,10.244125238465816,3337.7,0.7499,-1.7142177392373197,0.491,0.021,0.2108095238095237,0.0138669828032174,0.1350113208346456,0.0090837562918068,0.246,0.065,33.979,22.34
1302,204396558,16 35 23.82,-22 29 54.8,,9.55,,5.35,0.89,9.44,4.46,,,,,"USco,bronze",no,Simbad,1,0.999997,14.789999,7.941381238465816,,,,,,,0.0138669828032174,0.4716070238993683,0.0090837562918068,,,,
1303,204226809,16 35 42.08,-23 10 04.1,,9.86,,4.84,0.98,9.74,3.86,,,,,"USco,bronze",no,Simbad,1,0.999997,14.58,8.219496238465815,,,,,,,0.0138669828032174,0.4145804209654418,0.0090837562918068,,,,
1304,203130129,16 35 44.70,-27 09 20.4,,11.56,,5.67,0.0,11.56,5.67,1.6122,,,,"USco,bronze",no,Simbad,1,0.999726,17.23,10.146865238465816,3341.9,0.7738,-1.6831912368262465,0.487,0.021,0.2128095238095238,0.0138669828032174,0.1431129875823859,0.0090837562918068,0.25,0.0657,31.553,20.572
1308,205435449,16 36 44.44,-17 36 01.4,,10.01,,5.13,0.7,9.92,4.43,5.9497,,,,"USco,bronze",no,Simbad,2,1e-06,15.05,8.321977238465815,3615.9,0.8455,-0.9739572899363036,0.46,0.087,0.3582692307692308,0.0138669828032174,0.3940876663556582,0.0090837562918068,0.4841,0.0855,11.608,6.214
1309,204716087,16 36 49.93,-21 10 26.5,,11.36,,5.32,1.02,11.23,4.3,11.4477,,,,"USco,bronze",no,Simbad,1,0.999146,16.55,9.735951238465816,3740.9,1.0998,-1.4555598637759768,0.53,0.021,0.4415972222222223,0.0138669828032174,0.1799999547385833,0.0090837562918068,0.483,0.0416,96.405,48.851
1310,203135082,16 36 52.88,-27 08 18.6,10.14,8.1,2.04,2.04,0.57,8.03,1.47,1.6062,0.7775,,,"USco,bronze",no,Simbad,1,0.999858,10.07,4.245876238465815,5773.9,0.4224,0.3995110306000579,0.918,0.116,1.1375862068965517,0.0138669828032174,,0.0,1.2669,0.0733,19.74,8.589
1311,205075874,16 38 28.57,-19 31 26.0,10.13,8.3,1.83,1.83,1.1,8.16,0.73,0.8868,0.8111,,,"USco,bronze",no,Simbad,1,0.999988,9.99,4.346787238465815,7120.6,0.9167,0.5339664073964477,0.986,0.238,1.5,0.0138669828032174,1.2983580266118466,0.0090837562918068,1.3789,0.0208,77.164,46.363
1,204451363,15 54 39.31,-22 17 01.5,,10.7,,6.07,0.75,10.6,5.32,2.0621,,,,"USco,bronze",no,Simbad,1,0.999617,16.67,9.382096238465817,3488.4,1.0183,-1.4355706520984624,0.621,0.021,0.2825714285714286,0.0138669828032174,0.2254301546454183,0.0090837562918068,0.3638,0.0754,31.679,19.705
2,205104403,15 55 00.36,-19 22 58.5,5.96,5.84,0.11,0.11,0.71,5.75,-0.6,0.5297,0.6897,0.5166,,"USco,bronze",no,Simbad,1,0.999557,5.86,0.4493152384658154,12572.5,0.3458,,,,,0.0138669828032174,,0.0,,,,
4,204227785,15 55 02.16,-23 09 49.9,,10.75,,5.32,0.49,10.69,4.82,3.497,,,,"USco,bronze",no,Simbad,1,0.99987,16.01,9.429964238465816,3483.2,1.1056,-1.4727568741708752,0.608,0.021,0.280095238095238,0.0138669828032174,0.2186077341119436,0.0090837562918068,0.3561,0.0738,34.637,21.759
