Unnamed: 0,recno,RAJ2000_x,DEJ2000_x,i'mag_x,Per_x,Power_x,l_FAP_x,FAP_x,Amp_x,M13_Mass,bin_x,Vmag_x,Icmag_x,Jmag_x,Hmag_x,Kmag_x,Mmb_x,XH_x,PSS_x,M13_single,M13_Mass_calc,M13_Mass_e,RAJ2000_y,DEJ2000_y,i'mag_y,Per_y,Power_y,l_FAP_y,FAP_y,Amp_y,bin_y,Vmag_y,Icmag_y,Jmag_y,Hmag_y,Kmag_y,Mmb_y,XH_y,PSS_y,Tess_single,Tess_Mass,s_Mass,s_Lum,logL,Teff,Tess_Mass_calc,Tess_Mass_e,Age_calc (Myr),Age_e (Myr),Mass_calc,Mass_e
177,179,02 19 03.46,+57 12 40.5,20.02,0.437,259.9,<,0.001,0.084,0.47,1,22.59,19.44,17.47,16.63,4.521360819912033,1.0,,0.999997,1,0.5627626713522474,0.0037941954566645,02 19 03.46,+57 12 40.5,20.02,0.437,259.9,<,0.001,0.084,1.0,22.59,19.44,17.47,16.63,16.33,1.0,,0.999997,1.0,,,,,,,0.0186945933377917,,,,
178,180,02 18 19.44,+57 11 47.9,19.56,0.61,259.9,<,0.001,0.054,0.6,1,21.79,18.96,17.23,16.42,4.341360819912033,1.0,,0.999995,1,0.6289395069889043,0.0037941954566645,02 18 19.44,+57 11 47.9,19.56,0.61,259.9,<,0.001,0.054,1.0,21.79,18.96,17.23,16.42,16.15,1.0,,0.999995,1.0,,,,,,,0.0186945933377917,,,,
179,181,02 19 50.82,+57 04 07.3,18.31,1.85,259.9,<,0.001,0.018,1.0,1,19.8,17.87,16.39,15.64,3.591360819912035,1.0,,0.999995,1,0.9250193394515696,0.0037941954566645,02 19 50.82,+57 04 07.3,18.31,1.85,259.9,<,0.001,0.018,1.0,19.8,17.87,16.39,15.64,15.4,1.0,,0.999995,1.0,,,,,,,0.0186945933377917,,,,
180,182,02 18 33.69,+57 10 17.6,19.79,5.49,259.8,<,0.001,0.054,0.52,1,,,17.5,16.74,4.641360819912034,,,0.999989,1,0.5182979044394612,0.0037941954566645,02 18 33.69,+57 10 17.6,19.79,5.49,259.8,<,0.001,0.054,1.0,,,17.5,16.74,16.45,,,0.999989,1.0,,,,,,,0.0186945933377917,,,,
181,183,02 17 56.64,+57 10 14.1,18.33,3.11,259.5,<,0.001,0.031,1.0,2,,,16.01,15.21,3.1113608199120346,,,0.999961,1,1.1075726353403044,0.0037941954566645,02 17 56.64,+57 10 14.1,18.33,3.11,259.5,<,0.001,0.031,2.0,,,16.01,15.21,14.92,,,0.999961,1.0,,,,,,,0.0186945933377917,,,,
182,184,02 18 26.33,+57 05 20.2,18.4,3.19,259.3,<,0.001,0.028,0.98,1,19.85,17.91,16.5,15.72,3.671360819912035,1.0,,0.999998,1,0.8917908695982071,0.0037941954566645,02 18 26.33,+57 05 20.2,18.4,3.19,259.3,<,0.001,0.028,1.0,19.85,17.91,16.5,15.72,15.48,1.0,,0.999998,1.0,0.69,,,-0.926354954486848,,,0.0186945933377917,,,,
183,185,02 19 48.85,+57 01 23.6,18.72,0.494,258.9,<,0.001,0.025,0.88,2,20.54,18.13,16.37,15.59,3.5213608199120348,1.0,,0.999984,1,0.9560119390337206,0.0037941954566645,02 19 48.85,+57 01 23.6,18.72,0.494,258.9,<,0.001,0.025,2.0,20.54,18.13,16.37,15.59,15.33,1.0,,0.999984,1.0,,,,,,,0.0186945933377917,,,,
184,186,02 19 17.88,+57 13 52.5,19.39,0.436,258.5,<,0.001,0.043,0.65,1,21.34,18.85,17.07,16.27,4.161360819912035,1.0,,0.999989,1,0.6954441086523276,0.0037941954566645,02 19 17.88,+57 13 52.5,19.39,0.436,258.5,<,0.001,0.043,1.0,21.34,18.85,17.07,16.27,15.97,1.0,,0.999989,1.0,,,,,,,0.0186945933377917,,,,
185,187,02 18 49.60,+57 08 59.0,17.06,3.38,257.1,<,0.001,0.021,1.25,2,18.33,16.64,15.44,14.78,2.7413608199120354,3.0,X,0.999989,1,1.2103618368910756,0.0037941954566645,02 18 49.60,+57 08 59.0,17.06,3.38,257.1,<,0.001,0.021,2.0,18.33,16.64,15.44,14.78,14.55,3.0,X,0.999989,1.0,0.79,,,-0.1507710541155112,4592.9,1.1,0.0186945933377917,6.99,3.14,1.0942,0.0737
186,188,02 18 34.89,+57 09 39.8,17.11,0.553,255.9,<,0.001,0.01,1.25,1,18.27,16.71,15.54,14.92,2.9013608199120355,3.0,X,0.999996,1,1.16817649290264,0.0037941954566645,02 18 34.89,+57 09 39.8,17.11,0.553,255.9,<,0.001,0.01,1.0,18.27,16.71,15.54,14.92,14.71,3.0,X,0.999996,1.0,0.79,,,-0.4247082140451803,4888.7,0.8724345549738219,0.0186945933377917,55.646,34.468,0.8667,0.0488
187,189,02 18 11.77,+57 10 34.3,17.09,1.19,255.3,<,0.001,0.024,1.24,2,18.44,16.69,15.36,14.63,2.6113608199120346,3.0,X,0.999993,1,1.2360373620808407,0.0037941954566645,02 18 11.77,+57 10 34.3,17.09,1.19,255.3,<,0.001,0.024,2.0,18.44,16.69,15.36,14.63,14.42,3.0,X,0.999993,1.0,,,,,4446.2,,0.0186945933377917,,,,
188,190,02 19 07.96,+57 06 51.5,17.46,3.36,254.4,<,0.001,0.035,1.19,1,,,15.82,15.28,3.2813608199120345,,X,0.999994,1,1.0490148575950438,0.0037941954566645,02 19 07.96,+57 06 51.5,17.46,3.36,254.4,<,0.001,0.035,1.0,,,15.82,15.28,15.09,,X,0.999994,1.0,,,,,4661.9,,0.0186945933377917,,,,
189,191,02 19 05.66,+57 00 39.6,17.8,6.9,253.5,<,0.001,0.019,1.12,1,19.13,17.36,16.01,15.3,3.311360819912034,1.0,X,0.999989,1,1.0383005614872831,0.0037941954566645,02 19 05.66,+57 00 39.6,17.8,6.9,253.5,<,0.001,0.019,1.0,19.13,17.36,16.01,15.3,15.12,1.0,X,0.999989,1.0,0.69,,,-0.4214524713668477,3832.1,0.5039010989010988,0.0186945933377917,2.738,1.173,0.5719,0.0877
190,192,02 19 03.23,+57 01 20.5,17.49,0.638,252.9,<,0.001,0.02,1.18,1,18.8,17.01,15.73,15.07,3.061360819912034,3.0,,0.999993,1,1.1218530770342725,0.0037941954566645,02 19 03.23,+57 01 20.5,17.49,0.638,252.9,<,0.001,0.02,1.0,18.8,17.01,15.73,15.07,14.87,3.0,,0.999993,1.0,0.71,,,-0.6371030321974557,4246.1,0.6960240963855423,0.0186945933377917,18.977,9.571,0.7948,0.0534
191,193,02 19 07.57,+57 06 09.2,15.97,0.467,252.9,<,0.001,0.018,1.41,2,16.92,15.52,14.55,14.08,2.131360819912034,3.0,X,0.999995,1,,0.0,02 19 07.57,+57 06 09.2,15.97,0.467,252.9,<,0.001,0.018,2.0,16.92,15.52,14.55,14.08,13.94,3.0,X,0.999995,1.0,0.93,,,0.4657961268929154,5179.0,1.1,0.0186945933377917,6.299,5.492,1.3688,0.0434
192,194,02 18 19.29,+57 03 43.2,18.49,0.816,252.7,<,0.001,0.03,0.95,1,20.13,17.99,16.44,15.63,3.601360819912035,1.0,X,0.999994,1,0.9216487094480588,0.0037941954566645,02 18 19.29,+57 03 43.2,18.49,0.816,252.7,<,0.001,0.03,1.0,20.13,17.99,16.44,15.63,15.41,1.0,X,0.999994,1.0,,,,,,,0.0186945933377917,,,,
193,195,02 19 00.64,+57 10 20.1,16.96,0.814,252.2,<,0.001,0.049,1.27,2,18.1,16.51,15.41,14.72,2.681360819912035,3.0,X,0.999993,1,1.2210643621565882,0.0037941954566645,02 19 00.64,+57 10 20.1,16.96,0.814,252.2,<,0.001,0.049,2.0,18.1,16.51,15.41,14.72,14.49,3.0,X,0.999993,1.0,0.88,,,0.1819235821921949,4880.2,0.8702094240837697,0.0186945933377917,4.876,2.526,1.3238,0.0645
194,196,02 19 22.49,+57 13 19.5,19.61,2.13,252.1,<,0.001,0.074,0.59,1,21.67,19.05,17.23,16.4,4.291360819912036,1.0,,0.999999,1,0.6472930394043248,0.0037941954566645,02 19 22.49,+57 13 19.5,19.61,2.13,252.1,<,0.001,0.074,1.0,21.67,19.05,17.23,16.4,16.1,1.0,,0.999999,1.0,,,,,,,0.0186945933377917,,,,
195,197,02 18 10.61,+57 16 28.0,18.29,8.0,251.3,<,0.001,0.032,1.0,2,20.12,17.71,16.12,15.28,3.2013608199120345,0.0,,0.999986,1,1.078518321381916,0.0037941954566645,02 18 10.61,+57 16 28.0,18.29,8.0,251.3,<,0.001,0.032,2.0,20.12,17.71,16.12,15.28,15.01,0.0,,0.999986,1.0,,,,,,,0.0186945933377917,,,,
196,198,02 19 46.25,+57 11 48.8,19.42,11.8,249.0,<,0.001,0.041,0.64,2,21.75,18.8,16.93,16.13,4.011360819912035,1.0,,0.999997,1,0.7550697321509284,0.0037941954566645,02 19 46.25,+57 11 48.8,19.42,11.8,249.0,<,0.001,0.041,2.0,21.75,18.8,16.93,16.13,15.82,1.0,,0.999997,1.0,,,,,,,0.0186945933377917,,,,
197,199,02 19 35.50,+57 07 00.6,18.69,3.5,248.9,<,0.001,0.034,0.89,1,20.35,18.12,16.6,15.76,3.731360819912034,1.0,X,0.999993,1,0.8671778299821539,0.0037941954566645,02 19 35.50,+57 07 00.6,18.69,3.5,248.9,<,0.001,0.034,1.0,20.35,18.12,16.6,15.76,15.54,1.0,X,0.999993,1.0,,,,,,,0.0186945933377917,,,,
198,200,02 18 49.89,+57 01 12.8,17.09,3.12,248.2,<,0.001,0.011,1.25,1,18.23,16.75,15.56,14.94,2.9913608199120354,3.0,X,0.999994,1,1.1419029016405813,0.0037941954566645,02 18 49.89,+57 01 12.8,17.09,3.12,248.2,<,0.001,0.011,1.0,18.23,16.75,15.56,14.94,14.8,3.0,X,0.999994,1.0,0.79,,,-0.1546538625885914,4556.5,1.2,0.0186945933377917,6.454,2.912,1.0809,0.0781
199,201,02 19 40.12,+57 03 55.4,18.58,0.418,247.1,<,0.001,0.025,0.93,2,20.27,17.99,16.32,15.5,3.431360819912035,1.0,X,0.999987,1,0.9955916384586267,0.0037941954566645,02 19 40.12,+57 03 55.4,18.58,0.418,247.1,<,0.001,0.025,2.0,20.27,17.99,16.32,15.5,15.24,1.0,X,0.999987,1.0,,,,,,,0.0186945933377917,,,,
200,202,02 19 48.81,+57 05 26.3,18.1,0.33,247.0,<,0.001,0.043,1.05,1,19.57,17.63,16.25,15.44,3.4413608199120347,1.0,,0.999997,1,0.9909684812736383,0.0037941954566645,02 19 48.81,+57 05 26.3,18.1,0.33,247.0,<,0.001,0.043,1.0,19.57,17.63,16.25,15.44,15.25,1.0,,0.999997,1.0,0.72,,,-0.6862171168448029,3722.7,0.4289583333333332,0.0186945933377917,5.35,2.572,0.5286,0.0886
201,203,02 19 26.52,+57 12 31.7,18.59,0.281,246.6,<,0.001,0.027,0.92,1,20.19,18.1,16.47,15.7,3.631360819912034,1.0,,0.999996,1,0.908128379213397,0.0037941954566645,02 19 26.52,+57 12 31.7,18.59,0.281,246.6,<,0.001,0.027,1.0,20.19,18.1,16.47,15.7,15.44,1.0,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
202,204,02 18 43.18,+57 07 23.1,17.19,1.88,246.2,<,0.001,0.036,1.19,1,18.26,16.7,15.64,15.01,2.931360819912035,3.0,X,0.999986,1,1.159293180421997,0.0037941954566645,02 18 43.18,+57 07 23.1,17.19,1.88,246.2,<,0.001,0.036,1.0,18.26,16.7,15.64,15.01,14.74,3.0,X,0.999986,1.0,0.77,,,-0.5099431478540716,,,0.0186945933377917,,,,
203,205,02 19 25.15,+57 09 48.3,17.01,1.19,246.1,<,0.001,0.024,1.26,2,18.13,16.6,15.4,14.77,2.731360819912034,3.0,X,0.999995,1,1.2112249046032435,0.0037941954566645,02 19 25.15,+57 09 48.3,17.01,1.19,246.1,<,0.001,0.024,2.0,18.13,16.6,15.4,14.77,14.54,3.0,X,0.999995,1.0,0.81,,,-0.2502405020702186,4545.6,0.9,0.0186945933377917,8.869,4.053,1.0309,0.0651
204,206,02 19 25.79,+57 05 25.3,18.77,0.297,245.9,<,0.001,0.044,0.86,1,20.55,18.3,16.69,15.84,3.801360819912034,1.0,,0.999988,1,0.8390133960984504,0.0037941954566645,02 19 25.79,+57 05 25.3,18.77,0.297,245.9,<,0.001,0.044,1.0,20.55,18.3,16.69,15.84,15.61,1.0,,0.999988,1.0,,,,,,,0.0186945933377917,,,,
205,207,02 19 51.89,+57 15 05.1,18.79,0.348,245.8,<,0.001,0.027,0.84,2,,,16.46,15.66,3.5413608199120343,,,0.999977,1,0.9467314065001564,0.0037941954566645,02 19 51.89,+57 15 05.1,18.79,0.348,245.8,<,0.001,0.027,2.0,,,16.46,15.66,15.35,,,0.999977,1.0,,,,,,,0.0186945933377917,,,,
206,208,02 19 14.75,+57 04 29.6,15.72,0.808,245.5,<,0.001,0.024,1.54,1,16.41,15.37,14.61,14.23,2.3213608199120355,3.0,,0.999997,1,1.2942950677063436,0.0037941954566645,02 19 14.75,+57 04 29.6,15.72,0.808,245.5,<,0.001,0.024,1.0,16.41,15.37,14.61,14.23,14.13,3.0,,0.999997,1.0,1.17,,,0.5873045356193138,8379.9,1.5,0.0186945933377917,91.372,45.471,1.3932,0.0099
207,209,02 19 42.06,+57 06 04.9,18.93,7.14,245.2,<,0.001,0.028,0.81,1,20.57,18.37,16.88,16.07,4.061360819912034,1.0,,0.999996,1,0.7355801030399812,0.0037941954566645,02 19 42.06,+57 06 04.9,18.93,7.14,245.2,<,0.001,0.028,1.0,20.57,18.37,16.88,16.07,15.87,1.0,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
208,210,02 18 51.92,+57 06 56.7,18.21,4.95,245.1,<,0.001,0.078,1.02,1,19.72,17.74,16.43,15.67,3.711360819912034,1.0,X,0.999998,1,0.8758303919827325,0.0037941954566645,02 18 51.92,+57 06 56.7,18.21,4.95,245.1,<,0.001,0.078,1.0,19.72,17.74,16.43,15.67,15.52,1.0,X,0.999998,1.0,,,,,3890.6,,0.0186945933377917,,,,
209,211,02 19 13.91,+57 05 32.1,18.41,7.46,245.0,<,0.001,0.04,0.97,1,19.86,17.88,16.48,15.76,3.751360819912035,1.0,X,0.999993,1,0.8599187942822623,0.0037941954566645,02 19 13.91,+57 05 32.1,18.41,7.46,245.0,<,0.001,0.04,1.0,19.86,17.88,16.48,15.76,15.56,1.0,X,0.999993,1.0,,,,,,,0.0186945933377917,,,,
210,212,02 19 11.89,+57 16 01.4,19.02,11.0,244.8,<,0.001,0.046,0.78,1,20.7,18.44,16.96,16.11,4.071360819912036,1.0,,0.999994,1,0.7317190527415853,0.0037941954566645,02 19 11.89,+57 16 01.4,19.02,11.0,244.8,<,0.001,0.046,1.0,20.7,18.44,16.96,16.11,15.88,1.0,,0.999994,1.0,,,,,,,0.0186945933377917,,,,
211,213,02 19 46.03,+57 00 48.3,18.54,5.65,244.5,<,0.001,0.026,0.94,1,19.99,17.98,16.65,15.9,3.8613608199120346,1.0,,0.999993,1,0.815267891525459,0.0037941954566645,02 19 46.03,+57 00 48.3,18.54,5.65,244.5,<,0.001,0.026,1.0,19.99,17.98,16.65,15.9,15.67,1.0,,0.999993,1.0,,,,,,,0.0186945933377917,,,,
212,214,02 19 24.51,+57 01 53.3,16.76,0.334,244.3,<,0.001,0.039,1.3,2,17.87,16.34,15.18,14.52,2.5313608199120345,3.0,,0.999988,1,1.252027562241279,0.0037941954566645,02 19 24.51,+57 01 53.3,16.76,0.334,244.3,<,0.001,0.039,2.0,17.87,16.34,15.18,14.52,14.34,3.0,,0.999988,1.0,0.74,,,-0.0306167075552936,4404.5,1.1,0.0186945933377917,2.911,1.288,1.0133,0.1263
213,215,02 19 59.96,+57 10 12.4,16.02,0.0663,242.2,<,0.001,0.004,1.39,1,16.95,15.59,14.66,14.25,2.231360819912034,3.0,,0.999999,1,,0.0,02 19 59.96,+57 10 12.4,16.02,0.0663,242.2,<,0.001,0.004,1.0,16.95,15.59,14.66,14.25,14.04,3.0,,0.999999,1.0,,,,,,,0.0186945933377917,,,,
214,216,02 19 26.64,+57 11 05.4,18.48,2.66,240.4,<,0.001,0.03,0.95,1,19.98,18.01,16.52,15.76,3.7013608199120345,1.0,X,0.999994,1,0.8799376642320728,0.0037941954566645,02 19 26.64,+57 11 05.4,18.48,2.66,240.4,<,0.001,0.03,1.0,19.98,18.01,16.52,15.76,15.51,1.0,X,0.999994,1.0,,,,,,,0.0186945933377917,,,,
215,217,02 19 17.42,+57 13 52.9,19.96,0.454,239.7,<,0.001,0.094,0.49,1,,,17.47,16.61,4.501360819912033,,,0.999985,1,0.5701510363846352,0.0037941954566645,02 19 17.42,+57 13 52.9,19.96,0.454,239.7,<,0.001,0.094,1.0,,,17.47,16.61,16.31,,,0.999985,1.0,,,,,,,0.0186945933377917,,,,
216,218,02 18 22.22,+57 04 47.4,17.15,4.31,238.6,<,0.001,0.012,1.24,1,18.27,16.8,15.69,15.11,3.141360819912034,3.0,,0.999996,1,1.0987964960246517,0.0037941954566645,02 18 22.22,+57 04 47.4,17.15,4.31,238.6,<,0.001,0.012,1.0,18.27,16.8,15.69,15.11,14.95,3.0,,0.999996,1.0,0.79,,,-0.4910664739499672,4286.0,0.7084269662921348,0.0186945933377917,11.807,5.496,0.8653,0.0623
217,219,02 19 50.27,+57 06 48.6,18.88,5.56,237.3,<,0.001,0.025,0.82,1,20.54,18.27,16.77,15.98,3.9513608199120345,1.0,,0.999991,1,0.7798801453968417,0.0037941954566645,02 19 50.27,+57 06 48.6,18.88,5.56,237.3,<,0.001,0.025,1.0,20.54,18.27,16.77,15.98,15.76,1.0,,0.999991,1.0,,,,,,,0.0186945933377917,,,,
218,220,02 19 50.24,+57 06 17.1,17.93,4.76,237.3,<,0.001,0.024,1.1,1,19.43,17.53,16.01,15.29,3.2913608199120343,1.0,X,0.999998,1,1.0459793014991836,0.0037941954566645,02 19 50.24,+57 06 17.1,17.93,4.76,237.3,<,0.001,0.024,1.0,19.43,17.53,16.01,15.29,15.1,1.0,X,0.999998,1.0,0.75,,,-0.5747919488613437,3797.8,0.4811111111111112,0.0186945933377917,4.331,1.994,0.5661,0.0894
219,221,02 19 55.75,+57 06 50.9,18.27,5.41,235.7,<,0.001,0.026,1.01,1,19.62,17.72,16.32,15.61,3.601360819912035,1.0,X,0.999998,1,0.9216487094480588,0.0037941954566645,02 19 55.75,+57 06 50.9,18.27,5.41,235.7,<,0.001,0.026,1.0,19.62,17.72,16.32,15.61,15.41,1.0,X,0.999998,1.0,0.73,,,-0.4421801224092083,3637.2,0.3719230769230768,0.0186945933377917,1.836,0.713,0.446,0.0754
220,222,02 19 06.28,+57 08 37.6,17.43,0.415,235.6,<,0.001,0.055,1.19,1,,,15.69,15.09,3.0213608199120348,,X,0.999994,1,1.133294297804721,0.0037941954566645,02 19 06.28,+57 08 37.6,17.43,0.415,235.6,<,0.001,0.055,1.0,,,15.69,15.09,14.83,,X,0.999994,1.0,,,,,3827.9,,0.0186945933377917,,,,
221,223,02 18 32.15,+57 08 39.8,18.36,5.21,235.4,<,0.001,0.026,0.99,1,,,16.51,15.75,3.681360819912035,,,0.999977,1,0.8873747906990765,0.0037941954566645,02 18 32.15,+57 08 39.8,18.36,5.21,235.4,<,0.001,0.026,1.0,,,16.51,15.75,15.49,,,0.999977,1.0,,,,,,,0.0186945933377917,,,,
222,224,02 18 07.55,+57 06 54.4,18.29,2.4,235.3,<,0.001,0.028,1.0,1,19.79,17.82,16.45,15.69,3.651360819912036,1.0,,0.999997,1,0.8990916506072822,0.0037941954566645,02 18 07.55,+57 06 54.4,18.29,2.4,235.3,<,0.001,0.028,1.0,19.79,17.82,16.45,15.69,15.46,1.0,,0.999997,1.0,0.71,,,-0.7073231328148841,3670.3,0.3931410256410257,0.0186945933377917,4.93,2.45,0.4929,0.0895
223,225,02 19 40.42,+56 59 43.3,16.83,4.9,235.3,<,0.001,0.016,1.29,1,,,15.48,14.95,2.9413608199120347,,,0.999995,1,1.1563695442167925,0.0037941954566645,02 19 40.42,+56 59 43.3,16.83,4.9,235.3,<,0.001,0.016,1.0,,,15.48,14.95,14.75,,,0.999995,1.0,,,,,,,0.0186945933377917,,,,
224,226,02 18 07.33,+57 09 20.9,19.17,0.755,235.2,<,0.001,0.038,0.73,1,,,17.0,16.14,4.071360819912036,,,0.999997,1,0.7317190527415853,0.0037941954566645,02 18 07.33,+57 09 20.9,19.17,0.755,235.2,<,0.001,0.038,1.0,,,17.0,16.14,15.88,,,0.999997,1.0,,,,,,,0.0186945933377917,,,,
225,227,02 18 51.80,+57 11 14.9,16.06,0.369,233.8,<,0.001,0.007,1.39,2,17.11,15.61,14.57,13.98,1.9513608199120345,3.0,X,0.999994,1,,0.0,02 18 51.80,+57 11 14.9,16.06,0.369,233.8,<,0.001,0.007,2.0,17.11,15.61,14.57,13.98,13.76,3.0,X,0.999994,1.0,,,,,,,0.0186945933377917,,,,
226,228,02 19 41.01,+57 10 07.9,19.33,0.342,232.4,<,0.001,0.035,0.67,2,,,16.78,15.96,3.851360819912035,,,0.999997,1,0.8194279458602535,0.0037941954566645,02 19 41.01,+57 10 07.9,19.33,0.342,232.4,<,0.001,0.035,2.0,,,16.78,15.96,15.66,,,0.999997,1.0,,,,,,,0.0186945933377917,,,,
227,229,02 18 43.78,+57 08 42.3,18.88,6.45,231.7,<,0.001,0.053,0.82,1,,,16.95,16.21,4.081360819912035,,,0.999983,1,0.7278104727639454,0.0037941954566645,02 18 43.78,+57 08 42.3,18.88,6.45,231.7,<,0.001,0.053,1.0,,,16.95,16.21,15.89,,,0.999983,1.0,,,,,,,0.0186945933377917,,,,
228,230,02 19 35.44,+57 11 18.4,16.64,3.36,231.0,<,0.001,0.012,1.32,1,17.64,16.23,15.16,14.63,2.641360819912034,3.0,X,0.999996,1,1.2297771188824966,0.0037941954566645,02 19 35.44,+57 11 18.4,16.64,3.36,231.0,<,0.001,0.012,1.0,17.64,16.23,15.16,14.63,14.45,3.0,X,0.999996,1.0,0.82,,,-0.0497179226397888,5025.9,0.9093548387096774,0.0186945933377917,13.975,5.927,1.1376,0.0864
229,231,02 19 35.29,+57 09 49.3,18.31,4.57,230.4,<,0.001,0.022,1.0,2,19.98,17.75,16.23,15.42,3.3213608199120355,1.0,,0.999994,1,1.035282381030157,0.0037941954566645,02 19 35.29,+57 09 49.3,18.31,4.57,230.4,<,0.001,0.022,2.0,19.98,17.75,16.23,15.42,15.13,1.0,,0.999994,1.0,,,,,,,0.0186945933377917,,,,
230,232,02 19 46.83,+57 03 20.1,18.71,5.0,229.7,<,0.001,0.036,0.89,1,20.3,18.22,16.72,15.94,3.9113608199120353,1.0,,0.99998,1,0.7950234138458063,0.0037941954566645,02 19 46.83,+57 03 20.1,18.71,5.0,229.7,<,0.001,0.036,1.0,20.3,18.22,16.72,15.94,15.72,1.0,,0.99998,1.0,,,,,,,0.0186945933377917,,,,
231,233,02 19 37.99,+57 07 11.5,19.91,3.28,229.0,<,0.001,0.059,0.5,2,,,17.34,16.49,4.391360819912034,,,0.999996,1,0.6109411116267386,0.0037941954566645,02 19 37.99,+57 07 11.5,19.91,3.28,229.0,<,0.001,0.059,2.0,,,17.34,16.49,16.2,,,0.999996,1.0,,,,,,,0.0186945933377917,,,,
232,234,02 19 23.34,+57 11 24.6,17.13,1.95,228.4,<,0.001,0.019,1.24,2,18.11,16.58,15.42,14.78,2.761360819912035,3.0,X,0.999992,1,1.2051536251648949,0.0037941954566645,02 19 23.34,+57 11 24.6,17.13,1.95,228.4,<,0.001,0.019,2.0,18.11,16.58,15.42,14.78,14.57,3.0,X,0.999992,1.0,0.8,,,-0.020092138227874,5098.0,0.9304985337243402,0.0186945933377917,14.795,6.378,1.145,0.0873
233,235,02 18 50.86,+57 06 15.9,18.51,4.42,228.0,<,0.001,0.03,0.94,1,20.04,18.08,16.62,15.89,3.891360819912034,1.0,X,0.999997,1,0.8030580855912063,0.0037941954566645,02 18 50.86,+57 06 15.9,18.51,4.42,228.0,<,0.001,0.03,1.0,20.04,18.08,16.62,15.89,15.7,1.0,X,0.999997,1.0,,,,,,,0.0186945933377917,,,,
234,236,02 19 16.84,+57 03 10.8,18.36,1.23,227.5,<,0.001,0.033,0.99,1,19.83,17.88,16.49,15.72,3.691360819912034,1.0,X,0.999993,1,0.8830593318699828,0.0037941954566645,02 19 16.84,+57 03 10.8,18.36,1.23,227.5,<,0.001,0.033,1.0,19.83,17.88,16.49,15.72,15.5,1.0,X,0.999993,1.0,0.67,,,-0.907735639211652,,,0.0186945933377917,,,,
235,237,02 19 14.13,+57 00 02.1,18.63,4.48,227.4,<,0.001,0.024,0.91,1,20.3,18.06,16.5,15.7,3.6613608199120353,1.0,,0.999939,1,0.8959443933318194,0.0037941954566645,02 19 14.13,+57 00 02.1,18.63,4.48,227.4,<,0.001,0.024,1.0,20.3,18.06,16.5,15.7,15.47,1.0,,0.999939,1.0,,,,,,,0.0186945933377917,,,,
236,238,02 18 30.10,+57 13 32.9,18.07,1.38,226.9,<,0.001,0.017,1.06,2,19.72,17.53,16.04,15.22,3.141360819912034,1.0,,0.999999,1,1.0987964960246517,0.0037941954566645,02 18 30.10,+57 13 32.9,18.07,1.38,226.9,<,0.001,0.017,2.0,19.72,17.53,16.04,15.22,14.95,1.0,,0.999999,1.0,0.65,,,-0.3796244721389844,3845.5,0.5112637362637362,0.0186945933377917,2.453,1.023,0.5769,0.0869
237,239,02 17 55.58,+57 11 33.1,18.81,0.861,226.9,<,0.001,0.046,0.85,1,20.34,18.24,16.7,15.88,3.811360819912034,1.0,,0.999992,1,0.8359103568424893,0.0037941954566645,02 17 55.58,+57 11 33.1,18.81,0.861,226.9,<,0.001,0.046,1.0,20.34,18.24,16.7,15.88,15.62,1.0,,0.999992,1.0,,,,,,,0.0186945933377917,,,,
238,240,02 19 50.23,+57 12 37.0,19.02,3.3,226.1,<,0.001,0.029,0.77,1,20.74,18.48,16.97,16.13,4.041360819912034,1.0,,0.999998,1,0.7432536635394326,0.0037941954566645,02 19 50.23,+57 12 37.0,19.02,3.3,226.1,<,0.001,0.029,1.0,20.74,18.48,16.97,16.13,15.85,1.0,,0.999998,1.0,,,,,,,0.0186945933377917,,,,
239,241,02 19 31.42,+57 09 11.6,17.74,0.847,225.6,<,0.001,0.024,1.13,2,19.34,17.27,15.77,15.02,2.9513608199120345,3.0,X,0.999987,1,1.153458553944932,0.0037941954566645,02 19 31.42,+57 09 11.6,17.74,0.847,225.6,<,0.001,0.024,2.0,19.34,17.27,15.77,15.02,14.76,3.0,X,0.999987,1.0,0.66,,,-0.8635648295416174,3573.4,0.3310256410256411,0.0186945933377917,6.336,3.444,0.4369,0.0903
240,242,02 18 02.50,+57 05 11.1,17.96,0.306,225.4,<,0.001,0.017,1.09,1,,,16.2,15.47,3.431360819912035,,,0.999991,1,0.9955916384586267,0.0037941954566645,02 18 02.50,+57 05 11.1,17.96,0.306,225.4,<,0.001,0.017,1.0,,,16.2,15.47,15.24,,,0.999991,1.0,0.491,0.085,0.0299,-1.2313618987523856,3846.9,0.6,0.0186945933377917,76.866,45.311,0.5535,0.0314
241,243,02 19 22.24,+57 13 56.2,16.63,0.9,223.9,<,0.001,0.01,1.32,2,17.75,16.21,14.99,14.42,2.4013608199120355,3.0,X,0.999993,1,1.2780318239640596,0.0037941954566645,02 19 22.24,+57 13 56.2,16.63,0.9,223.9,<,0.001,0.01,2.0,17.75,16.21,14.99,14.42,14.21,3.0,X,0.999993,1.0,,,,,5790.1,,0.0186945933377917,,,,
