recno,RAJ2000,DEJ2000,i'mag,Per,Power,l_FAP,FAP,Amp,Mass,bin,Vmag,Icmag,Jmag,Hmag,Kmag,Mmb,XH,PSS,single,Mass_calc,Mass_e
166,02 19 47.78,+57 03 38.7,18.27,6.58,272.5,<,0.001,0.026,1.0,1,19.72,17.78,16.4,15.68,3.671360819912035,1.0,,0.999991,1,0.860426018060255,0.012947409840164022
167,02 19 03.97,+57 05 48.2,18.56,5.75,272.5,<,0.001,0.037,0.93,1,20.21,18.02,16.44,15.68,3.591360819912035,1.0,X,0.999997,1,0.8962691754880261,0.012947409840164022
168,02 18 20.82,+57 00 53.0,19.13,1.85,272.4,<,0.001,0.066,0.75,1,,,16.8,16.01,3.921360819912035,,,0.999995,1,0.7511776825804246,0.012947409840164022
169,02 18 58.43,+57 13 38.1,18.14,3.41,268.7,<,0.001,0.035,1.05,1,19.51,17.67,16.33,15.61,3.561360819912034,1.0,X,0.999994,1,0.9099542742605828,0.012947409840164022
170,02 20 01.46,+57 02 54.1,19.12,2.92,266.3,<,0.001,0.053,0.72,1,20.89,18.66,16.99,16.16,4.111360819912035,1.0,,0.999999,1,0.672440990746852,0.012947409840164022
171,02 18 29.54,+57 03 10.2,17.74,0.886,266.2,<,0.001,0.018,1.13,2,19.07,17.28,15.87,15.15,3.1113608199120346,1.0,X,0.999973,1,1.1040332242637352,0.012947409840164022
172,02 18 44.26,+57 11 39.1,17.49,4.98,265.9,<,0.001,0.032,1.18,1,,,15.84,15.23,3.1913608199120347,,X,0.999991,1,1.0725165240129424,0.012947409840164022
173,02 19 19.86,+57 04 36.2,17.68,2.29,264.5,<,0.001,0.031,1.15,1,18.9,17.16,15.84,15.2,3.1913608199120347,3.0,X,0.999986,1,1.0725165240129424,0.012947409840164022
174,02 19 19.08,+57 03 19.3,18.07,0.459,264.2,<,0.001,0.034,1.07,2,19.68,17.56,16.0,15.19,3.141360819912034,3.0,X,0.999976,1,1.0926878033311491,0.012947409840164022
176,02 19 34.45,+57 15 14.8,18.75,2.83,262.3,<,0.001,0.023,0.87,2,,,16.56,15.69,3.591360819912035,,,0.99998,1,0.8962691754880261,0.012947409840164022
177,02 19 25.37,+57 14 32.3,17.63,0.412,262.0,<,0.001,0.026,1.16,1,18.9,17.18,15.95,15.25,3.231360819912034,1.0,,0.999998,1,1.0546944175156163,0.012947409840164022
178,02 18 20.31,+57 12 22.2,17.42,3.36,261.1,<,0.001,0.021,1.19,1,18.65,17.07,15.83,15.2,3.171360819912035,0.0,X,0.999995,1,1.0808510660256276,0.012947409840164022
179,02 19 03.46,+57 12 40.5,20.02,0.437,259.9,<,0.001,0.084,0.47,1,22.59,19.44,17.47,16.63,4.521360819912033,1.0,,0.999997,1,0.5149960197623078,0.012947409840164022
180,02 18 19.44,+57 11 47.9,19.56,0.61,259.9,<,0.001,0.054,0.6,1,21.79,18.96,17.23,16.42,4.341360819912033,1.0,,0.999995,1,0.5826261994309702,0.012947409840164022
181,02 19 50.82,+57 04 07.3,18.31,1.85,259.9,<,0.001,0.018,1.0,1,19.8,17.87,16.39,15.64,3.591360819912035,1.0,,0.999995,1,0.8962691754880261,0.012947409840164022
182,02 18 33.69,+57 10 17.6,19.79,5.49,259.8,<,0.001,0.054,0.52,1,,,17.5,16.74,4.641360819912034,,,0.999989,1,0.47520306267342394,0.012947409840164022
183,02 17 56.64,+57 10 14.1,18.33,3.11,259.5,<,0.001,0.031,1.0,2,,,16.01,15.21,3.1113608199120346,,,0.999961,1,1.1040332242637352,0.012947409840164022
184,02 18 26.33,+57 05 20.2,18.4,3.19,259.3,<,0.001,0.028,0.98,1,19.85,17.91,16.5,15.72,3.671360819912035,1.0,,0.999998,1,0.860426018060255,0.012947409840164022
185,02 19 48.85,+57 01 23.6,18.72,0.494,258.9,<,0.001,0.025,0.88,2,20.54,18.13,16.37,15.59,3.5213608199120348,1.0,,0.999984,1,0.9273526936933789,0.012947409840164022
186,02 19 17.88,+57 13 52.5,19.39,0.436,258.5,<,0.001,0.043,0.65,1,21.34,18.85,17.07,16.27,4.161360819912035,1.0,,0.999989,1,0.6533333965558867,0.012947409840164022
187,02 18 49.60,+57 08 59.0,17.06,3.38,257.1,<,0.001,0.021,1.25,2,18.33,16.64,15.44,14.78,2.7413608199120354,3.0,X,0.999989,1,1.2229916023707195,0.012947409840164022
188,02 18 34.89,+57 09 39.8,17.11,0.553,255.9,<,0.001,0.01,1.25,1,18.27,16.71,15.54,14.92,2.9013608199120355,3.0,X,0.999996,1,1.176372669810849,0.012947409840164022
189,02 18 11.77,+57 10 34.3,17.09,1.19,255.3,<,0.001,0.024,1.24,2,18.44,16.69,15.36,14.63,2.6113608199120346,3.0,X,0.999993,1,1.255312921406624,0.012947409840164022
190,02 19 07.96,+57 06 51.5,17.46,3.36,254.4,<,0.001,0.035,1.19,1,,,15.82,15.28,3.2813608199120345,,X,0.999994,1,1.0349285407630469,0.012947409840164022
191,02 19 05.66,+57 00 39.6,17.8,6.9,253.5,<,0.001,0.019,1.12,1,19.13,17.36,16.01,15.3,3.311360819912034,1.0,X,0.999989,1,1.0220558732510514,0.012947409840164022
192,02 19 03.23,+57 01 20.5,17.49,0.638,252.9,<,0.001,0.02,1.18,1,18.8,17.01,15.73,15.07,3.061360819912034,3.0,,0.999993,1,1.1211439632609441,0.012947409840164022
193,02 19 07.57,+57 06 09.2,15.97,0.467,252.9,<,0.001,0.018,1.41,2,16.92,15.52,14.55,14.08,2.131360819912034,3.0,X,0.999995,1,,0.0
194,02 18 19.29,+57 03 43.2,18.49,0.816,252.7,<,0.001,0.03,0.95,1,20.13,17.99,16.44,15.63,3.601360819912035,1.0,X,0.999994,1,0.8917785454467105,0.012947409840164022
195,02 19 00.64,+57 10 20.1,16.96,0.814,252.2,<,0.001,0.049,1.27,2,18.1,16.51,15.41,14.72,2.681360819912035,3.0,X,0.999993,1,1.2368620948259375,0.012947409840164022
196,02 19 22.49,+57 13 19.5,19.61,2.13,252.1,<,0.001,0.074,0.59,1,21.67,19.05,17.23,16.4,4.291360819912036,1.0,,0.999999,1,0.6019698307273765,0.012947409840164022
197,02 18 10.61,+57 16 28.0,18.29,8.0,251.3,<,0.001,0.032,1.0,2,20.12,17.71,16.12,15.28,3.2013608199120345,0.0,,0.999986,1,1.067706813930477,0.012947409840164022
198,02 19 46.25,+57 11 48.8,19.42,11.8,249.0,<,0.001,0.041,0.64,2,21.75,18.8,16.93,16.13,4.011360819912035,1.0,,0.999997,1,0.7132367329458574,0.012947409840164022
199,02 19 35.50,+57 07 00.6,18.69,3.5,248.9,<,0.001,0.034,0.89,1,20.35,18.12,16.6,15.76,3.731360819912034,1.0,X,0.999993,1,0.8341928089022408,0.012947409840164022
200,02 18 49.89,+57 01 12.8,17.09,3.12,248.2,<,0.001,0.011,1.25,1,18.23,16.75,15.56,14.94,2.9913608199120354,3.0,X,0.999994,1,1.1446459245224938,0.012947409840164022
201,02 19 40.12,+57 03 55.4,18.58,0.418,247.1,<,0.001,0.025,0.93,2,20.27,17.99,16.32,15.5,3.431360819912035,1.0,X,0.999987,1,0.9686576751532654,0.012947409840164022
202,02 19 48.81,+57 05 26.3,18.1,0.33,247.0,<,0.001,0.043,1.05,1,19.57,17.63,16.25,15.44,3.4413608199120347,1.0,,0.999997,1,0.9639897909113196,0.012947409840164022
203,02 19 26.52,+57 12 31.7,18.59,0.281,246.6,<,0.001,0.027,0.92,1,20.19,18.1,16.47,15.7,3.631360819912034,1.0,,0.999996,1,0.8782800834514712,0.012947409840164022
204,02 18 43.18,+57 07 23.1,17.19,1.88,246.2,<,0.001,0.036,1.19,1,18.26,16.7,15.64,15.01,2.931360819912035,3.0,X,0.999986,1,1.1652432126822805,0.012947409840164022
205,02 19 25.15,+57 09 48.3,17.01,1.19,246.1,<,0.001,0.024,1.26,2,18.13,16.6,15.4,14.77,2.731360819912034,3.0,X,0.999995,1,1.2242400953902,0.012947409840164022
206,02 19 25.79,+57 05 25.3,18.77,0.297,245.9,<,0.001,0.044,0.86,1,20.55,18.3,16.69,15.84,3.801360819912034,1.0,,0.999988,1,0.8027822311366603,0.012947409840164022
207,02 19 51.89,+57 15 05.1,18.79,0.348,245.8,<,0.001,0.027,0.84,2,,,16.46,15.66,3.5413608199120343,,,0.999977,1,0.9181364203111843,0.012947409840164022
208,02 19 14.75,+57 04 29.6,15.72,0.808,245.5,<,0.001,0.024,1.54,1,16.41,15.37,14.61,14.23,2.3213608199120355,3.0,,0.999997,1,,0.0
209,02 19 42.06,+57 06 04.9,18.93,7.14,245.2,<,0.001,0.028,0.81,1,20.57,18.37,16.88,16.07,4.061360819912034,1.0,,0.999996,1,0.6920036448577614,0.012947409840164022
210,02 18 51.92,+57 06 56.7,18.21,4.95,245.1,<,0.001,0.078,1.02,1,19.72,17.74,16.43,15.67,3.7113608199120343,1.0,X,0.999998,1,0.8428980287985315,0.012947409840164022
211,02 19 13.91,+57 05 32.1,18.41,7.46,245.0,<,0.001,0.04,0.97,1,19.86,17.88,16.48,15.76,3.751360819912035,1.0,X,0.999993,1,0.8254643092411819,0.012947409840164022
212,02 19 11.89,+57 16 01.4,19.02,11.0,244.8,<,0.001,0.046,0.78,1,20.7,18.44,16.96,16.11,4.0713608199120355,1.0,,0.999994,1,0.6881783791435433,0.012947409840164022
213,02 19 46.03,+57 00 48.3,18.54,5.65,244.5,<,0.001,0.026,0.94,1,19.99,17.98,16.65,15.9,3.8613608199120346,1.0,,0.999993,1,0.7767836041120367,0.012947409840164022
214,02 19 24.51,+57 01 53.3,16.76,0.334,244.3,<,0.001,0.039,1.3,2,17.87,16.34,15.18,14.52,2.5313608199120345,3.0,,0.999988,1,1.2749825069835103,0.012947409840164022
215,02 19 59.96,+57 10 12.4,16.02,0.0663,242.2,<,0.001,0.004,1.39,1,16.95,15.59,14.66,14.25,2.231360819912034,3.0,,0.999999,1,,0.0
216,02 19 26.64,+57 11 05.4,18.48,2.66,240.4,<,0.001,0.03,0.95,1,19.98,18.01,16.52,15.76,3.7013608199120345,1.0,X,0.999994,1,0.8472563539958842,0.012947409840164022
217,02 19 17.42,+57 13 52.9,19.96,0.454,239.7,<,0.001,0.094,0.49,1,,,17.47,16.61,4.501360819912033,,,0.999985,1,0.5226861553749079,0.012947409840164022
218,02 18 22.22,+57 04 47.4,17.15,4.31,238.6,<,0.001,0.012,1.24,1,18.27,16.8,15.69,15.11,3.141360819912034,3.0,,0.999996,1,1.0926878033311491,0.012947409840164022
219,02 19 50.27,+57 06 48.6,18.88,5.56,237.3,<,0.001,0.025,0.82,1,20.54,18.27,16.77,15.98,3.9513608199120345,1.0,,0.999991,1,0.7391009306201151,0.012947409840164022
220,02 19 50.24,+57 06 17.1,17.93,4.76,237.3,<,0.001,0.024,1.1,1,19.43,17.53,16.01,15.29,3.2913608199120343,1.0,X,0.999998,1,1.0300295376543926,0.012947409840164022
221,02 19 55.75,+57 06 50.9,18.27,5.41,235.7,<,0.001,0.026,1.01,1,19.62,17.72,16.32,15.61,3.601360819912035,1.0,X,0.999998,1,0.8917785454467105,0.012947409840164022
222,02 19 06.28,+57 08 37.6,17.43,0.415,235.6,<,0.001,0.055,1.19,1,,,15.69,15.09,3.0213608199120348,,X,0.999994,1,1.1353775892822533,0.012947409840164022
223,02 18 32.15,+57 08 39.8,18.36,5.21,235.4,<,0.001,0.026,0.99,1,,,16.51,15.75,3.681360819912035,,,0.999977,1,0.856014950015867,0.012947409840164022
224,02 18 07.55,+57 06 54.4,18.29,2.4,235.3,<,0.001,0.028,1.0,1,19.79,17.82,16.45,15.69,3.6513608199120355,1.0,,0.999997,1,0.8693141283155215,0.012947409840164022
225,02 19 40.42,+56 59 43.3,16.83,4.9,235.3,<,0.001,0.016,1.29,1,,,15.48,14.95,2.9413608199120347,,,0.999995,1,1.1621855869016293,0.012947409840164022
226,02 18 07.33,+57 09 20.9,19.17,0.755,235.2,<,0.001,0.038,0.73,1,,,17.0,16.14,4.0713608199120355,,,0.999997,1,0.6881783791435433,0.012947409840164022
227,02 18 51.80,+57 11 14.9,16.06,0.369,233.8,<,0.001,0.007,1.39,2,17.11,15.61,14.57,13.98,1.9513608199120345,3.0,X,0.999994,1,,0.0
228,02 19 41.01,+57 10 07.9,19.33,0.342,232.4,<,0.001,0.035,0.67,2,,,16.78,15.96,3.851360819912035,,,0.999997,1,0.7818946269952649,0.012947409840164022
229,02 18 43.78,+57 08 42.3,18.88,6.45,231.7,<,0.001,0.053,0.82,1,,,16.95,16.21,4.081360819912035,,,0.999983,1,0.6845335530174355,0.012947409840164022
230,02 19 35.44,+57 11 18.4,16.64,3.36,231.0,<,0.001,0.012,1.32,1,17.64,16.23,15.16,14.63,2.641360819912034,3.0,X,0.999996,1,1.2482854037722384,0.012947409840164022
231,02 19 35.29,+57 09 49.3,18.31,4.57,230.4,<,0.001,0.022,1.0,2,19.98,17.75,16.23,15.42,3.3213608199120355,1.0,,0.999994,1,1.017250851589375,0.012947409840164022
232,02 19 46.83,+57 03 20.1,18.71,5.0,229.7,<,0.001,0.036,0.89,1,20.3,18.22,16.72,15.94,3.9113608199120353,1.0,,0.99998,1,0.756236686877803,0.012947409840164022
233,02 19 37.99,+57 07 11.5,19.91,3.28,229.0,<,0.001,0.059,0.5,2,,,17.34,16.49,4.391360819912034,,,0.999996,1,0.5643990778166258,0.012947409840164022
234,02 19 23.34,+57 11 24.6,17.13,1.95,228.4,<,0.001,0.019,1.24,2,18.11,16.58,15.42,14.78,2.761360819912035,3.0,X,0.999992,1,1.2172133991407463,0.012947409840164022
235,02 18 50.86,+57 06 15.9,18.51,4.42,228.0,<,0.001,0.03,0.94,1,20.04,18.08,16.62,15.89,3.891360819912034,1.0,X,0.999997,1,0.7644896500173062,0.012947409840164022
236,02 19 16.84,+57 03 10.8,18.36,1.23,227.5,<,0.001,0.033,0.99,1,19.83,17.88,16.49,15.72,3.6913608199120347,1.0,X,0.999993,1,0.8516265334381407,0.012947409840164022
237,02 19 14.13,+57 00 02.1,18.63,4.48,227.4,<,0.001,0.024,0.91,1,20.3,18.06,16.5,15.7,3.6613608199120353,1.0,,0.999939,1,0.8648587292103,0.012947409840164022
238,02 18 30.10,+57 13 32.9,18.07,1.38,226.9,<,0.001,0.017,1.06,2,19.72,17.53,16.04,15.22,3.141360819912034,1.0,,0.999999,1,1.0926878033311491,0.012947409840164022
239,02 17 55.58,+57 11 33.1,18.81,0.861,226.9,<,0.001,0.046,0.85,1,20.34,18.24,16.7,15.88,3.811360819912034,1.0,,0.999992,1,0.798635430944909,0.012947409840164022
240,02 19 50.23,+57 12 37.0,19.02,3.3,226.1,<,0.001,0.029,0.77,1,20.74,18.48,16.97,16.13,4.041360819912034,1.0,,0.999998,1,0.7004986432134263,0.012947409840164022
241,02 19 31.42,+57 09 11.6,17.74,0.847,225.6,<,0.001,0.024,1.13,2,19.34,17.27,15.77,15.02,2.9513608199120345,3.0,X,0.999987,1,1.1590834282073732,0.012947409840164022
242,02 18 02.50,+57 05 11.1,17.96,0.306,225.4,<,0.001,0.017,1.09,1,,,16.2,15.47,3.431360819912035,,,0.999991,1,0.9686576751532654,0.012947409840164022
243,02 19 22.24,+57 13 56.2,16.63,0.9,223.9,<,0.001,0.01,1.32,2,17.75,16.21,14.99,14.42,2.4013608199120355,3.0,X,0.999993,1,,0.0
244,02 18 31.45,+57 04 39.3,19.03,0.683,222.8,<,0.001,0.037,0.77,1,20.8,18.49,16.89,16.06,3.9913608199120354,1.0,,0.999999,1,0.7220326775726258,0.012947409840164022
245,02 18 47.01,+57 06 42.7,19.76,0.746,222.7,<,0.001,0.074,0.53,1,22.5,19.24,17.25,16.49,4.391360819912034,1.0,,0.999997,1,0.5643990778166258,0.012947409840164022
246,02 18 00.27,+57 09 46.2,18.54,3.92,222.4,<,0.001,0.019,0.94,1,20.06,18.07,16.59,15.81,3.751360819912035,1.0,,0.999987,1,0.8254643092411819,0.012947409840164022
247,02 18 47.38,+57 08 42.5,17.59,7.69,221.9,<,0.001,0.028,1.16,1,,,15.9,15.23,3.1613608199120353,,X,0.999988,1,1.0843052712068788,0.012947409840164022
248,02 18 22.58,+57 14 45.1,19.85,4.39,221.6,<,0.001,0.052,0.52,1,22.56,19.26,17.34,16.55,4.431360819912033,1.0,,0.999932,1,0.5489053525573236,0.012947409840164022
249,02 19 03.50,+57 13 08.0,19.36,0.833,221.6,<,0.001,0.056,0.67,2,21.23,18.69,16.95,16.14,4.021360819912035,1.0,,0.999999,1,0.7092007689603482,0.012947409840164022
250,02 18 13.49,+57 00 24.6,19.33,0.553,221.3,<,0.001,0.043,0.66,1,21.33,18.75,16.99,16.18,4.111360819912035,1.0,,0.999991,1,0.672440990746852,0.012947409840164022
251,02 18 45.12,+57 13 11.1,20.01,2.87,221.3,<,0.001,0.056,0.47,1,22.31,19.5,17.58,16.8,4.6613608199120335,1.0,,0.999239,1,0.46899281392888686,0.012947409840164022
252,02 19 24.26,+57 05 55.8,17.29,0.327,221.2,<,0.001,0.027,1.21,2,18.63,16.86,15.57,14.91,2.891360819912034,3.0,X,0.999996,1,1.179729827465339,0.012947409840164022
253,02 18 21.34,+57 13 43.0,20.08,0.609,218.6,<,0.001,0.082,0.45,1,,,17.59,16.83,4.721360819912036,,,0.999218,1,0.4501124101092944,0.012947409840164022
254,02 18 31.46,+57 14 36.2,18.63,6.1,218.2,<,0.001,0.028,0.91,2,20.51,18.09,16.42,15.64,3.5413608199120343,1.0,,0.99999,1,0.9181364203111843,0.012947409840164022
255,02 19 20.03,+57 00 19.6,18.73,1.63,218.1,<,0.001,0.033,0.88,1,20.41,18.14,16.62,15.83,3.7713608199120348,1.0,,0.999972,1,0.815764131148197,0.012947409840164022
256,02 19 03.58,+57 04 03.0,15.82,0.541,217.8,<,0.001,0.005,1.43,2,16.64,15.45,14.51,14.11,2.1113608199120346,3.0,X,0.999996,1,,0.0
257,02 18 16.07,+57 07 21.2,19.44,6.29,217.1,<,0.001,0.056,0.64,1,,,17.2,16.38,4.301360819912034,,,0.999988,1,0.5976708597655896,0.012947409840164022
258,02 18 15.06,+57 14 43.9,18.39,2.5,216.8,<,0.001,0.018,0.98,1,,,16.44,15.65,3.601360819912035,,,0.99999,1,0.8917785454467105,0.012947409840164022
259,02 19 51.30,+57 09 28.5,16.66,2.29,214.3,<,0.001,0.006,1.31,1,17.65,16.27,15.31,14.84,2.8213608199120355,0.0,,0.999999,1,1.2017583199228898,0.012947409840164022
260,02 18 58.98,+57 16 06.0,19.32,3.66,214.1,<,0.001,0.041,0.67,1,21.24,18.78,17.13,16.26,4.181360819912035,1.0,,0.999999,1,0.64523658239924,0.012947409840164022
261,02 18 42.75,+57 14 19.1,15.91,1.29,213.4,<,0.001,0.004,1.41,2,16.72,15.53,14.61,14.11,2.131360819912034,3.0,,0.999996,1,,0.0
262,02 18 35.97,+57 13 18.9,18.38,1.25,213.2,<,0.001,0.029,0.99,1,19.82,17.89,16.4,15.64,3.591360819912035,1.0,,0.999992,1,0.8962691754880261,0.012947409840164022
263,02 19 33.92,+57 03 31.5,16.49,0.332,213.1,<,0.001,0.011,1.34,2,17.61,16.08,14.91,14.31,2.341360819912035,3.0,X,0.999996,1,,0.0
264,02 18 49.71,+57 00 06.2,19.05,6.33,212.5,<,0.001,0.053,0.76,1,,,16.98,16.19,4.161360819912035,,,0.999998,1,0.6533333965558867,0.012947409840164022
265,02 18 17.39,+57 07 30.9,16.09,1.96,211.9,<,0.001,0.008,1.38,2,17.13,15.75,14.67,14.16,2.221360819912034,3.0,X,0.999995,1,,0.0
266,02 19 38.99,+57 06 53.4,19.08,0.63,211.6,<,0.001,0.044,0.75,2,21.33,18.42,16.59,15.77,3.671360819912035,1.0,X,0.999997,1,0.860426018060255,0.012947409840164022
267,02 18 53.89,+57 01 34.1,17.19,8.43,211.0,<,0.001,0.019,1.23,1,,,15.53,14.89,2.921360819912035,,X,0.999987,1,1.1684348592888418,0.012947409840164022
268,02 18 54.16,+57 15 11.7,18.77,0.73,210.9,<,0.001,0.02,0.87,1,20.37,18.2,16.65,15.86,3.811360819912034,1.0,,0.999996,1,0.798635430944909,0.012947409840164022
269,02 18 30.13,+57 06 35.9,20.18,7.41,210.8,<,0.001,0.081,0.43,1,22.64,19.59,17.64,16.86,4.7813608199120345,1.0,,0.999608,1,0.43104894353225887,0.012947409840164022
270,02 19 26.59,+57 09 37.0,16.98,0.382,210.6,<,0.001,0.009,1.27,2,18.14,16.55,15.36,14.73,2.7113608199120343,3.0,X,0.999992,1,1.229796991800206,0.012947409840164022
271,02 19 26.77,+57 00 12.2,16.59,3.48,210.5,<,0.001,0.016,1.32,1,17.52,16.14,15.39,14.8,2.7813608199120345,3.0,,0.999994,1,1.2116318355988678,0.012947409840164022
272,02 18 52.34,+57 04 35.2,17.74,0.25,210.5,<,0.001,0.025,1.14,2,19.14,17.29,15.84,15.1,3.0313608199120345,3.0,X,0.999994,1,1.132109263674608,0.012947409840164022
273,02 19 21.07,+57 07 29.3,18.7,1.83,210.4,<,0.001,0.045,0.89,1,20.25,18.23,16.64,15.87,3.881360819912034,1.0,X,0.999977,1,0.7684791800795461,0.012947409840164022
274,02 19 32.83,+57 16 43.3,17.72,11.5,210.4,<,0.001,0.014,1.14,1,18.99,17.24,16.0,15.29,3.251360819912035,1.0,,0.999994,1,1.0464052059321876,0.012947409840164022
275,02 18 44.00,+57 13 21.4,18.46,15.9,209.9,<,0.001,0.039,0.95,2,20.42,17.93,16.26,15.47,3.351360819912035,1.0,X,0.999996,1,1.0058112829166166,0.012947409840164022
276,02 17 56.52,+57 10 37.0,17.22,1.21,209.9,<,0.001,0.011,1.23,1,18.19,16.75,15.74,15.23,3.231360819912034,0.0,,0.999996,1,1.0546944175156163,0.012947409840164022
277,02 18 53.55,+57 09 56.6,19.18,4.46,209.3,<,0.001,0.047,0.71,1,,,17.14,16.32,4.241360819912035,,,0.999998,1,0.6211805914124086,0.012947409840164022
278,02 19 58.46,+57 05 14.6,18.86,6.94,209.2,<,0.001,0.021,0.83,1,20.7,18.36,16.8,15.96,3.9013608199120355,1.0,,0.999996,1,0.760418151579621,0.012947409840164022
279,02 19 18.12,+57 02 09.2,19.86,6.58,209.0,<,0.001,0.08,0.52,1,21.88,19.19,17.49,16.65,4.551360819912034,1.0,,0.999997,1,0.5041495509349947,0.012947409840164022
280,02 19 43.09,+57 00 45.0,17.79,0.854,208.7,<,0.001,0.041,1.12,1,,,16.16,15.48,3.4413608199120347,,,0.99995,1,0.9639897909113196,0.012947409840164022
281,02 18 25.86,+57 11 25.5,20.17,8.0,208.5,<,0.001,0.077,0.43,1,22.64,19.52,17.73,16.92,4.811360819912036,1.0,,0.998842,1,0.4213711324273254,0.012947409840164022
282,02 18 52.95,+57 13 48.8,20.06,1.81,206.8,<,0.001,0.07,0.46,1,,,17.44,16.73,4.611360819912036,,,0.999836,1,0.4842115807408895,0.012947409840164022
283,02 18 05.14,+57 07 17.7,19.51,0.322,206.8,<,0.001,0.057,0.61,1,21.59,18.99,17.21,16.34,4.271360819912033,1.0,,0.999998,1,0.6097787864669437,0.012947409840164022
284,02 18 01.32,+57 02 29.8,18.9,5.65,205.9,<,0.001,0.026,0.81,1,20.59,18.44,16.93,16.11,4.0713608199120355,1.0,,0.999996,1,0.6881783791435433,0.012947409840164022
285,02 18 16.36,+57 02 56.4,19.27,5.49,204.7,<,0.001,0.039,0.7,1,,,17.05,16.27,4.191360819912035,,,0.999991,1,0.6415444682105944,0.012947409840164022
286,02 19 51.46,+57 03 10.8,19.39,3.75,204.5,<,0.001,0.045,0.65,1,21.26,18.75,17.13,16.26,4.231360819912034,1.0,,0.999987,1,0.6256145250902214,0.012947409840164022
287,02 19 32.90,+57 06 01.8,17.27,3.06,204.2,<,0.001,0.019,1.22,1,18.46,16.83,15.59,15.04,3.061360819912034,0.0,X,0.999995,1,1.1211439632609441,0.012947409840164022
288,02 19 33.51,+57 09 50.6,18.31,0.885,203.2,<,0.001,0.038,1.0,1,,,16.35,15.64,3.561360819912034,,,,2,0.9099542742605828,0.012947409840164022
289,02 18 32.12,+57 10 56.4,18.5,5.56,202.8,<,0.001,0.021,0.94,1,20.07,18.07,16.67,15.88,3.8313608199120353,1.0,,0.999998,1,0.790325879784637,0.012947409840164022
290,02 18 31.03,+57 01 56.2,17.87,4.88,202.4,<,0.001,0.018,1.11,1,19.09,17.4,16.17,15.47,3.4513608199120345,1.0,,0.999995,1,0.9604350550727874,0.012947409840164022
291,02 18 51.37,+57 11 16.2,17.26,5.38,202.3,<,0.001,0.021,1.23,1,18.38,16.84,15.7,15.05,3.051360819912034,1.0,X,0.999998,1,1.1242442880219465,0.012947409840164022
292,02 18 35.42,+57 03 41.6,19.03,5.9,202.2,<,0.001,0.035,0.77,1,20.75,18.52,16.93,16.11,4.101360819912035,1.0,X,0.999989,1,0.6762573244966202,0.012947409840164022
293,02 18 47.14,+57 09 12.2,17.42,1.85,202.0,<,0.001,0.012,1.19,1,18.62,16.97,15.83,15.2,3.1613608199120353,0.0,X,0.999995,1,1.0843052712068788,0.012947409840164022
294,02 19 51.31,+57 07 36.9,19.02,0.863,200.5,<,0.001,0.038,0.78,2,21.18,18.46,16.66,15.81,3.751360819912035,1.0,X,0.999992,1,0.8254643092411819,0.012947409840164022
295,02 19 08.05,+57 11 12.7,16.77,3.57,200.2,<,0.001,0.01,1.3,2,17.88,16.32,15.15,14.58,2.561360819912034,3.0,X,0.999995,1,1.2681887372499605,0.012947409840164022
296,02 19 34.66,+57 13 06.9,18.08,5.08,199.8,<,0.001,0.024,1.06,1,19.36,17.62,16.3,15.59,3.5813608199120353,1.0,,0.999988,1,0.9007716084818509,0.012947409840164022
297,02 18 24.90,+57 02 06.1,18.51,0.58,199.3,<,0.001,0.071,0.92,1,,,16.58,15.66,3.671360819912035,,,0.999993,1,0.860426018060255,0.012947409840164022
298,02 18 08.87,+57 02 08.9,19.28,0.543,199.0,<,0.001,0.034,0.69,2,,,16.76,15.98,3.891360819912034,,,0.999993,1,0.7644896500173062,0.012947409840164022
299,02 18 07.84,+57 07 34.6,18.65,0.333,198.9,<,0.001,0.026,0.9,1,20.26,18.14,16.68,15.86,3.841360819912035,1.0,,0.999999,1,0.7861282380602761,0.012947409840164022
300,02 18 50.71,+57 15 07.6,20.17,0.535,198.7,<,0.001,0.078,0.44,1,22.52,19.62,17.56,16.78,4.681360819912033,1.0,,0.999995,1,0.46222615549624235,0.012947409840164022
301,02 18 01.64,+57 02 40.9,19.79,0.677,198.2,<,0.001,0.07,0.53,1,21.85,19.2,17.48,16.64,4.581360819912035,1.0,,0.999998,1,0.4939370798169803,0.012947409840164022
302,02 18 55.07,+57 15 22.2,17.55,5.59,197.8,<,0.001,0.012,1.17,2,19.13,17.11,15.56,14.8,2.7813608199120345,3.0,X,0.999982,1,1.2116318355988678,0.012947409840164022
304,02 19 32.43,+57 12 56.8,19.25,9.43,197.1,<,0.001,0.037,0.7,1,20.95,18.62,17.03,16.2,4.131360819912034,1.0,,0.999996,1,0.6651593488006824,0.012947409840164022
305,02 18 03.23,+57 06 33.0,17.56,2.71,196.4,<,0.001,0.017,1.15,1,,,15.83,15.06,3.051360819912034,,,0.99999,1,1.1242442880219465,0.012947409840164022
306,02 18 55.33,+57 06 33.2,20.25,3.94,196.2,<,0.001,0.095,0.41,1,23.14,19.59,17.73,17.01,4.9113608199120335,1.0,X,0.999486,1,0.3920622530145465,0.012947409840164022
307,02 19 31.58,+57 05 02.6,15.99,0.464,195.9,<,0.001,0.006,1.4,2,16.95,15.54,14.58,14.04,2.091360819912035,3.0,X,0.999994,1,,0.0
