Index,Kmag,masses,mass_e,expected masses,binary,membership,period,parallax,ra,dec
854,6.4993598216088095,0.14571465277696383,0.012963976336862026,0.148,2,1.0,0.6431,7.0144,243.07684299645,-19.39244332196
862,5.4993598216088095,0.22658171534194066,0.012963976336862026,0.163,2,3.0,0.5736,6.8465,243.13973135381,-25.72446021826
868,5.509359821608809,0.2257730447162909,0.012963976336862026,0.166,2,1.0,0.6258,7.0491,243.16472577305,-22.46907139416
870,4.209359821608809,0.33090022605076086,0.012963976336862026,0.32,2,3.0,0.7562,7.1632,243.16751474501,-19.82517183145
871,5.22935982160881,0.24841582223448438,0.012963976336862026,0.22,2,1.0,2.1605,7.4331,243.16877070455,-18.99128273086
890,5.4993598216088095,0.22658171534194066,0.012963976336862026,0.191,2,1.0,1.6579,7.3252,243.29146836914,-19.07424368427
895,6.889359821608808,0.11417649837662291,0.012963976336862026,0.181,2,3.0,1.5494,6.2062,243.30045428093,-23.08435133778
913,6.429359821608809,0.15137534715651224,0.012963976336862026,0.167,2,1.0,0.4643,6.7449,243.40175231545,-23.44089051575
918,4.429359821608809,0.3131094722864659,0.012963976336862026,0.264,2,3.0,2.9538,6.4693,243.4096899603,-21.98117090593
919,5.959359821608809,0.1893828665620514,0.012963976336862026,0.226,2,1.0,0.7152,7.2624,243.40993619851,-24.72542915802
927,4.559359821608808,0.302596754153019,0.012963976336862026,0.317,2,1.0,5.12,6.6376,243.44916637101,-27.79285364346
928,7.009359821608809,0.10447245086882562,0.012963976336862026,0.224,2,1.0,0.8361,6.2248,243.45332182134,-25.15031836235
960,5.259359821608809,0.24598981035753514,0.012963976336862026,0.279,2,1.0,1.7534,6.888,243.66022816203,-23.36046887614
970,5.429359821608809,0.23224240972148907,0.012963976336862026,0.197,2,1.0,2.2417,6.0101,243.71379380163,-23.14777130529
984,5.719359821608808,0.20879096157764587,0.012963976336862026,0.175,2,1.0,0.6584,6.4784,243.7871184212,-23.75147584208
1011,6.3793598216088085,0.15541870028476112,0.012963976336862026,0.124,2,3.0,1.3956,6.4491,243.92125697231,-21.57967907691
1017,5.23935982160881,0.24760715160883462,0.012963976336862026,0.186,2,3.0,1.7039,6.7195,243.96507244235,-22.11256523589
1028,6.359359821608809,0.15703604153606066,0.012963976336862026,0.151,2,3.0,1.5603,6.2708,244.02145176731,-25.13238106025
1030,5.4193598216088095,0.23305108034713884,0.012963976336862026,0.301,2,3.0,1.8496,7.4009,244.03924456051,-21.8631314887
1033,6.029359821608809,0.18372217218250297,0.012963976336862026,0.31,2,1.0,2.1634,6.8487,244.04928974125,-23.27421658962
1037,4.2493598216088095,0.32766554354816174,0.012963976336862026,0.268,2,3.0,0.4632,7.5191,244.07473716841,-23.66330687183
1076,5.449359821608809,0.23062506847018954,0.012963976336862026,0.189,2,1.0,3.3496,6.2781,244.32903659235,-24.62196676119
1091,4.759359821608809,0.28642334164002353,0.012963976336862026,0.316,2,1.0,1.3506,6.0999,244.4050638164,-24.92687122026
1111,6.679359821608809,0.13115858151526805,0.012963976336862026,0.128,2,3.0,0.2843,6.3394,244.68459317849,-27.59190800917
1112,6.279359821608809,0.16350540654125878,0.012963976336862026,0.28,2,1.0,2.8819,7.5664,244.68689954738,-20.52442895874
1125,5.97935982160881,0.18776552531075175,0.012963976336862026,0.247,2,3.0,1.5612,7.4277,244.95349773412,-21.67678100283
1144,5.529359821608809,0.22415570346499142,0.012963976336862026,0.313,2,1.0,1.8322,8.6404,245.11345228767,-21.43535894673
1166,5.719359821608808,0.20879096157764587,0.012963976336862026,0.303,2,1.0,2.7362,7.2569,245.3159606356,-22.66803937812
1168,6.3793598216088085,0.15541870028476112,0.012963976336862026,0.307,2,3.0,0.4139,7.1463,245.32697238192,-22.91620737376
1184,4.759359821608809,0.28642334164002353,0.012963976336862026,0.301,2,1.0,2.3014,7.3524,245.42494042815,-23.22881543652
1187,6.3793598216088085,0.15541870028476112,0.012963976336862026,0.133,2,1.0,1.1663,7.0399,245.47122474057,-20.52443726862
1229,5.869359821608809,0.19666090219289928,0.012963976336862026,0.142,2,1.0,0.6203,7.2499,245.78255655455,-23.01677764367
1268,6.039359821608809,0.18291350155685326,0.012963976336862026,0.119,2,1.0,0.2487,7.265,246.06609868812,-24.45991427836
1271,5.64935982160881,0.21445165595719412,0.012963976336862026,0.277,2,1.0,1.2221,7.0018,246.13035673556,-22.2111892192
1296,4.7493598216088095,0.2872320122656733,0.012963976336862026,0.26,2,3.0,0.4401,,246.28046853048,-24.54087950445
1304,5.82935982160881,0.19989558469549829,0.012963976336862026,0.284,2,1.0,1.6122,7.3631,246.31124161259,-24.93541744415
