,Name,F3.6,e_F3.6,F4.5,e_F4.5,F5.8,e_F5.8,F8.0,e_F8.0,Per,SpT,r_SpT,Mi,SimbadName,RAJ2000,DEJ2000,recno,main_id,ra,dec,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R_x,Jmag,H,K,u,g,r_xa,i,z,angDist,Mass_calc,Mass_e
401,Par 2258,9.62,0.003,9.43,0.002,9.09,0.006,8.19,0.024,7.75,K5-K6,H97,H,Parenago 2258,05 35 52.8,-05 12 59.0,404,V* OV Ori,83.9698388414,-5.216400058,0.0,0.0,90.0,56,05 35 52.76132,-05 12 59.0402,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|IR|MIR|NIR|Opt|Or*|Rad|TT?|V*|X|Y*O,29.703,0.052,9.91e-05,2e-07,K5-K6,,2.5824,0.0211,0.778,-0.371,0.017,0.015,90.0,,,,16.378,15.239,,3.421998294395504,10.7,10.318,,,,,,0.579165,0.5573425350953937,0.055689584892635896
402,R01- 2366,11.54,0.006,11.44,0.007,11.32,0.027,11.02,0.098,6.62,,,,[R2001]  2366,05 35 53.6,-05 02 34.5,405,V* V1761 Ori,83.9731447457,-5.0429391736,0.0,0.0,90.0,25,05 35 53.55474,-05 02 34.5810,A,2020yCat.1350....0G,TTau*,*|IR|NIR|Or*|TT*|V*|X|Y*O,30.381,0.061,0.0001013,2e-07,M0.8,,2.5248,0.0604,1.977,-0.749,0.055,0.048,90.0,,,,,18.24,,5.040998294395504,12.03,11.632,,,,,,0.681124,0.13844882791842278,0.055689584892635896
403,Par 2255,10.01,0.002,9.71,0.002,9.25,0.004,8.67,0.006,5.66,,,,Parenago 2255,05 35 54.1,-04 47 19.4,406,V* AS Ori,83.9752368032,-4.7887354924,0.0,0.0,90.0,46,05 35 54.05683,-04 47 19.4478,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Or*|TT*|V*|X|Y*O,30.784,0.039,0.0001027,1e-07,,,2.555,0.031,1.15,-0.712,0.029,0.022,90.0,,,,,16.6,,4.304998294395505,11.57,11.039,,,,,,0.647014,0.25129540596580413,0.055689584892635896
404,JW 1025,11.54,0.008,11.26,0.008,10.85,0.066,9.41,0.101,4.52,M5.5,H97,L,JW 1025,05 35 54.2,-05 17 10.4,407,V* V2619 Ori,83.9756424156,-5.2862352923,0.0,0.0,90.0,25,05 35 54.15418,-05 17 10.4471,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Or*|V*|Y*O,,,,,M5.5,,2.3229,0.1194,-0.246,-1.37,0.11,0.094,90.0,,,,21.163,19.954,,5.579998294395503,12.826,12.267,,,,,,0.685996,0.10382581815467296,0.055689584892635896
405,HBJM 1026,9.54,0.004,9.06,0.003,8.85,0.03,7.9,0.064,4.21,M0.5,H97,H,[H97b] 1026,05 35 54.3,-05 26 44.5,408,V* OW Ori,83.9763720069,-5.4457011903,0.0,0.0,90.0,69,05 35 54.32928,-05 26 44.5243,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Or*|TT*|TT?|V*|X|Y*?|Y*O,25.497,0.047,8.51e-05,2e-07,M0.5e,,2.5001,0.0221,1.0,-0.27,0.018,0.015,90.0,,,,16.876,16.017,,3.8789982943955046,11.055,10.408,,,,,,0.437916,0.3839835749146387,0.055689584892635896
406,Par 2257,9.94,0.002,10.05,0.003,9.98,0.006,9.9,0.02,1.32,G6,R01,H,Parenago 2257,05 35 54.5,-04 48 04.9,409,V* V1762 Ori,83.9769778522,-4.8013848789,0.0,0.0,90.0,34,05 35 54.47468,-04 48 04.9856,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|Q?|V*|X|Y*O,26.119,0.05,8.71e-05,2e-07,G6,,2.707,0.0166,1.226,0.889,0.015,0.012,90.0,,,,13.08,12.21,14.8,2.395998294395504,10.04,9.891,,,,,,0.387953,1.1039743981230947,0.055689584892635896
407,JW 1031,11.46,0.005,11.54,0.007,11.37,0.03,10.69,0.068,8.86,,,,JW 1031,05 35 55.0,-05 13 15.8,410,V* V1587 Ori,83.9790967688,-5.2210532148,0.0,0.0,90.0,16,05 35 54.98322,-05 13 15.7916,A,2020yCat.1350....0G,Orion_V*,*|Em*|IR|NIR|Or*|V*|Y*O,66.3,0.9,0.0002212,3e-06,,,1.3316,0.028,-3.454,-0.307,0.024,0.021,90.0,,,,17.509,16.236,,4.333998294395505,11.803,11.597,,,,,,0.25073,0.24303984908647883,0.055689584892635896
408,Par 2268,10.86,0.004,10.86,0.005,10.94,0.035,10.9,0.177,6.54,K6,R01,H,Parenago 2268,05 35 56.1,-04 56 55.1,411,V* V1588 Ori,83.9836575471,-4.9486752299,0.0,0.0,90.0,29,05 35 56.07781,-04 56 55.2308,A,2020yCat.1350....0G,TTau*,*|IR|NIR|Or*|TT*|V*|X|Y*?|Y*O,27.2,0.5,9.07e-05,1.7e-06,K4.5e,,2.6167,0.0164,1.178,0.987,0.015,0.013,90.0,,,,15.39,14.15,,3.653998294395505,11.137,10.921,,,,,,0.356466,0.46559385289664484,0.055689584892635896
409,R01- 2397,11.52,0.005,11.52,0.006,11.48,0.022,11.44,0.11,0.52,,,,[R2001]  2397,05 35 56.2,-05 52 28.5,412,V* V816 Ori,83.9840916355,-5.8745739635,0.0,0.0,90.0,17,05 35 56.18199,-05 52 28.4663,A,2020yCat.1350....0G,Orion_V*,*|Er*|NIR|Or*|TT*|V*|X|Y*O,28.72,1.18,9.58e-05,3.9e-06,M2.1e,,2.59,0.0361,1.552,0.665,0.036,0.027,90.0,,,,,15.7,,4.639998294395504,12.037,11.782,,,,,,0.270803,0.16830607865097114,0.055689584892635896
410,R01- 2400,10.0,0.002,9.64,0.002,9.46,0.008,8.9,0.023,4.88,,,,[R2001]  2400,05 35 56.9,-05 45 19.1,413,V* V1589 Ori,83.9870800471,-5.7553113062,0.0,0.0,90.0,28,05 35 56.89921,-05 45 19.1207,A,2020yCat.1350....0G,Orion_V*,*|Em*|MIR|NIR|Or*|TT?|V*|Y*O,26.263,0.025,8.76e-05,1e-07,M2.3,,3.9778,0.4556,3.087,-4.823,0.409,0.33,90.0,,,,,17.8,,4.486998294395503,11.45,10.823,,,,,,0.023815,0.20095500373992156,0.055689584892635896
411,R01- 2408,11.49,0.006,11.4,0.007,11.49,0.052,10.8,0.137,1.77,M2,R01,H,[R2001]  2408,05 35 57.5,-05 39 51.4,414,V* V1590 Ori,83.9896648969,-5.6642818336,0.0,0.0,90.0,25,05 35 57.51958,-05 39 51.4146,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|TT?|V*|Y*O,30.84,1.126,0.0001029,3.8e-06,M2.1e,,2.5355,0.0485,0.616,-0.704,0.04,0.033,90.0,,,,18.824,17.513,,4.8149982943955045,11.996,11.712,,,,,,0.29256,0.15541968970834913,0.055689584892635896
412,R01- 2410,11.54,0.005,11.63,0.008,11.72,0.019,11.62,0.028,6.09,,,,[R2001]  2410,05 35 57.7,-06 11 24.7,415,V* V1763 Ori,83.9906060265,-6.1901980084,0.0,0.0,90.0,24,05 35 57.74545,-06 11 24.7128,A,2020yCat.1350....0G,TTau*,*|EB*|NIR|Opt|Or*|TT*|V*|X|Y*O,27.408,0.03,9.14e-05,1e-07,M1.3,,2.5749,0.0289,0.891,1.009,0.026,0.022,90.0,,,,,16.17,,4.752998294395503,12.12,11.886,19.51,16.951,15.523,14.975,14.059,0.677842,0.1602865834860858,0.055689584892635896
413,CHS 13140,12.24,0.007,12.3,0.011,12.34,0.026,12.44,0.054,2.27,,,,[CHS2001] 13140,05 35 58.3,-06 22 11.6,416,V* V2629 Ori,83.9928889604,-6.3699100554,0.0,0.0,90.0,9,05 35 58.29335,-06 22 11.6762,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Opt|Or*|V*|X|Y*O|smm,,,,,,,2.7957,0.115,0.276,0.027,0.103,0.09,90.0,,,,,,,5.7239982943955035,13.184,12.86,22.49,21.44,19.849,17.398,15.832,0.12503,0.0,0.0
414,HBJM 10874,13.11,0.01,12.56,0.01,12.33,0.038,11.5,0.084,2.8,,,,[H97b] 10874,05 35 58.8,-05 10 14.6,417,TKK  1364,83.9950857954,-5.1707418962,0.0,0.0,90.0,12,05 35 58.82059,-05 10 14.6708,A,2020yCat.1350....0G,YSO,*|Em*|G|IR|Ir*|NIR|TT?|Y*O,,,,,,,2.5687,0.1796,1.761,-0.537,0.135,0.121,90.0,,,,,,,7.2189982943955044,14.6,14.188,,,,,,0.315655,0.0,0.0
415,R01- 2424,12.77,0.009,12.38,0.011,12.2,0.024,11.32,0.034,13.94,,,,[R2001]  2424,05 35 58.9,-06 02 39.7,418,V* V654 Ori,83.995496567,-6.0443585666,0.0,0.0,90.0,22,05 35 58.91918,-06 02 39.6908,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|MIR|NIR|Opt|Or*|V*|X|Y*O,32.36,0.94,0.0001079,3.1e-06,M4.7,,2.7931,0.1029,1.437,0.045,0.084,0.069,90.0,,,,,18.11,,6.5939982943955044,13.94,13.646,19.189,18.779,17.829,17.125,16.27,0.286189,0.0,0.0
416,R01- 2425,11.85,0.006,11.82,0.008,11.83,0.026,11.83,0.07,9.09,,,,[R2001]  2425,05 35 59.0,-05 59 08.5,419,V* V1591 Ori,83.9957313927,-5.9857000355,0.0,0.0,90.0,31,05 35 58.97553,-05 59 08.5201,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Opt|Or*|TT*|V*|X|Y*O,28.13,0.061,9.38e-05,2e-07,M3.0e,,2.5962,0.0379,1.245,0.502,0.032,0.027,90.0,,,,,16.63,,4.886998294395504,12.3,12.092,,,,,,0.36554,0.15031384193678674,0.055689584892635896
417,Par 2282,11.5,0.005,11.57,0.008,11.61,0.044,11.42,0.186,8.6,M1,R01,H,Parenago 2282,05 35 59.2,-04 58 46.2,420,V* V390 Ori,83.9968130357,-4.9795463799,0.0,0.0,90.0,45,05 35 59.23513,-04 58 46.3670,A,2020yCat.1350....0G,TTau*,*|Em*|Er*|IR|NIR|Opt|Or*|TT*|V*|X|Y*O,29.984,0.045,0.0001,2e-07,K3,,2.4921,0.0258,0.865,0.932,0.024,0.021,90.0,,,,,15.79,,4.481998294395504,11.84,11.621,,,,,,0.550854,0.20199037722405214,0.055689584892635896
418,JW 1044,11.07,0.007,10.9,0.005,10.42,0.044,9.38,0.094,2.98,M4.5,H97,L,JW 1044,05 35 59.5,-05 37 09.6,421,V* V1592 Ori,83.9978525165,-5.6193775205,0.0,0.0,90.0,41,05 35 59.48460,-05 37 09.7591,A,2020yCat.1350....0G,TTau*,*|Em*|G|MIR|NIR|Opt|Or*|TT*|V*|Y*O,28.42,0.043,9.48e-05,1e-07,M4.4e,,2.5684,0.0552,1.359,-0.225,0.049,0.039,90.0,,,,19.42,18.143,,4.692998294395505,11.96,11.657,,,,,,0.279511,0.1644585476697974,0.055689584892635896
419,Par 2307,8.78,0.003,8.44,0.002,8.17,0.002,7.51,0.002,9.21,,,,Parenago 2307,05 35 59.8,-06 16 06.6,422,V* V1178 Ori,83.9989661074,-6.2685237452,0.0,0.0,90.0,42,05 35 59.75187,-06 16 06.6855,A,2020yCat.1350....0G,TTau*,*|Em*|MIR|NIR|Opt|Or*|Rad|TT*|V*|V*?|X|Y*O,24.98,0.019,8.33e-05,1e-07,K7,,2.3496,0.0556,1.313,0.227,0.051,0.043,90.0,,,,,13.426,,2.4689982943955044,9.89,9.544,16.598,14.747,15.408,15.797,12.456,0.722769,1.054076910629851,0.055689584892635896
420,R01- 2434,12.08,0.008,12.29,0.013,12.03,0.037,11.84,0.126,1.01,,,,[R2001]  2434,05 35 59.9,-05 04 30.8,423,V* V1593 Ori,83.9997562867,-5.0752455773,0.0,0.0,90.0,12,05 35 59.94151,-05 04 30.8841,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|IR|NIR|Or*|TT?|V*|X|Y*O,,,,,,,2.4858,0.0994,0.975,0.828,0.094,0.078,90.0,,,,,,,5.446998294395504,12.882,12.528,,,,,,0.625864,0.11157100430951983,0.055689584892635896
421,R01- 2436,11.83,0.007,11.79,0.009,11.85,0.029,11.74,0.096,7.96,M2.5,R01,L,[R2001]  2436,05 36 00.2,-04 43 46.0,424,V* V1594 Ori,84.000845642,-4.7294596379,0.0,0.0,90.0,21,05 36 00.20295,-04 43 46.0547,A,2020yCat.1350....0G,TTau*,*|NIR|Or*|TT*|V*|Y*O,30.439,0.048,0.0001015,2e-07,M1.9,,2.4879,0.0462,-0.086,-0.459,0.038,0.029,90.0,,,,,16.96,,4.9559982943955045,12.27,11.999,,,,,,0.070298,0.1450026652995924,0.055689584892635896
422,R01- 2437,9.8,0.002,9.91,0.003,9.72,0.005,9.7,0.008,9.47,K6,R01,H,[R2001]  2437,05 36 00.2,-06 03 29.5,425,V* V1764 Ori,84.0009045323,-6.0581719426,0.0,0.0,90.0,22,05 36 00.21709,-06 03 29.4190,A,2020yCat.1350....0G,TTau*,*|NIR|Opt|Or*|TT*|V*|Y*O,31.029,0.027,0.0001035,1e-07,K4.0,,2.4582,0.0244,1.093,-1.798,0.021,0.018,90.0,,,,,16.3,,3.374998294395505,10.5,10.124,21.35,17.659,15.521,14.319,13.442,0.267448,0.5777569505490494,0.055689584892635896
423,Par 2306,10.56,0.004,10.62,0.005,10.52,0.029,10.09,0.087,9.46,,,,Parenago 2306,05 36 00.8,-05 41 06.5,426,V* V1595 Ori,84.0033012977,-5.6851558133,0.0,0.0,90.0,23,05 36 00.79231,-05 41 06.5609,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|Y*O,26.07,0.224,8.7e-05,7e-07,M1.5,,2.5608,0.0275,0.256,-0.745,0.024,0.02,90.0,,,,16.204,15.118,,3.623998294395504,10.96,10.736,,,,,,0.129932,0.47648648693145756,0.055689584892635896
424,Par 2304,10.28,0.002,10.24,0.003,10.32,0.014,10.27,0.058,2.52,,,,Parenago 2304,05 36 02.6,-05 07 36.5,427,V* V1127 Ori,84.0109916055,-5.1268154829,0.0,0.0,90.0,12,05 36 02.63799,-05 07 36.5357,A,2020yCat.1350....0G,Orion_V*,*|Er*|IR|NIR|Or*|TT*|V*|X|Y*O,25.3,,8.44e-05,,K8.8,,2.266,0.0567,2.468,-1.09,0.05,0.042,90.0,,,,,,,3.281998294395505,10.639,10.451,,,,,,0.568625,0.6160888877272629,0.055689584892635896
425,JW 1051,12.15,0.008,11.92,0.009,11.86,0.054,11.1,0.103,2.25,M3,H97,L,JW 1051,05 36 02.8,-05 32 54.4,428,2MASS J05360282-0532543,84.0117742171,-5.5484512291,0.0,0.0,90.0,25,05 36 02.82581,-05 32 54.4244,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|TT*|TT?|V*|Y*O,,,,,M3,,2.4132,0.1128,0.711,-0.169,0.106,0.088,90.0,,,,21.216,19.921,,5.6579982943955045,13.104,12.71,,,,,,0.386141,0.0,0.0
426,H97: 1053,11.76,0.008,11.54,0.009,11.26,0.051,10.22,0.089,1.05,M5,H97,L,[H97b] 1053,05 36 03.9,-05 30 18.8,429,V* V2636 Ori,84.0160648327,-5.5052272186,0.0,0.0,90.0,27,05 36 03.85556,-05 30 18.8180,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Or*|TT?|V*|Y*O,25.0,1.1,8.34e-05,3.7e-06,M5,,3.2229,0.2365,1.459,-0.348,0.225,0.179,90.0,,,,18.733,17.983,,5.478998294395504,12.854,12.497,,,,,,0.663771,0.10958215764314676,0.055689584892635896
427,Par 2318,10.34,0.002,10.43,0.003,10.37,0.009,10.22,0.031,1.1,M0,R01,H,Parenago 2318,05 36 04.5,-05 09 28.9,430,V* V655 Ori,84.0187939799,-5.1580158657,0.0,0.0,90.0,24,05 36 04.51056,-05 09 28.8571,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|IR|MIR|NIR|Or*|Rad|V*|X|Y*O,28.9,,9.64e-05,,,,2.5635,0.0208,2.475,-0.07,0.018,0.016,90.0,,,,15.8,14.44,14.15,3.2429982943955036,10.555,10.398,,15.14,13.83,13.07,,0.163414,0.6337508898640422,0.055689584892635896
428,CHS 13694,10.74,0.003,10.64,0.004,10.76,0.009,10.54,0.016,2.54,,,,[CHS2001] 13694,05 36 05.2,-06 25 25.4,431,V* V822 Ori,84.0215101625,-6.4237179806,0.0,0.0,90.0,31,05 36 05.16244,-06 25 25.3847,A,2020yCat.1350....0G,TTau*,*|Em*|Er*|G|IR|MIR|NIR|Opt|Or*|TT*|V*|X|Y*?|Y*O,25.478,0.056,8.5e-05,2e-07,M1.5,,2.5094,0.0211,0.77,0.258,0.02,0.017,90.0,,,,,15.526,,3.7349982943955045,11.09,10.91,18.436,15.885,14.547,13.99,13.18,0.560086,0.4355049676434866,0.055689584892635896
429,Par 2332,9.56,0.002,9.58,0.002,9.51,0.007,9.46,0.03,4.46,K7,R01,H,Parenago 2332,05 36 07.3,-05 40 22.2,432,V* V1598 Ori,84.0304119622,-5.6728580594,0.0,0.0,90.0,35,05 36 07.29887,-05 40 22.2890,A,2020yCat.1350....0G,TTau*,*|Em*|NIR|Or*|Rad|TT*|TT?|V*|Y*O,22.77,0.272,7.6e-05,9e-07,M1,,2.5211,0.0214,4.54,-4.923,0.021,0.016,90.0,,,,16.998,15.666,,3.0999982943955047,10.26,9.895,,,,,,0.090595,0.6951715423272393,0.055689584892635896
430,H97: 5087,11.13,0.005,11.13,0.006,11.01,0.042,10.79,0.183,0.81,M4,H97,L,[H97b] 5087,05 36 08.7,-05 21 02.2,433,V* V1129 Ori,84.0362030153,-5.3506168767,0.0,0.0,90.0,34,05 36 08.68872,-05 21 02.2208,A,2020yCat.1350....0G,TTau*,*|Em*|Er*|G|NIR|Or*|TT*|TT?|V*|Y*O,30.233,0.237,0.0001009,8e-07,M4,,2.5896,0.032,1.706,-0.251,0.028,0.023,90.0,,,,,16.58,,4.247998294395504,11.59,11.356,,,,,,0.169682,0.26728021871715163,0.055689584892635896
431,R01- 2515,11.9,0.008,11.95,0.011,11.92,0.07,10.64,0.118,5.29,,,,[R2001]  2515,05 36 09.0,-05 44 48.0,434,V* V821 Ori,84.037448583,-5.7466662735,0.0,0.0,90.0,27,05 36 08.98766,-05 44 47.9986,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|NIR|Or*|TT?|V*|Y*?|Y*O,26.817,0.063,8.95e-05,2e-07,M2.1,,2.6261,0.0391,1.076,0.307,0.037,0.028,90.0,,,,,,,4.906998294395505,12.28,12.069,,,,,,0.184176,0.14877681727797773,0.055689584892635896
432,R01- 2517,10.62,0.003,10.61,0.004,10.55,0.009,10.46,0.031,6.55,M1,R01,H,[R2001]  2517,05 36 09.2,-05 51 02.9,435,V* V1240 Ori,84.0382898636,-5.8508149658,0.0,0.0,90.0,11,05 36 09.18957,-05 51 02.9339,A,2020yCat.1350....0G,Orion_V*,*|Em*|NIR|Or*|V*|X|Y*O,25.8,,8.61e-05,,,,2.2505,0.1536,-0.151,-0.854,0.124,0.11,90.0,,,,,16.5,,3.9979982943955044,11.258,10.908,,,,,,0.159319,0.34381731879500865,0.055689584892635896
433,Par 2348,11.33,0.004,11.4,0.007,11.36,0.016,11.35,0.024,6.95,K8,R01,H,Parenago 2348,05 36 09.4,-05 46 26.6,436,Brun 960,84.0392691483,-5.7740680897,0.0,0.0,90.0,30,05 36 09.42460,-05 46 26.6451,A,2020yCat.1350....0G,Orion_V*,*|Er*|NIR|Or*|Rad|V*|X|Y*?|Y*O,27.849,0.05,9.29e-05,2e-07,K7,,2.6209,0.0242,1.14,0.362,0.021,0.018,90.0,,,,16.49,15.16,14.72,4.265998294395505,11.63,11.471,,,,,,0.369825,0.26251572479444424,0.055689584892635896
434,R01- 2524,10.65,0.003,10.77,0.004,10.73,0.008,10.59,0.016,1.8,,,,[R2001]  2524,05 36 09.5,-06 18 36.3,437,V* V825 Ori,84.0395495158,-6.3100999004,0.0,0.0,90.0,28,05 36 09.49188,-06 18 36.3596,A,2020yCat.1350....0G,Orion_V*,*|BY*|Er*|IR|NIR|Opt|Or*|Rad|TT*|V*|X|Y*?|Y*O,32.248,0.096,0.0001076,3e-07,M2,,2.6,0.0231,1.322,0.574,0.021,0.018,90.0,,,,,15.192,,3.6639982943955047,11.04,10.906,18.412,15.989,14.58,14.151,13.136,0.134905,0.4620185940611625,0.055689584892635896
435,R01- 2532,13.07,0.01,12.94,0.012,12.89,0.049,12.44,0.129,0.54,,,,[R2001]  2532,05 36 10.0,-05 05 35.4,438,V* V1599 Ori,84.0415816731,-5.0931902407,0.0,0.0,90.0,12,05 36 09.97960,-05 05 35.4849,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|IR|NIR|Or*|TT*|V*|Y*O,,,,,M5.2,,2.5964,0.1061,1.166,-0.158,0.094,0.08,90.0,,,,,,,6.258998294395504,13.674,13.39,,,,,,0.316364,0.0,0.0
436,H97: 5073,10.18,0.003,10.14,0.003,10.02,0.015,10.08,0.076,0.86,K3,H97,H,[H97b] 5073,05 36 10.5,-05 19 44.9,439,V* V502 Ori,84.0437165313,-5.3291658525,0.0,0.0,90.0,47,05 36 10.49197,-05 19 44.9971,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|MIR|NIR|Or*|Rad|TT?|V*|X|Y*O,27.188,0.049,9.07e-05,2e-07,K3,,2.5431,0.016,1.4,-0.135,0.014,0.012,90.0,,,,15.03,14.0,,3.4049982943955044,10.79,10.592,,,,,,0.154319,0.5645492412099481,0.055689584892635896
437,Par 2347,10.18,0.003,10.14,0.003,10.02,0.015,10.08,0.076,6.01,K3,H97,H,Parenago 2347,05 36 10.5,-05 19 44.9,440,V* V502 Ori,84.0437165313,-5.3291658525,0.0,0.0,90.0,47,05 36 10.49197,-05 19 44.9971,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|MIR|NIR|Or*|Rad|TT?|V*|X|Y*O,27.188,0.049,9.07e-05,2e-07,K3,,2.5431,0.016,1.4,-0.135,0.014,0.012,90.0,,,,15.03,14.0,,3.4049982943955044,10.79,10.592,,,,,,0.154319,0.5645492412099481,0.055689584892635896
438,R01- 2553,11.26,0.004,11.28,0.005,11.37,0.02,11.2,0.05,0.34,K3,R01,H,[R2001]  2553,05 36 11.4,-05 38 51.6,441,V* V1601 Ori,84.0475165294,-5.6476723321,0.0,0.0,90.0,13,05 36 11.40397,-05 38 51.6204,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*|Y*O,,,,,K3,,2.3356,0.0452,-1.412,1.328,0.041,0.033,90.0,,,,,,,4.877998294395503,11.984,11.537,,,,,,0.062631,0.1507005728345093,0.055689584892635896
439,R01- 2569,11.6,0.005,11.58,0.006,11.75,0.034,11.3,0.119,4.1,,,,[R2001]  2569,05 36 13.1,-04 55 13.8,442,V* V1603 Ori,84.0544619887,-4.9205063392,0.0,0.0,90.0,10,05 36 13.07088,-04 55 13.8228,A,2020yCat.1350....0G,Orion_V*,*|NIR|Or*|V*|Y*O,28.7,0.5,9.57e-05,1.7e-06,,,2.3723,0.0404,-1.675,1.461,0.035,0.029,90.0,,,,,,,5.001998294395504,12.18,11.866,,,,,,0.435829,0.14132425554379643,0.055689584892635896
440,Par 2363,11.03,0.004,11.04,0.005,11.14,0.038,10.89,0.142,0.82,M0,R01,H,Parenago 2363,05 36 14.7,-05 37 35.0,443,V* V827 Ori,84.0610952263,-5.6263973673,0.0,0.0,90.0,26,05 36 14.66285,-05 37 35.0305,A,2020yCat.1350....0G,Orion_V*,*|Er*|NIR|Or*|Rad|V*|X|Y*O,26.83,2.048,8.95e-05,6.8e-06,,,2.6124,0.0222,1.377,0.54,0.021,0.016,90.0,,,,15.9,,,4.002998294395503,11.36,11.173,,,,,,0.555341,0.34205496090371973,0.055689584892635896
441,R01- 2596,11.89,0.006,11.82,0.008,11.72,0.023,11.37,0.077,1.24,,,,[R2001]  2596,05 36 15.8,-04 55 20.2,444,V* V1604 Ori,84.0657643511,-4.9222713315,0.0,0.0,90.0,9,05 36 15.78344,-04 55 20.1768,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|NIR|Or*|V*|Y*O,,,,,,,2.6553,0.0836,1.73,1.025,0.081,0.065,90.0,,,,,,,5.045998294395504,12.548,12.273,,,,,,0.248506,0.13809353769953073,0.055689584892635896
442,HBJM 11056,13.8,0.011,13.2,0.014,12.82,0.041,11.84,0.054,3.74,,,,[H97b] 11056,05 36 16.2,-05 07 47.3,445,2MASS J05361623-0507472,84.0675933886,-5.1298111408,0.001,0.001,90.0,9,05 36 16.22241,-05 07 47.3201,A,2020yCat.1350....0G,YSO,*|Ir*|MIR|NIR|Y*O,,,,,,,3.7059,0.8959,1.577,1.842,0.747,0.739,90.0,,,,,,,8.493998294395505,15.656,15.262,,,,,,0.335456,0.0,0.0
443,CHS 14574,12.37,0.009,12.27,0.012,12.12,0.027,11.73,0.045,2.05,,,,[CHS2001] 14574,05 36 16.3,-05 40 02.2,446,V* V1605 Ori,84.0681440689,-5.6672905431,0.0,0.0,90.0,11,05 36 16.35458,-05 40 02.2460,A,2020yCat.1350....0G,Orion_V*,*|Em*|G|MIR|NIR|Or*|V*|Y*O,,,,,,,2.6036,0.0739,1.011,0.572,0.068,0.053,90.0,,,,,,,5.838998294395504,13.228,12.928,,,,,,0.815942,0.0,0.0
444,Par 2368,8.86,0.002,8.61,0.002,8.14,0.002,6.8,0.003,7.41,K6,R01,H,Parenago 2368,05 36 17.0,-05 11 42.8,447,V* AZ Ori,84.0707525731,-5.1952229346,0.0,0.0,90.0,76,05 36 16.98062,-05 11 42.8026,A,2020yCat.1350....0G,Orion_V*,*|Em*|Er*|IR|MIR|NIR|Opt|Or*|Rad|V*|X|Y*O|cC*,26.105,0.027,8.71e-05,1e-07,K6e,,2.5403,0.0147,3.009,1.362,0.013,0.011,90.0,,,,14.86,13.43,12.59,2.270998294395504,9.608,9.276,,14.15,12.86,12.23,,0.289554,1.198584601088218,0.055689584892635896
445,CHS 14673,11.63,0.005,11.61,0.008,11.51,0.015,11.41,0.024,6.19,,,,[CHS2001] 14673,05 36 17.7,-06 28 36.3,448,V* V830 Ori,84.0737572648,-6.4767744878,0.0,0.0,90.0,21,05 36 17.70174,-06 28 36.3882,A,2020yCat.1350....0G,TTau*,*|Er*|NIR|Opt|Or*|RS*|TT*|V*|X|Y*?|Y*O,22.865,0.046,7.63e-05,2e-07,M2.1,,2.6474,0.0286,0.652,0.692,0.025,0.022,90.0,,,,,,,4.378998294395505,11.81,11.631,19.38,16.957,15.576,14.598,13.959,0.091906,0.23086544239918652,0.055689584892635896
446,HBJM 11082,11.83,0.006,11.79,0.009,11.75,0.023,11.77,0.056,1.5,,,,[H97b] 11082,05 36 18.8,-05 12 18.3,449,2MASS J05361878-0512182,84.0782805869,-5.2050894589,0.0,0.0,90.0,24,05 36 18.78734,-05 12 18.3221,A,2020yCat.1350....0G,TTau*,*|Em*|G|NIR|SB*|TT*|TT?|V*|Y*O,26.515,0.085,8.85e-05,3e-07,M4.6,,2.6387,0.0425,1.497,-0.051,0.039,0.033,90.0,,,,,,,4.894998294395505,12.3,12.05,,,,,,0.190386,0.14954335490479054,0.055689584892635896
